LGA_NAME16	CountryOfBirth	Sex	workers
Tammin (S)	ZAF	M	3
Tammin (S)	GBR	F	4
Three Springs (S)		F	8
Three Springs (S)		M	3
Three Springs (S)	AUS	F	102
Three Springs (S)	AUS	M	120
Three Springs (S)	NZL	F	6
Three Springs (S)	NZL	M	4
Three Springs (S)	PHL	F	3
Three Springs (S)	PHL	M	3
Three Springs (S)	ZAF	F	3
Three Springs (S)	ZAF	M	3
Three Springs (S)	GBR	F	8
Three Springs (S)	GBR	M	10
Toodyay (S)		F	24
Toodyay (S)		M	30
Toodyay (S)	AUS	F	320
Toodyay (S)	AUS	M	340
Toodyay (S)	DEU	F	4
Toodyay (S)	DEU	M	3
Toodyay (S)	IRL	M	3
Toodyay (S)	NZL	F	19
Toodyay (S)	NZL	M	17
Toodyay (S)	ZAF	F	5
Toodyay (S)	ZAF	M	3
Toodyay (S)	THA	F	3
Toodyay (S)	GBR	F	44
Toodyay (S)	GBR	M	31
Trayning (S)		M	11
Trayning (S)	AUS	F	57
Trayning (S)	AUS	M	72
Trayning (S)	NZL	F	3
Trayning (S)	NZL	M	5
Trayning (S)	GBR	F	5
Upper Gascoyne (S)	AUS	F	18
Upper Gascoyne (S)	AUS	M	35
Upper Gascoyne (S)	DEU	F	3
Upper Gascoyne (S)	NZL	M	5
Upper Gascoyne (S)	GBR	F	3
Upper Gascoyne (S)	GBR	M	7
Victoria Park (T)		F	1193
Victoria Park (T)		M	1429
Victoria Park (T)	AUS	F	6771
Victoria Park (T)	AUS	M	7107
Victoria Park (T)	CAN	F	56
Victoria Park (T)	CAN	M	52
Victoria Park (T)	CHN	F	372
Victoria Park (T)	CHN	M	387
Victoria Park (T)	HRV	F	20
Victoria Park (T)	HRV	M	14
Victoria Park (T)	EGY	F	10
Victoria Park (T)	EGY	M	20
Victoria Park (T)	FJI	F	16
Victoria Park (T)	FJI	M	13
Victoria Park (T)	MKD	F	6
Victoria Park (T)	MKD	M	18
Victoria Park (T)	DEU	F	90
Victoria Park (T)	DEU	M	92
Victoria Park (T)	GRC	F	7
Victoria Park (T)	GRC	M	8
Victoria Park (T)	HKG	F	104
Victoria Park (T)	HKG	M	120
Victoria Park (T)	IND	F	398
Victoria Park (T)	IND	M	752
Victoria Park (T)	IDN	F	212
Victoria Park (T)	IDN	M	156
Victoria Park (T)	IRN	F	62
Victoria Park (T)	IRN	M	104
Victoria Park (T)	IRQ	F	12
Victoria Park (T)	IRQ	M	40
Victoria Park (T)	IRL	F	129
Victoria Park (T)	IRL	M	216
Victoria Park (T)	ITA	F	59
Victoria Park (T)	ITA	M	123
Victoria Park (T)	JPN	F	68
Victoria Park (T)	JPN	M	32
Victoria Park (T)	LBN	F	12
Victoria Park (T)	LBN	M	10
Victoria Park (T)	MYS	F	465
Victoria Park (T)	MYS	M	536
Victoria Park (T)	MLT	F	3
Victoria Park (T)	MLT	M	3
Victoria Park (T)	NLD	F	38
Victoria Park (T)	NLD	M	46
Victoria Park (T)	NZL	F	445
Victoria Park (T)	NZL	M	510
Victoria Park (T)	PAK	F	19
Victoria Park (T)	PAK	M	112
Victoria Park (T)	PHL	F	337
Victoria Park (T)	PHL	M	216
Victoria Park (T)	POL	F	46
Victoria Park (T)	POL	M	47
Victoria Park (T)	SGP	F	222
Victoria Park (T)	SGP	M	179
Victoria Park (T)	ZAF	F	254
Victoria Park (T)	ZAF	M	289
Victoria Park (T)	KOR	F	119
Victoria Park (T)	KOR	M	127
Victoria Park (T)	LKA	F	116
Victoria Park (T)	LKA	M	139
Victoria Park (T)	THA	F	156
Victoria Park (T)	THA	M	56
Victoria Park (T)	TUR	F	8
Victoria Park (T)	TUR	M	14
Victoria Park (T)	GBR	F	1093
Victoria Park (T)	GBR	M	1468
Victoria Park (T)	USA	F	61
Victoria Park (T)	USA	M	82
Victoria Park (T)	VNM	F	157
Victoria Park (T)	VNM	M	174
Victoria Park (T)	ZWE	F	97
Victoria Park (T)	ZWE	M	84
Victoria Plains (S)		F	4
Victoria Plains (S)		M	14
Victoria Plains (S)	AUS	F	127
Victoria Plains (S)	AUS	M	238
Victoria Plains (S)	DEU	F	4
Victoria Plains (S)	IND	M	3
Victoria Plains (S)	IRL	F	3
Victoria Plains (S)	IRL	M	3
Victoria Plains (S)	NZL	F	5
Victoria Plains (S)	NZL	M	15
Victoria Plains (S)	PHL	M	7
Victoria Plains (S)	ZAF	M	3
Victoria Plains (S)	GBR	F	26
Victoria Plains (S)	GBR	M	20
Victoria Plains (S)	ZWE	M	3
Vincent (C)		F	863
Vincent (C)		M	876
Vincent (C)	AUS	F	5850
Vincent (C)	AUS	M	5446
Vincent (C)	CAN	F	28
Vincent (C)	CAN	M	34
Vincent (C)	CHN	F	261
Vincent (C)	CHN	M	207
Vincent (C)	HRV	F	15
Vincent (C)	HRV	M	17
Vincent (C)	EGY	F	10
Vincent (C)	EGY	M	10
Vincent (C)	FJI	F	5
Vincent (C)	FJI	M	3
Vincent (C)	MKD	F	22
Vincent (C)	MKD	M	43
Vincent (C)	DEU	F	67
Vincent (C)	DEU	M	46
Vincent (C)	GRC	F	9
Vincent (C)	GRC	M	15
Vincent (C)	HKG	F	74
Vincent (C)	HKG	M	67
Vincent (C)	IND	F	240
Vincent (C)	IND	M	373
Vincent (C)	IDN	F	72
Vincent (C)	IDN	M	53
Vincent (C)	IRN	F	29
Vincent (C)	IRN	M	36
Vincent (C)	IRQ	F	5
Vincent (C)	IRQ	M	11
Vincent (C)	IRL	F	146
Vincent (C)	IRL	M	121
Vincent (C)	ITA	F	130
Vincent (C)	ITA	M	176
Vincent (C)	JPN	F	67
Vincent (C)	JPN	M	36
Vincent (C)	LBN	F	3
Vincent (C)	LBN	M	5
Vincent (C)	MYS	F	199
Vincent (C)	MYS	M	216
Vincent (C)	MLT	F	3
Vincent (C)	MLT	M	8
Vincent (C)	NLD	F	12
Vincent (C)	NLD	M	35
Vincent (C)	NZL	F	381
Vincent (C)	NZL	M	297
Vincent (C)	PAK	M	55
Vincent (C)	PHL	F	142
Vincent (C)	PHL	M	114
Vincent (C)	POL	F	45
Vincent (C)	POL	M	30
Vincent (C)	SGP	F	112
Vincent (C)	SGP	M	88
Vincent (C)	ZAF	F	202
Vincent (C)	ZAF	M	235
Vincent (C)	KOR	F	62
Vincent (C)	KOR	M	62
Vincent (C)	LKA	F	35
Vincent (C)	LKA	M	57
Vincent (C)	THA	F	59
Vincent (C)	THA	M	50
Vincent (C)	TUR	F	3
Vincent (C)	TUR	M	11
Vincent (C)	GBR	F	920
Vincent (C)	GBR	M	1118
Vincent (C)	USA	F	53
Vincent (C)	USA	M	55
Vincent (C)	VNM	F	233
Vincent (C)	VNM	M	168
Vincent (C)	ZWE	F	64
Vincent (C)	ZWE	M	70
Wagin (S)		F	11
Wagin (S)		M	15
Wagin (S)	AUS	F	264
Wagin (S)	AUS	M	306
Wagin (S)	IRL	M	3
Wagin (S)	NLD	M	3
Wagin (S)	NZL	F	20
Wagin (S)	NZL	M	14
Wagin (S)	PHL	M	3
Wagin (S)	ZAF	F	3
Wagin (S)	ZAF	M	4
Wagin (S)	THA	F	3
Wagin (S)	GBR	F	15
Wagin (S)	GBR	M	19
Wandering (S)		F	3
Wandering (S)		M	3
Wandering (S)	AUS	F	44
Wandering (S)	AUS	M	93
Wandering (S)	IND	M	3
Wandering (S)	NZL	F	4
Wandering (S)	NZL	M	3
Wanneroo (C)		F	1395
Wanneroo (C)		M	1723
Wanneroo (C)	AUS	F	10385
Wanneroo (C)	AUS	M	12070
Wanneroo (C)	CAN	F	53
Wanneroo (C)	CAN	M	50
Wanneroo (C)	CHN	F	153
Wanneroo (C)	CHN	M	159
Wanneroo (C)	HRV	F	29
Wanneroo (C)	HRV	M	37
Wanneroo (C)	EGY	F	38
Wanneroo (C)	EGY	M	50
Wanneroo (C)	FJI	F	4
Wanneroo (C)	FJI	M	7
Wanneroo (C)	MKD	F	49
Wanneroo (C)	MKD	M	91
Wanneroo (C)	DEU	F	91
Wanneroo (C)	DEU	M	101
Wanneroo (C)	GRC	F	9
Wanneroo (C)	GRC	M	27
Wanneroo (C)	HKG	F	41
Wanneroo (C)	HKG	M	55
Wanneroo (C)	IND	F	345
Wanneroo (C)	IND	M	692
Wanneroo (C)	IDN	F	58
Wanneroo (C)	IDN	M	48
Wanneroo (C)	IRN	F	31
Wanneroo (C)	IRN	M	58
Wanneroo (C)	IRQ	F	19
Wanneroo (C)	IRQ	M	44
Wanneroo (C)	IRL	F	212
Wanneroo (C)	IRL	M	330
Wanneroo (C)	ITA	F	75
Wanneroo (C)	ITA	M	148
Wanneroo (C)	JPN	F	30
Wanneroo (C)	JPN	M	17
Wanneroo (C)	LBN	F	5
Wanneroo (C)	LBN	M	7
Wanneroo (C)	MYS	F	176
Wanneroo (C)	MYS	M	178
Wanneroo (C)	MLT	F	6
Wanneroo (C)	MLT	M	13
Wanneroo (C)	NLD	F	50
Wanneroo (C)	NLD	M	62
Wanneroo (C)	NZL	F	853
Wanneroo (C)	NZL	M	1183
Wanneroo (C)	PAK	F	14
Wanneroo (C)	PAK	M	62
Wanneroo (C)	PHL	F	265
Wanneroo (C)	PHL	M	339
Wanneroo (C)	POL	F	74
Wanneroo (C)	POL	M	73
Wanneroo (C)	SGP	F	91
Wanneroo (C)	SGP	M	103
Wanneroo (C)	ZAF	F	894
Wanneroo (C)	ZAF	M	790
Wanneroo (C)	KOR	F	26
Wanneroo (C)	KOR	M	52
Wanneroo (C)	LKA	F	35
Wanneroo (C)	LKA	M	65
Wanneroo (C)	THA	F	94
Wanneroo (C)	THA	M	52
Wanneroo (C)	TUR	F	4
Wanneroo (C)	TUR	M	13
Wanneroo (C)	GBR	F	3973
Wanneroo (C)	GBR	M	4093
Wanneroo (C)	USA	F	64
Wanneroo (C)	USA	M	63
Wanneroo (C)	VNM	F	499
Wanneroo (C)	VNM	M	582
Wanneroo (C)	ZWE	F	224
Wanneroo (C)	ZWE	M	201
Waroona (S)		F	16
Waroona (S)		M	47
Waroona (S)	AUS	F	533
Waroona (S)	AUS	M	1220
Waroona (S)	DEU	F	4
Waroona (S)	DEU	M	6
Waroona (S)	IND	F	3
Waroona (S)	IND	M	7
Waroona (S)	IRL	F	3
Waroona (S)	IRL	M	16
Waroona (S)	ITA	F	7
Waroona (S)	ITA	M	4
Waroona (S)	MYS	M	4
Waroona (S)	NLD	F	3
Waroona (S)	NZL	F	23
Waroona (S)	NZL	M	41
Waroona (S)	PHL	F	13
Waroona (S)	PHL	M	3
Waroona (S)	ZAF	F	3
Waroona (S)	ZAF	M	15
Waroona (S)	THA	F	3
Waroona (S)	GBR	F	41
Waroona (S)	GBR	M	108
Waroona (S)	USA	F	3
Waroona (S)	USA	M	5
Waroona (S)	ZWE	M	5
West Arthur (S)		F	8
West Arthur (S)		M	5
West Arthur (S)	AUS	F	137
West Arthur (S)	AUS	M	192
West Arthur (S)	NZL	F	6
West Arthur (S)	NZL	M	3
West Arthur (S)	PHL	M	9
West Arthur (S)	GBR	F	5
West Arthur (S)	GBR	M	4
Westonia (S)		M	11
Westonia (S)	AUS	F	43
Westonia (S)	AUS	M	169
Westonia (S)	NZL	F	3
Westonia (S)	NZL	M	20
Westonia (S)	ZAF	M	3
Westonia (S)	GBR	F	4
Westonia (S)	GBR	M	18
Wickepin (S)		M	6
Wickepin (S)	AUS	F	104
Wickepin (S)	AUS	M	157
Wickepin (S)	NZL	F	3
Wickepin (S)	NZL	M	4
Wickepin (S)	GBR	F	6
Wickepin (S)	GBR	M	5
Williams (S)		F	7
Williams (S)		M	11
Williams (S)	AUS	F	153
Williams (S)	AUS	M	235
Williams (S)	DEU	F	3
Williams (S)	GRC	M	3
Williams (S)	NZL	F	6
Williams (S)	NZL	M	5
Williams (S)	ZAF	M	3
Williams (S)	GBR	F	6
Williams (S)	GBR	M	12
Wiluna (S)		F	16
Wiluna (S)		M	44
Wiluna (S)	AUS	F	135
Wiluna (S)	AUS	M	608
Wiluna (S)	CAN	M	3
Wiluna (S)	CHN	M	3
Wiluna (S)	FJI	F	3
Wiluna (S)	FJI	M	6
Wiluna (S)	DEU	M	4
Wiluna (S)	IRL	M	13
Wiluna (S)	MYS	M	5
Wiluna (S)	NZL	F	29
Wiluna (S)	NZL	M	127
Wiluna (S)	PHL	F	3
Wiluna (S)	PHL	M	13
Wiluna (S)	POL	M	4
Wiluna (S)	SGP	F	3
Wiluna (S)	ZAF	M	25
Wiluna (S)	GBR	F	21
Wiluna (S)	GBR	M	81
Wiluna (S)	ZWE	M	13
Wongan-Ballidu (S)		F	4
Wongan-Ballidu (S)		M	11
Wongan-Ballidu (S)	AUS	F	244
Wongan-Ballidu (S)	AUS	M	322
Wongan-Ballidu (S)	IND	F	3
Wongan-Ballidu (S)	MYS	F	3
Wongan-Ballidu (S)	NZL	F	7
Wongan-Ballidu (S)	NZL	M	18
Wongan-Ballidu (S)	PHL	F	9
Wongan-Ballidu (S)	PHL	M	7
Wongan-Ballidu (S)	ZAF	F	4
Wongan-Ballidu (S)	ZAF	M	5
Wongan-Ballidu (S)	GBR	F	19
Wongan-Ballidu (S)	GBR	M	13
Wongan-Ballidu (S)	USA	F	3
Woodanilling (S)		F	3
Woodanilling (S)		M	6
Woodanilling (S)	AUS	F	58
Woodanilling (S)	AUS	M	104
Woodanilling (S)	NZL	F	3
Woodanilling (S)	NZL	M	5
Woodanilling (S)	ZAF	M	3
Woodanilling (S)	GBR	F	4
Woodanilling (S)	GBR	M	3
Wyalkatchem (S)		F	3
Wyalkatchem (S)		M	3
Wyalkatchem (S)	AUS	F	76
Wyalkatchem (S)	AUS	M	106
Wyalkatchem (S)	IND	F	3
Wyalkatchem (S)	IND	M	3
Wyalkatchem (S)	NZL	F	3
Wyalkatchem (S)	GBR	F	7
Wyalkatchem (S)	GBR	M	3
Wyndham-East Kimberley (S)		F	109
Wyndham-East Kimberley (S)		M	112
Wyndham-East Kimberley (S)	AUS	F	1260
Wyndham-East Kimberley (S)	AUS	M	1515
Wyndham-East Kimberley (S)	CAN	F	8
Wyndham-East Kimberley (S)	CAN	M	5
Wyndham-East Kimberley (S)	CHN	F	4
Wyndham-East Kimberley (S)	CHN	M	7
Wyndham-East Kimberley (S)	FJI	F	3
Wyndham-East Kimberley (S)	FJI	M	6
Wyndham-East Kimberley (S)	DEU	F	14
Wyndham-East Kimberley (S)	DEU	M	19
Wyndham-East Kimberley (S)	HKG	F	3
Wyndham-East Kimberley (S)	HKG	M	3
Wyndham-East Kimberley (S)	IND	F	9
Wyndham-East Kimberley (S)	IND	M	15
Wyndham-East Kimberley (S)	IRL	F	17
Wyndham-East Kimberley (S)	IRL	M	7
Wyndham-East Kimberley (S)	ITA	F	8
Wyndham-East Kimberley (S)	ITA	M	15
Wyndham-East Kimberley (S)	JPN	F	7
Wyndham-East Kimberley (S)	JPN	M	3
Wyndham-East Kimberley (S)	MYS	F	10
Wyndham-East Kimberley (S)	MYS	M	11
Wyndham-East Kimberley (S)	MLT	M	3
Wyndham-East Kimberley (S)	NLD	F	5
Wyndham-East Kimberley (S)	NLD	M	10
Wyndham-East Kimberley (S)	NZL	F	69
Wyndham-East Kimberley (S)	NZL	M	72
Wyndham-East Kimberley (S)	PHL	F	15
Wyndham-East Kimberley (S)	PHL	M	10
Wyndham-East Kimberley (S)	SGP	F	3
Wyndham-East Kimberley (S)	ZAF	F	10
Wyndham-East Kimberley (S)	ZAF	M	12
Wyndham-East Kimberley (S)	KOR	F	4
Wyndham-East Kimberley (S)	KOR	M	5
Wyndham-East Kimberley (S)	LKA	M	3
Wyndham-East Kimberley (S)	THA	F	16
Wyndham-East Kimberley (S)	TUR	M	3
Wyndham-East Kimberley (S)	GBR	F	112
Wyndham-East Kimberley (S)	GBR	M	117
Wyndham-East Kimberley (S)	USA	F	8
Wyndham-East Kimberley (S)	USA	M	8
Wyndham-East Kimberley (S)	VNM	F	9
Wyndham-East Kimberley (S)	VNM	M	12
Wyndham-East Kimberley (S)	ZWE	F	5
Wyndham-East Kimberley (S)	ZWE	M	9
Yalgoo (S)		M	15
Yalgoo (S)	AUS	F	97
Yalgoo (S)	AUS	M	415
Yalgoo (S)	CAN	M	3
Yalgoo (S)	CHN	M	3
Yalgoo (S)	IND	M	5
Yalgoo (S)	IRL	F	3
Yalgoo (S)	IRL	M	5
Yalgoo (S)	NLD	M	4
Yalgoo (S)	NZL	F	10
Yalgoo (S)	NZL	M	59
Yalgoo (S)	PHL	M	3
Yalgoo (S)	ZAF	M	9
Yalgoo (S)	GBR	F	10
Yalgoo (S)	GBR	M	38
Yalgoo (S)	VNM	M	3
Yalgoo (S)	ZWE	M	6
Yilgarn (S)		F	12
Yilgarn (S)		M	37
Yilgarn (S)	AUS	F	195
Yilgarn (S)	AUS	M	695
Yilgarn (S)	CHN	M	8
Yilgarn (S)	DEU	F	8
Yilgarn (S)	DEU	M	3
Yilgarn (S)	IND	F	3
Yilgarn (S)	IND	M	8
Yilgarn (S)	IRL	M	13
Yilgarn (S)	ITA	M	4
Yilgarn (S)	MYS	M	3
Yilgarn (S)	NZL	F	38
Yilgarn (S)	NZL	M	105
Yilgarn (S)	PAK	M	3
Yilgarn (S)	PHL	F	9
Yilgarn (S)	PHL	M	29
Yilgarn (S)	SGP	M	4
Yilgarn (S)	ZAF	M	11
Yilgarn (S)	KOR	M	4
Yilgarn (S)	THA	F	3
Yilgarn (S)	THA	M	3
Yilgarn (S)	GBR	F	15
Yilgarn (S)	GBR	M	72
Yilgarn (S)	USA	F	3
Yilgarn (S)	ZWE	M	6
York (S)		F	24
York (S)		M	16
York (S)	AUS	F	410
York (S)	AUS	M	397
York (S)	CAN	F	3
York (S)	CHN	F	4
York (S)	CHN	M	3
York (S)	IND	M	3
York (S)	IRL	F	3
York (S)	ITA	M	3
York (S)	NLD	F	3
York (S)	NLD	M	3
York (S)	NZL	F	13
York (S)	NZL	M	14
York (S)	PHL	F	13
York (S)	SGP	M	4
York (S)	ZAF	F	3
York (S)	ZAF	M	8
York (S)	THA	F	4
York (S)	GBR	F	55
York (S)	GBR	M	34
York (S)	USA	M	3
York (S)	VNM	F	4
No usual address (WA)		F	1005
No usual address (WA)		M	2374
No usual address (WA)	AUS	F	7906
No usual address (WA)	AUS	M	26202
No usual address (WA)	CAN	F	42
No usual address (WA)	CAN	M	73
No usual address (WA)	CHN	F	134
No usual address (WA)	CHN	M	212
No usual address (WA)	HRV	F	35
No usual address (WA)	HRV	M	97
No usual address (WA)	EGY	F	7
No usual address (WA)	EGY	M	31
No usual address (WA)	FJI	F	9
No usual address (WA)	FJI	M	22
No usual address (WA)	MKD	F	23
No usual address (WA)	MKD	M	78
No usual address (WA)	DEU	F	89
No usual address (WA)	DEU	M	151
No usual address (WA)	GRC	F	3
No usual address (WA)	GRC	M	26
No usual address (WA)	HKG	F	36
No usual address (WA)	HKG	M	48
No usual address (WA)	IND	F	139
No usual address (WA)	IND	M	586
No usual address (WA)	IDN	F	65
No usual address (WA)	IDN	M	72
No usual address (WA)	IRN	F	23
No usual address (WA)	IRN	M	121
No usual address (WA)	IRQ	F	5
No usual address (WA)	IRQ	M	40
No usual address (WA)	IRL	F	121
No usual address (WA)	IRL	M	571
No usual address (WA)	ITA	F	75
No usual address (WA)	ITA	M	324
No usual address (WA)	JPN	F	38
No usual address (WA)	JPN	M	15
No usual address (WA)	LBN	F	5
No usual address (WA)	LBN	M	25
No usual address (WA)	MYS	F	136
No usual address (WA)	MYS	M	219
No usual address (WA)	MLT	F	3
No usual address (WA)	MLT	M	9
No usual address (WA)	NLD	F	57
No usual address (WA)	NLD	M	134
No usual address (WA)	NZL	F	760
No usual address (WA)	NZL	M	2569
No usual address (WA)	PAK	F	8
No usual address (WA)	PAK	M	124
No usual address (WA)	PHL	F	105
No usual address (WA)	PHL	M	153
No usual address (WA)	POL	F	46
No usual address (WA)	POL	M	100
No usual address (WA)	SGP	F	81
No usual address (WA)	SGP	M	141
No usual address (WA)	ZAF	F	259
No usual address (WA)	ZAF	M	510
No usual address (WA)	KOR	F	44
No usual address (WA)	KOR	M	152
No usual address (WA)	LKA	F	18
No usual address (WA)	LKA	M	55
No usual address (WA)	THA	F	101
No usual address (WA)	THA	M	33
No usual address (WA)	TUR	F	5
No usual address (WA)	TUR	M	34
No usual address (WA)	GBR	F	1702
No usual address (WA)	GBR	M	5353
No usual address (WA)	USA	F	59
No usual address (WA)	USA	M	108
No usual address (WA)	VNM	F	80
No usual address (WA)	VNM	M	129
No usual address (WA)	ZWE	F	95
No usual address (WA)	ZWE	M	170
Migratory - Offshore - Shipping (WA)		F	3
Migratory - Offshore - Shipping (WA)		M	52
Migratory - Offshore - Shipping (WA)	AUS	F	67
Migratory - Offshore - Shipping (WA)	AUS	M	995
Migratory - Offshore - Shipping (WA)	CAN	M	7
Migratory - Offshore - Shipping (WA)	HRV	M	3
Migratory - Offshore - Shipping (WA)	DEU	M	4
Migratory - Offshore - Shipping (WA)	IND	F	3
Migratory - Offshore - Shipping (WA)	IND	M	16
Migratory - Offshore - Shipping (WA)	IDN	M	6
Migratory - Offshore - Shipping (WA)	IRN	M	4
Migratory - Offshore - Shipping (WA)	IRL	M	17
Migratory - Offshore - Shipping (WA)	ITA	M	4
Migratory - Offshore - Shipping (WA)	MYS	M	9
Migratory - Offshore - Shipping (WA)	NLD	M	7
Migratory - Offshore - Shipping (WA)	NZL	F	11
Migratory - Offshore - Shipping (WA)	NZL	M	118
Migratory - Offshore - Shipping (WA)	PHL	F	3
Migratory - Offshore - Shipping (WA)	PHL	M	13
Migratory - Offshore - Shipping (WA)	SGP	M	3
Migratory - Offshore - Shipping (WA)	ZAF	M	11
Migratory - Offshore - Shipping (WA)	LKA	M	4
Migratory - Offshore - Shipping (WA)	GBR	F	4
Migratory - Offshore - Shipping (WA)	GBR	M	189
Migratory - Offshore - Shipping (WA)	USA	M	16
Migratory - Offshore - Shipping (WA)	VNM	M	4
Migratory - Offshore - Shipping (WA)	ZWE	M	8
Break O'Day (M)		F	37
Break O'Day (M)		M	33
Break O'Day (M)	AUS	F	749
Break O'Day (M)	AUS	M	718
Break O'Day (M)	CAN	F	4
Break O'Day (M)	DEU	F	8
Break O'Day (M)	DEU	M	7
Break O'Day (M)	IND	F	3
Break O'Day (M)	IND	M	3
Break O'Day (M)	JPN	F	3
Break O'Day (M)	NLD	F	3
Break O'Day (M)	NZL	F	11
Break O'Day (M)	NZL	M	9
Break O'Day (M)	PHL	F	5
Break O'Day (M)	ZAF	F	3
Break O'Day (M)	ZAF	M	6
Break O'Day (M)	THA	F	7
Break O'Day (M)	GBR	F	44
Break O'Day (M)	GBR	M	38
Break O'Day (M)	USA	F	3
Break O'Day (M)	USA	M	7
Brighton (M)		F	38
Brighton (M)		M	51
Brighton (M)	AUS	F	1114
Brighton (M)	AUS	M	1441
Brighton (M)	CAN	F	4
Brighton (M)	CAN	M	6
Brighton (M)	CHN	F	5
Brighton (M)	CHN	M	4
Brighton (M)	DEU	F	5
Brighton (M)	DEU	M	3
Brighton (M)	GRC	M	3
Brighton (M)	IND	F	3
Brighton (M)	IND	M	12
Brighton (M)	IRL	F	4
Brighton (M)	ITA	M	3
Brighton (M)	NLD	F	3
Brighton (M)	NZL	F	7
Brighton (M)	NZL	M	11
Brighton (M)	PAK	M	3
Brighton (M)	PHL	M	4
Brighton (M)	POL	M	3
Brighton (M)	ZAF	F	3
Brighton (M)	GBR	F	29
Brighton (M)	GBR	M	37
Brighton (M)	USA	F	3
Burnie (C)		F	128
Burnie (C)		M	133
Burnie (C)	AUS	F	4855
Burnie (C)	AUS	M	4376
Burnie (C)	CAN	F	3
Burnie (C)	CAN	M	6
Burnie (C)	CHN	F	21
Burnie (C)	CHN	M	9
Burnie (C)	EGY	M	3
Burnie (C)	FJI	F	3
Burnie (C)	FJI	M	3
Burnie (C)	DEU	F	8
Burnie (C)	DEU	M	5
Burnie (C)	IND	F	13
Burnie (C)	IND	M	30
Burnie (C)	IDN	F	3
Burnie (C)	IDN	M	3
Burnie (C)	IRQ	F	3
Burnie (C)	IRL	F	6
Burnie (C)	IRL	M	7
Burnie (C)	ITA	F	4
Burnie (C)	ITA	M	3
Burnie (C)	JPN	F	3
Burnie (C)	MYS	F	18
Burnie (C)	MYS	M	5
Burnie (C)	NLD	F	11
Burnie (C)	NLD	M	13
Burnie (C)	NZL	F	64
Burnie (C)	NZL	M	58
Burnie (C)	PAK	F	3
Burnie (C)	PAK	M	4
Burnie (C)	PHL	F	20
Burnie (C)	PHL	M	6
Burnie (C)	SGP	F	6
Burnie (C)	SGP	M	3
Burnie (C)	ZAF	F	17
Burnie (C)	ZAF	M	18
Burnie (C)	LKA	F	6
Burnie (C)	LKA	M	4
Burnie (C)	THA	F	4
Burnie (C)	THA	M	3
Burnie (C)	GBR	F	181
Burnie (C)	GBR	M	166
Burnie (C)	USA	F	9
Burnie (C)	USA	M	17
Burnie (C)	ZWE	F	4
Burnie (C)	ZWE	M	7
Central Coast (M) (Tas.)		F	117
Central Coast (M) (Tas.)		M	107
Central Coast (M) (Tas.)	AUS	F	2580
Central Coast (M) (Tas.)	AUS	M	2519
Central Coast (M) (Tas.)	CAN	F	6
Central Coast (M) (Tas.)	CHN	M	4
Central Coast (M) (Tas.)	EGY	F	3
Central Coast (M) (Tas.)	DEU	F	3
Central Coast (M) (Tas.)	DEU	M	9
Central Coast (M) (Tas.)	IND	F	7
Central Coast (M) (Tas.)	IND	M	6
Central Coast (M) (Tas.)	IDN	F	3
Central Coast (M) (Tas.)	IRL	M	5
Central Coast (M) (Tas.)	JPN	F	4
Central Coast (M) (Tas.)	MLT	M	4
Central Coast (M) (Tas.)	NLD	F	7
Central Coast (M) (Tas.)	NLD	M	19
Central Coast (M) (Tas.)	NZL	F	37
Central Coast (M) (Tas.)	NZL	M	25
Central Coast (M) (Tas.)	PHL	F	17
Central Coast (M) (Tas.)	SGP	F	4
Central Coast (M) (Tas.)	ZAF	F	4
Central Coast (M) (Tas.)	ZAF	M	8
Central Coast (M) (Tas.)	KOR	F	3
Central Coast (M) (Tas.)	LKA	F	7
Central Coast (M) (Tas.)	LKA	M	6
Central Coast (M) (Tas.)	THA	F	12
Central Coast (M) (Tas.)	GBR	F	82
Central Coast (M) (Tas.)	GBR	M	99
Central Coast (M) (Tas.)	USA	F	3
Central Coast (M) (Tas.)	USA	M	3
Central Coast (M) (Tas.)	ZWE	F	3
Central Coast (M) (Tas.)	ZWE	M	3
Central Highlands (M) (Tas.)		F	13
Central Highlands (M) (Tas.)		M	21
Central Highlands (M) (Tas.)	AUS	F	212
Central Highlands (M) (Tas.)	AUS	M	374
Central Highlands (M) (Tas.)	DEU	F	3
Central Highlands (M) (Tas.)	DEU	M	3
Central Highlands (M) (Tas.)	NZL	F	3
Central Highlands (M) (Tas.)	NZL	M	11
Central Highlands (M) (Tas.)	ZAF	F	3
Central Highlands (M) (Tas.)	ZAF	M	4
Central Highlands (M) (Tas.)	LKA	M	3
Central Highlands (M) (Tas.)	GBR	F	4
Central Highlands (M) (Tas.)	GBR	M	13
Central Highlands (M) (Tas.)	USA	F	3
Central Highlands (M) (Tas.)	USA	M	3
Circular Head (M)		F	76
Circular Head (M)		M	83
Circular Head (M)	AUS	F	1409
Circular Head (M)	AUS	M	1723
Circular Head (M)	CHN	M	4
Circular Head (M)	FJI	F	5
Circular Head (M)	DEU	F	3
Circular Head (M)	DEU	M	4
Circular Head (M)	IND	F	3
Circular Head (M)	IND	M	3
Circular Head (M)	IRL	M	7
Circular Head (M)	MYS	F	3
Circular Head (M)	MYS	M	10
Circular Head (M)	NLD	F	9
Circular Head (M)	NLD	M	8
Circular Head (M)	NZL	F	61
Circular Head (M)	NZL	M	91
Circular Head (M)	PHL	F	10
Circular Head (M)	PHL	M	3
