LGA_NAME16	Age	ModeTravelToWork	NumberModes	workers
Playford (C)	45-54	Bicycle	1	17
Playford (C)	45-54	Bus	1	40
Playford (C)	45-54	Car as driver	1	4248
Playford (C)	45-54	Car as passenger	1	202
Playford (C)	45-54	Did not go to work		424
Playford (C)	45-54	Method of travel not stated		40
Playford (C)	45-54	Motorbike scooter	1	16
Playford (C)	45-54	(Other)	1	22
Playford (C)	45-54	Other two methods	2	24
Playford (C)	45-54	Taxi	1	8
Playford (C)	45-54	Train	1	14
Playford (C)	45-54	Train and bus	2	18
Playford (C)	45-54	Train and car as driver	2	10
Playford (C)	45-54	Truck	1	37
Playford (C)	45-54	Walked only	1	75
Playford (C)	45-54	Worked at home		228
Playford (C)	55-64	Bicycle	1	14
Playford (C)	55-64	Bus	1	29
Playford (C)	55-64	Bus and car as driver	2	3
Playford (C)	55-64	Bus and car as passenger	2	4
Playford (C)	55-64	Car as driver	1	2724
Playford (C)	55-64	Car as passenger	1	132
Playford (C)	55-64	Did not go to work		402
Playford (C)	55-64	Method of travel not stated		32
Playford (C)	55-64	Motorbike scooter	1	12
Playford (C)	55-64	(Other)	1	27
Playford (C)	55-64	Other two methods	2	4
Playford (C)	55-64	Train	1	6
Playford (C)	55-64	Train and bus	2	9
Playford (C)	55-64	Train and car as driver	2	3
Playford (C)	55-64	Tram includes light rail	1	3
Playford (C)	55-64	Truck	1	23
Playford (C)	55-64	Walked only	1	72
Playford (C)	55-64	Worked at home		153
Playford (C)	65-74	Bus	1	9
Playford (C)	65-74	Car as driver	1	391
Playford (C)	65-74	Car as passenger	1	25
Playford (C)	65-74	Did not go to work		70
Playford (C)	65-74	Method of travel not stated		9
Playford (C)	65-74	(Other)	1	7
Playford (C)	65-74	Other two methods	2	8
Playford (C)	65-74	Truck	1	12
Playford (C)	65-74	Walked only	1	21
Playford (C)	65-74	Worked at home		66
Playford (C)	75+	Car as driver	1	31
Playford (C)	75+	Car as passenger	1	4
Playford (C)	75+	Did not go to work		6
Playford (C)	75+	Method of travel not stated		7
Playford (C)	75+	Worked at home		17
Port Adelaide Enfield (C)	15-24	Bicycle	1	31
Port Adelaide Enfield (C)	15-24	Bus	1	231
Port Adelaide Enfield (C)	15-24	Bus and car as driver	2	10
Port Adelaide Enfield (C)	15-24	Bus and car as passenger	2	28
Port Adelaide Enfield (C)	15-24	Bus and other	2	4
Port Adelaide Enfield (C)	15-24	Bus and tram includes light rail	2	3
Port Adelaide Enfield (C)	15-24	Bus and two other methods excludes train	3	6
Port Adelaide Enfield (C)	15-24	Car as driver	1	5078
Port Adelaide Enfield (C)	15-24	Car as passenger	1	842
Port Adelaide Enfield (C)	15-24	Did not go to work		1200
Port Adelaide Enfield (C)	15-24	Method of travel not stated		96
Port Adelaide Enfield (C)	15-24	Motorbike scooter	1	47
Port Adelaide Enfield (C)	15-24	(Other)	1	19
Port Adelaide Enfield (C)	15-24	Other two methods	2	40
Port Adelaide Enfield (C)	15-24	Taxi	1	15
Port Adelaide Enfield (C)	15-24	Train	1	51
Port Adelaide Enfield (C)	15-24	Train and bus	2	17
Port Adelaide Enfield (C)	15-24	Train and car as driver	2	3
Port Adelaide Enfield (C)	15-24	Train and car as passenger	2	13
Port Adelaide Enfield (C)	15-24	Train and tram includes light rail	2	3
Port Adelaide Enfield (C)	15-24	Train and two other methods	3	4
Port Adelaide Enfield (C)	15-24	Tram includes light rail	1	4
Port Adelaide Enfield (C)	15-24	Truck	1	11
Port Adelaide Enfield (C)	15-24	Walked only	1	207
Port Adelaide Enfield (C)	15-24	Worked at home		29
Port Adelaide Enfield (C)	25-34	Bicycle	1	67
Port Adelaide Enfield (C)	25-34	Bus	1	201
Port Adelaide Enfield (C)	25-34	Bus and car as driver	2	13
Port Adelaide Enfield (C)	25-34	Bus and car as passenger	2	21
Port Adelaide Enfield (C)	25-34	Bus and two other methods excludes train	3	8
Port Adelaide Enfield (C)	25-34	Car as driver	1	10809
Port Adelaide Enfield (C)	25-34	Car as passenger	1	537
Port Adelaide Enfield (C)	25-34	Did not go to work		1129
Port Adelaide Enfield (C)	25-34	Ferry	1	3
Port Adelaide Enfield (C)	25-34	Method of travel not stated		114
Port Adelaide Enfield (C)	25-34	Motorbike scooter	1	61
Port Adelaide Enfield (C)	25-34	(Other)	1	67
Port Adelaide Enfield (C)	25-34	Other two methods	2	101
Port Adelaide Enfield (C)	25-34	Taxi	1	50
Port Adelaide Enfield (C)	25-34	Train	1	49
Port Adelaide Enfield (C)	25-34	Train and bus	2	22
Port Adelaide Enfield (C)	25-34	Train and car as driver	2	13
Port Adelaide Enfield (C)	25-34	Train and car as passenger	2	3
Port Adelaide Enfield (C)	25-34	Train and other	2	3
Port Adelaide Enfield (C)	25-34	Train and two other methods	3	9
Port Adelaide Enfield (C)	25-34	Tram includes light rail	1	3
Port Adelaide Enfield (C)	25-34	Truck	1	66
Port Adelaide Enfield (C)	25-34	Walked only	1	183
Port Adelaide Enfield (C)	25-34	Worked at home		210
Port Adelaide Enfield (C)	35-44	Bicycle	1	100
Port Adelaide Enfield (C)	35-44	Bus	1	142
Port Adelaide Enfield (C)	35-44	Bus and car as driver	2	8
Port Adelaide Enfield (C)	35-44	Bus and car as passenger	2	7
Port Adelaide Enfield (C)	35-44	Bus and two other methods excludes train	3	4
Port Adelaide Enfield (C)	35-44	Car as driver	1	11331
Port Adelaide Enfield (C)	35-44	Car as passenger	1	338
Port Adelaide Enfield (C)	35-44	Did not go to work		993
Port Adelaide Enfield (C)	35-44	Method of travel not stated		98
Port Adelaide Enfield (C)	35-44	Motorbike scooter	1	73
Port Adelaide Enfield (C)	35-44	(Other)	1	71
Port Adelaide Enfield (C)	35-44	Other three methods	3	3
Port Adelaide Enfield (C)	35-44	Other two methods	2	78
Port Adelaide Enfield (C)	35-44	Taxi	1	47
Port Adelaide Enfield (C)	35-44	Train	1	38
Port Adelaide Enfield (C)	35-44	Train and bus	2	21
Port Adelaide Enfield (C)	35-44	Train and car as driver	2	3
Port Adelaide Enfield (C)	35-44	Train and car as passenger	2	3
Port Adelaide Enfield (C)	35-44	Train and other	2	7
Port Adelaide Enfield (C)	35-44	Train and two other methods	3	8
Port Adelaide Enfield (C)	35-44	Tram includes light rail	1	3
Port Adelaide Enfield (C)	35-44	Truck	1	81
Port Adelaide Enfield (C)	35-44	Walked only	1	128
Port Adelaide Enfield (C)	35-44	Worked at home		302
Port Adelaide Enfield (C)	45-54	Bicycle	1	131
Port Adelaide Enfield (C)	45-54	Bus	1	113
Port Adelaide Enfield (C)	45-54	Bus and car as driver	2	7
Port Adelaide Enfield (C)	45-54	Bus and car as passenger	2	4
Port Adelaide Enfield (C)	45-54	Bus and tram includes light rail	2	3
Port Adelaide Enfield (C)	45-54	Bus and two other methods excludes train	3	3
Port Adelaide Enfield (C)	45-54	Car as driver	1	12193
Port Adelaide Enfield (C)	45-54	Car as passenger	1	377
Port Adelaide Enfield (C)	45-54	Did not go to work		943
Port Adelaide Enfield (C)	45-54	Ferry	1	3
Port Adelaide Enfield (C)	45-54	Method of travel not stated		92
Port Adelaide Enfield (C)	45-54	Motorbike scooter	1	92
Port Adelaide Enfield (C)	45-54	(Other)	1	68
Port Adelaide Enfield (C)	45-54	Other three methods	3	3
Port Adelaide Enfield (C)	45-54	Other two methods	2	68
Port Adelaide Enfield (C)	45-54	Taxi	1	27
Port Adelaide Enfield (C)	45-54	Train	1	34
Port Adelaide Enfield (C)	45-54	Train and bus	2	18
Port Adelaide Enfield (C)	45-54	Train and car as driver	2	7
Port Adelaide Enfield (C)	45-54	Train and car as passenger	2	4
Port Adelaide Enfield (C)	45-54	Train and other	2	3
Port Adelaide Enfield (C)	45-54	Train and tram includes light rail	2	3
Port Adelaide Enfield (C)	45-54	Train and two other methods	3	6
Port Adelaide Enfield (C)	45-54	Truck	1	147
Port Adelaide Enfield (C)	45-54	Walked only	1	134
Port Adelaide Enfield (C)	45-54	Worked at home		331
Port Adelaide Enfield (C)	55-64	Bicycle	1	73
Port Adelaide Enfield (C)	55-64	Bus	1	82
Port Adelaide Enfield (C)	55-64	Bus and car as driver	2	11
Port Adelaide Enfield (C)	55-64	Bus and car as passenger	2	3
Port Adelaide Enfield (C)	55-64	Car as driver	1	8381
Port Adelaide Enfield (C)	55-64	Car as passenger	1	257
Port Adelaide Enfield (C)	55-64	Did not go to work		862
Port Adelaide Enfield (C)	55-64	Method of travel not stated		78
Port Adelaide Enfield (C)	55-64	Motorbike scooter	1	58
Port Adelaide Enfield (C)	55-64	(Other)	1	57
Port Adelaide Enfield (C)	55-64	Other three methods	3	5
Port Adelaide Enfield (C)	55-64	Other two methods	2	51
Port Adelaide Enfield (C)	55-64	Taxi	1	11
Port Adelaide Enfield (C)	55-64	Train	1	36
Port Adelaide Enfield (C)	55-64	Train and bus	2	11
Port Adelaide Enfield (C)	55-64	Train and car as driver	2	3
Port Adelaide Enfield (C)	55-64	Train and car as passenger	2	4
Port Adelaide Enfield (C)	55-64	Train and two other methods	3	4
Port Adelaide Enfield (C)	55-64	Truck	1	121
Port Adelaide Enfield (C)	55-64	Walked only	1	131
Port Adelaide Enfield (C)	55-64	Worked at home		262
Port Adelaide Enfield (C)	65-74	Bicycle	1	5
Port Adelaide Enfield (C)	65-74	Bus	1	26
Port Adelaide Enfield (C)	65-74	Bus and car as driver	2	3
Port Adelaide Enfield (C)	65-74	Car as driver	1	1413
Port Adelaide Enfield (C)	65-74	Car as passenger	1	54
Port Adelaide Enfield (C)	65-74	Did not go to work		257
Port Adelaide Enfield (C)	65-74	Method of travel not stated		32
Port Adelaide Enfield (C)	65-74	Motorbike scooter	1	3
Port Adelaide Enfield (C)	65-74	(Other)	1	20
Port Adelaide Enfield (C)	65-74	Other two methods	2	4
Port Adelaide Enfield (C)	65-74	Taxi	1	3
Port Adelaide Enfield (C)	65-74	Train	1	3
Port Adelaide Enfield (C)	65-74	Train and bus	2	3
Port Adelaide Enfield (C)	65-74	Truck	1	14
Port Adelaide Enfield (C)	65-74	Walked only	1	29
Port Adelaide Enfield (C)	65-74	Worked at home		111
Port Adelaide Enfield (C)	75+	Car as driver	1	134
Port Adelaide Enfield (C)	75+	Car as passenger	1	3
Port Adelaide Enfield (C)	75+	Did not go to work		24
Port Adelaide Enfield (C)	75+	Method of travel not stated		24
Port Adelaide Enfield (C)	75+	(Other)	1	5
Port Adelaide Enfield (C)	75+	Walked only	1	3
Port Adelaide Enfield (C)	75+	Worked at home		25
Port Augusta (C)	15-24	Car as driver	1	511
Port Augusta (C)	15-24	Car as passenger	1	110
Port Augusta (C)	15-24	Did not go to work		138
Port Augusta (C)	15-24	Method of travel not stated		15
Port Augusta (C)	15-24	Motorbike scooter	1	5
Port Augusta (C)	15-24	(Other)	1	13
Port Augusta (C)	15-24	Other two methods	2	8
Port Augusta (C)	15-24	Taxi	1	4
Port Augusta (C)	15-24	Walked only	1	41
Port Augusta (C)	15-24	Worked at home		10
Port Augusta (C)	25-34	Bicycle	1	8
Port Augusta (C)	25-34	Bus	1	4
Port Augusta (C)	25-34	Car as driver	1	743
Port Augusta (C)	25-34	Car as passenger	1	55
Port Augusta (C)	25-34	Did not go to work		131
Port Augusta (C)	25-34	Method of travel not stated		6
Port Augusta (C)	25-34	(Other)	1	5
Port Augusta (C)	25-34	Other two methods	2	3
Port Augusta (C)	25-34	Taxi	1	3
Port Augusta (C)	25-34	Walked only	1	54
Port Augusta (C)	25-34	Worked at home		15
Port Augusta (C)	35-44	Bicycle	1	4
Port Augusta (C)	35-44	Car as driver	1	713
Port Augusta (C)	35-44	Car as passenger	1	49
Port Augusta (C)	35-44	Did not go to work		111
Port Augusta (C)	35-44	Method of travel not stated		9
Port Augusta (C)	35-44	Motorbike scooter	1	3
Port Augusta (C)	35-44	(Other)	1	8
Port Augusta (C)	35-44	Other two methods	2	11
Port Augusta (C)	35-44	Taxi	1	3
Port Augusta (C)	35-44	Walked only	1	30
Port Augusta (C)	35-44	Worked at home		21
Port Augusta (C)	45-54	Bicycle	1	6
Port Augusta (C)	45-54	Bus	1	5
Port Augusta (C)	45-54	Car as driver	1	962
Port Augusta (C)	45-54	Car as passenger	1	49
Port Augusta (C)	45-54	Did not go to work		130
Port Augusta (C)	45-54	Method of travel not stated		17
Port Augusta (C)	45-54	Motorbike scooter	1	7
Port Augusta (C)	45-54	(Other)	1	5
Port Augusta (C)	45-54	Other two methods	2	5
Port Augusta (C)	45-54	Truck	1	5
Port Augusta (C)	45-54	Walked only	1	57
Port Augusta (C)	45-54	Worked at home		34
Port Augusta (C)	55-64	Bicycle	1	9
Port Augusta (C)	55-64	Car as driver	1	716
Port Augusta (C)	55-64	Car as passenger	1	41
Port Augusta (C)	55-64	Did not go to work		122
Port Augusta (C)	55-64	Method of travel not stated		7
Port Augusta (C)	55-64	Motorbike scooter	1	4
Port Augusta (C)	55-64	(Other)	1	3
Port Augusta (C)	55-64	Other two methods	2	3
Port Augusta (C)	55-64	Truck	1	9
Port Augusta (C)	55-64	Walked only	1	49
Port Augusta (C)	55-64	Worked at home		34
Port Augusta (C)	65-74	Bus	1	3
Port Augusta (C)	65-74	Car as driver	1	156
Port Augusta (C)	65-74	Car as passenger	1	6
Port Augusta (C)	65-74	Did not go to work		37
Port Augusta (C)	65-74	Method of travel not stated		9
Port Augusta (C)	65-74	Truck	1	4
Port Augusta (C)	65-74	Walked only	1	5
Port Augusta (C)	65-74	Worked at home		13
Port Augusta (C)	75+	Car as driver	1	3
Port Augusta (C)	75+	Method of travel not stated		3
Port Lincoln (C)	15-24	Bicycle	1	3
Port Lincoln (C)	15-24	Car as driver	1	643
Port Lincoln (C)	15-24	Car as passenger	1	161
Port Lincoln (C)	15-24	Did not go to work		155
Port Lincoln (C)	15-24	Method of travel not stated		18
Port Lincoln (C)	15-24	Motorbike scooter	1	18
Port Lincoln (C)	15-24	(Other)	1	5
Port Lincoln (C)	15-24	Other two methods	2	8
Port Lincoln (C)	15-24	Taxi	1	7
Port Lincoln (C)	15-24	Walked only	1	31
Port Lincoln (C)	15-24	Worked at home		4
Port Lincoln (C)	25-34	Bicycle	1	5
Port Lincoln (C)	25-34	Car as driver	1	1045
Port Lincoln (C)	25-34	Car as passenger	1	57
Port Lincoln (C)	25-34	Did not go to work		154
Port Lincoln (C)	25-34	Method of travel not stated		9
Port Lincoln (C)	25-34	Motorbike scooter	1	8
Port Lincoln (C)	25-34	(Other)	1	3
Port Lincoln (C)	25-34	Other two methods	2	5
Port Lincoln (C)	25-34	Taxi	1	3
Port Lincoln (C)	25-34	Truck	1	4
Port Lincoln (C)	25-34	Walked only	1	37
Port Lincoln (C)	25-34	Worked at home		24
Port Lincoln (C)	35-44	Bicycle	1	3
Port Lincoln (C)	35-44	Car as driver	1	1070
Port Lincoln (C)	35-44	Car as passenger	1	39
Port Lincoln (C)	35-44	Did not go to work		120
Port Lincoln (C)	35-44	Method of travel not stated		13
Port Lincoln (C)	35-44	(Other)	1	3
Port Lincoln (C)	35-44	Other two methods	2	3
Port Lincoln (C)	35-44	Taxi	1	4
Port Lincoln (C)	35-44	Train and car as driver	2	3
Port Lincoln (C)	35-44	Truck	1	3
Port Lincoln (C)	35-44	Walked only	1	18
Port Lincoln (C)	35-44	Worked at home		51
Port Lincoln (C)	45-54	Bicycle	1	11
Port Lincoln (C)	45-54	Car as driver	1	1187
Port Lincoln (C)	45-54	Car as passenger	1	44
Port Lincoln (C)	45-54	Did not go to work		120
Port Lincoln (C)	45-54	Method of travel not stated		21
Port Lincoln (C)	45-54	(Other)	1	6
Port Lincoln (C)	45-54	Other two methods	2	4
Port Lincoln (C)	45-54	Taxi	1	3
Port Lincoln (C)	45-54	Truck	1	16
Port Lincoln (C)	45-54	Walked only	1	39
Port Lincoln (C)	45-54	Worked at home		39
Port Lincoln (C)	55-64	Bicycle	1	3
Port Lincoln (C)	55-64	Car as driver	1	867
Port Lincoln (C)	55-64	Car as passenger	1	26
Port Lincoln (C)	55-64	Did not go to work		111
Port Lincoln (C)	55-64	Method of travel not stated		10
Port Lincoln (C)	55-64	Motorbike scooter	1	6
Port Lincoln (C)	55-64	Other two methods	2	4
Port Lincoln (C)	55-64	Taxi	1	10
Port Lincoln (C)	55-64	Truck	1	3
Port Lincoln (C)	55-64	Walked only	1	35
Port Lincoln (C)	55-64	Worked at home		44
Port Lincoln (C)	65-74	Bicycle	1	3
Port Lincoln (C)	65-74	Car as driver	1	140
Port Lincoln (C)	65-74	Car as passenger	1	10
Port Lincoln (C)	65-74	Did not go to work		28
Port Lincoln (C)	65-74	Method of travel not stated		7
Port Lincoln (C)	65-74	Truck	1	3
Port Lincoln (C)	65-74	Walked only	1	4
Port Lincoln (C)	65-74	Worked at home		27
Port Lincoln (C)	75+	Car as driver	1	28
Port Lincoln (C)	75+	Method of travel not stated		4
Port Lincoln (C)	75+	Worked at home		9
Port Pirie City and Dists (M)	15-24	Bicycle	1	9
Port Pirie City and Dists (M)	15-24	Car as driver	1	642
Port Pirie City and Dists (M)	15-24	Car as passenger	1	156
Port Pirie City and Dists (M)	15-24	Did not go to work		137
Port Pirie City and Dists (M)	15-24	Method of travel not stated		12
Port Pirie City and Dists (M)	15-24	Motorbike scooter	1	9
Port Pirie City and Dists (M)	15-24	(Other)	1	3
Port Pirie City and Dists (M)	15-24	Other two methods	2	3
Port Pirie City and Dists (M)	15-24	Truck	1	3
Port Pirie City and Dists (M)	15-24	Walked only	1	38
Port Pirie City and Dists (M)	15-24	Worked at home		8
Port Pirie City and Dists (M)	25-34	Bicycle	1	13
Port Pirie City and Dists (M)	25-34	Bus	1	34
Port Pirie City and Dists (M)	25-34	Bus and two other methods excludes train	3	3
Port Pirie City and Dists (M)	25-34	Car as driver	1	858
Port Pirie City and Dists (M)	25-34	Car as passenger	1	50
Port Pirie City and Dists (M)	25-34	Did not go to work		188
Port Pirie City and Dists (M)	25-34	Method of travel not stated		9
Port Pirie City and Dists (M)	25-34	Motorbike scooter	1	4
Port Pirie City and Dists (M)	25-34	(Other)	1	4
Port Pirie City and Dists (M)	25-34	Other two methods	2	5
Port Pirie City and Dists (M)	25-34	Truck	1	4
Port Pirie City and Dists (M)	25-34	Walked only	1	41
Port Pirie City and Dists (M)	25-34	Worked at home		20
Port Pirie City and Dists (M)	35-44	Bicycle	1	9
Port Pirie City and Dists (M)	35-44	Bus	1	27
Port Pirie City and Dists (M)	35-44	Bus and car as driver	2	3
Port Pirie City and Dists (M)	35-44	Car as driver	1	965
Port Pirie City and Dists (M)	35-44	Car as passenger	1	38
Port Pirie City and Dists (M)	35-44	Did not go to work		130
Port Pirie City and Dists (M)	35-44	Method of travel not stated		3
Port Pirie City and Dists (M)	35-44	Motorbike scooter	1	8
Port Pirie City and Dists (M)	35-44	(Other)	1	4
Port Pirie City and Dists (M)	35-44	Other two methods	2	6
Port Pirie City and Dists (M)	35-44	Truck	1	10
Port Pirie City and Dists (M)	35-44	Walked only	1	36
Port Pirie City and Dists (M)	35-44	Worked at home		31
Port Pirie City and Dists (M)	45-54	Bicycle	1	15
Port Pirie City and Dists (M)	45-54	Bus	1	24
Port Pirie City and Dists (M)	45-54	Car as driver	1	1201
Port Pirie City and Dists (M)	45-54	Car as passenger	1	37
Port Pirie City and Dists (M)	45-54	Did not go to work		144
Port Pirie City and Dists (M)	45-54	Method of travel not stated		14
Port Pirie City and Dists (M)	45-54	Motorbike scooter	1	9
Port Pirie City and Dists (M)	45-54	(Other)	1	4
Port Pirie City and Dists (M)	45-54	Other two methods	2	14
Port Pirie City and Dists (M)	45-54	Taxi	1	5
Port Pirie City and Dists (M)	45-54	Truck	1	10
Port Pirie City and Dists (M)	45-54	Walked only	1	60
Port Pirie City and Dists (M)	45-54	Worked at home		64
Port Pirie City and Dists (M)	55-64	Bicycle	1	9
Port Pirie City and Dists (M)	55-64	Bus	1	11
Port Pirie City and Dists (M)	55-64	Car as driver	1	899
Port Pirie City and Dists (M)	55-64	Car as passenger	1	30
Port Pirie City and Dists (M)	55-64	Did not go to work		114
Port Pirie City and Dists (M)	55-64	Method of travel not stated		15
Port Pirie City and Dists (M)	55-64	Motorbike scooter	1	13
Port Pirie City and Dists (M)	55-64	(Other)	1	6
Port Pirie City and Dists (M)	55-64	Other two methods	2	6
Port Pirie City and Dists (M)	55-64	Truck	1	6
Port Pirie City and Dists (M)	55-64	Walked only	1	68
Port Pirie City and Dists (M)	55-64	Worked at home		61
Port Pirie City and Dists (M)	65-74	Bus	1	4
Port Pirie City and Dists (M)	65-74	Car as driver	1	138
Port Pirie City and Dists (M)	65-74	Car as passenger	1	6
Port Pirie City and Dists (M)	65-74	Did not go to work		25
Port Pirie City and Dists (M)	65-74	Method of travel not stated		4
Port Pirie City and Dists (M)	65-74	(Other)	1	3
Port Pirie City and Dists (M)	65-74	Truck	1	3
Port Pirie City and Dists (M)	65-74	Walked only	1	13
Port Pirie City and Dists (M)	65-74	Worked at home		30
Port Pirie City and Dists (M)	75+	Car as driver	1	4
Port Pirie City and Dists (M)	75+	Method of travel not stated		5
Port Pirie City and Dists (M)	75+	Worked at home		8
Prospect (C)	15-24	Bicycle	1	7
Prospect (C)	15-24	Bus	1	63
Prospect (C)	15-24	Bus and car as passenger	2	3
Prospect (C)	15-24	Bus and other	2	3
Prospect (C)	15-24	Car as driver	1	586
Prospect (C)	15-24	Car as passenger	1	125
Prospect (C)	15-24	Did not go to work		146
Prospect (C)	15-24	Method of travel not stated		9
Prospect (C)	15-24	Motorbike scooter	1	7
Prospect (C)	15-24	Other two methods	2	6
Prospect (C)	15-24	Train and bus	2	8
Prospect (C)	15-24	Train and car as passenger	2	3
Prospect (C)	15-24	Walked only	1	45
Prospect (C)	15-24	Worked at home		4
Prospect (C)	25-34	Bicycle	1	9
Prospect (C)	25-34	Bus	1	42
Prospect (C)	25-34	Bus and car as driver	2	4
Prospect (C)	25-34	Bus and car as passenger	2	9
Prospect (C)	25-34	Car as driver	1	949
Prospect (C)	25-34	Car as passenger	1	41
Prospect (C)	25-34	Did not go to work		99
Prospect (C)	25-34	Method of travel not stated		10
Prospect (C)	25-34	Motorbike scooter	1	6
Prospect (C)	25-34	(Other)	1	5
Prospect (C)	25-34	Other two methods	2	9
Prospect (C)	25-34	Taxi	1	5
Prospect (C)	25-34	Train	1	8
Prospect (C)	25-34	Train and bus	2	3
Prospect (C)	25-34	Truck	1	3
Prospect (C)	25-34	Walked only	1	24
Prospect (C)	25-34	Worked at home		44
Prospect (C)	35-44	Bicycle	1	7
Prospect (C)	35-44	Bus	1	21
Prospect (C)	35-44	Bus and car as passenger	2	3
Prospect (C)	35-44	Car as driver	1	845
Prospect (C)	35-44	Car as passenger	1	33
Prospect (C)	35-44	Did not go to work		99
Prospect (C)	35-44	Method of travel not stated		5
Prospect (C)	35-44	Motorbike scooter	1	3
Prospect (C)	35-44	(Other)	1	4
Prospect (C)	35-44	Other three methods	3	3
Prospect (C)	35-44	Other two methods	2	9
Prospect (C)	35-44	Taxi	1	3
Prospect (C)	35-44	Train	1	4
Prospect (C)	35-44	Train and bus	2	3
Prospect (C)	35-44	Train and two other methods	3	3
Prospect (C)	35-44	Truck	1	4
Prospect (C)	35-44	Walked only	1	15
Prospect (C)	35-44	Worked at home		66
Prospect (C)	45-54	Bicycle	1	9
Prospect (C)	45-54	Bus	1	24
Prospect (C)	45-54	Bus and car as passenger	2	3
Prospect (C)	45-54	Bus and tram includes light rail	2	3
Prospect (C)	45-54	Car as driver	1	870
Prospect (C)	45-54	Car as passenger	1	28
Prospect (C)	45-54	Did not go to work		81
Prospect (C)	45-54	Method of travel not stated		7
Prospect (C)	45-54	Motorbike scooter	1	4
Prospect (C)	45-54	(Other)	1	10
Prospect (C)	45-54	Other two methods	2	4
Prospect (C)	45-54	Train	1	3
Prospect (C)	45-54	Train and bus	2	3
Prospect (C)	45-54	Truck	1	6
Prospect (C)	45-54	Walked only	1	27
Prospect (C)	45-54	Worked at home		69
Prospect (C)	55-64	Bicycle	1	3
Prospect (C)	55-64	Bus	1	8
Prospect (C)	55-64	Car as driver	1	626
Prospect (C)	55-64	Car as passenger	1	22
Prospect (C)	55-64	Did not go to work		85
Prospect (C)	55-64	Method of travel not stated		5
Prospect (C)	55-64	(Other)	1	11
Prospect (C)	55-64	Other two methods	2	3
Prospect (C)	55-64	Taxi	1	3
Prospect (C)	55-64	Truck	1	5
Prospect (C)	55-64	Walked only	1	32
Prospect (C)	55-64	Worked at home		84
Prospect (C)	65-74	Bus	1	3
Prospect (C)	65-74	Car as driver	1	138
Prospect (C)	65-74	Car as passenger	1	4
Prospect (C)	65-74	Did not go to work		27
Prospect (C)	65-74	Method of travel not stated		8
Prospect (C)	65-74	(Other)	1	4
Prospect (C)	65-74	Walked only	1	3
Prospect (C)	65-74	Worked at home		33
Prospect (C)	75+	Car as driver	1	14
Prospect (C)	75+	Car as passenger	1	3
Prospect (C)	75+	Did not go to work		4
Prospect (C)	75+	Worked at home		3
Renmark Paringa (DC)	15-24	Bus	1	6
Renmark Paringa (DC)	15-24	Car as driver	1	349
Renmark Paringa (DC)	15-24	Car as passenger	1	111
Renmark Paringa (DC)	15-24	Did not go to work		94
Renmark Paringa (DC)	15-24	Method of travel not stated		10
Renmark Paringa (DC)	15-24	Other two methods	2	7
Renmark Paringa (DC)	15-24	Walked only	1	25
Renmark Paringa (DC)	25-34	Car as driver	1	521
Renmark Paringa (DC)	25-34	Car as passenger	1	76
Renmark Paringa (DC)	25-34	Did not go to work		59
Renmark Paringa (DC)	25-34	Method of travel not stated		4
Renmark Paringa (DC)	25-34	Motorbike scooter	1	5
Renmark Paringa (DC)	25-34	Other two methods	2	3
Renmark Paringa (DC)	25-34	Truck	1	4
Renmark Paringa (DC)	25-34	Walked only	1	25
Renmark Paringa (DC)	25-34	Worked at home		12
Renmark Paringa (DC)	35-44	Bicycle	1	3
Renmark Paringa (DC)	35-44	Car as driver	1	541
Renmark Paringa (DC)	35-44	Car as passenger	1	28
Renmark Paringa (DC)	35-44	Did not go to work		49
Renmark Paringa (DC)	35-44	Method of travel not stated		11
Renmark Paringa (DC)	35-44	(Other)	1	5
Renmark Paringa (DC)	35-44	Truck	1	6
Renmark Paringa (DC)	35-44	Walked only	1	19
Renmark Paringa (DC)	35-44	Worked at home		26
Renmark Paringa (DC)	45-54	Bicycle	1	4
Renmark Paringa (DC)	45-54	Bus	1	4
Renmark Paringa (DC)	45-54	Car as driver	1	649
Renmark Paringa (DC)	45-54	Car as passenger	1	22
Renmark Paringa (DC)	45-54	Did not go to work		59
Renmark Paringa (DC)	45-54	Method of travel not stated		11
Renmark Paringa (DC)	45-54	(Other)	1	5
Renmark Paringa (DC)	45-54	Other two methods	2	7
Renmark Paringa (DC)	45-54	Truck	1	4
Renmark Paringa (DC)	45-54	Walked only	1	41
Renmark Paringa (DC)	45-54	Worked at home		64
Renmark Paringa (DC)	55-64	Bicycle	1	5
Renmark Paringa (DC)	55-64	Car as driver	1	504
Renmark Paringa (DC)	55-64	Car as passenger	1	18
Renmark Paringa (DC)	55-64	Did not go to work		78
Renmark Paringa (DC)	55-64	Method of travel not stated		5
Renmark Paringa (DC)	55-64	Motorbike scooter	1	3
Renmark Paringa (DC)	55-64	(Other)	1	4
Renmark Paringa (DC)	55-64	Truck	1	4
Renmark Paringa (DC)	55-64	Walked only	1	48
Renmark Paringa (DC)	55-64	Worked at home		68
Renmark Paringa (DC)	65-74	Car as driver	1	90
Renmark Paringa (DC)	65-74	Car as passenger	1	3
Renmark Paringa (DC)	65-74	Did not go to work		17
Renmark Paringa (DC)	65-74	Method of travel not stated		4
Renmark Paringa (DC)	65-74	Truck	1	4
Renmark Paringa (DC)	65-74	Walked only	1	13
Renmark Paringa (DC)	65-74	Worked at home		32
Renmark Paringa (DC)	75+	Car as driver	1	20
