LGA_NAME16	Age	EmploymentStatus	Sex	workers
Fremantle (C)	40-44		M	14
Fremantle (C)	40-44	Contributing family workers	F	31
Fremantle (C)	40-44	Contributing family workers	M	8
Fremantle (C)	40-44	Employee	F	1033
Fremantle (C)	40-44	Employee	M	1068
Fremantle (C)	40-44	Owner managers of incorporated enterprises	F	71
Fremantle (C)	40-44	Owner managers of incorporated enterprises	M	150
Fremantle (C)	40-44	Owner managers of unincorporated enterprises	F	77
Fremantle (C)	40-44	Owner managers of unincorporated enterprises	M	104
Fremantle (C)	45-49		F	7
Fremantle (C)	45-49		M	13
Fremantle (C)	45-49	Contributing family workers	F	25
Fremantle (C)	45-49	Contributing family workers	M	20
Fremantle (C)	45-49	Employee	F	1135
Fremantle (C)	45-49	Employee	M	1059
Fremantle (C)	45-49	Owner managers of incorporated enterprises	F	80
Fremantle (C)	45-49	Owner managers of incorporated enterprises	M	194
Fremantle (C)	45-49	Owner managers of unincorporated enterprises	F	101
Fremantle (C)	45-49	Owner managers of unincorporated enterprises	M	115
Fremantle (C)	50-54		F	5
Fremantle (C)	50-54		M	15
Fremantle (C)	50-54	Contributing family workers	F	24
Fremantle (C)	50-54	Contributing family workers	M	21
Fremantle (C)	50-54	Employee	F	1065
Fremantle (C)	50-54	Employee	M	961
Fremantle (C)	50-54	Owner managers of incorporated enterprises	F	84
Fremantle (C)	50-54	Owner managers of incorporated enterprises	M	159
Fremantle (C)	50-54	Owner managers of unincorporated enterprises	F	89
Fremantle (C)	50-54	Owner managers of unincorporated enterprises	M	144
Fremantle (C)	55-59		F	11
Fremantle (C)	55-59		M	12
Fremantle (C)	55-59	Contributing family workers	F	9
Fremantle (C)	55-59	Contributing family workers	M	11
Fremantle (C)	55-59	Employee	F	970
Fremantle (C)	55-59	Employee	M	856
Fremantle (C)	55-59	Owner managers of incorporated enterprises	F	70
Fremantle (C)	55-59	Owner managers of incorporated enterprises	M	163
Fremantle (C)	55-59	Owner managers of unincorporated enterprises	F	95
Fremantle (C)	55-59	Owner managers of unincorporated enterprises	M	144
Fremantle (C)	60-64		F	5
Fremantle (C)	60-64		M	12
Fremantle (C)	60-64	Contributing family workers	F	19
Fremantle (C)	60-64	Contributing family workers	M	21
Fremantle (C)	60-64	Employee	F	611
Fremantle (C)	60-64	Employee	M	563
Fremantle (C)	60-64	Owner managers of incorporated enterprises	F	36
Fremantle (C)	60-64	Owner managers of incorporated enterprises	M	110
Fremantle (C)	60-64	Owner managers of unincorporated enterprises	F	69
Fremantle (C)	60-64	Owner managers of unincorporated enterprises	M	113
Fremantle (C)	65-69		F	3
Fremantle (C)	65-69		M	5
Fremantle (C)	65-69	Contributing family workers	F	17
Fremantle (C)	65-69	Contributing family workers	M	18
Fremantle (C)	65-69	Employee	F	291
Fremantle (C)	65-69	Employee	M	307
Fremantle (C)	65-69	Owner managers of incorporated enterprises	F	22
Fremantle (C)	65-69	Owner managers of incorporated enterprises	M	60
Fremantle (C)	65-69	Owner managers of unincorporated enterprises	F	49
Fremantle (C)	65-69	Owner managers of unincorporated enterprises	M	79
Fremantle (C)	70-74		F	7
Fremantle (C)	70-74		M	4
Fremantle (C)	70-74	Contributing family workers	F	4
Fremantle (C)	70-74	Contributing family workers	M	21
Fremantle (C)	70-74	Employee	F	60
Fremantle (C)	70-74	Employee	M	76
Fremantle (C)	70-74	Owner managers of incorporated enterprises	F	6
Fremantle (C)	70-74	Owner managers of incorporated enterprises	M	35
Fremantle (C)	70-74	Owner managers of unincorporated enterprises	F	14
Fremantle (C)	70-74	Owner managers of unincorporated enterprises	M	38
Fremantle (C)	75+		F	3
Fremantle (C)	75+		M	6
Fremantle (C)	75+	Contributing family workers	F	10
Fremantle (C)	75+	Contributing family workers	M	9
Fremantle (C)	75+	Employee	F	15
Fremantle (C)	75+	Employee	M	42
Fremantle (C)	75+	Owner managers of incorporated enterprises	F	3
Fremantle (C)	75+	Owner managers of incorporated enterprises	M	15
Fremantle (C)	75+	Owner managers of unincorporated enterprises	F	11
Fremantle (C)	75+	Owner managers of unincorporated enterprises	M	24
Gingin (S)	15-19	Employee	F	28
Gingin (S)	15-19	Employee	M	36
Gingin (S)	20-24	Employee	F	57
Gingin (S)	20-24	Employee	M	75
Gingin (S)	20-24	Owner managers of unincorporated enterprises	M	3
Gingin (S)	25-29	Contributing family workers	F	4
Gingin (S)	25-29	Contributing family workers	M	5
Gingin (S)	25-29	Employee	F	134
Gingin (S)	25-29	Employee	M	123
Gingin (S)	25-29	Owner managers of incorporated enterprises	M	4
Gingin (S)	25-29	Owner managers of unincorporated enterprises	F	6
Gingin (S)	30-34	Contributing family workers	F	3
Gingin (S)	30-34	Contributing family workers	M	3
Gingin (S)	30-34	Employee	F	55
Gingin (S)	30-34	Employee	M	74
Gingin (S)	30-34	Owner managers of incorporated enterprises	F	3
Gingin (S)	30-34	Owner managers of incorporated enterprises	M	6
Gingin (S)	30-34	Owner managers of unincorporated enterprises	F	4
Gingin (S)	30-34	Owner managers of unincorporated enterprises	M	13
Gingin (S)	35-39		F	3
Gingin (S)	35-39	Contributing family workers	M	3
Gingin (S)	35-39	Employee	F	46
Gingin (S)	35-39	Employee	M	68
Gingin (S)	35-39	Owner managers of incorporated enterprises	F	4
Gingin (S)	35-39	Owner managers of incorporated enterprises	M	6
Gingin (S)	35-39	Owner managers of unincorporated enterprises	F	5
Gingin (S)	35-39	Owner managers of unincorporated enterprises	M	4
Gingin (S)	40-44	Employee	F	52
Gingin (S)	40-44	Employee	M	63
Gingin (S)	40-44	Owner managers of incorporated enterprises	F	5
Gingin (S)	40-44	Owner managers of incorporated enterprises	M	17
Gingin (S)	40-44	Owner managers of unincorporated enterprises	F	8
Gingin (S)	40-44	Owner managers of unincorporated enterprises	M	17
Gingin (S)	45-49		F	3
Gingin (S)	45-49	Contributing family workers	F	4
Gingin (S)	45-49	Contributing family workers	M	3
Gingin (S)	45-49	Employee	F	79
Gingin (S)	45-49	Employee	M	59
Gingin (S)	45-49	Owner managers of incorporated enterprises	F	11
Gingin (S)	45-49	Owner managers of incorporated enterprises	M	18
Gingin (S)	45-49	Owner managers of unincorporated enterprises	F	13
Gingin (S)	45-49	Owner managers of unincorporated enterprises	M	19
Gingin (S)	50-54	Contributing family workers	F	4
Gingin (S)	50-54	Contributing family workers	M	5
Gingin (S)	50-54	Employee	F	71
Gingin (S)	50-54	Employee	M	55
Gingin (S)	50-54	Owner managers of incorporated enterprises	F	11
Gingin (S)	50-54	Owner managers of incorporated enterprises	M	14
Gingin (S)	50-54	Owner managers of unincorporated enterprises	F	9
Gingin (S)	50-54	Owner managers of unincorporated enterprises	M	19
Gingin (S)	55-59		M	3
Gingin (S)	55-59	Contributing family workers	F	9
Gingin (S)	55-59	Contributing family workers	M	11
Gingin (S)	55-59	Employee	F	55
Gingin (S)	55-59	Employee	M	52
Gingin (S)	55-59	Owner managers of incorporated enterprises	F	9
Gingin (S)	55-59	Owner managers of incorporated enterprises	M	11
Gingin (S)	55-59	Owner managers of unincorporated enterprises	F	18
Gingin (S)	55-59	Owner managers of unincorporated enterprises	M	23
Gingin (S)	60-64		M	3
Gingin (S)	60-64	Contributing family workers	F	6
Gingin (S)	60-64	Contributing family workers	M	6
Gingin (S)	60-64	Employee	F	45
Gingin (S)	60-64	Employee	M	35
Gingin (S)	60-64	Owner managers of incorporated enterprises	F	4
Gingin (S)	60-64	Owner managers of incorporated enterprises	M	13
Gingin (S)	60-64	Owner managers of unincorporated enterprises	F	11
Gingin (S)	60-64	Owner managers of unincorporated enterprises	M	34
Gingin (S)	65-69	Contributing family workers	F	13
Gingin (S)	65-69	Contributing family workers	M	15
Gingin (S)	65-69	Employee	F	8
Gingin (S)	65-69	Employee	M	14
Gingin (S)	65-69	Owner managers of incorporated enterprises	F	3
Gingin (S)	65-69	Owner managers of incorporated enterprises	M	3
Gingin (S)	65-69	Owner managers of unincorporated enterprises	F	12
Gingin (S)	65-69	Owner managers of unincorporated enterprises	M	17
Gingin (S)	70-74		F	3
Gingin (S)	70-74	Contributing family workers	F	6
Gingin (S)	70-74	Contributing family workers	M	8
Gingin (S)	70-74	Employee	F	6
Gingin (S)	70-74	Employee	M	17
Gingin (S)	70-74	Owner managers of incorporated enterprises	F	5
Gingin (S)	70-74	Owner managers of incorporated enterprises	M	4
Gingin (S)	70-74	Owner managers of unincorporated enterprises	F	4
Gingin (S)	70-74	Owner managers of unincorporated enterprises	M	13
Gingin (S)	75+	Contributing family workers	F	8
Gingin (S)	75+	Contributing family workers	M	5
Gingin (S)	75+	Employee	F	4
Gingin (S)	75+	Employee	M	7
Gingin (S)	75+	Owner managers of incorporated enterprises	M	6
Gingin (S)	75+	Owner managers of unincorporated enterprises	F	6
Gingin (S)	75+	Owner managers of unincorporated enterprises	M	17
Gnowangerup (S)	15-19	Employee	F	6
Gnowangerup (S)	15-19	Employee	M	11
Gnowangerup (S)	20-24	Contributing family workers	M	3
Gnowangerup (S)	20-24	Employee	F	19
Gnowangerup (S)	20-24	Employee	M	25
Gnowangerup (S)	20-24	Owner managers of incorporated enterprises	M	5
Gnowangerup (S)	25-29		M	5
Gnowangerup (S)	25-29	Contributing family workers	F	3
Gnowangerup (S)	25-29	Employee	F	28
Gnowangerup (S)	25-29	Employee	M	35
Gnowangerup (S)	25-29	Owner managers of incorporated enterprises	M	5
Gnowangerup (S)	25-29	Owner managers of unincorporated enterprises	M	3
Gnowangerup (S)	30-34		M	3
Gnowangerup (S)	30-34	Employee	F	16
Gnowangerup (S)	30-34	Employee	M	28
Gnowangerup (S)	30-34	Owner managers of incorporated enterprises	M	3
Gnowangerup (S)	30-34	Owner managers of unincorporated enterprises	M	3
Gnowangerup (S)	35-39	Contributing family workers	M	3
Gnowangerup (S)	35-39	Employee	F	13
Gnowangerup (S)	35-39	Employee	M	10
Gnowangerup (S)	35-39	Owner managers of incorporated enterprises	F	3
Gnowangerup (S)	35-39	Owner managers of incorporated enterprises	M	5
Gnowangerup (S)	35-39	Owner managers of unincorporated enterprises	F	7
Gnowangerup (S)	35-39	Owner managers of unincorporated enterprises	M	7
Gnowangerup (S)	40-44	Contributing family workers	F	3
Gnowangerup (S)	40-44	Employee	F	20
Gnowangerup (S)	40-44	Employee	M	26
Gnowangerup (S)	40-44	Owner managers of incorporated enterprises	F	3
Gnowangerup (S)	40-44	Owner managers of incorporated enterprises	M	10
Gnowangerup (S)	40-44	Owner managers of unincorporated enterprises	F	4
Gnowangerup (S)	40-44	Owner managers of unincorporated enterprises	M	7
Gnowangerup (S)	45-49	Contributing family workers	F	3
Gnowangerup (S)	45-49	Contributing family workers	M	6
Gnowangerup (S)	45-49	Employee	F	14
Gnowangerup (S)	45-49	Employee	M	18
Gnowangerup (S)	45-49	Owner managers of incorporated enterprises	F	6
Gnowangerup (S)	45-49	Owner managers of incorporated enterprises	M	11
Gnowangerup (S)	45-49	Owner managers of unincorporated enterprises	F	3
Gnowangerup (S)	45-49	Owner managers of unincorporated enterprises	M	8
Gnowangerup (S)	50-54	Contributing family workers	F	3
Gnowangerup (S)	50-54	Employee	F	17
Gnowangerup (S)	50-54	Employee	M	14
Gnowangerup (S)	50-54	Owner managers of incorporated enterprises	M	6
Gnowangerup (S)	50-54	Owner managers of unincorporated enterprises	M	8
Gnowangerup (S)	55-59	Employee	F	9
Gnowangerup (S)	55-59	Employee	M	16
Gnowangerup (S)	55-59	Owner managers of incorporated enterprises	F	3
Gnowangerup (S)	55-59	Owner managers of incorporated enterprises	M	12
Gnowangerup (S)	55-59	Owner managers of unincorporated enterprises	F	5
Gnowangerup (S)	55-59	Owner managers of unincorporated enterprises	M	7
Gnowangerup (S)	60-64	Contributing family workers	F	4
Gnowangerup (S)	60-64	Contributing family workers	M	5
Gnowangerup (S)	60-64	Employee	F	9
Gnowangerup (S)	60-64	Employee	M	17
Gnowangerup (S)	60-64	Owner managers of incorporated enterprises	F	5
Gnowangerup (S)	60-64	Owner managers of incorporated enterprises	M	6
Gnowangerup (S)	60-64	Owner managers of unincorporated enterprises	F	6
Gnowangerup (S)	60-64	Owner managers of unincorporated enterprises	M	12
Gnowangerup (S)	65-69	Contributing family workers	F	3
Gnowangerup (S)	65-69	Contributing family workers	M	7
Gnowangerup (S)	65-69	Employee	F	9
Gnowangerup (S)	65-69	Employee	M	3
Gnowangerup (S)	65-69	Owner managers of incorporated enterprises	M	6
Gnowangerup (S)	65-69	Owner managers of unincorporated enterprises	F	3
Gnowangerup (S)	65-69	Owner managers of unincorporated enterprises	M	4
Gnowangerup (S)	70-74	Contributing family workers	F	4
Gnowangerup (S)	70-74	Contributing family workers	M	3
Gnowangerup (S)	70-74	Employee	M	3
Gnowangerup (S)	70-74	Owner managers of incorporated enterprises	F	4
Gnowangerup (S)	70-74	Owner managers of unincorporated enterprises	M	4
Goomalling (S)	15-19	Employee	F	3
Goomalling (S)	15-19	Employee	M	3
Goomalling (S)	20-24	Employee	F	3
Goomalling (S)	20-24	Employee	M	7
Goomalling (S)	25-29	Employee	F	14
Goomalling (S)	25-29	Employee	M	11
Goomalling (S)	30-34	Contributing family workers	M	3
Goomalling (S)	30-34	Employee	F	10
Goomalling (S)	30-34	Employee	M	11
Goomalling (S)	30-34	Owner managers of incorporated enterprises	M	8
Goomalling (S)	30-34	Owner managers of unincorporated enterprises	F	4
Goomalling (S)	30-34	Owner managers of unincorporated enterprises	M	7
Goomalling (S)	35-39	Employee	F	7
Goomalling (S)	35-39	Employee	M	8
Goomalling (S)	35-39	Owner managers of incorporated enterprises	M	7
Goomalling (S)	35-39	Owner managers of unincorporated enterprises	F	3
Goomalling (S)	40-44	Contributing family workers	F	3
Goomalling (S)	40-44	Employee	F	16
Goomalling (S)	40-44	Owner managers of incorporated enterprises	M	3
Goomalling (S)	40-44	Owner managers of unincorporated enterprises	F	3
Goomalling (S)	40-44	Owner managers of unincorporated enterprises	M	4
Goomalling (S)	45-49		M	3
Goomalling (S)	45-49	Contributing family workers	M	4
Goomalling (S)	45-49	Employee	F	10
Goomalling (S)	45-49	Employee	M	4
Goomalling (S)	45-49	Owner managers of incorporated enterprises	M	3
Goomalling (S)	45-49	Owner managers of unincorporated enterprises	M	8
Goomalling (S)	50-54	Contributing family workers	F	4
Goomalling (S)	50-54	Employee	F	15
Goomalling (S)	50-54	Employee	M	9
Goomalling (S)	50-54	Owner managers of incorporated enterprises	M	3
Goomalling (S)	50-54	Owner managers of unincorporated enterprises	M	3
Goomalling (S)	55-59	Contributing family workers	F	3
Goomalling (S)	55-59	Employee	F	18
Goomalling (S)	55-59	Employee	M	9
Goomalling (S)	55-59	Owner managers of unincorporated enterprises	F	3
Goomalling (S)	55-59	Owner managers of unincorporated enterprises	M	3
Goomalling (S)	60-64	Contributing family workers	M	3
Goomalling (S)	60-64	Employee	F	15
Goomalling (S)	60-64	Employee	M	9
Goomalling (S)	60-64	Owner managers of incorporated enterprises	M	3
Goomalling (S)	60-64	Owner managers of unincorporated enterprises	M	9
Goomalling (S)	65-69	Contributing family workers	F	3
Goomalling (S)	65-69	Employee	F	5
Goomalling (S)	65-69	Employee	M	3
Goomalling (S)	65-69	Owner managers of incorporated enterprises	M	7
Goomalling (S)	65-69	Owner managers of unincorporated enterprises	M	3
Goomalling (S)	70-74	Contributing family workers	F	3
Goomalling (S)	75+	Contributing family workers	M	3
Goomalling (S)	75+	Employee	F	3
Goomalling (S)	75+	Employee	M	3
Goomalling (S)	75+	Owner managers of unincorporated enterprises	M	3
Gosnells (C)	15-19		F	5
Gosnells (C)	15-19		M	3
Gosnells (C)	15-19	Contributing family workers	F	3
Gosnells (C)	15-19	Contributing family workers	M	3
Gosnells (C)	15-19	Employee	F	799
Gosnells (C)	15-19	Employee	M	762
Gosnells (C)	15-19	Owner managers of unincorporated enterprises	F	3
Gosnells (C)	15-19	Owner managers of unincorporated enterprises	M	3
Gosnells (C)	20-24		F	4
Gosnells (C)	20-24		M	15
Gosnells (C)	20-24	Contributing family workers	F	8
Gosnells (C)	20-24	Contributing family workers	M	9
Gosnells (C)	20-24	Employee	F	1020
Gosnells (C)	20-24	Employee	M	1245
Gosnells (C)	20-24	Owner managers of incorporated enterprises	F	4
Gosnells (C)	20-24	Owner managers of incorporated enterprises	M	11
Gosnells (C)	20-24	Owner managers of unincorporated enterprises	F	21
Gosnells (C)	20-24	Owner managers of unincorporated enterprises	M	39
Gosnells (C)	25-29		F	5
Gosnells (C)	25-29		M	7
Gosnells (C)	25-29	Contributing family workers	F	14
Gosnells (C)	25-29	Contributing family workers	M	9
Gosnells (C)	25-29	Employee	F	1050
Gosnells (C)	25-29	Employee	M	1218
Gosnells (C)	25-29	Owner managers of incorporated enterprises	F	29
Gosnells (C)	25-29	Owner managers of incorporated enterprises	M	72
Gosnells (C)	25-29	Owner managers of unincorporated enterprises	F	59
Gosnells (C)	25-29	Owner managers of unincorporated enterprises	M	111
Gosnells (C)	30-34		F	7
Gosnells (C)	30-34		M	17
Gosnells (C)	30-34	Contributing family workers	F	30
Gosnells (C)	30-34	Contributing family workers	M	17
Gosnells (C)	30-34	Employee	F	1011
Gosnells (C)	30-34	Employee	M	1140
Gosnells (C)	30-34	Owner managers of incorporated enterprises	F	36
Gosnells (C)	30-34	Owner managers of incorporated enterprises	M	140
Gosnells (C)	30-34	Owner managers of unincorporated enterprises	F	102
Gosnells (C)	30-34	Owner managers of unincorporated enterprises	M	180
Gosnells (C)	35-39		F	9
Gosnells (C)	35-39		M	12
Gosnells (C)	35-39	Contributing family workers	F	25
Gosnells (C)	35-39	Contributing family workers	M	16
Gosnells (C)	35-39	Employee	F	997
Gosnells (C)	35-39	Employee	M	944
Gosnells (C)	35-39	Owner managers of incorporated enterprises	F	67
Gosnells (C)	35-39	Owner managers of incorporated enterprises	M	168
Gosnells (C)	35-39	Owner managers of unincorporated enterprises	F	107
Gosnells (C)	35-39	Owner managers of unincorporated enterprises	M	148
Gosnells (C)	40-44		F	14
Gosnells (C)	40-44		M	4
Gosnells (C)	40-44	Contributing family workers	F	44
Gosnells (C)	40-44	Contributing family workers	M	11
Gosnells (C)	40-44	Employee	F	1102
Gosnells (C)	40-44	Employee	M	934
Gosnells (C)	40-44	Owner managers of incorporated enterprises	F	78
Gosnells (C)	40-44	Owner managers of incorporated enterprises	M	168
Gosnells (C)	40-44	Owner managers of unincorporated enterprises	F	112
Gosnells (C)	40-44	Owner managers of unincorporated enterprises	M	164
Gosnells (C)	45-49		F	10
Gosnells (C)	45-49		M	9
Gosnells (C)	45-49	Contributing family workers	F	23
Gosnells (C)	45-49	Contributing family workers	M	23
Gosnells (C)	45-49	Employee	F	1209
Gosnells (C)	45-49	Employee	M	887
Gosnells (C)	45-49	Owner managers of incorporated enterprises	F	78
Gosnells (C)	45-49	Owner managers of incorporated enterprises	M	165
Gosnells (C)	45-49	Owner managers of unincorporated enterprises	F	117
Gosnells (C)	45-49	Owner managers of unincorporated enterprises	M	184
Gosnells (C)	50-54		F	6
Gosnells (C)	50-54		M	14
Gosnells (C)	50-54	Contributing family workers	F	37
Gosnells (C)	50-54	Contributing family workers	M	16
Gosnells (C)	50-54	Employee	F	987
Gosnells (C)	50-54	Employee	M	818
Gosnells (C)	50-54	Owner managers of incorporated enterprises	F	73
Gosnells (C)	50-54	Owner managers of incorporated enterprises	M	143
Gosnells (C)	50-54	Owner managers of unincorporated enterprises	F	95
Gosnells (C)	50-54	Owner managers of unincorporated enterprises	M	189
Gosnells (C)	55-59		F	7
Gosnells (C)	55-59		M	16
Gosnells (C)	55-59	Contributing family workers	F	19
Gosnells (C)	55-59	Contributing family workers	M	11
Gosnells (C)	55-59	Employee	F	884
Gosnells (C)	55-59	Employee	M	702
Gosnells (C)	55-59	Owner managers of incorporated enterprises	F	60
Gosnells (C)	55-59	Owner managers of incorporated enterprises	M	143
Gosnells (C)	55-59	Owner managers of unincorporated enterprises	F	77
Gosnells (C)	55-59	Owner managers of unincorporated enterprises	M	177
Gosnells (C)	60-64		F	7
Gosnells (C)	60-64		M	4
Gosnells (C)	60-64	Contributing family workers	F	16
Gosnells (C)	60-64	Contributing family workers	M	22
Gosnells (C)	60-64	Employee	F	638
Gosnells (C)	60-64	Employee	M	589
Gosnells (C)	60-64	Owner managers of incorporated enterprises	F	39
Gosnells (C)	60-64	Owner managers of incorporated enterprises	M	110
Gosnells (C)	60-64	Owner managers of unincorporated enterprises	F	62
Gosnells (C)	60-64	Owner managers of unincorporated enterprises	M	162
Gosnells (C)	65-69		F	3
Gosnells (C)	65-69		M	4
Gosnells (C)	65-69	Contributing family workers	F	11
Gosnells (C)	65-69	Contributing family workers	M	15
Gosnells (C)	65-69	Employee	F	222
Gosnells (C)	65-69	Employee	M	278
Gosnells (C)	65-69	Owner managers of incorporated enterprises	F	22
Gosnells (C)	65-69	Owner managers of incorporated enterprises	M	66
Gosnells (C)	65-69	Owner managers of unincorporated enterprises	F	38
Gosnells (C)	65-69	Owner managers of unincorporated enterprises	M	85
Gosnells (C)	70-74		F	5
Gosnells (C)	70-74	Contributing family workers	F	8
Gosnells (C)	70-74	Contributing family workers	M	19
Gosnells (C)	70-74	Employee	F	59
Gosnells (C)	70-74	Employee	M	84
Gosnells (C)	70-74	Owner managers of incorporated enterprises	F	6
Gosnells (C)	70-74	Owner managers of incorporated enterprises	M	23
Gosnells (C)	70-74	Owner managers of unincorporated enterprises	F	22
Gosnells (C)	70-74	Owner managers of unincorporated enterprises	M	29
Gosnells (C)	75+		F	3
Gosnells (C)	75+		M	5
Gosnells (C)	75+	Contributing family workers	F	3
Gosnells (C)	75+	Contributing family workers	M	10
Gosnells (C)	75+	Employee	F	8
Gosnells (C)	75+	Employee	M	34
Gosnells (C)	75+	Owner managers of incorporated enterprises	F	3
Gosnells (C)	75+	Owner managers of incorporated enterprises	M	9
Gosnells (C)	75+	Owner managers of unincorporated enterprises	F	10
Gosnells (C)	75+	Owner managers of unincorporated enterprises	M	20
Greater Geraldton (C)	15-19		F	5
Greater Geraldton (C)	15-19		M	9
Greater Geraldton (C)	15-19	Contributing family workers	F	8
Greater Geraldton (C)	15-19	Contributing family workers	M	5
Greater Geraldton (C)	15-19	Employee	F	607
Greater Geraldton (C)	15-19	Employee	M	488
Greater Geraldton (C)	15-19	Owner managers of unincorporated enterprises	F	3
Greater Geraldton (C)	20-24		F	7
Greater Geraldton (C)	20-24		M	6
Greater Geraldton (C)	20-24	Contributing family workers	M	3
Greater Geraldton (C)	20-24	Employee	F	624
Greater Geraldton (C)	20-24	Employee	M	633
Greater Geraldton (C)	20-24	Owner managers of incorporated enterprises	F	3
Greater Geraldton (C)	20-24	Owner managers of incorporated enterprises	M	3
Greater Geraldton (C)	20-24	Owner managers of unincorporated enterprises	F	11
Greater Geraldton (C)	20-24	Owner managers of unincorporated enterprises	M	12
Greater Geraldton (C)	25-29		F	5
Greater Geraldton (C)	25-29		M	3
Greater Geraldton (C)	25-29	Contributing family workers	F	6
Greater Geraldton (C)	25-29	Employee	F	662
Greater Geraldton (C)	25-29	Employee	M	607
Greater Geraldton (C)	25-29	Owner managers of incorporated enterprises	F	19
Greater Geraldton (C)	25-29	Owner managers of incorporated enterprises	M	15
Greater Geraldton (C)	25-29	Owner managers of unincorporated enterprises	F	21
Greater Geraldton (C)	25-29	Owner managers of unincorporated enterprises	M	27
Greater Geraldton (C)	30-34		F	3
Greater Geraldton (C)	30-34		M	10
Greater Geraldton (C)	30-34	Contributing family workers	F	14
Greater Geraldton (C)	30-34	Contributing family workers	M	9
Greater Geraldton (C)	30-34	Employee	F	659
Greater Geraldton (C)	30-34	Employee	M	645
Greater Geraldton (C)	30-34	Owner managers of incorporated enterprises	F	23
Greater Geraldton (C)	30-34	Owner managers of incorporated enterprises	M	46
Greater Geraldton (C)	30-34	Owner managers of unincorporated enterprises	F	42
Greater Geraldton (C)	30-34	Owner managers of unincorporated enterprises	M	50
Greater Geraldton (C)	35-39		F	5
Greater Geraldton (C)	35-39		M	4
Greater Geraldton (C)	35-39	Contributing family workers	F	20
Greater Geraldton (C)	35-39	Contributing family workers	M	10
Greater Geraldton (C)	35-39	Employee	F	680
Greater Geraldton (C)	35-39	Employee	M	588
Greater Geraldton (C)	35-39	Owner managers of incorporated enterprises	F	37
Greater Geraldton (C)	35-39	Owner managers of incorporated enterprises	M	55
Greater Geraldton (C)	35-39	Owner managers of unincorporated enterprises	F	51
Greater Geraldton (C)	35-39	Owner managers of unincorporated enterprises	M	50
Greater Geraldton (C)	40-44		F	3
Greater Geraldton (C)	40-44		M	8
Greater Geraldton (C)	40-44	Contributing family workers	F	24
Greater Geraldton (C)	40-44	Contributing family workers	M	4
Greater Geraldton (C)	40-44	Employee	F	791
Greater Geraldton (C)	40-44	Employee	M	631
Greater Geraldton (C)	40-44	Owner managers of incorporated enterprises	F	42
Greater Geraldton (C)	40-44	Owner managers of incorporated enterprises	M	86
Greater Geraldton (C)	40-44	Owner managers of unincorporated enterprises	F	80
Greater Geraldton (C)	40-44	Owner managers of unincorporated enterprises	M	66
Greater Geraldton (C)	45-49		F	7
Greater Geraldton (C)	45-49		M	8
Greater Geraldton (C)	45-49	Contributing family workers	F	22
Greater Geraldton (C)	45-49	Contributing family workers	M	21
Greater Geraldton (C)	45-49	Employee	F	928
Greater Geraldton (C)	45-49	Employee	M	716
Greater Geraldton (C)	45-49	Owner managers of incorporated enterprises	F	52
Greater Geraldton (C)	45-49	Owner managers of incorporated enterprises	M	85
Greater Geraldton (C)	45-49	Owner managers of unincorporated enterprises	F	60
Greater Geraldton (C)	45-49	Owner managers of unincorporated enterprises	M	84
Greater Geraldton (C)	50-54		F	17
Greater Geraldton (C)	50-54		M	6
Greater Geraldton (C)	50-54	Contributing family workers	F	27
Greater Geraldton (C)	50-54	Contributing family workers	M	20
Greater Geraldton (C)	50-54	Employee	F	817
Greater Geraldton (C)	50-54	Employee	M	663
Greater Geraldton (C)	50-54	Owner managers of incorporated enterprises	F	48
Greater Geraldton (C)	50-54	Owner managers of incorporated enterprises	M	86
Greater Geraldton (C)	50-54	Owner managers of unincorporated enterprises	F	57
Greater Geraldton (C)	50-54	Owner managers of unincorporated enterprises	M	98
Greater Geraldton (C)	55-59		F	8
Greater Geraldton (C)	55-59		M	5
Greater Geraldton (C)	55-59	Contributing family workers	F	22
Greater Geraldton (C)	55-59	Contributing family workers	M	13
Greater Geraldton (C)	55-59	Employee	F	678
Greater Geraldton (C)	55-59	Employee	M	556
Greater Geraldton (C)	55-59	Owner managers of incorporated enterprises	F	42
Greater Geraldton (C)	55-59	Owner managers of incorporated enterprises	M	98
Greater Geraldton (C)	55-59	Owner managers of unincorporated enterprises	F	52
Greater Geraldton (C)	55-59	Owner managers of unincorporated enterprises	M	89
Greater Geraldton (C)	60-64		F	4
Greater Geraldton (C)	60-64		M	6
Greater Geraldton (C)	60-64	Contributing family workers	F	18
Greater Geraldton (C)	60-64	Contributing family workers	M	21
Greater Geraldton (C)	60-64	Employee	F	444
Greater Geraldton (C)	60-64	Employee	M	392
Greater Geraldton (C)	60-64	Owner managers of incorporated enterprises	F	29
Greater Geraldton (C)	60-64	Owner managers of incorporated enterprises	M	59
Greater Geraldton (C)	60-64	Owner managers of unincorporated enterprises	F	40
Greater Geraldton (C)	60-64	Owner managers of unincorporated enterprises	M	94
Greater Geraldton (C)	65-69		M	5
Greater Geraldton (C)	65-69	Contributing family workers	F	10
Greater Geraldton (C)	65-69	Contributing family workers	M	25
Greater Geraldton (C)	65-69	Employee	F	154
Greater Geraldton (C)	65-69	Employee	M	160
Greater Geraldton (C)	65-69	Owner managers of incorporated enterprises	F	16
Greater Geraldton (C)	65-69	Owner managers of incorporated enterprises	M	38
Greater Geraldton (C)	65-69	Owner managers of unincorporated enterprises	F	15
Greater Geraldton (C)	65-69	Owner managers of unincorporated enterprises	M	39
