LGA_NAME16	CountryOfBirth	EmploymentStatus	workers
Onkaparinga (C)	NLD	Owner managers of incorporated enterprises	14
Onkaparinga (C)	NLD	Owner managers of unincorporated enterprises	33
Onkaparinga (C)	NLD	Status in employment not stated	3
Onkaparinga (C)	NZL	Contributing family workers	10
Onkaparinga (C)	NZL	Employee	344
Onkaparinga (C)	NZL	Owner managers of incorporated enterprises	41
Onkaparinga (C)	NZL	Owner managers of unincorporated enterprises	60
Onkaparinga (C)	NZL	Status in employment not stated	3
Onkaparinga (C)	PAK	Employee	40
Onkaparinga (C)	PAK	Owner managers of incorporated enterprises	10
Onkaparinga (C)	PAK	Owner managers of unincorporated enterprises	3
Onkaparinga (C)	PHL	Contributing family workers	5
Onkaparinga (C)	PHL	Employee	275
Onkaparinga (C)	PHL	Owner managers of incorporated enterprises	13
Onkaparinga (C)	PHL	Owner managers of unincorporated enterprises	10
Onkaparinga (C)	PHL	Status in employment not stated	3
Onkaparinga (C)	POL	Contributing family workers	3
Onkaparinga (C)	POL	Employee	104
Onkaparinga (C)	POL	Owner managers of incorporated enterprises	11
Onkaparinga (C)	POL	Owner managers of unincorporated enterprises	17
Onkaparinga (C)	POL	Status in employment not stated	4
Onkaparinga (C)	SGP	Employee	35
Onkaparinga (C)	SGP	Owner managers of incorporated enterprises	3
Onkaparinga (C)	SGP	Owner managers of unincorporated enterprises	5
Onkaparinga (C)	ZAF	Employee	217
Onkaparinga (C)	ZAF	Owner managers of incorporated enterprises	21
Onkaparinga (C)	ZAF	Owner managers of unincorporated enterprises	29
Onkaparinga (C)	KOR	Employee	36
Onkaparinga (C)	KOR	Owner managers of incorporated enterprises	3
Onkaparinga (C)	KOR	Owner managers of unincorporated enterprises	3
Onkaparinga (C)	LKA	Employee	39
Onkaparinga (C)	LKA	Owner managers of incorporated enterprises	3
Onkaparinga (C)	LKA	Owner managers of unincorporated enterprises	6
Onkaparinga (C)	THA	Employee	21
Onkaparinga (C)	THA	Owner managers of incorporated enterprises	3
Onkaparinga (C)	THA	Owner managers of unincorporated enterprises	3
Onkaparinga (C)	TUR	Employee	3
Onkaparinga (C)	GBR	Contributing family workers	96
Onkaparinga (C)	GBR	Employee	3525
Onkaparinga (C)	GBR	Owner managers of incorporated enterprises	272
Onkaparinga (C)	GBR	Owner managers of unincorporated enterprises	620
Onkaparinga (C)	GBR	Status in employment not stated	38
Onkaparinga (C)	USA	Employee	77
Onkaparinga (C)	USA	Owner managers of incorporated enterprises	3
Onkaparinga (C)	USA	Owner managers of unincorporated enterprises	11
Onkaparinga (C)	USA	Status in employment not stated	3
Onkaparinga (C)	VNM	Employee	71
Onkaparinga (C)	VNM	Owner managers of incorporated enterprises	11
Onkaparinga (C)	VNM	Owner managers of unincorporated enterprises	22
Onkaparinga (C)	ZWE	Employee	30
Onkaparinga (C)	ZWE	Owner managers of unincorporated enterprises	4
Orroroo/Carrieton (DC)		Contributing family workers	4
Orroroo/Carrieton (DC)		Owner managers of unincorporated enterprises	6
Orroroo/Carrieton (DC)	AUS	Contributing family workers	48
Orroroo/Carrieton (DC)	AUS	Employee	183
Orroroo/Carrieton (DC)	AUS	Owner managers of incorporated enterprises	18
Orroroo/Carrieton (DC)	AUS	Owner managers of unincorporated enterprises	71
Orroroo/Carrieton (DC)	AUS	Status in employment not stated	9
Orroroo/Carrieton (DC)	DEU	Employee	3
Orroroo/Carrieton (DC)	GBR	Contributing family workers	3
Orroroo/Carrieton (DC)	GBR	Employee	11
Peterborough (DC)		Employee	6
Peterborough (DC)		Owner managers of unincorporated enterprises	3
Peterborough (DC)	AUS	Contributing family workers	16
Peterborough (DC)	AUS	Employee	323
Peterborough (DC)	AUS	Owner managers of incorporated enterprises	16
Peterborough (DC)	AUS	Owner managers of unincorporated enterprises	64
Peterborough (DC)	AUS	Status in employment not stated	9
Peterborough (DC)	IND	Owner managers of incorporated enterprises	3
Peterborough (DC)	ITA	Employee	3
Peterborough (DC)	NZL	Employee	3
Peterborough (DC)	GBR	Employee	13
Peterborough (DC)	GBR	Owner managers of incorporated enterprises	3
Playford (C)		Contributing family workers	53
Playford (C)		Employee	1204
Playford (C)		Owner managers of incorporated enterprises	61
Playford (C)		Owner managers of unincorporated enterprises	139
Playford (C)		Status in employment not stated	68
Playford (C)	AUS	Contributing family workers	179
Playford (C)	AUS	Employee	15598
Playford (C)	AUS	Owner managers of incorporated enterprises	488
Playford (C)	AUS	Owner managers of unincorporated enterprises	839
Playford (C)	AUS	Status in employment not stated	145
Playford (C)	CAN	Employee	24
Playford (C)	CHN	Contributing family workers	13
Playford (C)	CHN	Employee	126
Playford (C)	CHN	Owner managers of incorporated enterprises	23
Playford (C)	CHN	Owner managers of unincorporated enterprises	19
Playford (C)	HRV	Employee	21
Playford (C)	EGY	Employee	11
Playford (C)	EGY	Owner managers of incorporated enterprises	3
Playford (C)	FJI	Employee	34
Playford (C)	FJI	Status in employment not stated	3
Playford (C)	DEU	Employee	77
Playford (C)	DEU	Owner managers of incorporated enterprises	3
Playford (C)	DEU	Owner managers of unincorporated enterprises	6
Playford (C)	GRC	Contributing family workers	5
Playford (C)	GRC	Employee	22
Playford (C)	GRC	Owner managers of incorporated enterprises	3
Playford (C)	GRC	Owner managers of unincorporated enterprises	8
Playford (C)	HKG	Employee	31
Playford (C)	HKG	Owner managers of incorporated enterprises	3
Playford (C)	HKG	Owner managers of unincorporated enterprises	4
Playford (C)	IND	Contributing family workers	12
Playford (C)	IND	Employee	558
Playford (C)	IND	Owner managers of incorporated enterprises	26
Playford (C)	IND	Owner managers of unincorporated enterprises	15
Playford (C)	IND	Status in employment not stated	5
Playford (C)	IDN	Employee	26
Playford (C)	IDN	Status in employment not stated	4
Playford (C)	IRN	Employee	37
Playford (C)	IRN	Owner managers of unincorporated enterprises	4
Playford (C)	IRQ	Employee	11
Playford (C)	IRQ	Owner managers of incorporated enterprises	3
Playford (C)	IRQ	Owner managers of unincorporated enterprises	3
Playford (C)	IRL	Employee	53
Playford (C)	IRL	Owner managers of unincorporated enterprises	3
Playford (C)	ITA	Contributing family workers	5
Playford (C)	ITA	Employee	69
Playford (C)	ITA	Owner managers of incorporated enterprises	17
Playford (C)	ITA	Owner managers of unincorporated enterprises	30
Playford (C)	JPN	Employee	14
Playford (C)	LBN	Contributing family workers	4
Playford (C)	LBN	Employee	18
Playford (C)	LBN	Owner managers of incorporated enterprises	3
Playford (C)	LBN	Owner managers of unincorporated enterprises	9
Playford (C)	MYS	Contributing family workers	5
Playford (C)	MYS	Employee	115
Playford (C)	MYS	Owner managers of incorporated enterprises	13
Playford (C)	MYS	Owner managers of unincorporated enterprises	3
Playford (C)	MLT	Employee	7
Playford (C)	NLD	Employee	49
Playford (C)	NLD	Owner managers of incorporated enterprises	3
Playford (C)	NLD	Owner managers of unincorporated enterprises	10
Playford (C)	NZL	Employee	177
Playford (C)	NZL	Owner managers of incorporated enterprises	8
Playford (C)	NZL	Owner managers of unincorporated enterprises	15
Playford (C)	NZL	Status in employment not stated	3
Playford (C)	PAK	Employee	51
Playford (C)	PAK	Owner managers of incorporated enterprises	3
Playford (C)	PAK	Owner managers of unincorporated enterprises	6
Playford (C)	PHL	Employee	273
Playford (C)	PHL	Owner managers of incorporated enterprises	4
Playford (C)	PHL	Owner managers of unincorporated enterprises	11
Playford (C)	PHL	Status in employment not stated	5
Playford (C)	POL	Employee	56
Playford (C)	POL	Owner managers of incorporated enterprises	4
Playford (C)	POL	Owner managers of unincorporated enterprises	7
Playford (C)	SGP	Employee	28
Playford (C)	SGP	Owner managers of incorporated enterprises	4
Playford (C)	ZAF	Employee	76
Playford (C)	ZAF	Owner managers of incorporated enterprises	3
Playford (C)	ZAF	Owner managers of unincorporated enterprises	6
Playford (C)	KOR	Employee	22
Playford (C)	KOR	Owner managers of unincorporated enterprises	4
Playford (C)	LKA	Employee	47
Playford (C)	LKA	Owner managers of unincorporated enterprises	3
Playford (C)	THA	Employee	48
Playford (C)	THA	Owner managers of unincorporated enterprises	3
Playford (C)	TUR	Employee	13
Playford (C)	GBR	Contributing family workers	15
Playford (C)	GBR	Employee	1876
Playford (C)	GBR	Owner managers of incorporated enterprises	68
Playford (C)	GBR	Owner managers of unincorporated enterprises	176
Playford (C)	GBR	Status in employment not stated	16
Playford (C)	USA	Contributing family workers	5
Playford (C)	USA	Employee	47
Playford (C)	USA	Owner managers of unincorporated enterprises	5
Playford (C)	VNM	Contributing family workers	105
Playford (C)	VNM	Employee	291
Playford (C)	VNM	Owner managers of incorporated enterprises	77
Playford (C)	VNM	Owner managers of unincorporated enterprises	271
Playford (C)	VNM	Status in employment not stated	10
Playford (C)	ZWE	Employee	38
Port Adelaide Enfield (C)		Contributing family workers	52
Port Adelaide Enfield (C)		Employee	3184
Port Adelaide Enfield (C)		Owner managers of incorporated enterprises	184
Port Adelaide Enfield (C)		Owner managers of unincorporated enterprises	305
Port Adelaide Enfield (C)		Status in employment not stated	83
Port Adelaide Enfield (C)	AUS	Contributing family workers	281
Port Adelaide Enfield (C)	AUS	Employee	40633
Port Adelaide Enfield (C)	AUS	Owner managers of incorporated enterprises	1867
Port Adelaide Enfield (C)	AUS	Owner managers of unincorporated enterprises	1895
Port Adelaide Enfield (C)	AUS	Status in employment not stated	341
Port Adelaide Enfield (C)	CAN	Employee	56
Port Adelaide Enfield (C)	CAN	Owner managers of incorporated enterprises	3
Port Adelaide Enfield (C)	CAN	Owner managers of unincorporated enterprises	6
Port Adelaide Enfield (C)	CHN	Contributing family workers	36
Port Adelaide Enfield (C)	CHN	Employee	605
Port Adelaide Enfield (C)	CHN	Owner managers of incorporated enterprises	75
Port Adelaide Enfield (C)	CHN	Owner managers of unincorporated enterprises	57
Port Adelaide Enfield (C)	HRV	Contributing family workers	3
Port Adelaide Enfield (C)	HRV	Employee	100
Port Adelaide Enfield (C)	HRV	Owner managers of incorporated enterprises	8
Port Adelaide Enfield (C)	HRV	Owner managers of unincorporated enterprises	14
Port Adelaide Enfield (C)	HRV	Status in employment not stated	3
Port Adelaide Enfield (C)	EGY	Employee	33
Port Adelaide Enfield (C)	EGY	Owner managers of incorporated enterprises	7
Port Adelaide Enfield (C)	EGY	Owner managers of unincorporated enterprises	5
Port Adelaide Enfield (C)	EGY	Status in employment not stated	3
Port Adelaide Enfield (C)	FJI	Employee	81
Port Adelaide Enfield (C)	MKD	Employee	11
Port Adelaide Enfield (C)	MKD	Owner managers of incorporated enterprises	3
Port Adelaide Enfield (C)	MKD	Owner managers of unincorporated enterprises	3
Port Adelaide Enfield (C)	DEU	Employee	224
Port Adelaide Enfield (C)	DEU	Owner managers of incorporated enterprises	8
Port Adelaide Enfield (C)	DEU	Owner managers of unincorporated enterprises	16
Port Adelaide Enfield (C)	DEU	Status in employment not stated	4
Port Adelaide Enfield (C)	GRC	Contributing family workers	12
Port Adelaide Enfield (C)	GRC	Employee	112
Port Adelaide Enfield (C)	GRC	Owner managers of incorporated enterprises	23
Port Adelaide Enfield (C)	GRC	Owner managers of unincorporated enterprises	27
Port Adelaide Enfield (C)	GRC	Status in employment not stated	5
Port Adelaide Enfield (C)	HKG	Employee	118
Port Adelaide Enfield (C)	HKG	Owner managers of incorporated enterprises	7
Port Adelaide Enfield (C)	HKG	Owner managers of unincorporated enterprises	6
Port Adelaide Enfield (C)	IND	Contributing family workers	20
Port Adelaide Enfield (C)	IND	Employee	2027
Port Adelaide Enfield (C)	IND	Owner managers of incorporated enterprises	135
Port Adelaide Enfield (C)	IND	Owner managers of unincorporated enterprises	145
Port Adelaide Enfield (C)	IND	Status in employment not stated	23
Port Adelaide Enfield (C)	IDN	Employee	62
Port Adelaide Enfield (C)	IDN	Owner managers of incorporated enterprises	3
Port Adelaide Enfield (C)	IDN	Owner managers of unincorporated enterprises	3
Port Adelaide Enfield (C)	IRN	Contributing family workers	8
Port Adelaide Enfield (C)	IRN	Employee	149
Port Adelaide Enfield (C)	IRN	Owner managers of incorporated enterprises	7
Port Adelaide Enfield (C)	IRN	Owner managers of unincorporated enterprises	19
Port Adelaide Enfield (C)	IRQ	Contributing family workers	3
Port Adelaide Enfield (C)	IRQ	Employee	33
Port Adelaide Enfield (C)	IRQ	Owner managers of incorporated enterprises	4
Port Adelaide Enfield (C)	IRQ	Owner managers of unincorporated enterprises	4
Port Adelaide Enfield (C)	IRQ	Status in employment not stated	3
Port Adelaide Enfield (C)	IRL	Employee	142
Port Adelaide Enfield (C)	IRL	Owner managers of incorporated enterprises	3
Port Adelaide Enfield (C)	IRL	Owner managers of unincorporated enterprises	13
Port Adelaide Enfield (C)	ITA	Contributing family workers	10
Port Adelaide Enfield (C)	ITA	Employee	322
Port Adelaide Enfield (C)	ITA	Owner managers of incorporated enterprises	66
Port Adelaide Enfield (C)	ITA	Owner managers of unincorporated enterprises	33
Port Adelaide Enfield (C)	ITA	Status in employment not stated	9
Port Adelaide Enfield (C)	JPN	Employee	33
Port Adelaide Enfield (C)	LBN	Employee	28
Port Adelaide Enfield (C)	LBN	Owner managers of incorporated enterprises	5
Port Adelaide Enfield (C)	LBN	Owner managers of unincorporated enterprises	18
Port Adelaide Enfield (C)	MYS	Contributing family workers	7
Port Adelaide Enfield (C)	MYS	Employee	244
Port Adelaide Enfield (C)	MYS	Owner managers of incorporated enterprises	16
Port Adelaide Enfield (C)	MYS	Owner managers of unincorporated enterprises	23
Port Adelaide Enfield (C)	MLT	Employee	29
Port Adelaide Enfield (C)	MLT	Owner managers of unincorporated enterprises	3
Port Adelaide Enfield (C)	NLD	Contributing family workers	9
Port Adelaide Enfield (C)	NLD	Employee	113
Port Adelaide Enfield (C)	NLD	Owner managers of incorporated enterprises	12
Port Adelaide Enfield (C)	NLD	Owner managers of unincorporated enterprises	5
Port Adelaide Enfield (C)	NZL	Contributing family workers	5
Port Adelaide Enfield (C)	NZL	Employee	605
Port Adelaide Enfield (C)	NZL	Owner managers of incorporated enterprises	30
Port Adelaide Enfield (C)	NZL	Owner managers of unincorporated enterprises	30
Port Adelaide Enfield (C)	NZL	Status in employment not stated	12
Port Adelaide Enfield (C)	PAK	Employee	103
Port Adelaide Enfield (C)	PAK	Owner managers of incorporated enterprises	8
Port Adelaide Enfield (C)	PAK	Owner managers of unincorporated enterprises	12
Port Adelaide Enfield (C)	PHL	Contributing family workers	3
Port Adelaide Enfield (C)	PHL	Employee	813
Port Adelaide Enfield (C)	PHL	Owner managers of incorporated enterprises	3
Port Adelaide Enfield (C)	PHL	Owner managers of unincorporated enterprises	16
Port Adelaide Enfield (C)	PHL	Status in employment not stated	7
Port Adelaide Enfield (C)	POL	Contributing family workers	5
Port Adelaide Enfield (C)	POL	Employee	214
Port Adelaide Enfield (C)	POL	Owner managers of incorporated enterprises	12
Port Adelaide Enfield (C)	POL	Owner managers of unincorporated enterprises	21
Port Adelaide Enfield (C)	POL	Status in employment not stated	3
Port Adelaide Enfield (C)	SGP	Employee	74
Port Adelaide Enfield (C)	SGP	Owner managers of incorporated enterprises	4
Port Adelaide Enfield (C)	SGP	Owner managers of unincorporated enterprises	5
Port Adelaide Enfield (C)	ZAF	Employee	288
Port Adelaide Enfield (C)	ZAF	Owner managers of incorporated enterprises	10
Port Adelaide Enfield (C)	ZAF	Owner managers of unincorporated enterprises	5
Port Adelaide Enfield (C)	KOR	Contributing family workers	3
Port Adelaide Enfield (C)	KOR	Employee	106
Port Adelaide Enfield (C)	KOR	Owner managers of incorporated enterprises	15
Port Adelaide Enfield (C)	KOR	Owner managers of unincorporated enterprises	12
Port Adelaide Enfield (C)	LKA	Contributing family workers	5
Port Adelaide Enfield (C)	LKA	Employee	145
Port Adelaide Enfield (C)	LKA	Owner managers of incorporated enterprises	6
Port Adelaide Enfield (C)	LKA	Owner managers of unincorporated enterprises	13
Port Adelaide Enfield (C)	THA	Contributing family workers	3
Port Adelaide Enfield (C)	THA	Employee	117
Port Adelaide Enfield (C)	THA	Owner managers of unincorporated enterprises	10
Port Adelaide Enfield (C)	TUR	Employee	27
Port Adelaide Enfield (C)	TUR	Owner managers of incorporated enterprises	3
Port Adelaide Enfield (C)	TUR	Owner managers of unincorporated enterprises	3
Port Adelaide Enfield (C)	GBR	Contributing family workers	33
Port Adelaide Enfield (C)	GBR	Employee	4156
Port Adelaide Enfield (C)	GBR	Owner managers of incorporated enterprises	180
Port Adelaide Enfield (C)	GBR	Owner managers of unincorporated enterprises	189
Port Adelaide Enfield (C)	GBR	Status in employment not stated	37
Port Adelaide Enfield (C)	USA	Contributing family workers	3
Port Adelaide Enfield (C)	USA	Employee	143
Port Adelaide Enfield (C)	USA	Owner managers of incorporated enterprises	3
Port Adelaide Enfield (C)	USA	Owner managers of unincorporated enterprises	9
Port Adelaide Enfield (C)	VNM	Contributing family workers	36
Port Adelaide Enfield (C)	VNM	Employee	940
Port Adelaide Enfield (C)	VNM	Owner managers of incorporated enterprises	85
Port Adelaide Enfield (C)	VNM	Owner managers of unincorporated enterprises	208
Port Adelaide Enfield (C)	VNM	Status in employment not stated	16
Port Adelaide Enfield (C)	ZWE	Employee	77
Port Adelaide Enfield (C)	ZWE	Owner managers of unincorporated enterprises	4
Port Augusta (C)		Employee	140
Port Augusta (C)		Owner managers of incorporated enterprises	3
Port Augusta (C)		Owner managers of unincorporated enterprises	6
Port Augusta (C)		Status in employment not stated	4
Port Augusta (C)	AUS	Contributing family workers	26
Port Augusta (C)	AUS	Employee	4355
Port Augusta (C)	AUS	Owner managers of incorporated enterprises	137
Port Augusta (C)	AUS	Owner managers of unincorporated enterprises	208
Port Augusta (C)	AUS	Status in employment not stated	68
Port Augusta (C)	CHN	Employee	9
Port Augusta (C)	CHN	Owner managers of incorporated enterprises	3
Port Augusta (C)	FJI	Employee	6
Port Augusta (C)	DEU	Employee	10
Port Augusta (C)	DEU	Owner managers of incorporated enterprises	3
Port Augusta (C)	IND	Employee	65
Port Augusta (C)	IND	Owner managers of incorporated enterprises	9
Port Augusta (C)	IND	Owner managers of unincorporated enterprises	4
Port Augusta (C)	IRQ	Employee	3
Port Augusta (C)	IRL	Employee	3
Port Augusta (C)	ITA	Employee	9
Port Augusta (C)	ITA	Owner managers of unincorporated enterprises	3
Port Augusta (C)	MYS	Employee	9
Port Augusta (C)	NLD	Employee	11
Port Augusta (C)	NZL	Employee	30
Port Augusta (C)	PAK	Employee	3
Port Augusta (C)	PAK	Owner managers of unincorporated enterprises	4
Port Augusta (C)	PHL	Employee	25
Port Augusta (C)	SGP	Employee	5
Port Augusta (C)	ZAF	Employee	11
Port Augusta (C)	LKA	Employee	5
Port Augusta (C)	GBR	Employee	146
Port Augusta (C)	GBR	Owner managers of unincorporated enterprises	11
Port Augusta (C)	GBR	Status in employment not stated	4
Port Augusta (C)	USA	Employee	8
Port Augusta (C)	VNM	Contributing family workers	3
Port Augusta (C)	VNM	Employee	13
Port Augusta (C)	ZWE	Employee	6
Port Lincoln (C)		Employee	139
Port Lincoln (C)		Owner managers of incorporated enterprises	13
Port Lincoln (C)		Owner managers of unincorporated enterprises	18
Port Lincoln (C)		Status in employment not stated	10
Port Lincoln (C)	AUS	Contributing family workers	106
Port Lincoln (C)	AUS	Employee	4979
Port Lincoln (C)	AUS	Owner managers of incorporated enterprises	318
Port Lincoln (C)	AUS	Owner managers of unincorporated enterprises	436
Port Lincoln (C)	AUS	Status in employment not stated	78
Port Lincoln (C)	CAN	Employee	8
Port Lincoln (C)	CHN	Employee	3
Port Lincoln (C)	HRV	Contributing family workers	3
Port Lincoln (C)	HRV	Employee	9
Port Lincoln (C)	HRV	Owner managers of incorporated enterprises	5
Port Lincoln (C)	DEU	Employee	14
Port Lincoln (C)	DEU	Owner managers of incorporated enterprises	3
Port Lincoln (C)	IND	Employee	18
Port Lincoln (C)	IND	Owner managers of incorporated enterprises	3
Port Lincoln (C)	IND	Owner managers of unincorporated enterprises	3
Port Lincoln (C)	IDN	Employee	8
Port Lincoln (C)	IRL	Employee	3
Port Lincoln (C)	ITA	Employee	8
Port Lincoln (C)	MYS	Employee	4
Port Lincoln (C)	MYS	Owner managers of incorporated enterprises	3
Port Lincoln (C)	MLT	Employee	3
Port Lincoln (C)	NLD	Employee	10
Port Lincoln (C)	NLD	Owner managers of incorporated enterprises	3
Port Lincoln (C)	NZL	Employee	57
Port Lincoln (C)	NZL	Owner managers of incorporated enterprises	7
Port Lincoln (C)	NZL	Owner managers of unincorporated enterprises	3
Port Lincoln (C)	NZL	Status in employment not stated	4
Port Lincoln (C)	PHL	Employee	67
Port Lincoln (C)	PHL	Status in employment not stated	3
Port Lincoln (C)	POL	Employee	3
Port Lincoln (C)	ZAF	Employee	16
Port Lincoln (C)	KOR	Employee	6
Port Lincoln (C)	LKA	Employee	3
Port Lincoln (C)	THA	Employee	13
Port Lincoln (C)	GBR	Contributing family workers	3
Port Lincoln (C)	GBR	Employee	166
Port Lincoln (C)	GBR	Owner managers of incorporated enterprises	17
Port Lincoln (C)	GBR	Owner managers of unincorporated enterprises	21
Port Lincoln (C)	USA	Employee	12
Port Lincoln (C)	USA	Owner managers of unincorporated enterprises	3
Port Lincoln (C)	VNM	Employee	3
Port Pirie City and Dists (M)		Employee	118
Port Pirie City and Dists (M)		Owner managers of incorporated enterprises	6
Port Pirie City and Dists (M)		Owner managers of unincorporated enterprises	10
Port Pirie City and Dists (M)		Status in employment not stated	3
Port Pirie City and Dists (M)	AUS	Contributing family workers	115
Port Pirie City and Dists (M)	AUS	Employee	5234
Port Pirie City and Dists (M)	AUS	Owner managers of incorporated enterprises	225
Port Pirie City and Dists (M)	AUS	Owner managers of unincorporated enterprises	373
Port Pirie City and Dists (M)	AUS	Status in employment not stated	67
Port Pirie City and Dists (M)	CHN	Employee	9
Port Pirie City and Dists (M)	DEU	Employee	5
Port Pirie City and Dists (M)	GRC	Employee	4
Port Pirie City and Dists (M)	IND	Employee	25
Port Pirie City and Dists (M)	IND	Owner managers of incorporated enterprises	3
Port Pirie City and Dists (M)	IDN	Employee	4
Port Pirie City and Dists (M)	IRL	Employee	9
Port Pirie City and Dists (M)	IRL	Owner managers of incorporated enterprises	3
Port Pirie City and Dists (M)	ITA	Employee	9
Port Pirie City and Dists (M)	MYS	Employee	7
Port Pirie City and Dists (M)	NLD	Employee	5
Port Pirie City and Dists (M)	NZL	Employee	51
Port Pirie City and Dists (M)	NZL	Owner managers of unincorporated enterprises	3
Port Pirie City and Dists (M)	PAK	Employee	12
Port Pirie City and Dists (M)	PAK	Owner managers of incorporated enterprises	8
Port Pirie City and Dists (M)	PHL	Employee	45
Port Pirie City and Dists (M)	ZAF	Employee	33
Port Pirie City and Dists (M)	KOR	Employee	3
Port Pirie City and Dists (M)	LKA	Employee	4
Port Pirie City and Dists (M)	LKA	Owner managers of unincorporated enterprises	3
Port Pirie City and Dists (M)	THA	Employee	7
Port Pirie City and Dists (M)	GBR	Contributing family workers	3
Port Pirie City and Dists (M)	GBR	Employee	155
Port Pirie City and Dists (M)	GBR	Owner managers of incorporated enterprises	6
Port Pirie City and Dists (M)	GBR	Owner managers of unincorporated enterprises	11
Port Pirie City and Dists (M)	GBR	Status in employment not stated	4
Port Pirie City and Dists (M)	USA	Employee	9
Port Pirie City and Dists (M)	VNM	Employee	3
Port Pirie City and Dists (M)	VNM	Owner managers of incorporated enterprises	3
Port Pirie City and Dists (M)	ZWE	Employee	7
Prospect (C)		Contributing family workers	4
Prospect (C)		Employee	244
Prospect (C)		Owner managers of incorporated enterprises	30
Prospect (C)		Owner managers of unincorporated enterprises	47
Prospect (C)		Status in employment not stated	4
Prospect (C)	AUS	Contributing family workers	60
Prospect (C)	AUS	Employee	3379
Prospect (C)	AUS	Owner managers of incorporated enterprises	344
Prospect (C)	AUS	Owner managers of unincorporated enterprises	365
Prospect (C)	AUS	Status in employment not stated	28
Prospect (C)	CAN	Employee	3
Prospect (C)	CAN	Owner managers of unincorporated enterprises	6
Prospect (C)	CHN	Contributing family workers	5
Prospect (C)	CHN	Employee	67
Prospect (C)	CHN	Owner managers of incorporated enterprises	16
Prospect (C)	CHN	Owner managers of unincorporated enterprises	8
Prospect (C)	HRV	Employee	9
Prospect (C)	HRV	Owner managers of unincorporated enterprises	7
Prospect (C)	EGY	Employee	4
Prospect (C)	FJI	Employee	9
Prospect (C)	DEU	Contributing family workers	3
Prospect (C)	DEU	Employee	8
Prospect (C)	DEU	Owner managers of incorporated enterprises	3
Prospect (C)	DEU	Owner managers of unincorporated enterprises	8
Prospect (C)	GRC	Employee	12
Prospect (C)	GRC	Owner managers of incorporated enterprises	6
Prospect (C)	GRC	Owner managers of unincorporated enterprises	4
Prospect (C)	HKG	Employee	6
Prospect (C)	HKG	Owner managers of incorporated enterprises	3
Prospect (C)	IND	Contributing family workers	5
Prospect (C)	IND	Employee	181
Prospect (C)	IND	Owner managers of incorporated enterprises	28
Prospect (C)	IND	Owner managers of unincorporated enterprises	23
Prospect (C)	IDN	Employee	3
Prospect (C)	IRN	Employee	13
Prospect (C)	IRN	Owner managers of unincorporated enterprises	4
Prospect (C)	IRQ	Employee	3
Prospect (C)	IRL	Employee	6
Prospect (C)	IRL	Owner managers of incorporated enterprises	3
Prospect (C)	ITA	Contributing family workers	5
Prospect (C)	ITA	Employee	45
Prospect (C)	ITA	Owner managers of incorporated enterprises	11
Prospect (C)	ITA	Owner managers of unincorporated enterprises	11
Prospect (C)	ITA	Status in employment not stated	3
Prospect (C)	JPN	Employee	8
Prospect (C)	LBN	Employee	3
Prospect (C)	LBN	Owner managers of unincorporated enterprises	3
Prospect (C)	MYS	Employee	24
Prospect (C)	MYS	Owner managers of unincorporated enterprises	9
Prospect (C)	NLD	Employee	7
Prospect (C)	NZL	Employee	43
Prospect (C)	NZL	Owner managers of incorporated enterprises	3
Prospect (C)	NZL	Owner managers of unincorporated enterprises	4
Prospect (C)	PAK	Employee	7
Prospect (C)	PAK	Owner managers of unincorporated enterprises	3
Prospect (C)	PHL	Employee	35
Prospect (C)	POL	Employee	24
Prospect (C)	POL	Owner managers of incorporated enterprises	3
Prospect (C)	SGP	Employee	3
Prospect (C)	ZAF	Employee	18
Prospect (C)	ZAF	Owner managers of incorporated enterprises	3
Prospect (C)	KOR	Employee	7
Prospect (C)	LKA	Employee	13
Prospect (C)	THA	Employee	12
Prospect (C)	THA	Owner managers of incorporated enterprises	8
Prospect (C)	THA	Owner managers of unincorporated enterprises	3
Prospect (C)	TUR	Employee	5
Prospect (C)	GBR	Contributing family workers	10
Prospect (C)	GBR	Employee	235
Prospect (C)	GBR	Owner managers of incorporated enterprises	35
Prospect (C)	GBR	Owner managers of unincorporated enterprises	35
Prospect (C)	GBR	Status in employment not stated	6
Prospect (C)	USA	Employee	16
Prospect (C)	VNM	Contributing family workers	4
Prospect (C)	VNM	Employee	48
Prospect (C)	VNM	Owner managers of incorporated enterprises	6
Prospect (C)	VNM	Owner managers of unincorporated enterprises	19
Prospect (C)	ZWE	Employee	4
Renmark Paringa (DC)		Contributing family workers	12
Renmark Paringa (DC)		Employee	215
Renmark Paringa (DC)		Owner managers of incorporated enterprises	8
Renmark Paringa (DC)		Owner managers of unincorporated enterprises	12
Renmark Paringa (DC)		Status in employment not stated	3
Renmark Paringa (DC)	AUS	Contributing family workers	114
Renmark Paringa (DC)	AUS	Employee	2514
Renmark Paringa (DC)	AUS	Owner managers of incorporated enterprises	202
Renmark Paringa (DC)	AUS	Owner managers of unincorporated enterprises	283
Renmark Paringa (DC)	AUS	Status in employment not stated	49
Renmark Paringa (DC)	CAN	Employee	3
Renmark Paringa (DC)	CHN	Contributing family workers	3
Renmark Paringa (DC)	CHN	Employee	4
Renmark Paringa (DC)	HRV	Contributing family workers	3
Renmark Paringa (DC)	HRV	Employee	3
Renmark Paringa (DC)	HRV	Owner managers of incorporated enterprises	3
Renmark Paringa (DC)	DEU	Contributing family workers	6
