LGA_NAME16	Occupation	OccupationSubtype	Sex	workers
East Pilbara (S)	Machinery operators and drivers	Road and rail drivers	F	309
East Pilbara (S)	Machinery operators and drivers	Road and rail drivers	M	766
East Pilbara (S)	Machinery operators and drivers	Storepersons	F	17
East Pilbara (S)	Machinery operators and drivers	Storepersons	M	151
East Pilbara (S)	Managers	Chief executives general managers and legislators	F	4
East Pilbara (S)	Managers	Chief executives general managers and legislators	M	26
East Pilbara (S)	Managers	Farmers and farm managers	F	14
East Pilbara (S)	Managers	Farmers and farm managers	M	20
East Pilbara (S)	Managers	Hospitality retail and service managers	F	86
East Pilbara (S)	Managers	Hospitality retail and service managers	M	90
East Pilbara (S)	Managers	Managers nfd	F	8
East Pilbara (S)	Managers	Managers nfd	M	12
East Pilbara (S)	Managers	Specialist managers	F	97
East Pilbara (S)	Managers	Specialist managers	M	428
East Pilbara (S)	Professionals	Arts and media professionals	F	9
East Pilbara (S)	Professionals	Arts and media professionals	M	4
East Pilbara (S)	Professionals	Business human resource and marketing professionals	F	74
East Pilbara (S)	Professionals	Business human resource and marketing professionals	M	104
East Pilbara (S)	Professionals	Design engineering science and transport professionals	F	148
East Pilbara (S)	Professionals	Design engineering science and transport professionals	M	688
East Pilbara (S)	Professionals	Education professionals	F	113
East Pilbara (S)	Professionals	Education professionals	M	75
East Pilbara (S)	Professionals	Health professionals	F	81
East Pilbara (S)	Professionals	Health professionals	M	105
East Pilbara (S)	Professionals	Information and Communication Technology ICT professionals	M	19
East Pilbara (S)	Professionals	Legal social and welfare professionals	F	16
East Pilbara (S)	Professionals	Legal social and welfare professionals	M	14
East Pilbara (S)	Professionals	Professionals nfd	F	3
East Pilbara (S)	Professionals	Professionals nfd	M	6
East Pilbara (S)	Sales workers	Sales assistants and salespersons	F	83
East Pilbara (S)	Sales workers	Sales assistants and salespersons	M	25
East Pilbara (S)	Sales workers	Sales representatives and agents	F	4
East Pilbara (S)	Sales workers	Sales representatives and agents	M	4
East Pilbara (S)	Sales workers	Sales support workers	F	32
East Pilbara (S)	Sales workers	Sales support workers	M	4
East Pilbara (S)	Technicians and trades workers	Automotive and engineering trades workers	F	31
East Pilbara (S)	Technicians and trades workers	Automotive and engineering trades workers	M	2293
East Pilbara (S)	Technicians and trades workers	Construction trades workers	M	139
East Pilbara (S)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	18
East Pilbara (S)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	726
East Pilbara (S)	Technicians and trades workers	Engineering ICT and science technicians	F	110
East Pilbara (S)	Technicians and trades workers	Engineering ICT and science technicians	M	958
East Pilbara (S)	Technicians and trades workers	Food trades workers	F	42
East Pilbara (S)	Technicians and trades workers	Food trades workers	M	113
East Pilbara (S)	Technicians and trades workers	Other technicians and trades workers	F	23
East Pilbara (S)	Technicians and trades workers	Other technicians and trades workers	M	67
East Pilbara (S)	Technicians and trades workers	Skilled animal and horticultural workers	F	13
East Pilbara (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	46
East Pilbara (S)	Technicians and trades workers	Technicians and trades workers nfd	F	3
East Pilbara (S)	Technicians and trades workers	Technicians and trades workers nfd	M	57
Esperance (S)			F	24
Esperance (S)			M	63
Esperance (S)	Clerical and administrative workers	Clerical and office support workers	F	15
Esperance (S)	Clerical and administrative workers	Clerical and office support workers	M	20
Esperance (S)	Clerical and administrative workers	General clerical workers	F	127
Esperance (S)	Clerical and administrative workers	General clerical workers	M	10
Esperance (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	110
Esperance (S)	Clerical and administrative workers	Inquiry clerks and receptionists	M	7
Esperance (S)	Clerical and administrative workers	Numerical clerks	F	170
Esperance (S)	Clerical and administrative workers	Numerical clerks	M	17
Esperance (S)	Clerical and administrative workers	Office managers and program administrators	F	113
Esperance (S)	Clerical and administrative workers	Office managers and program administrators	M	15
Esperance (S)	Clerical and administrative workers	Other clerical and administrative workers	F	43
Esperance (S)	Clerical and administrative workers	Other clerical and administrative workers	M	40
Esperance (S)	Clerical and administrative workers	Personal assistants and secretaries	F	41
Esperance (S)	Community and personal service workers	Carers and aides	F	238
Esperance (S)	Community and personal service workers	Carers and aides	M	26
Esperance (S)	Community and personal service workers	Health and welfare support workers	F	41
Esperance (S)	Community and personal service workers	Health and welfare support workers	M	9
Esperance (S)	Community and personal service workers	Hospitality workers	F	87
Esperance (S)	Community and personal service workers	Hospitality workers	M	12
Esperance (S)	Community and personal service workers	Protective service workers	F	3
Esperance (S)	Community and personal service workers	Protective service workers	M	22
Esperance (S)	Community and personal service workers	Sports and personal service workers	F	64
Esperance (S)	Community and personal service workers	Sports and personal service workers	M	7
Esperance (S)	Labourers	Cleaners and laundry workers	F	149
Esperance (S)	Labourers	Cleaners and laundry workers	M	35
Esperance (S)	Labourers	Construction and mining labourers	F	6
Esperance (S)	Labourers	Construction and mining labourers	M	63
Esperance (S)	Labourers	Factory process workers	F	13
Esperance (S)	Labourers	Factory process workers	M	57
Esperance (S)	Labourers	Farm forestry and garden workers	F	30
Esperance (S)	Labourers	Farm forestry and garden workers	M	149
Esperance (S)	Labourers	Food preparation assistants	F	54
Esperance (S)	Labourers	Food preparation assistants	M	29
Esperance (S)	Labourers	Labourers nfd	F	4
Esperance (S)	Labourers	Labourers nfd	M	12
Esperance (S)	Labourers	Other labourers	F	38
Esperance (S)	Labourers	Other labourers	M	125
Esperance (S)	Machinery operators and drivers	Machine and stationary plant operators	F	15
Esperance (S)	Machinery operators and drivers	Machine and stationary plant operators	M	106
Esperance (S)	Machinery operators and drivers	Machinery operators and drivers nfd	M	14
Esperance (S)	Machinery operators and drivers	Mobile plant operators	F	7
Esperance (S)	Machinery operators and drivers	Mobile plant operators	M	110
Esperance (S)	Machinery operators and drivers	Road and rail drivers	F	13
Esperance (S)	Machinery operators and drivers	Road and rail drivers	M	222
Esperance (S)	Machinery operators and drivers	Storepersons	F	7
Esperance (S)	Machinery operators and drivers	Storepersons	M	28
Esperance (S)	Managers	Chief executives general managers and legislators	F	4
Esperance (S)	Managers	Chief executives general managers and legislators	M	27
Esperance (S)	Managers	Farmers and farm managers	F	176
Esperance (S)	Managers	Farmers and farm managers	M	428
Esperance (S)	Managers	Hospitality retail and service managers	F	128
Esperance (S)	Managers	Hospitality retail and service managers	M	116
Esperance (S)	Managers	Managers nfd	F	4
Esperance (S)	Managers	Managers nfd	M	6
Esperance (S)	Managers	Specialist managers	F	60
Esperance (S)	Managers	Specialist managers	M	132
Esperance (S)	Professionals	Arts and media professionals	F	10
Esperance (S)	Professionals	Arts and media professionals	M	5
Esperance (S)	Professionals	Business human resource and marketing professionals	F	69
Esperance (S)	Professionals	Business human resource and marketing professionals	M	85
Esperance (S)	Professionals	Design engineering science and transport professionals	F	27
Esperance (S)	Professionals	Design engineering science and transport professionals	M	87
Esperance (S)	Professionals	Education professionals	F	209
Esperance (S)	Professionals	Education professionals	M	81
Esperance (S)	Professionals	Health professionals	F	132
Esperance (S)	Professionals	Health professionals	M	38
Esperance (S)	Professionals	Information and Communication Technology ICT professionals	M	6
Esperance (S)	Professionals	Legal social and welfare professionals	F	42
Esperance (S)	Professionals	Legal social and welfare professionals	M	21
Esperance (S)	Sales workers	Sales assistants and salespersons	F	274
Esperance (S)	Sales workers	Sales assistants and salespersons	M	146
Esperance (S)	Sales workers	Sales representatives and agents	F	34
Esperance (S)	Sales workers	Sales representatives and agents	M	27
Esperance (S)	Sales workers	Sales support workers	F	71
Esperance (S)	Sales workers	Sales support workers	M	21
Esperance (S)	Technicians and trades workers	Automotive and engineering trades workers	F	10
Esperance (S)	Technicians and trades workers	Automotive and engineering trades workers	M	308
Esperance (S)	Technicians and trades workers	Construction trades workers	M	98
Esperance (S)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	7
Esperance (S)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	85
Esperance (S)	Technicians and trades workers	Engineering ICT and science technicians	F	26
Esperance (S)	Technicians and trades workers	Engineering ICT and science technicians	M	48
Esperance (S)	Technicians and trades workers	Food trades workers	F	47
Esperance (S)	Technicians and trades workers	Food trades workers	M	44
Esperance (S)	Technicians and trades workers	Other technicians and trades workers	F	50
Esperance (S)	Technicians and trades workers	Other technicians and trades workers	M	40
Esperance (S)	Technicians and trades workers	Skilled animal and horticultural workers	F	24
Esperance (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	52
Esperance (S)	Technicians and trades workers	Technicians and trades workers nfd	M	7
Exmouth (S)			F	6
Exmouth (S)			M	22
Exmouth (S)	Clerical and administrative workers	Clerical and office support workers	F	6
Exmouth (S)	Clerical and administrative workers	General clerical workers	F	39
Exmouth (S)	Clerical and administrative workers	General clerical workers	M	3
Exmouth (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	22
Exmouth (S)	Clerical and administrative workers	Numerical clerks	F	26
Exmouth (S)	Clerical and administrative workers	Numerical clerks	M	3
Exmouth (S)	Clerical and administrative workers	Office managers and program administrators	F	31
Exmouth (S)	Clerical and administrative workers	Office managers and program administrators	M	8
Exmouth (S)	Clerical and administrative workers	Other clerical and administrative workers	F	9
Exmouth (S)	Clerical and administrative workers	Other clerical and administrative workers	M	10
Exmouth (S)	Clerical and administrative workers	Personal assistants and secretaries	F	6
Exmouth (S)	Community and personal service workers	Carers and aides	F	23
Exmouth (S)	Community and personal service workers	Health and welfare support workers	F	6
Exmouth (S)	Community and personal service workers	Health and welfare support workers	M	3
Exmouth (S)	Community and personal service workers	Hospitality workers	F	27
Exmouth (S)	Community and personal service workers	Hospitality workers	M	8
Exmouth (S)	Community and personal service workers	Protective service workers	F	14
Exmouth (S)	Community and personal service workers	Protective service workers	M	38
Exmouth (S)	Community and personal service workers	Sports and personal service workers	F	43
Exmouth (S)	Community and personal service workers	Sports and personal service workers	M	16
Exmouth (S)	Labourers	Cleaners and laundry workers	F	53
Exmouth (S)	Labourers	Cleaners and laundry workers	M	20
Exmouth (S)	Labourers	Construction and mining labourers	M	11
Exmouth (S)	Labourers	Factory process workers	F	4
Exmouth (S)	Labourers	Factory process workers	M	7
Exmouth (S)	Labourers	Farm forestry and garden workers	F	3
Exmouth (S)	Labourers	Farm forestry and garden workers	M	9
Exmouth (S)	Labourers	Food preparation assistants	F	6
Exmouth (S)	Labourers	Food preparation assistants	M	7
Exmouth (S)	Labourers	Labourers nfd	M	3
Exmouth (S)	Labourers	Other labourers	F	18
Exmouth (S)	Labourers	Other labourers	M	35
Exmouth (S)	Machinery operators and drivers	Machine and stationary plant operators	M	10
Exmouth (S)	Machinery operators and drivers	Mobile plant operators	M	13
Exmouth (S)	Machinery operators and drivers	Road and rail drivers	F	6
Exmouth (S)	Machinery operators and drivers	Road and rail drivers	M	25
Exmouth (S)	Machinery operators and drivers	Storepersons	M	5
Exmouth (S)	Managers	Chief executives general managers and legislators	M	4
Exmouth (S)	Managers	Hospitality retail and service managers	F	51
Exmouth (S)	Managers	Hospitality retail and service managers	M	54
Exmouth (S)	Managers	Managers nfd	F	5
Exmouth (S)	Managers	Specialist managers	F	12
Exmouth (S)	Managers	Specialist managers	M	55
Exmouth (S)	Professionals	Arts and media professionals	F	4
Exmouth (S)	Professionals	Business human resource and marketing professionals	F	11
Exmouth (S)	Professionals	Business human resource and marketing professionals	M	4
Exmouth (S)	Professionals	Design engineering science and transport professionals	F	16
Exmouth (S)	Professionals	Design engineering science and transport professionals	M	60
Exmouth (S)	Professionals	Education professionals	F	33
Exmouth (S)	Professionals	Education professionals	M	10
Exmouth (S)	Professionals	Health professionals	F	30
Exmouth (S)	Professionals	Health professionals	M	7
Exmouth (S)	Professionals	Legal social and welfare professionals	F	4
Exmouth (S)	Professionals	Professionals nfd	F	3
Exmouth (S)	Sales workers	Sales assistants and salespersons	F	53
Exmouth (S)	Sales workers	Sales assistants and salespersons	M	33
Exmouth (S)	Sales workers	Sales representatives and agents	F	9
Exmouth (S)	Sales workers	Sales representatives and agents	M	3
Exmouth (S)	Sales workers	Sales support workers	F	24
Exmouth (S)	Sales workers	Sales support workers	M	10
Exmouth (S)	Technicians and trades workers	Automotive and engineering trades workers	M	62
Exmouth (S)	Technicians and trades workers	Construction trades workers	M	47
Exmouth (S)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	49
Exmouth (S)	Technicians and trades workers	Engineering ICT and science technicians	F	11
Exmouth (S)	Technicians and trades workers	Engineering ICT and science technicians	M	27
Exmouth (S)	Technicians and trades workers	Food trades workers	F	7
Exmouth (S)	Technicians and trades workers	Food trades workers	M	33
Exmouth (S)	Technicians and trades workers	Other technicians and trades workers	F	11
Exmouth (S)	Technicians and trades workers	Other technicians and trades workers	M	14
Exmouth (S)	Technicians and trades workers	Skilled animal and horticultural workers	F	11
Exmouth (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	12
Exmouth (S)	Technicians and trades workers	Technicians and trades workers nfd	M	3
Fremantle (C)			F	136
Fremantle (C)			M	257
Fremantle (C)	Clerical and administrative workers	Clerical and administrative workers nfd	F	3
Fremantle (C)	Clerical and administrative workers	Clerical and office support workers	F	73
Fremantle (C)	Clerical and administrative workers	Clerical and office support workers	M	44
Fremantle (C)	Clerical and administrative workers	General clerical workers	F	529
Fremantle (C)	Clerical and administrative workers	General clerical workers	M	82
Fremantle (C)	Clerical and administrative workers	Inquiry clerks and receptionists	F	529
Fremantle (C)	Clerical and administrative workers	Inquiry clerks and receptionists	M	62
Fremantle (C)	Clerical and administrative workers	Numerical clerks	F	547
Fremantle (C)	Clerical and administrative workers	Numerical clerks	M	96
Fremantle (C)	Clerical and administrative workers	Office managers and program administrators	F	399
Fremantle (C)	Clerical and administrative workers	Office managers and program administrators	M	108
Fremantle (C)	Clerical and administrative workers	Other clerical and administrative workers	F	334
Fremantle (C)	Clerical and administrative workers	Other clerical and administrative workers	M	350
Fremantle (C)	Clerical and administrative workers	Personal assistants and secretaries	F	198
Fremantle (C)	Clerical and administrative workers	Personal assistants and secretaries	M	3
Fremantle (C)	Community and personal service workers	Carers and aides	F	738
Fremantle (C)	Community and personal service workers	Carers and aides	M	118
Fremantle (C)	Community and personal service workers	Community and personal service workers nfd	F	3
Fremantle (C)	Community and personal service workers	Health and welfare support workers	F	243
Fremantle (C)	Community and personal service workers	Health and welfare support workers	M	61
Fremantle (C)	Community and personal service workers	Hospitality workers	F	649
Fremantle (C)	Community and personal service workers	Hospitality workers	M	339
Fremantle (C)	Community and personal service workers	Protective service workers	F	68
Fremantle (C)	Community and personal service workers	Protective service workers	M	268
Fremantle (C)	Community and personal service workers	Sports and personal service workers	F	323
Fremantle (C)	Community and personal service workers	Sports and personal service workers	M	215
Fremantle (C)	Labourers	Cleaners and laundry workers	F	296
Fremantle (C)	Labourers	Cleaners and laundry workers	M	213
Fremantle (C)	Labourers	Construction and mining labourers	F	4
Fremantle (C)	Labourers	Construction and mining labourers	M	188
Fremantle (C)	Labourers	Factory process workers	F	137
Fremantle (C)	Labourers	Factory process workers	M	237
Fremantle (C)	Labourers	Farm forestry and garden workers	F	19
Fremantle (C)	Labourers	Farm forestry and garden workers	M	46
Fremantle (C)	Labourers	Food preparation assistants	F	202
Fremantle (C)	Labourers	Food preparation assistants	M	243
Fremantle (C)	Labourers	Labourers nfd	F	10
Fremantle (C)	Labourers	Labourers nfd	M	38
Fremantle (C)	Labourers	Other labourers	F	95
Fremantle (C)	Labourers	Other labourers	M	671
Fremantle (C)	Machinery operators and drivers	Machine and stationary plant operators	F	38
Fremantle (C)	Machinery operators and drivers	Machine and stationary plant operators	M	265
Fremantle (C)	Machinery operators and drivers	Machinery operators and drivers nfd	M	81
Fremantle (C)	Machinery operators and drivers	Mobile plant operators	F	4
Fremantle (C)	Machinery operators and drivers	Mobile plant operators	M	186
Fremantle (C)	Machinery operators and drivers	Road and rail drivers	F	81
Fremantle (C)	Machinery operators and drivers	Road and rail drivers	M	730
Fremantle (C)	Machinery operators and drivers	Storepersons	F	40
Fremantle (C)	Machinery operators and drivers	Storepersons	M	164
Fremantle (C)	Managers	Chief executives general managers and legislators	F	66
Fremantle (C)	Managers	Chief executives general managers and legislators	M	291
Fremantle (C)	Managers	Farmers and farm managers	F	3
Fremantle (C)	Managers	Farmers and farm managers	M	19
Fremantle (C)	Managers	Hospitality retail and service managers	F	620
Fremantle (C)	Managers	Hospitality retail and service managers	M	683
Fremantle (C)	Managers	Managers nfd	F	18
Fremantle (C)	Managers	Managers nfd	M	59
Fremantle (C)	Managers	Specialist managers	F	479
Fremantle (C)	Managers	Specialist managers	M	1005
Fremantle (C)	Professionals	Arts and media professionals	F	136
Fremantle (C)	Professionals	Arts and media professionals	M	129
Fremantle (C)	Professionals	Business human resource and marketing professionals	F	540
Fremantle (C)	Professionals	Business human resource and marketing professionals	M	510
Fremantle (C)	Professionals	Design engineering science and transport professionals	F	282
Fremantle (C)	Professionals	Design engineering science and transport professionals	M	725
Fremantle (C)	Professionals	Education professionals	F	809
Fremantle (C)	Professionals	Education professionals	M	360
Fremantle (C)	Professionals	Health professionals	F	984
Fremantle (C)	Professionals	Health professionals	M	323
Fremantle (C)	Professionals	Information and Communication Technology ICT professionals	F	49
Fremantle (C)	Professionals	Information and Communication Technology ICT professionals	M	155
Fremantle (C)	Professionals	Legal social and welfare professionals	F	387
Fremantle (C)	Professionals	Legal social and welfare professionals	M	156
Fremantle (C)	Professionals	Professionals nfd	F	35
Fremantle (C)	Professionals	Professionals nfd	M	19
Fremantle (C)	Sales workers	Sales assistants and salespersons	F	854
Fremantle (C)	Sales workers	Sales assistants and salespersons	M	548
Fremantle (C)	Sales workers	Sales representatives and agents	F	181
Fremantle (C)	Sales workers	Sales representatives and agents	M	193
Fremantle (C)	Sales workers	Sales support workers	F	218
Fremantle (C)	Sales workers	Sales support workers	M	91
Fremantle (C)	Technicians and trades workers	Automotive and engineering trades workers	F	4
Fremantle (C)	Technicians and trades workers	Automotive and engineering trades workers	M	575
Fremantle (C)	Technicians and trades workers	Construction trades workers	F	7
Fremantle (C)	Technicians and trades workers	Construction trades workers	M	482
Fremantle (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	10
Fremantle (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	302
Fremantle (C)	Technicians and trades workers	Engineering ICT and science technicians	F	147
Fremantle (C)	Technicians and trades workers	Engineering ICT and science technicians	M	306
Fremantle (C)	Technicians and trades workers	Food trades workers	F	144
Fremantle (C)	Technicians and trades workers	Food trades workers	M	420
Fremantle (C)	Technicians and trades workers	Other technicians and trades workers	F	186
Fremantle (C)	Technicians and trades workers	Other technicians and trades workers	M	368
Fremantle (C)	Technicians and trades workers	Skilled animal and horticultural workers	F	57
Fremantle (C)	Technicians and trades workers	Skilled animal and horticultural workers	M	122
Fremantle (C)	Technicians and trades workers	Technicians and trades workers nfd	M	51
Gingin (S)			F	14
Gingin (S)			M	22
Gingin (S)	Clerical and administrative workers	Clerical and office support workers	F	10
Gingin (S)	Clerical and administrative workers	Clerical and office support workers	M	7
Gingin (S)	Clerical and administrative workers	General clerical workers	F	29
Gingin (S)	Clerical and administrative workers	General clerical workers	M	3
Gingin (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	20
Gingin (S)	Clerical and administrative workers	Numerical clerks	F	59
Gingin (S)	Clerical and administrative workers	Office managers and program administrators	F	28
Gingin (S)	Clerical and administrative workers	Office managers and program administrators	M	3
Gingin (S)	Clerical and administrative workers	Other clerical and administrative workers	F	7
Gingin (S)	Clerical and administrative workers	Other clerical and administrative workers	M	7
Gingin (S)	Clerical and administrative workers	Personal assistants and secretaries	F	21
Gingin (S)	Community and personal service workers	Carers and aides	F	19
Gingin (S)	Community and personal service workers	Carers and aides	M	3
Gingin (S)	Community and personal service workers	Health and welfare support workers	F	4
Gingin (S)	Community and personal service workers	Hospitality workers	F	15
Gingin (S)	Community and personal service workers	Protective service workers	F	3
Gingin (S)	Community and personal service workers	Protective service workers	M	11
Gingin (S)	Community and personal service workers	Sports and personal service workers	F	9
Gingin (S)	Community and personal service workers	Sports and personal service workers	M	8
Gingin (S)	Labourers	Cleaners and laundry workers	F	32
Gingin (S)	Labourers	Cleaners and laundry workers	M	3
Gingin (S)	Labourers	Construction and mining labourers	F	3
Gingin (S)	Labourers	Construction and mining labourers	M	24
Gingin (S)	Labourers	Factory process workers	F	81
Gingin (S)	Labourers	Factory process workers	M	40
Gingin (S)	Labourers	Farm forestry and garden workers	F	125
Gingin (S)	Labourers	Farm forestry and garden workers	M	145
Gingin (S)	Labourers	Food preparation assistants	F	22
Gingin (S)	Labourers	Food preparation assistants	M	3
Gingin (S)	Labourers	Labourers nfd	F	4
Gingin (S)	Labourers	Labourers nfd	M	3
Gingin (S)	Labourers	Other labourers	F	6
Gingin (S)	Labourers	Other labourers	M	43
Gingin (S)	Machinery operators and drivers	Machine and stationary plant operators	F	6
Gingin (S)	Machinery operators and drivers	Machine and stationary plant operators	M	28
Gingin (S)	Machinery operators and drivers	Machinery operators and drivers nfd	M	5
Gingin (S)	Machinery operators and drivers	Mobile plant operators	F	4
Gingin (S)	Machinery operators and drivers	Mobile plant operators	M	57
Gingin (S)	Machinery operators and drivers	Road and rail drivers	F	11
Gingin (S)	Machinery operators and drivers	Road and rail drivers	M	48
Gingin (S)	Machinery operators and drivers	Storepersons	M	6
Gingin (S)	Managers	Chief executives general managers and legislators	M	12
Gingin (S)	Managers	Farmers and farm managers	F	103
Gingin (S)	Managers	Farmers and farm managers	M	253
Gingin (S)	Managers	Hospitality retail and service managers	F	37
Gingin (S)	Managers	Hospitality retail and service managers	M	38
Gingin (S)	Managers	Managers nfd	F	3
Gingin (S)	Managers	Managers nfd	M	3
Gingin (S)	Managers	Specialist managers	F	27
Gingin (S)	Managers	Specialist managers	M	34
Gingin (S)	Professionals	Business human resource and marketing professionals	F	14
Gingin (S)	Professionals	Business human resource and marketing professionals	M	6
Gingin (S)	Professionals	Design engineering science and transport professionals	F	3
Gingin (S)	Professionals	Design engineering science and transport professionals	M	17
Gingin (S)	Professionals	Education professionals	F	35
Gingin (S)	Professionals	Education professionals	M	5
Gingin (S)	Professionals	Health professionals	F	9
Gingin (S)	Professionals	Health professionals	M	8
Gingin (S)	Professionals	Legal social and welfare professionals	F	5
Gingin (S)	Sales workers	Sales assistants and salespersons	F	53
Gingin (S)	Sales workers	Sales assistants and salespersons	M	10
Gingin (S)	Sales workers	Sales representatives and agents	F	9
Gingin (S)	Sales workers	Sales representatives and agents	M	9
Gingin (S)	Sales workers	Sales support workers	F	6
Gingin (S)	Sales workers	Sales support workers	M	6
Gingin (S)	Technicians and trades workers	Automotive and engineering trades workers	M	56
Gingin (S)	Technicians and trades workers	Construction trades workers	F	4
Gingin (S)	Technicians and trades workers	Construction trades workers	M	31
Gingin (S)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	14
Gingin (S)	Technicians and trades workers	Engineering ICT and science technicians	M	18
Gingin (S)	Technicians and trades workers	Food trades workers	F	15
Gingin (S)	Technicians and trades workers	Food trades workers	M	7
Gingin (S)	Technicians and trades workers	Other technicians and trades workers	F	9
Gingin (S)	Technicians and trades workers	Other technicians and trades workers	M	12
Gingin (S)	Technicians and trades workers	Skilled animal and horticultural workers	F	19
Gingin (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	23
Gingin (S)	Technicians and trades workers	Technicians and trades workers nfd	M	3
Gnowangerup (S)			F	3
Gnowangerup (S)			M	4
Gnowangerup (S)	Clerical and administrative workers	Clerical and office support workers	F	6
Gnowangerup (S)	Clerical and administrative workers	General clerical workers	F	10
Gnowangerup (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	10
Gnowangerup (S)	Clerical and administrative workers	Numerical clerks	F	24
Gnowangerup (S)	Clerical and administrative workers	Office managers and program administrators	F	4
Gnowangerup (S)	Clerical and administrative workers	Other clerical and administrative workers	F	3
Gnowangerup (S)	Clerical and administrative workers	Other clerical and administrative workers	M	3
Gnowangerup (S)	Clerical and administrative workers	Personal assistants and secretaries	F	11
Gnowangerup (S)	Community and personal service workers	Carers and aides	F	23
Gnowangerup (S)	Community and personal service workers	Health and welfare support workers	F	4
Gnowangerup (S)	Community and personal service workers	Protective service workers	M	3
Gnowangerup (S)	Labourers	Cleaners and laundry workers	F	11
Gnowangerup (S)	Labourers	Cleaners and laundry workers	M	5
Gnowangerup (S)	Labourers	Construction and mining labourers	M	11
Gnowangerup (S)	Labourers	Farm forestry and garden workers	F	22
Gnowangerup (S)	Labourers	Farm forestry and garden workers	M	43
Gnowangerup (S)	Labourers	Other labourers	M	3
Gnowangerup (S)	Machinery operators and drivers	Machine and stationary plant operators	M	10
Gnowangerup (S)	Machinery operators and drivers	Mobile plant operators	M	11
Gnowangerup (S)	Machinery operators and drivers	Road and rail drivers	M	9
Gnowangerup (S)	Machinery operators and drivers	Storepersons	M	3
Gnowangerup (S)	Managers	Chief executives general managers and legislators	M	7
Gnowangerup (S)	Managers	Farmers and farm managers	F	50
Gnowangerup (S)	Managers	Farmers and farm managers	M	138
Gnowangerup (S)	Managers	Hospitality retail and service managers	F	7
Gnowangerup (S)	Managers	Hospitality retail and service managers	M	9
Gnowangerup (S)	Managers	Specialist managers	F	15
Gnowangerup (S)	Managers	Specialist managers	M	22
Gnowangerup (S)	Professionals	Arts and media professionals	F	3
Gnowangerup (S)	Professionals	Business human resource and marketing professionals	F	7
Gnowangerup (S)	Professionals	Business human resource and marketing professionals	M	6
Gnowangerup (S)	Professionals	Design engineering science and transport professionals	F	3
Gnowangerup (S)	Professionals	Design engineering science and transport professionals	M	3
Gnowangerup (S)	Professionals	Education professionals	F	19
Gnowangerup (S)	Professionals	Education professionals	M	3
Gnowangerup (S)	Professionals	Health professionals	F	8
Gnowangerup (S)	Professionals	Health professionals	M	3
Gnowangerup (S)	Sales workers	Sales assistants and salespersons	F	12
Gnowangerup (S)	Sales workers	Sales assistants and salespersons	M	6
Gnowangerup (S)	Sales workers	Sales representatives and agents	M	7
Gnowangerup (S)	Sales workers	Sales support workers	F	4
Gnowangerup (S)	Sales workers	Sales support workers	M	3
Gnowangerup (S)	Technicians and trades workers	Automotive and engineering trades workers	M	40
Gnowangerup (S)	Technicians and trades workers	Construction trades workers	M	6
Gnowangerup (S)	Technicians and trades workers	Engineering ICT and science technicians	F	3
Gnowangerup (S)	Technicians and trades workers	Engineering ICT and science technicians	M	3
Gnowangerup (S)	Technicians and trades workers	Food trades workers	F	3
Gnowangerup (S)	Technicians and trades workers	Food trades workers	M	3
Gnowangerup (S)	Technicians and trades workers	Other technicians and trades workers	F	5
Gnowangerup (S)	Technicians and trades workers	Skilled animal and horticultural workers	F	3
Gnowangerup (S)	Technicians and trades workers	Skilled animal and horticultural workers	M	9
Goomalling (S)	Clerical and administrative workers	General clerical workers	F	9
Goomalling (S)	Clerical and administrative workers	Inquiry clerks and receptionists	F	3
Goomalling (S)	Clerical and administrative workers	Numerical clerks	F	8
Goomalling (S)	Clerical and administrative workers	Numerical clerks	M	3
Goomalling (S)	Clerical and administrative workers	Office managers and program administrators	F	9
Goomalling (S)	Clerical and administrative workers	Personal assistants and secretaries	F	7
Goomalling (S)	Community and personal service workers	Carers and aides	F	29
Goomalling (S)	Community and personal service workers	Health and welfare support workers	F	7
Goomalling (S)	Community and personal service workers	Sports and personal service workers	F	3
Goomalling (S)	Labourers	Cleaners and laundry workers	F	7
Goomalling (S)	Labourers	Farm forestry and garden workers	M	19
Goomalling (S)	Labourers	Food preparation assistants	F	3
Goomalling (S)	Labourers	Other labourers	M	6
Goomalling (S)	Machinery operators and drivers	Machine and stationary plant operators	M	3
Goomalling (S)	Machinery operators and drivers	Mobile plant operators	M	13
Goomalling (S)	Machinery operators and drivers	Road and rail drivers	F	3
Goomalling (S)	Machinery operators and drivers	Road and rail drivers	M	8
