LGA_NAME16	Age	LabourForceStatus	workers
Chapman Valley (S)	65-69	Employed (full-time)	11
Chapman Valley (S)	65-69	Employed (part-time)	8
Chapman Valley (S)	70-74	Employed (full-time)	6
Chapman Valley (S)	70-74	Employed (part-time)	4
Chapman Valley (S)	75+	Employed (full-time)	7
Chapman Valley (S)	75+	Employed (part-time)	3
Chittering (S)	15-19		6
Chittering (S)	15-19	Employed (full-time)	22
Chittering (S)	15-19	Employed (part-time)	49
Chittering (S)	20-24	Employed (away from work)	7
Chittering (S)	20-24	Employed (full-time)	52
Chittering (S)	20-24	Employed (part-time)	26
Chittering (S)	25-29	Employed (away from work)	8
Chittering (S)	25-29	Employed (full-time)	74
Chittering (S)	25-29	Employed (part-time)	14
Chittering (S)	30-34		3
Chittering (S)	30-34	Employed (away from work)	4
Chittering (S)	30-34	Employed (full-time)	73
Chittering (S)	30-34	Employed (part-time)	30
Chittering (S)	35-39	Employed (away from work)	5
Chittering (S)	35-39	Employed (full-time)	76
Chittering (S)	35-39	Employed (part-time)	35
Chittering (S)	40-44		4
Chittering (S)	40-44	Employed (away from work)	3
Chittering (S)	40-44	Employed (full-time)	107
Chittering (S)	40-44	Employed (part-time)	53
Chittering (S)	45-49		3
Chittering (S)	45-49	Employed (away from work)	6
Chittering (S)	45-49	Employed (full-time)	110
Chittering (S)	45-49	Employed (part-time)	44
Chittering (S)	50-54		5
Chittering (S)	50-54	Employed (away from work)	4
Chittering (S)	50-54	Employed (full-time)	105
Chittering (S)	50-54	Employed (part-time)	51
Chittering (S)	55-59		3
Chittering (S)	55-59	Employed (away from work)	10
Chittering (S)	55-59	Employed (full-time)	78
Chittering (S)	55-59	Employed (part-time)	37
Chittering (S)	60-64	Employed (away from work)	9
Chittering (S)	60-64	Employed (full-time)	60
Chittering (S)	60-64	Employed (part-time)	45
Chittering (S)	65-69	Employed (away from work)	10
Chittering (S)	65-69	Employed (full-time)	30
Chittering (S)	65-69	Employed (part-time)	23
Chittering (S)	70-74	Employed (full-time)	12
Chittering (S)	70-74	Employed (part-time)	31
Chittering (S)	75+	Employed (full-time)	12
Chittering (S)	75+	Employed (part-time)	10
Claremont (T)	15-19		5
Claremont (T)	15-19	Employed (away from work)	14
Claremont (T)	15-19	Employed (full-time)	38
Claremont (T)	15-19	Employed (part-time)	386
Claremont (T)	20-24		18
Claremont (T)	20-24	Employed (away from work)	19
Claremont (T)	20-24	Employed (full-time)	266
Claremont (T)	20-24	Employed (part-time)	654
Claremont (T)	25-29		18
Claremont (T)	25-29	Employed (away from work)	26
Claremont (T)	25-29	Employed (full-time)	468
Claremont (T)	25-29	Employed (part-time)	304
Claremont (T)	30-34		16
Claremont (T)	30-34	Employed (away from work)	38
Claremont (T)	30-34	Employed (full-time)	415
Claremont (T)	30-34	Employed (part-time)	214
Claremont (T)	35-39		7
Claremont (T)	35-39	Employed (away from work)	24
Claremont (T)	35-39	Employed (full-time)	357
Claremont (T)	35-39	Employed (part-time)	227
Claremont (T)	40-44		8
Claremont (T)	40-44	Employed (away from work)	15
Claremont (T)	40-44	Employed (full-time)	357
Claremont (T)	40-44	Employed (part-time)	192
Claremont (T)	45-49		6
Claremont (T)	45-49	Employed (away from work)	4
Claremont (T)	45-49	Employed (full-time)	360
Claremont (T)	45-49	Employed (part-time)	224
Claremont (T)	50-54		3
Claremont (T)	50-54	Employed (away from work)	13
Claremont (T)	50-54	Employed (full-time)	340
Claremont (T)	50-54	Employed (part-time)	276
Claremont (T)	55-59		10
Claremont (T)	55-59	Employed (away from work)	11
Claremont (T)	55-59	Employed (full-time)	305
Claremont (T)	55-59	Employed (part-time)	234
Claremont (T)	60-64		4
Claremont (T)	60-64	Employed (away from work)	11
Claremont (T)	60-64	Employed (full-time)	205
Claremont (T)	60-64	Employed (part-time)	183
Claremont (T)	65-69		8
Claremont (T)	65-69	Employed (away from work)	3
Claremont (T)	65-69	Employed (full-time)	79
Claremont (T)	65-69	Employed (part-time)	152
Claremont (T)	70-74	Employed (away from work)	4
Claremont (T)	70-74	Employed (full-time)	29
Claremont (T)	70-74	Employed (part-time)	66
Claremont (T)	75+	Employed (full-time)	10
Claremont (T)	75+	Employed (part-time)	50
Cockburn (C)	15-19		46
Cockburn (C)	15-19	Employed (away from work)	78
Cockburn (C)	15-19	Employed (full-time)	537
Cockburn (C)	15-19	Employed (part-time)	1629
Cockburn (C)	20-24		94
Cockburn (C)	20-24	Employed (away from work)	114
Cockburn (C)	20-24	Employed (full-time)	2310
Cockburn (C)	20-24	Employed (part-time)	1560
Cockburn (C)	25-29		96
Cockburn (C)	25-29	Employed (away from work)	145
Cockburn (C)	25-29	Employed (full-time)	3585
Cockburn (C)	25-29	Employed (part-time)	1061
Cockburn (C)	30-34		87
Cockburn (C)	30-34	Employed (away from work)	176
Cockburn (C)	30-34	Employed (full-time)	3804
Cockburn (C)	30-34	Employed (part-time)	1191
Cockburn (C)	35-39		87
Cockburn (C)	35-39	Employed (away from work)	140
Cockburn (C)	35-39	Employed (full-time)	3391
Cockburn (C)	35-39	Employed (part-time)	1194
Cockburn (C)	40-44		69
Cockburn (C)	40-44	Employed (away from work)	108
Cockburn (C)	40-44	Employed (full-time)	3476
Cockburn (C)	40-44	Employed (part-time)	1168
Cockburn (C)	45-49		81
Cockburn (C)	45-49	Employed (away from work)	91
Cockburn (C)	45-49	Employed (full-time)	3472
Cockburn (C)	45-49	Employed (part-time)	1079
Cockburn (C)	50-54		46
Cockburn (C)	50-54	Employed (away from work)	84
Cockburn (C)	50-54	Employed (full-time)	3023
Cockburn (C)	50-54	Employed (part-time)	983
Cockburn (C)	55-59		45
Cockburn (C)	55-59	Employed (away from work)	108
Cockburn (C)	55-59	Employed (full-time)	2242
Cockburn (C)	55-59	Employed (part-time)	848
Cockburn (C)	60-64		33
Cockburn (C)	60-64	Employed (away from work)	90
Cockburn (C)	60-64	Employed (full-time)	1274
Cockburn (C)	60-64	Employed (part-time)	749
Cockburn (C)	65-69		12
Cockburn (C)	65-69	Employed (away from work)	41
Cockburn (C)	65-69	Employed (full-time)	406
Cockburn (C)	65-69	Employed (part-time)	397
Cockburn (C)	70-74		17
Cockburn (C)	70-74	Employed (away from work)	18
Cockburn (C)	70-74	Employed (full-time)	83
Cockburn (C)	70-74	Employed (part-time)	173
Cockburn (C)	75+		7
Cockburn (C)	75+	Employed (away from work)	6
Cockburn (C)	75+	Employed (full-time)	41
Cockburn (C)	75+	Employed (part-time)	72
Collie (S)	15-19		12
Collie (S)	15-19	Employed (away from work)	9
Collie (S)	15-19	Employed (full-time)	55
Collie (S)	15-19	Employed (part-time)	136
Collie (S)	20-24		6
Collie (S)	20-24	Employed (away from work)	7
Collie (S)	20-24	Employed (full-time)	216
Collie (S)	20-24	Employed (part-time)	81
Collie (S)	25-29		8
Collie (S)	25-29	Employed (away from work)	18
Collie (S)	25-29	Employed (full-time)	300
Collie (S)	25-29	Employed (part-time)	71
Collie (S)	30-34		12
Collie (S)	30-34	Employed (away from work)	24
Collie (S)	30-34	Employed (full-time)	367
Collie (S)	30-34	Employed (part-time)	107
Collie (S)	35-39		7
Collie (S)	35-39	Employed (away from work)	19
Collie (S)	35-39	Employed (full-time)	369
Collie (S)	35-39	Employed (part-time)	102
Collie (S)	40-44		14
Collie (S)	40-44	Employed (away from work)	19
Collie (S)	40-44	Employed (full-time)	387
Collie (S)	40-44	Employed (part-time)	136
Collie (S)	45-49		18
Collie (S)	45-49	Employed (away from work)	33
Collie (S)	45-49	Employed (full-time)	419
Collie (S)	45-49	Employed (part-time)	119
Collie (S)	50-54		8
Collie (S)	50-54	Employed (away from work)	18
Collie (S)	50-54	Employed (full-time)	383
Collie (S)	50-54	Employed (part-time)	125
Collie (S)	55-59		6
Collie (S)	55-59	Employed (away from work)	34
Collie (S)	55-59	Employed (full-time)	323
Collie (S)	55-59	Employed (part-time)	124
Collie (S)	60-64		5
Collie (S)	60-64	Employed (away from work)	28
Collie (S)	60-64	Employed (full-time)	151
Collie (S)	60-64	Employed (part-time)	77
Collie (S)	65-69		3
Collie (S)	65-69	Employed (away from work)	3
Collie (S)	65-69	Employed (full-time)	31
Collie (S)	65-69	Employed (part-time)	31
Collie (S)	70-74		3
Collie (S)	70-74	Employed (away from work)	6
Collie (S)	70-74	Employed (full-time)	21
Collie (S)	70-74	Employed (part-time)	24
Collie (S)	75+	Employed (full-time)	6
Collie (S)	75+	Employed (part-time)	10
Coolgardie (S)	15-19		8
Coolgardie (S)	15-19	Employed (full-time)	19
Coolgardie (S)	15-19	Employed (part-time)	17
Coolgardie (S)	20-24		3
Coolgardie (S)	20-24	Employed (away from work)	5
Coolgardie (S)	20-24	Employed (full-time)	102
Coolgardie (S)	20-24	Employed (part-time)	17
Coolgardie (S)	25-29		9
Coolgardie (S)	25-29	Employed (away from work)	20
Coolgardie (S)	25-29	Employed (full-time)	210
Coolgardie (S)	25-29	Employed (part-time)	24
Coolgardie (S)	30-34		8
Coolgardie (S)	30-34	Employed (away from work)	20
Coolgardie (S)	30-34	Employed (full-time)	223
Coolgardie (S)	30-34	Employed (part-time)	41
Coolgardie (S)	35-39		7
Coolgardie (S)	35-39	Employed (away from work)	8
Coolgardie (S)	35-39	Employed (full-time)	206
Coolgardie (S)	35-39	Employed (part-time)	41
Coolgardie (S)	40-44		6
Coolgardie (S)	40-44	Employed (away from work)	17
Coolgardie (S)	40-44	Employed (full-time)	190
Coolgardie (S)	40-44	Employed (part-time)	27
Coolgardie (S)	45-49		7
Coolgardie (S)	45-49	Employed (away from work)	10
Coolgardie (S)	45-49	Employed (full-time)	211
Coolgardie (S)	45-49	Employed (part-time)	35
Coolgardie (S)	50-54		3
Coolgardie (S)	50-54	Employed (away from work)	11
Coolgardie (S)	50-54	Employed (full-time)	182
Coolgardie (S)	50-54	Employed (part-time)	23
Coolgardie (S)	55-59	Employed (away from work)	4
Coolgardie (S)	55-59	Employed (full-time)	159
Coolgardie (S)	55-59	Employed (part-time)	24
Coolgardie (S)	60-64	Employed (away from work)	6
Coolgardie (S)	60-64	Employed (full-time)	62
Coolgardie (S)	60-64	Employed (part-time)	19
Coolgardie (S)	65-69	Employed (away from work)	3
Coolgardie (S)	65-69	Employed (full-time)	18
Coolgardie (S)	65-69	Employed (part-time)	8
Coolgardie (S)	70-74	Employed (away from work)	3
Coolgardie (S)	70-74	Employed (full-time)	6
Coolgardie (S)	70-74	Employed (part-time)	3
Coolgardie (S)	75+	Employed (full-time)	3
Coolgardie (S)	75+	Employed (part-time)	3
Coorow (S)	15-19	Employed (part-time)	4
Coorow (S)	20-24	Employed (full-time)	3
Coorow (S)	20-24	Employed (part-time)	9
Coorow (S)	25-29	Employed (full-time)	29
Coorow (S)	25-29	Employed (part-time)	9
Coorow (S)	30-34	Employed (full-time)	14
Coorow (S)	30-34	Employed (part-time)	3
Coorow (S)	35-39	Employed (full-time)	21
Coorow (S)	35-39	Employed (part-time)	8
Coorow (S)	40-44	Employed (full-time)	24
Coorow (S)	40-44	Employed (part-time)	14
Coorow (S)	45-49	Employed (full-time)	27
Coorow (S)	45-49	Employed (part-time)	8
Coorow (S)	50-54	Employed (full-time)	42
Coorow (S)	50-54	Employed (part-time)	14
Coorow (S)	55-59		3
Coorow (S)	55-59	Employed (full-time)	44
Coorow (S)	55-59	Employed (part-time)	14
Coorow (S)	60-64	Employed (full-time)	21
Coorow (S)	60-64	Employed (part-time)	6
Coorow (S)	65-69	Employed (full-time)	9
Coorow (S)	65-69	Employed (part-time)	4
Coorow (S)	70-74	Employed (away from work)	5
Coorow (S)	70-74	Employed (full-time)	8
Coorow (S)	70-74	Employed (part-time)	9
Coorow (S)	75+	Employed (full-time)	3
Coorow (S)	75+	Employed (part-time)	3
Corrigin (S)	15-19	Employed (full-time)	11
Corrigin (S)	15-19	Employed (part-time)	10
Corrigin (S)	20-24	Employed (full-time)	27
Corrigin (S)	20-24	Employed (part-time)	5
Corrigin (S)	25-29	Employed (full-time)	39
Corrigin (S)	25-29	Employed (part-time)	5
Corrigin (S)	30-34		4
Corrigin (S)	30-34	Employed (away from work)	7
Corrigin (S)	30-34	Employed (full-time)	27
Corrigin (S)	30-34	Employed (part-time)	14
Corrigin (S)	35-39	Employed (full-time)	32
Corrigin (S)	35-39	Employed (part-time)	17
Corrigin (S)	40-44	Employed (full-time)	29
Corrigin (S)	40-44	Employed (part-time)	18
Corrigin (S)	45-49	Employed (full-time)	45
Corrigin (S)	45-49	Employed (part-time)	15
Corrigin (S)	50-54	Employed (full-time)	34
Corrigin (S)	50-54	Employed (part-time)	13
Corrigin (S)	55-59	Employed (away from work)	3
Corrigin (S)	55-59	Employed (full-time)	44
Corrigin (S)	55-59	Employed (part-time)	19
Corrigin (S)	60-64	Employed (away from work)	9
Corrigin (S)	60-64	Employed (full-time)	36
Corrigin (S)	60-64	Employed (part-time)	9
Corrigin (S)	65-69	Employed (away from work)	3
Corrigin (S)	65-69	Employed (full-time)	15
Corrigin (S)	65-69	Employed (part-time)	14
Corrigin (S)	70-74	Employed (full-time)	3
Corrigin (S)	70-74	Employed (part-time)	3
Corrigin (S)	75+		3
Corrigin (S)	75+	Employed (part-time)	4
Cottesloe (T)	15-19		3
Cottesloe (T)	15-19	Employed (away from work)	3
Cottesloe (T)	15-19	Employed (full-time)	16
Cottesloe (T)	15-19	Employed (part-time)	141
Cottesloe (T)	20-24		7
Cottesloe (T)	20-24	Employed (away from work)	13
Cottesloe (T)	20-24	Employed (full-time)	129
Cottesloe (T)	20-24	Employed (part-time)	197
Cottesloe (T)	25-29		6
Cottesloe (T)	25-29	Employed (away from work)	15
Cottesloe (T)	25-29	Employed (full-time)	171
Cottesloe (T)	25-29	Employed (part-time)	135
Cottesloe (T)	30-34		7
Cottesloe (T)	30-34	Employed (away from work)	8
Cottesloe (T)	30-34	Employed (full-time)	166
Cottesloe (T)	30-34	Employed (part-time)	129
Cottesloe (T)	35-39		6
Cottesloe (T)	35-39	Employed (full-time)	129
Cottesloe (T)	35-39	Employed (part-time)	107
Cottesloe (T)	40-44		3
Cottesloe (T)	40-44	Employed (away from work)	4
Cottesloe (T)	40-44	Employed (full-time)	113
Cottesloe (T)	40-44	Employed (part-time)	88
Cottesloe (T)	45-49	Employed (away from work)	10
Cottesloe (T)	45-49	Employed (full-time)	164
Cottesloe (T)	45-49	Employed (part-time)	119
Cottesloe (T)	50-54		3
Cottesloe (T)	50-54	Employed (away from work)	6
Cottesloe (T)	50-54	Employed (full-time)	118
Cottesloe (T)	50-54	Employed (part-time)	89
Cottesloe (T)	55-59		3
Cottesloe (T)	55-59	Employed (away from work)	6
Cottesloe (T)	55-59	Employed (full-time)	128
Cottesloe (T)	55-59	Employed (part-time)	75
Cottesloe (T)	60-64	Employed (away from work)	3
Cottesloe (T)	60-64	Employed (full-time)	83
Cottesloe (T)	60-64	Employed (part-time)	95
Cottesloe (T)	65-69		3
Cottesloe (T)	65-69	Employed (away from work)	4
Cottesloe (T)	65-69	Employed (full-time)	36
Cottesloe (T)	65-69	Employed (part-time)	54
Cottesloe (T)	70-74	Employed (full-time)	11
Cottesloe (T)	70-74	Employed (part-time)	37
Cottesloe (T)	75+	Employed (full-time)	13
Cottesloe (T)	75+	Employed (part-time)	24
Cranbrook (S)	15-19	Employed (full-time)	15
Cranbrook (S)	15-19	Employed (part-time)	3
Cranbrook (S)	20-24	Employed (full-time)	15
Cranbrook (S)	20-24	Employed (part-time)	4
Cranbrook (S)	25-29	Employed (full-time)	28
Cranbrook (S)	25-29	Employed (part-time)	16
Cranbrook (S)	30-34	Employed (full-time)	35
Cranbrook (S)	30-34	Employed (part-time)	6
Cranbrook (S)	35-39		4
Cranbrook (S)	35-39	Employed (away from work)	3
Cranbrook (S)	35-39	Employed (full-time)	31
Cranbrook (S)	35-39	Employed (part-time)	11
Cranbrook (S)	40-44	Employed (full-time)	34
Cranbrook (S)	40-44	Employed (part-time)	15
Cranbrook (S)	45-49		3
Cranbrook (S)	45-49	Employed (full-time)	43
Cranbrook (S)	45-49	Employed (part-time)	10
Cranbrook (S)	50-54	Employed (away from work)	3
Cranbrook (S)	50-54	Employed (full-time)	36
Cranbrook (S)	50-54	Employed (part-time)	16
Cranbrook (S)	55-59	Employed (away from work)	3
Cranbrook (S)	55-59	Employed (full-time)	43
Cranbrook (S)	55-59	Employed (part-time)	14
Cranbrook (S)	60-64	Employed (away from work)	3
Cranbrook (S)	60-64	Employed (full-time)	28
Cranbrook (S)	60-64	Employed (part-time)	15
Cranbrook (S)	65-69		3
Cranbrook (S)	65-69	Employed (away from work)	3
Cranbrook (S)	65-69	Employed (full-time)	25
Cranbrook (S)	65-69	Employed (part-time)	12
Cranbrook (S)	70-74	Employed (full-time)	6
Cranbrook (S)	70-74	Employed (part-time)	6
Cranbrook (S)	75+		4
Cranbrook (S)	75+	Employed (full-time)	3
Cranbrook (S)	75+	Employed (part-time)	4
Cuballing (S)	15-19	Employed (full-time)	3
Cuballing (S)	20-24	Employed (full-time)	8
Cuballing (S)	25-29	Employed (full-time)	9
Cuballing (S)	25-29	Employed (part-time)	4
Cuballing (S)	30-34	Employed (full-time)	18
Cuballing (S)	30-34	Employed (part-time)	3
Cuballing (S)	35-39	Employed (full-time)	15
Cuballing (S)	40-44	Employed (full-time)	18
Cuballing (S)	40-44	Employed (part-time)	4
Cuballing (S)	45-49	Employed (full-time)	14
Cuballing (S)	45-49	Employed (part-time)	3
Cuballing (S)	50-54	Employed (away from work)	3
Cuballing (S)	50-54	Employed (full-time)	11
Cuballing (S)	50-54	Employed (part-time)	3
Cuballing (S)	55-59	Employed (away from work)	3
Cuballing (S)	55-59	Employed (full-time)	12
Cuballing (S)	55-59	Employed (part-time)	9
Cuballing (S)	60-64		3
Cuballing (S)	60-64	Employed (full-time)	13
Cuballing (S)	60-64	Employed (part-time)	3
Cuballing (S)	65-69	Employed (full-time)	11
Cuballing (S)	65-69	Employed (part-time)	3
Cuballing (S)	70-74	Employed (full-time)	3
Cuballing (S)	70-74	Employed (part-time)	4
Cuballing (S)	75+	Employed (full-time)	3
Cuballing (S)	75+	Employed (part-time)	5
Cue (S)	20-24	Employed (full-time)	8
Cue (S)	25-29	Employed (full-time)	11
Cue (S)	25-29	Employed (part-time)	3
Cue (S)	30-34	Employed (full-time)	11
Cue (S)	35-39	Employed (full-time)	6
Cue (S)	35-39	Employed (part-time)	5
Cue (S)	40-44	Employed (full-time)	9
Cue (S)	40-44	Employed (part-time)	4
Cue (S)	45-49	Employed (full-time)	15
Cue (S)	50-54	Employed (full-time)	10
Cue (S)	50-54	Employed (part-time)	4
Cue (S)	55-59	Employed (full-time)	12
Cue (S)	55-59	Employed (part-time)	3
Cue (S)	60-64	Employed (full-time)	10
Cue (S)	60-64	Employed (part-time)	3
Cunderdin (S)	15-19	Employed (full-time)	10
Cunderdin (S)	20-24	Employed (away from work)	3
Cunderdin (S)	20-24	Employed (full-time)	39
Cunderdin (S)	20-24	Employed (part-time)	8
Cunderdin (S)	25-29	Employed (full-time)	50
Cunderdin (S)	25-29	Employed (part-time)	10
Cunderdin (S)	30-34	Employed (away from work)	4
Cunderdin (S)	30-34	Employed (full-time)	39
Cunderdin (S)	30-34	Employed (part-time)	10
Cunderdin (S)	35-39	Employed (full-time)	38
Cunderdin (S)	35-39	Employed (part-time)	20
Cunderdin (S)	40-44	Employed (full-time)	43
Cunderdin (S)	40-44	Employed (part-time)	25
Cunderdin (S)	45-49	Employed (full-time)	38
Cunderdin (S)	45-49	Employed (part-time)	24
Cunderdin (S)	50-54	Employed (full-time)	37
Cunderdin (S)	50-54	Employed (part-time)	19
Cunderdin (S)	55-59	Employed (away from work)	5
Cunderdin (S)	55-59	Employed (full-time)	48
Cunderdin (S)	55-59	Employed (part-time)	24
Cunderdin (S)	60-64	Employed (away from work)	3
Cunderdin (S)	60-64	Employed (full-time)	29
Cunderdin (S)	60-64	Employed (part-time)	17
Cunderdin (S)	65-69	Employed (away from work)	3
Cunderdin (S)	65-69	Employed (full-time)	20
Cunderdin (S)	65-69	Employed (part-time)	13
Cunderdin (S)	70-74	Employed (part-time)	9
Cunderdin (S)	75+		4
Cunderdin (S)	75+	Employed (part-time)	3
Dalwallinu (S)	15-19	Employed (full-time)	8
Dalwallinu (S)	15-19	Employed (part-time)	4
Dalwallinu (S)	20-24	Employed (away from work)	3
Dalwallinu (S)	20-24	Employed (full-time)	50
Dalwallinu (S)	20-24	Employed (part-time)	7
Dalwallinu (S)	25-29	Employed (away from work)	4
Dalwallinu (S)	25-29	Employed (full-time)	75
Dalwallinu (S)	25-29	Employed (part-time)	6
Dalwallinu (S)	30-34	Employed (away from work)	3
Dalwallinu (S)	30-34	Employed (full-time)	48
Dalwallinu (S)	30-34	Employed (part-time)	22
Dalwallinu (S)	35-39	Employed (full-time)	65
Dalwallinu (S)	35-39	Employed (part-time)	10
Dalwallinu (S)	40-44	Employed (away from work)	4
Dalwallinu (S)	40-44	Employed (full-time)	58
Dalwallinu (S)	40-44	Employed (part-time)	24
Dalwallinu (S)	45-49	Employed (full-time)	45
Dalwallinu (S)	45-49	Employed (part-time)	19
Dalwallinu (S)	50-54	Employed (away from work)	3
Dalwallinu (S)	50-54	Employed (full-time)	64
Dalwallinu (S)	50-54	Employed (part-time)	23
Dalwallinu (S)	55-59	Employed (away from work)	6
Dalwallinu (S)	55-59	Employed (full-time)	56
Dalwallinu (S)	55-59	Employed (part-time)	15
Dalwallinu (S)	60-64	Employed (away from work)	3
Dalwallinu (S)	60-64	Employed (full-time)	44
Dalwallinu (S)	60-64	Employed (part-time)	22
Dalwallinu (S)	65-69	Employed (away from work)	4
Dalwallinu (S)	65-69	Employed (full-time)	21
Dalwallinu (S)	65-69	Employed (part-time)	14
Dalwallinu (S)	70-74	Employed (full-time)	7
Dalwallinu (S)	70-74	Employed (part-time)	9
Dalwallinu (S)	75+	Employed (full-time)	11
Dalwallinu (S)	75+	Employed (part-time)	9
Dandaragan (S)	15-19		3
Dandaragan (S)	15-19	Employed (full-time)	28
Dandaragan (S)	15-19	Employed (part-time)	30
Dandaragan (S)	20-24		3
Dandaragan (S)	20-24	Employed (away from work)	6
Dandaragan (S)	20-24	Employed (full-time)	55
Dandaragan (S)	20-24	Employed (part-time)	28
Dandaragan (S)	25-29	Employed (away from work)	6
Dandaragan (S)	25-29	Employed (full-time)	82
Dandaragan (S)	25-29	Employed (part-time)	28
Dandaragan (S)	30-34		3
Dandaragan (S)	30-34	Employed (away from work)	11
Dandaragan (S)	30-34	Employed (full-time)	78
Dandaragan (S)	30-34	Employed (part-time)	35
Dandaragan (S)	35-39		3
Dandaragan (S)	35-39	Employed (away from work)	5
Dandaragan (S)	35-39	Employed (full-time)	83
Dandaragan (S)	35-39	Employed (part-time)	39
Dandaragan (S)	40-44		3
Dandaragan (S)	40-44	Employed (away from work)	5
Dandaragan (S)	40-44	Employed (full-time)	95
Dandaragan (S)	40-44	Employed (part-time)	33
Dandaragan (S)	45-49		3
Dandaragan (S)	45-49	Employed (away from work)	4
Dandaragan (S)	45-49	Employed (full-time)	111
Dandaragan (S)	45-49	Employed (part-time)	45
Dandaragan (S)	50-54		3
Dandaragan (S)	50-54	Employed (away from work)	4
Dandaragan (S)	50-54	Employed (full-time)	125
Dandaragan (S)	50-54	Employed (part-time)	48
Dandaragan (S)	55-59	Employed (away from work)	13
Dandaragan (S)	55-59	Employed (full-time)	99
Dandaragan (S)	55-59	Employed (part-time)	43
Dandaragan (S)	60-64	Employed (away from work)	6
Dandaragan (S)	60-64	Employed (full-time)	58
Dandaragan (S)	60-64	Employed (part-time)	55
Dandaragan (S)	65-69	Employed (full-time)	38
Dandaragan (S)	65-69	Employed (part-time)	35
Dandaragan (S)	70-74	Employed (away from work)	3
Dandaragan (S)	70-74	Employed (full-time)	19
Dandaragan (S)	70-74	Employed (part-time)	24
Dandaragan (S)	75+	Employed (full-time)	14
Dandaragan (S)	75+	Employed (part-time)	8
Dardanup (S)	15-19		7
Dardanup (S)	15-19	Employed (away from work)	7
Dardanup (S)	15-19	Employed (full-time)	55
Dardanup (S)	15-19	Employed (part-time)	277
Dardanup (S)	20-24		3
Dardanup (S)	20-24	Employed (away from work)	15
Dardanup (S)	20-24	Employed (full-time)	127
Dardanup (S)	20-24	Employed (part-time)	104
Dardanup (S)	25-29		3
Dardanup (S)	25-29	Employed (away from work)	11
Dardanup (S)	25-29	Employed (full-time)	175
Dardanup (S)	25-29	Employed (part-time)	113
Dardanup (S)	30-34		5
Dardanup (S)	30-34	Employed (away from work)	18
Dardanup (S)	30-34	Employed (full-time)	175
Dardanup (S)	30-34	Employed (part-time)	111
Dardanup (S)	35-39		3
Dardanup (S)	35-39	Employed (away from work)	12
Dardanup (S)	35-39	Employed (full-time)	162
Dardanup (S)	35-39	Employed (part-time)	150
Dardanup (S)	40-44		5
Dardanup (S)	40-44	Employed (away from work)	6
Dardanup (S)	40-44	Employed (full-time)	216
Dardanup (S)	40-44	Employed (part-time)	121
Dardanup (S)	45-49		8
Dardanup (S)	45-49	Employed (away from work)	11
Dardanup (S)	45-49	Employed (full-time)	230
Dardanup (S)	45-49	Employed (part-time)	151
Dardanup (S)	50-54		9
Dardanup (S)	50-54	Employed (away from work)	17
Dardanup (S)	50-54	Employed (full-time)	215
Dardanup (S)	50-54	Employed (part-time)	126
Dardanup (S)	55-59		6
Dardanup (S)	55-59	Employed (away from work)	16
Dardanup (S)	55-59	Employed (full-time)	205
Dardanup (S)	55-59	Employed (part-time)	107
Dardanup (S)	60-64	Employed (away from work)	21
Dardanup (S)	60-64	Employed (full-time)	109
Dardanup (S)	60-64	Employed (part-time)	87
Dardanup (S)	65-69	Employed (away from work)	3
Dardanup (S)	65-69	Employed (full-time)	45
Dardanup (S)	65-69	Employed (part-time)	61
Dardanup (S)	70-74	Employed (away from work)	3
Dardanup (S)	70-74	Employed (full-time)	6
Dardanup (S)	70-74	Employed (part-time)	20
Dardanup (S)	75+	Employed (full-time)	6
Dardanup (S)	75+	Employed (part-time)	30
Denmark (S)	15-19		4
Denmark (S)	15-19	Employed (away from work)	3
Denmark (S)	15-19	Employed (full-time)	31
Denmark (S)	15-19	Employed (part-time)	106
Denmark (S)	20-24		3
Denmark (S)	20-24	Employed (away from work)	3
Denmark (S)	20-24	Employed (full-time)	28
Denmark (S)	20-24	Employed (part-time)	37
Denmark (S)	25-29		4
Denmark (S)	25-29	Employed (away from work)	4
Denmark (S)	25-29	Employed (full-time)	54
Denmark (S)	25-29	Employed (part-time)	45
Denmark (S)	30-34		4
Denmark (S)	30-34	Employed (away from work)	8
Denmark (S)	30-34	Employed (full-time)	53
Denmark (S)	30-34	Employed (part-time)	44
Denmark (S)	35-39		3
Denmark (S)	35-39	Employed (away from work)	5
Denmark (S)	35-39	Employed (full-time)	70
Denmark (S)	35-39	Employed (part-time)	72
Denmark (S)	40-44	Employed (away from work)	7
Denmark (S)	40-44	Employed (full-time)	90
Denmark (S)	40-44	Employed (part-time)	81
Denmark (S)	45-49		4
Denmark (S)	45-49	Employed (away from work)	23
Denmark (S)	45-49	Employed (full-time)	129
Denmark (S)	45-49	Employed (part-time)	98
Denmark (S)	50-54	Employed (away from work)	5
Denmark (S)	50-54	Employed (full-time)	107
Denmark (S)	50-54	Employed (part-time)	111
Denmark (S)	55-59		3
Denmark (S)	55-59	Employed (away from work)	18
Denmark (S)	55-59	Employed (full-time)	92
Denmark (S)	55-59	Employed (part-time)	114
Denmark (S)	60-64	Employed (away from work)	10
Denmark (S)	60-64	Employed (full-time)	84
Denmark (S)	60-64	Employed (part-time)	95
Denmark (S)	65-69		3
Denmark (S)	65-69	Employed (away from work)	10
Denmark (S)	65-69	Employed (full-time)	46
Denmark (S)	65-69	Employed (part-time)	81
Denmark (S)	70-74		3
