LGA_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Prospect (C)	45-49	Employed (full-time)		3
Prospect (C)	45-49	Employed (full-time)	0	354
Prospect (C)	45-49	Employed (part-time)		4
Prospect (C)	45-49	Employed (part-time)	0	190
Prospect (C)	50-54		0	8
Prospect (C)	50-54	Employed (away from work)	0	22
Prospect (C)	50-54	Employed (full-time)		6
Prospect (C)	50-54	Employed (full-time)	0	366
Prospect (C)	50-54	Employed (full-time)	1	3
Prospect (C)	50-54	Employed (part-time)	0	174
Prospect (C)	55-59		0	6
Prospect (C)	55-59	Employed (away from work)	0	17
Prospect (C)	55-59	Employed (full-time)		3
Prospect (C)	55-59	Employed (full-time)	0	279
Prospect (C)	55-59	Employed (full-time)	1	3
Prospect (C)	55-59	Employed (part-time)		3
Prospect (C)	55-59	Employed (part-time)	0	200
Prospect (C)	55-59	Employed (part-time)	1	3
Prospect (C)	60-64			3
Prospect (C)	60-64		0	4
Prospect (C)	60-64	Employed (away from work)	0	16
Prospect (C)	60-64	Employed (full-time)	0	196
Prospect (C)	60-64	Employed (full-time)	1	3
Prospect (C)	60-64	Employed (part-time)	0	167
Prospect (C)	60-64	Employed (part-time)	1	3
Prospect (C)	65-69		0	8
Prospect (C)	65-69	Employed (away from work)	0	8
Prospect (C)	65-69	Employed (full-time)	0	53
Prospect (C)	65-69	Employed (part-time)	0	98
Prospect (C)	70-74	Employed (away from work)	0	3
Prospect (C)	70-74	Employed (full-time)	0	10
Prospect (C)	70-74	Employed (part-time)	0	44
Prospect (C)	75+	Employed (full-time)	0	7
Prospect (C)	75+	Employed (part-time)	0	14
Renmark Paringa (DC)	15-19		0	4
Renmark Paringa (DC)	15-19	Employed (away from work)	0	5
Renmark Paringa (DC)	15-19	Employed (full-time)	0	46
Renmark Paringa (DC)	15-19	Employed (part-time)		4
Renmark Paringa (DC)	15-19	Employed (part-time)	0	189
Renmark Paringa (DC)	20-24		0	12
Renmark Paringa (DC)	20-24	Employed (away from work)	0	11
Renmark Paringa (DC)	20-24	Employed (full-time)		3
Renmark Paringa (DC)	20-24	Employed (full-time)	0	206
Renmark Paringa (DC)	20-24	Employed (full-time)	1	3
Renmark Paringa (DC)	20-24	Employed (part-time)		6
Renmark Paringa (DC)	20-24	Employed (part-time)	0	111
Renmark Paringa (DC)	20-24	Employed (part-time)	1	4
Renmark Paringa (DC)	25-29		0	10
Renmark Paringa (DC)	25-29	Employed (away from work)	0	7
Renmark Paringa (DC)	25-29	Employed (full-time)		3
Renmark Paringa (DC)	25-29	Employed (full-time)	0	240
Renmark Paringa (DC)	25-29	Employed (part-time)	0	112
Renmark Paringa (DC)	25-29	Employed (part-time)	1	3
Renmark Paringa (DC)	30-34		0	9
Renmark Paringa (DC)	30-34	Employed (away from work)	0	14
Renmark Paringa (DC)	30-34	Employed (full-time)		3
Renmark Paringa (DC)	30-34	Employed (full-time)	0	199
Renmark Paringa (DC)	30-34	Employed (part-time)	0	108
Renmark Paringa (DC)	35-39		0	4
Renmark Paringa (DC)	35-39	Employed (away from work)	0	5
Renmark Paringa (DC)	35-39	Employed (full-time)		7
Renmark Paringa (DC)	35-39	Employed (full-time)	0	192
Renmark Paringa (DC)	35-39	Employed (part-time)		6
Renmark Paringa (DC)	35-39	Employed (part-time)	0	103
Renmark Paringa (DC)	40-44		0	8
Renmark Paringa (DC)	40-44	Employed (away from work)	0	10
Renmark Paringa (DC)	40-44	Employed (full-time)		3
Renmark Paringa (DC)	40-44	Employed (full-time)	0	241
Renmark Paringa (DC)	40-44	Employed (part-time)	0	107
Renmark Paringa (DC)	40-44	Employed (part-time)	1	3
Renmark Paringa (DC)	45-49		0	7
Renmark Paringa (DC)	45-49	Employed (away from work)	0	10
Renmark Paringa (DC)	45-49	Employed (full-time)		6
Renmark Paringa (DC)	45-49	Employed (full-time)	0	287
Renmark Paringa (DC)	45-49	Employed (part-time)		3
Renmark Paringa (DC)	45-49	Employed (part-time)	0	145
Renmark Paringa (DC)	50-54		0	10
Renmark Paringa (DC)	50-54	Employed (away from work)	0	17
Renmark Paringa (DC)	50-54	Employed (full-time)		8
Renmark Paringa (DC)	50-54	Employed (full-time)	0	257
Renmark Paringa (DC)	50-54	Employed (part-time)		3
Renmark Paringa (DC)	50-54	Employed (part-time)	0	109
Renmark Paringa (DC)	55-59		0	10
Renmark Paringa (DC)	55-59	Employed (away from work)	0	24
Renmark Paringa (DC)	55-59	Employed (full-time)		7
Renmark Paringa (DC)	55-59	Employed (full-time)	0	238
Renmark Paringa (DC)	55-59	Employed (part-time)	0	119
Renmark Paringa (DC)	55-59	Employed (part-time)	1	8
Renmark Paringa (DC)	60-64		0	6
Renmark Paringa (DC)	60-64	Employed (away from work)	0	20
Renmark Paringa (DC)	60-64	Employed (away from work)	1	3
Renmark Paringa (DC)	60-64	Employed (full-time)	0	178
Renmark Paringa (DC)	60-64	Employed (part-time)		6
Renmark Paringa (DC)	60-64	Employed (part-time)	0	106
Renmark Paringa (DC)	65-69		0	6
Renmark Paringa (DC)	65-69	Employed (away from work)	0	3
Renmark Paringa (DC)	65-69	Employed (full-time)	0	68
Renmark Paringa (DC)	65-69	Employed (part-time)	0	58
Renmark Paringa (DC)	70-74		0	3
Renmark Paringa (DC)	70-74	Employed (full-time)	0	16
Renmark Paringa (DC)	70-74	Employed (part-time)	0	21
Renmark Paringa (DC)	75+	Employed (full-time)	0	16
Renmark Paringa (DC)	75+	Employed (part-time)	0	27
Robe (DC)	15-19		0	3
Robe (DC)	15-19	Employed (away from work)	0	3
Robe (DC)	15-19	Employed (full-time)	0	4
Robe (DC)	15-19	Employed (part-time)	0	22
Robe (DC)	20-24		0	4
Robe (DC)	20-24	Employed (away from work)	0	3
Robe (DC)	20-24	Employed (full-time)	0	30
Robe (DC)	20-24	Employed (part-time)	0	17
Robe (DC)	25-29	Employed (away from work)	0	4
Robe (DC)	25-29	Employed (full-time)	0	28
Robe (DC)	25-29	Employed (part-time)	0	18
Robe (DC)	30-34	Employed (away from work)	0	3
Robe (DC)	30-34	Employed (full-time)		3
Robe (DC)	30-34	Employed (full-time)	0	19
Robe (DC)	30-34	Employed (part-time)	0	17
Robe (DC)	35-39	Employed (away from work)	0	3
Robe (DC)	35-39	Employed (full-time)	0	33
Robe (DC)	35-39	Employed (part-time)	0	17
Robe (DC)	40-44	Employed (full-time)	0	35
Robe (DC)	40-44	Employed (part-time)	0	21
Robe (DC)	45-49	Employed (away from work)	0	3
Robe (DC)	45-49	Employed (full-time)	0	46
Robe (DC)	45-49	Employed (part-time)	0	23
Robe (DC)	50-54		0	3
Robe (DC)	50-54	Employed (away from work)	0	11
Robe (DC)	50-54	Employed (full-time)	0	34
Robe (DC)	50-54	Employed (part-time)	0	22
Robe (DC)	55-59	Employed (away from work)	0	11
Robe (DC)	55-59	Employed (full-time)	0	33
Robe (DC)	55-59	Employed (part-time)	0	28
Robe (DC)	60-64		0	3
Robe (DC)	60-64	Employed (away from work)	0	4
Robe (DC)	60-64	Employed (full-time)	0	18
Robe (DC)	60-64	Employed (part-time)	0	18
Robe (DC)	65-69	Employed (away from work)	0	6
Robe (DC)	65-69	Employed (full-time)	0	17
Robe (DC)	65-69	Employed (part-time)		3
Robe (DC)	65-69	Employed (part-time)	0	17
Robe (DC)	70-74	Employed (full-time)	0	4
Robe (DC)	70-74	Employed (part-time)	0	10
Robe (DC)	75+	Employed (full-time)	0	9
Robe (DC)	75+	Employed (part-time)	0	8
Roxby Downs (M)	15-19		0	3
Roxby Downs (M)	15-19	Employed (full-time)	0	26
Roxby Downs (M)	15-19	Employed (part-time)	0	39
Roxby Downs (M)	20-24		0	4
Roxby Downs (M)	20-24	Employed (away from work)	0	8
Roxby Downs (M)	20-24	Employed (full-time)	0	143
Roxby Downs (M)	20-24	Employed (part-time)	0	41
Roxby Downs (M)	25-29		0	3
Roxby Downs (M)	25-29	Employed (away from work)	0	23
Roxby Downs (M)	25-29	Employed (full-time)	0	230
Roxby Downs (M)	25-29	Employed (part-time)	0	60
Roxby Downs (M)	30-34		0	5
Roxby Downs (M)	30-34	Employed (away from work)	0	18
Roxby Downs (M)	30-34	Employed (full-time)		7
Roxby Downs (M)	30-34	Employed (full-time)	0	255
Roxby Downs (M)	30-34	Employed (part-time)	0	62
Roxby Downs (M)	35-39		0	7
Roxby Downs (M)	35-39	Employed (away from work)	0	15
Roxby Downs (M)	35-39	Employed (full-time)		3
Roxby Downs (M)	35-39	Employed (full-time)	0	216
Roxby Downs (M)	35-39	Employed (part-time)		3
Roxby Downs (M)	35-39	Employed (part-time)	0	59
Roxby Downs (M)	40-44		0	5
Roxby Downs (M)	40-44	Employed (away from work)	0	11
Roxby Downs (M)	40-44	Employed (full-time)		3
Roxby Downs (M)	40-44	Employed (full-time)	0	193
Roxby Downs (M)	40-44	Employed (part-time)	0	33
Roxby Downs (M)	45-49		0	4
Roxby Downs (M)	45-49	Employed (away from work)	0	15
Roxby Downs (M)	45-49	Employed (full-time)		3
Roxby Downs (M)	45-49	Employed (full-time)	0	199
Roxby Downs (M)	45-49	Employed (part-time)	0	39
Roxby Downs (M)	50-54	Employed (away from work)	0	11
Roxby Downs (M)	50-54	Employed (full-time)		6
Roxby Downs (M)	50-54	Employed (full-time)	0	175
Roxby Downs (M)	50-54	Employed (part-time)	0	31
Roxby Downs (M)	55-59		0	4
Roxby Downs (M)	55-59	Employed (away from work)	0	7
Roxby Downs (M)	55-59	Employed (full-time)		4
Roxby Downs (M)	55-59	Employed (full-time)	0	129
Roxby Downs (M)	55-59	Employed (part-time)	0	30
Roxby Downs (M)	60-64	Employed (away from work)	0	3
Roxby Downs (M)	60-64	Employed (full-time)	0	46
Roxby Downs (M)	60-64	Employed (part-time)	0	15
Roxby Downs (M)	65-69	Employed (away from work)	0	3
Roxby Downs (M)	65-69	Employed (full-time)	0	13
Roxby Downs (M)	65-69	Employed (part-time)	0	6
Roxby Downs (M)	75+	Employed (full-time)	0	3
Salisbury (C)	15-19		0	58
Salisbury (C)	15-19		1	3
Salisbury (C)	15-19	Employed (away from work)	0	65
Salisbury (C)	15-19	Employed (full-time)		3
Salisbury (C)	15-19	Employed (full-time)	0	345
Salisbury (C)	15-19	Employed (full-time)	1	3
Salisbury (C)	15-19	Employed (part-time)		14
Salisbury (C)	15-19	Employed (part-time)	0	1520
Salisbury (C)	15-19	Employed (part-time)	1	14
Salisbury (C)	20-24			4
Salisbury (C)	20-24		0	109
Salisbury (C)	20-24	Employed (away from work)	0	121
Salisbury (C)	20-24	Employed (full-time)		23
Salisbury (C)	20-24	Employed (full-time)	0	2164
Salisbury (C)	20-24	Employed (full-time)	1	7
Salisbury (C)	20-24	Employed (part-time)		14
Salisbury (C)	20-24	Employed (part-time)	0	1584
Salisbury (C)	20-24	Employed (part-time)	1	26
Salisbury (C)	25-29			6
Salisbury (C)	25-29		0	101
Salisbury (C)	25-29	Employed (away from work)		3
Salisbury (C)	25-29	Employed (away from work)	0	158
Salisbury (C)	25-29	Employed (full-time)		25
Salisbury (C)	25-29	Employed (full-time)	0	3350
Salisbury (C)	25-29	Employed (full-time)	1	16
Salisbury (C)	25-29	Employed (part-time)		9
Salisbury (C)	25-29	Employed (part-time)	0	1170
Salisbury (C)	25-29	Employed (part-time)	1	20
Salisbury (C)	30-34			3
Salisbury (C)	30-34		0	83
Salisbury (C)	30-34	Employed (away from work)	0	238
Salisbury (C)	30-34	Employed (away from work)	1	5
Salisbury (C)	30-34	Employed (full-time)		37
Salisbury (C)	30-34	Employed (full-time)	0	3719
Salisbury (C)	30-34	Employed (full-time)	1	14
Salisbury (C)	30-34	Employed (part-time)		5
Salisbury (C)	30-34	Employed (part-time)	0	1354
Salisbury (C)	30-34	Employed (part-time)	1	18
Salisbury (C)	35-39			3
Salisbury (C)	35-39		0	69
Salisbury (C)	35-39	Employed (away from work)	0	158
Salisbury (C)	35-39	Employed (away from work)	1	7
Salisbury (C)	35-39	Employed (full-time)		43
Salisbury (C)	35-39	Employed (full-time)	0	3361
Salisbury (C)	35-39	Employed (full-time)	1	9
Salisbury (C)	35-39	Employed (part-time)		13
Salisbury (C)	35-39	Employed (part-time)	0	1274
Salisbury (C)	35-39	Employed (part-time)	1	20
Salisbury (C)	40-44			4
Salisbury (C)	40-44		0	67
Salisbury (C)	40-44	Employed (away from work)	0	126
Salisbury (C)	40-44	Employed (away from work)	1	3
Salisbury (C)	40-44	Employed (full-time)		53
Salisbury (C)	40-44	Employed (full-time)	0	3577
Salisbury (C)	40-44	Employed (full-time)	1	19
Salisbury (C)	40-44	Employed (part-time)		15
Salisbury (C)	40-44	Employed (part-time)	0	1311
Salisbury (C)	40-44	Employed (part-time)	1	25
Salisbury (C)	45-49			3
Salisbury (C)	45-49		0	79
Salisbury (C)	45-49	Employed (away from work)	0	114
Salisbury (C)	45-49	Employed (away from work)	1	10
Salisbury (C)	45-49	Employed (full-time)		45
Salisbury (C)	45-49	Employed (full-time)	0	3805
Salisbury (C)	45-49	Employed (full-time)	1	15
Salisbury (C)	45-49	Employed (part-time)		21
Salisbury (C)	45-49	Employed (part-time)	0	1315
Salisbury (C)	45-49	Employed (part-time)	1	22
Salisbury (C)	50-54		0	60
Salisbury (C)	50-54		1	3
Salisbury (C)	50-54	Employed (away from work)	0	123
Salisbury (C)	50-54	Employed (away from work)	1	4
Salisbury (C)	50-54	Employed (full-time)		35
Salisbury (C)	50-54	Employed (full-time)	0	3654
Salisbury (C)	50-54	Employed (full-time)	1	20
Salisbury (C)	50-54	Employed (part-time)		19
Salisbury (C)	50-54	Employed (part-time)	0	1142
Salisbury (C)	50-54	Employed (part-time)	1	32
Salisbury (C)	55-59			3
Salisbury (C)	55-59		0	34
Salisbury (C)	55-59	Employed (away from work)	0	121
Salisbury (C)	55-59	Employed (away from work)	1	4
Salisbury (C)	55-59	Employed (full-time)		40
Salisbury (C)	55-59	Employed (full-time)	0	2778
Salisbury (C)	55-59	Employed (full-time)	1	21
Salisbury (C)	55-59	Employed (part-time)		9
Salisbury (C)	55-59	Employed (part-time)	0	1024
Salisbury (C)	55-59	Employed (part-time)	1	30
Salisbury (C)	60-64			4
Salisbury (C)	60-64		0	34
Salisbury (C)	60-64	Employed (away from work)	0	110
Salisbury (C)	60-64	Employed (away from work)	1	4
Salisbury (C)	60-64	Employed (full-time)		20
Salisbury (C)	60-64	Employed (full-time)	0	1672
Salisbury (C)	60-64	Employed (full-time)	1	14
Salisbury (C)	60-64	Employed (part-time)		12
Salisbury (C)	60-64	Employed (part-time)	0	844
Salisbury (C)	60-64	Employed (part-time)	1	20
Salisbury (C)	65-69		0	21
Salisbury (C)	65-69	Employed (away from work)	0	50
Salisbury (C)	65-69	Employed (away from work)	1	3
Salisbury (C)	65-69	Employed (full-time)		5
Salisbury (C)	65-69	Employed (full-time)	0	459
Salisbury (C)	65-69	Employed (full-time)	1	8
Salisbury (C)	65-69	Employed (part-time)		9
Salisbury (C)	65-69	Employed (part-time)	0	470
Salisbury (C)	65-69	Employed (part-time)	1	11
Salisbury (C)	70-74		0	6
Salisbury (C)	70-74	Employed (away from work)	0	9
Salisbury (C)	70-74	Employed (full-time)	0	86
Salisbury (C)	70-74	Employed (full-time)	1	3
Salisbury (C)	70-74	Employed (part-time)		3
Salisbury (C)	70-74	Employed (part-time)	0	135
Salisbury (C)	75+		0	10
Salisbury (C)	75+	Employed (away from work)	0	6
Salisbury (C)	75+	Employed (full-time)	0	46
Salisbury (C)	75+	Employed (part-time)		3
Salisbury (C)	75+	Employed (part-time)	0	69
Southern Mallee (DC)	15-19	Employed (away from work)	0	3
Southern Mallee (DC)	15-19	Employed (full-time)	0	17
Southern Mallee (DC)	15-19	Employed (part-time)		4
Southern Mallee (DC)	15-19	Employed (part-time)	0	36
Southern Mallee (DC)	20-24		0	3
Southern Mallee (DC)	20-24	Employed (full-time)	0	33
Southern Mallee (DC)	20-24	Employed (part-time)	0	13
Southern Mallee (DC)	25-29		0	5
Southern Mallee (DC)	25-29	Employed (away from work)	0	3
Southern Mallee (DC)	25-29	Employed (full-time)	0	70
Southern Mallee (DC)	25-29	Employed (part-time)	0	14
Southern Mallee (DC)	30-34		0	3
Southern Mallee (DC)	30-34	Employed (away from work)	0	3
Southern Mallee (DC)	30-34	Employed (full-time)	0	54
Southern Mallee (DC)	30-34	Employed (part-time)	0	26
Southern Mallee (DC)	35-39	Employed (away from work)	0	3
Southern Mallee (DC)	35-39	Employed (full-time)	0	43
Southern Mallee (DC)	35-39	Employed (part-time)	0	35
Southern Mallee (DC)	40-44	Employed (away from work)	0	3
Southern Mallee (DC)	40-44	Employed (full-time)	0	64
Southern Mallee (DC)	40-44	Employed (part-time)	0	24
Southern Mallee (DC)	45-49	Employed (full-time)		3
Southern Mallee (DC)	45-49	Employed (full-time)	0	63
Southern Mallee (DC)	45-49	Employed (part-time)	0	23
Southern Mallee (DC)	50-54	Employed (full-time)	0	80
Southern Mallee (DC)	50-54	Employed (part-time)	0	28
Southern Mallee (DC)	55-59	Employed (full-time)	0	78
Southern Mallee (DC)	55-59	Employed (part-time)	0	39
Southern Mallee (DC)	60-64	Employed (away from work)	0	3
Southern Mallee (DC)	60-64	Employed (full-time)	0	58
Southern Mallee (DC)	60-64	Employed (part-time)	0	36
Southern Mallee (DC)	65-69		0	4
Southern Mallee (DC)	65-69	Employed (away from work)	0	9
Southern Mallee (DC)	65-69	Employed (full-time)	0	23
Southern Mallee (DC)	65-69	Employed (part-time)	0	16
Southern Mallee (DC)	70-74	Employed (full-time)	0	17
Southern Mallee (DC)	70-74	Employed (part-time)	0	13
Southern Mallee (DC)	75+		0	5
Southern Mallee (DC)	75+	Employed (away from work)	0	3
Southern Mallee (DC)	75+	Employed (full-time)	0	7
Southern Mallee (DC)	75+	Employed (part-time)	0	5
Streaky Bay (DC)	15-19		0	3
Streaky Bay (DC)	15-19	Employed (full-time)	0	9
Streaky Bay (DC)	15-19	Employed (part-time)	0	29
Streaky Bay (DC)	20-24	Employed (full-time)	0	27
Streaky Bay (DC)	20-24	Employed (part-time)	0	23
Streaky Bay (DC)	25-29		0	6
Streaky Bay (DC)	25-29	Employed (away from work)	0	4
Streaky Bay (DC)	25-29	Employed (full-time)	0	41
Streaky Bay (DC)	25-29	Employed (part-time)	0	18
Streaky Bay (DC)	30-34		0	3
Streaky Bay (DC)	30-34	Employed (away from work)	0	4
Streaky Bay (DC)	30-34	Employed (full-time)	0	36
Streaky Bay (DC)	30-34	Employed (part-time)	0	8
Streaky Bay (DC)	35-39		0	3
Streaky Bay (DC)	35-39	Employed (full-time)	0	44
Streaky Bay (DC)	35-39	Employed (part-time)	0	24
Streaky Bay (DC)	40-44		0	4
Streaky Bay (DC)	40-44	Employed (full-time)	0	65
Streaky Bay (DC)	40-44	Employed (part-time)	0	28
Streaky Bay (DC)	45-49	Employed (away from work)	0	3
Streaky Bay (DC)	45-49	Employed (full-time)	0	61
Streaky Bay (DC)	45-49	Employed (part-time)	0	34
Streaky Bay (DC)	50-54		0	3
Streaky Bay (DC)	50-54	Employed (away from work)	0	7
Streaky Bay (DC)	50-54	Employed (full-time)		4
Streaky Bay (DC)	50-54	Employed (full-time)	0	49
Streaky Bay (DC)	50-54	Employed (part-time)		3
Streaky Bay (DC)	50-54	Employed (part-time)	0	36
Streaky Bay (DC)	55-59	Employed (away from work)	0	8
Streaky Bay (DC)	55-59	Employed (full-time)	0	57
Streaky Bay (DC)	55-59	Employed (part-time)	0	39
Streaky Bay (DC)	60-64		0	3
Streaky Bay (DC)	60-64	Employed (away from work)	0	5
Streaky Bay (DC)	60-64	Employed (full-time)	0	44
Streaky Bay (DC)	60-64	Employed (part-time)	0	42
Streaky Bay (DC)	65-69	Employed (full-time)	0	14
Streaky Bay (DC)	65-69	Employed (part-time)	0	11
Streaky Bay (DC)	70-74	Employed (away from work)	0	4
Streaky Bay (DC)	70-74	Employed (full-time)	0	10
Streaky Bay (DC)	70-74	Employed (part-time)	0	11
Streaky Bay (DC)	75+		0	3
Streaky Bay (DC)	75+	Employed (full-time)	0	7
Streaky Bay (DC)	75+	Employed (part-time)	0	5
Tatiara (DC)	15-19		0	3
Tatiara (DC)	15-19	Employed (away from work)	0	12
Tatiara (DC)	15-19	Employed (full-time)	0	82
Tatiara (DC)	15-19	Employed (part-time)		3
Tatiara (DC)	15-19	Employed (part-time)	0	115
Tatiara (DC)	15-19	Employed (part-time)	1	3
Tatiara (DC)	20-24		0	11
Tatiara (DC)	20-24	Employed (away from work)	0	8
Tatiara (DC)	20-24	Employed (full-time)		3
Tatiara (DC)	20-24	Employed (full-time)	0	166
Tatiara (DC)	20-24	Employed (part-time)	0	49
Tatiara (DC)	20-24	Employed (part-time)	1	3
Tatiara (DC)	25-29	Employed (away from work)	0	9
Tatiara (DC)	25-29	Employed (full-time)	0	216
Tatiara (DC)	25-29	Employed (part-time)	0	53
Tatiara (DC)	30-34		0	7
Tatiara (DC)	30-34	Employed (away from work)	0	12
Tatiara (DC)	30-34	Employed (full-time)	0	190
Tatiara (DC)	30-34	Employed (part-time)	0	89
Tatiara (DC)	35-39		0	4
Tatiara (DC)	35-39	Employed (away from work)	0	13
Tatiara (DC)	35-39	Employed (full-time)		3
Tatiara (DC)	35-39	Employed (full-time)	0	198
Tatiara (DC)	35-39	Employed (part-time)		3
Tatiara (DC)	35-39	Employed (part-time)	0	90
Tatiara (DC)	35-39	Employed (part-time)	1	3
Tatiara (DC)	40-44		0	6
Tatiara (DC)	40-44	Employed (away from work)	0	10
Tatiara (DC)	40-44	Employed (full-time)		3
Tatiara (DC)	40-44	Employed (full-time)	0	231
Tatiara (DC)	40-44	Employed (full-time)	1	3
Tatiara (DC)	40-44	Employed (part-time)	0	102
Tatiara (DC)	40-44	Employed (part-time)	1	3
Tatiara (DC)	45-49		0	4
Tatiara (DC)	45-49	Employed (away from work)	0	9
Tatiara (DC)	45-49	Employed (full-time)	0	281
Tatiara (DC)	45-49	Employed (full-time)	1	5
Tatiara (DC)	45-49	Employed (part-time)	0	101
Tatiara (DC)	45-49	Employed (part-time)	1	3
Tatiara (DC)	50-54		0	3
Tatiara (DC)	50-54	Employed (away from work)	0	17
Tatiara (DC)	50-54	Employed (full-time)		3
Tatiara (DC)	50-54	Employed (full-time)	0	242
Tatiara (DC)	50-54	Employed (part-time)		3
Tatiara (DC)	50-54	Employed (part-time)	0	100
Tatiara (DC)	55-59		0	4
Tatiara (DC)	55-59	Employed (away from work)	0	12
Tatiara (DC)	55-59	Employed (full-time)	0	218
Tatiara (DC)	55-59	Employed (part-time)	0	102
Tatiara (DC)	60-64		0	3
Tatiara (DC)	60-64	Employed (away from work)	0	14
Tatiara (DC)	60-64	Employed (full-time)	0	179
Tatiara (DC)	60-64	Employed (part-time)	0	94
Tatiara (DC)	65-69		0	3
Tatiara (DC)	65-69	Employed (away from work)	0	21
Tatiara (DC)	65-69	Employed (full-time)	0	86
Tatiara (DC)	65-69	Employed (part-time)	0	51
Tatiara (DC)	70-74		0	6
Tatiara (DC)	70-74	Employed (away from work)	0	4
Tatiara (DC)	70-74	Employed (full-time)	0	22
Tatiara (DC)	70-74	Employed (part-time)	0	27
Tatiara (DC)	75+		0	7
Tatiara (DC)	75+	Employed (full-time)	0	15
Tatiara (DC)	75+	Employed (part-time)	0	21
Tea Tree Gully (C)	15-19		0	35
Tea Tree Gully (C)	15-19		1	3
Tea Tree Gully (C)	15-19	Employed (away from work)	0	61
Tea Tree Gully (C)	15-19	Employed (full-time)	0	178
Tea Tree Gully (C)	15-19	Employed (full-time)	1	3
Tea Tree Gully (C)	15-19	Employed (part-time)		14
Tea Tree Gully (C)	15-19	Employed (part-time)	0	1780
Tea Tree Gully (C)	15-19	Employed (part-time)	1	13
Tea Tree Gully (C)	20-24			3
Tea Tree Gully (C)	20-24		0	41
Tea Tree Gully (C)	20-24	Employed (away from work)	0	64
Tea Tree Gully (C)	20-24	Employed (full-time)		12
Tea Tree Gully (C)	20-24	Employed (full-time)	0	888
Tea Tree Gully (C)	20-24	Employed (part-time)		9
Tea Tree Gully (C)	20-24	Employed (part-time)	0	1428
Tea Tree Gully (C)	20-24	Employed (part-time)	1	14
Tea Tree Gully (C)	25-29		0	33
Tea Tree Gully (C)	25-29	Employed (away from work)	0	91
Tea Tree Gully (C)	25-29	Employed (full-time)		12
Tea Tree Gully (C)	25-29	Employed (full-time)	0	1171
Tea Tree Gully (C)	25-29	Employed (full-time)	1	4
Tea Tree Gully (C)	25-29	Employed (part-time)		6
Tea Tree Gully (C)	25-29	Employed (part-time)	0	721
Tea Tree Gully (C)	25-29	Employed (part-time)	1	21
Tea Tree Gully (C)	30-34		0	38
Tea Tree Gully (C)	30-34		1	4
Tea Tree Gully (C)	30-34	Employed (away from work)	0	91
Tea Tree Gully (C)	30-34	Employed (full-time)		13
Tea Tree Gully (C)	30-34	Employed (full-time)	0	1108
Tea Tree Gully (C)	30-34	Employed (full-time)	1	3
Tea Tree Gully (C)	30-34	Employed (part-time)		8
Tea Tree Gully (C)	30-34	Employed (part-time)	0	740
Tea Tree Gully (C)	30-34	Employed (part-time)	1	18
Tea Tree Gully (C)	35-39		0	30
Tea Tree Gully (C)	35-39	Employed (away from work)	0	53
Tea Tree Gully (C)	35-39	Employed (full-time)		8
Tea Tree Gully (C)	35-39	Employed (full-time)	0	1017
Tea Tree Gully (C)	35-39	Employed (part-time)		11
Tea Tree Gully (C)	35-39	Employed (part-time)	0	736
Tea Tree Gully (C)	35-39	Employed (part-time)	1	9
Tea Tree Gully (C)	40-44		0	30
Tea Tree Gully (C)	40-44	Employed (away from work)	0	40
Tea Tree Gully (C)	40-44	Employed (full-time)		16
Tea Tree Gully (C)	40-44	Employed (full-time)	0	1080
Tea Tree Gully (C)	40-44	Employed (full-time)	1	3
Tea Tree Gully (C)	40-44	Employed (part-time)		13
Tea Tree Gully (C)	40-44	Employed (part-time)	0	874
Tea Tree Gully (C)	40-44	Employed (part-time)	1	10
Tea Tree Gully (C)	45-49		0	34
Tea Tree Gully (C)	45-49	Employed (away from work)	0	40
Tea Tree Gully (C)	45-49	Employed (full-time)		17
Tea Tree Gully (C)	45-49	Employed (full-time)	0	1224
Tea Tree Gully (C)	45-49	Employed (full-time)	1	9
Tea Tree Gully (C)	45-49	Employed (part-time)		8
Tea Tree Gully (C)	45-49	Employed (part-time)	0	890
Tea Tree Gully (C)	45-49	Employed (part-time)	1	7
Tea Tree Gully (C)	50-54			3
Tea Tree Gully (C)	50-54		0	28
Tea Tree Gully (C)	50-54	Employed (away from work)	0	52
Tea Tree Gully (C)	50-54	Employed (full-time)		18
Tea Tree Gully (C)	50-54	Employed (full-time)	0	1207
Tea Tree Gully (C)	50-54	Employed (full-time)	1	3
Tea Tree Gully (C)	50-54	Employed (part-time)		11
Tea Tree Gully (C)	50-54	Employed (part-time)	0	858
Tea Tree Gully (C)	50-54	Employed (part-time)	1	12
Tea Tree Gully (C)	55-59		0	22
Tea Tree Gully (C)	55-59	Employed (away from work)	0	70
Tea Tree Gully (C)	55-59	Employed (full-time)		13
Tea Tree Gully (C)	55-59	Employed (full-time)	0	1062
Tea Tree Gully (C)	55-59	Employed (full-time)	1	6
Tea Tree Gully (C)	55-59	Employed (part-time)		8
Tea Tree Gully (C)	55-59	Employed (part-time)	0	788
Tea Tree Gully (C)	55-59	Employed (part-time)	1	14
Tea Tree Gully (C)	60-64			3
Tea Tree Gully (C)	60-64		0	14
Tea Tree Gully (C)	60-64	Employed (away from work)		3
Tea Tree Gully (C)	60-64	Employed (away from work)	0	50
Tea Tree Gully (C)	60-64	Employed (full-time)		15
Tea Tree Gully (C)	60-64	Employed (full-time)	0	668
Tea Tree Gully (C)	60-64	Employed (full-time)	1	3
Tea Tree Gully (C)	60-64	Employed (part-time)		6
