LGA_NAME16	Age	EmploymentStatus	workers
Boddington (S)	25-29	Owner managers of incorporated enterprises	4
Boddington (S)	25-29	Owner managers of unincorporated enterprises	5
Boddington (S)	30-34	Employee	284
Boddington (S)	30-34	Owner managers of incorporated enterprises	4
Boddington (S)	30-34	Owner managers of unincorporated enterprises	6
Boddington (S)	35-39	Employee	273
Boddington (S)	35-39	Owner managers of incorporated enterprises	9
Boddington (S)	35-39	Owner managers of unincorporated enterprises	9
Boddington (S)	35-39	Status in employment not stated	4
Boddington (S)	40-44	Contributing family workers	3
Boddington (S)	40-44	Employee	249
Boddington (S)	40-44	Owner managers of incorporated enterprises	4
Boddington (S)	40-44	Owner managers of unincorporated enterprises	3
Boddington (S)	45-49	Contributing family workers	3
Boddington (S)	45-49	Employee	259
Boddington (S)	45-49	Owner managers of incorporated enterprises	3
Boddington (S)	45-49	Owner managers of unincorporated enterprises	6
Boddington (S)	50-54	Contributing family workers	6
Boddington (S)	50-54	Employee	233
Boddington (S)	50-54	Owner managers of incorporated enterprises	3
Boddington (S)	50-54	Owner managers of unincorporated enterprises	8
Boddington (S)	50-54	Status in employment not stated	3
Boddington (S)	55-59	Employee	162
Boddington (S)	55-59	Owner managers of incorporated enterprises	3
Boddington (S)	55-59	Owner managers of unincorporated enterprises	6
Boddington (S)	60-64	Contributing family workers	10
Boddington (S)	60-64	Employee	119
Boddington (S)	60-64	Status in employment not stated	3
Boddington (S)	65-69	Contributing family workers	3
Boddington (S)	65-69	Employee	24
Boddington (S)	65-69	Owner managers of incorporated enterprises	8
Boddington (S)	65-69	Owner managers of unincorporated enterprises	4
Boddington (S)	70-74	Contributing family workers	4
Boddington (S)	70-74	Owner managers of incorporated enterprises	3
Boddington (S)	70-74	Owner managers of unincorporated enterprises	3
Boddington (S)	70-74	Status in employment not stated	3
Boddington (S)	75+	Contributing family workers	9
Boyup Brook (S)	15-19	Contributing family workers	3
Boyup Brook (S)	15-19	Employee	16
Boyup Brook (S)	20-24	Employee	11
Boyup Brook (S)	20-24	Owner managers of unincorporated enterprises	3
Boyup Brook (S)	25-29	Contributing family workers	3
Boyup Brook (S)	25-29	Employee	19
Boyup Brook (S)	25-29	Owner managers of incorporated enterprises	3
Boyup Brook (S)	25-29	Status in employment not stated	3
Boyup Brook (S)	30-34	Contributing family workers	7
Boyup Brook (S)	30-34	Employee	22
Boyup Brook (S)	30-34	Owner managers of incorporated enterprises	6
Boyup Brook (S)	30-34	Owner managers of unincorporated enterprises	5
Boyup Brook (S)	35-39	Contributing family workers	9
Boyup Brook (S)	35-39	Employee	28
Boyup Brook (S)	35-39	Owner managers of incorporated enterprises	7
Boyup Brook (S)	35-39	Owner managers of unincorporated enterprises	16
Boyup Brook (S)	40-44	Contributing family workers	5
Boyup Brook (S)	40-44	Employee	49
Boyup Brook (S)	40-44	Owner managers of incorporated enterprises	9
Boyup Brook (S)	40-44	Owner managers of unincorporated enterprises	20
Boyup Brook (S)	40-44	Status in employment not stated	3
Boyup Brook (S)	45-49	Contributing family workers	11
Boyup Brook (S)	45-49	Employee	42
Boyup Brook (S)	45-49	Owner managers of incorporated enterprises	11
Boyup Brook (S)	45-49	Owner managers of unincorporated enterprises	14
Boyup Brook (S)	50-54	Contributing family workers	12
Boyup Brook (S)	50-54	Employee	42
Boyup Brook (S)	50-54	Owner managers of incorporated enterprises	9
Boyup Brook (S)	50-54	Owner managers of unincorporated enterprises	22
Boyup Brook (S)	55-59	Contributing family workers	11
Boyup Brook (S)	55-59	Employee	40
Boyup Brook (S)	55-59	Owner managers of incorporated enterprises	3
Boyup Brook (S)	55-59	Owner managers of unincorporated enterprises	27
Boyup Brook (S)	55-59	Status in employment not stated	3
Boyup Brook (S)	60-64	Contributing family workers	4
Boyup Brook (S)	60-64	Employee	28
Boyup Brook (S)	60-64	Owner managers of incorporated enterprises	4
Boyup Brook (S)	60-64	Owner managers of unincorporated enterprises	21
Boyup Brook (S)	65-69	Contributing family workers	12
Boyup Brook (S)	65-69	Employee	17
Boyup Brook (S)	65-69	Owner managers of incorporated enterprises	13
Boyup Brook (S)	65-69	Owner managers of unincorporated enterprises	16
Boyup Brook (S)	70-74	Contributing family workers	8
Boyup Brook (S)	70-74	Owner managers of incorporated enterprises	7
Boyup Brook (S)	70-74	Owner managers of unincorporated enterprises	9
Boyup Brook (S)	75+	Contributing family workers	12
Boyup Brook (S)	75+	Employee	3
Boyup Brook (S)	75+	Owner managers of unincorporated enterprises	5
Bridgetown-Greenbushes (S)	15-19	Contributing family workers	3
Bridgetown-Greenbushes (S)	15-19	Employee	104
Bridgetown-Greenbushes (S)	20-24	Contributing family workers	4
Bridgetown-Greenbushes (S)	20-24	Employee	68
Bridgetown-Greenbushes (S)	20-24	Owner managers of unincorporated enterprises	6
Bridgetown-Greenbushes (S)	25-29	Employee	74
Bridgetown-Greenbushes (S)	25-29	Owner managers of unincorporated enterprises	8
Bridgetown-Greenbushes (S)	25-29	Status in employment not stated	4
Bridgetown-Greenbushes (S)	30-34	Contributing family workers	3
Bridgetown-Greenbushes (S)	30-34	Employee	79
Bridgetown-Greenbushes (S)	30-34	Owner managers of incorporated enterprises	5
Bridgetown-Greenbushes (S)	30-34	Owner managers of unincorporated enterprises	14
Bridgetown-Greenbushes (S)	30-34	Status in employment not stated	4
Bridgetown-Greenbushes (S)	35-39	Contributing family workers	5
Bridgetown-Greenbushes (S)	35-39	Employee	103
Bridgetown-Greenbushes (S)	35-39	Owner managers of incorporated enterprises	7
Bridgetown-Greenbushes (S)	35-39	Owner managers of unincorporated enterprises	23
Bridgetown-Greenbushes (S)	40-44	Contributing family workers	4
Bridgetown-Greenbushes (S)	40-44	Employee	136
Bridgetown-Greenbushes (S)	40-44	Owner managers of incorporated enterprises	4
Bridgetown-Greenbushes (S)	40-44	Owner managers of unincorporated enterprises	36
Bridgetown-Greenbushes (S)	45-49	Contributing family workers	3
Bridgetown-Greenbushes (S)	45-49	Employee	147
Bridgetown-Greenbushes (S)	45-49	Owner managers of incorporated enterprises	6
Bridgetown-Greenbushes (S)	45-49	Owner managers of unincorporated enterprises	23
Bridgetown-Greenbushes (S)	50-54	Contributing family workers	9
Bridgetown-Greenbushes (S)	50-54	Employee	154
Bridgetown-Greenbushes (S)	50-54	Owner managers of incorporated enterprises	11
Bridgetown-Greenbushes (S)	50-54	Owner managers of unincorporated enterprises	38
Bridgetown-Greenbushes (S)	50-54	Status in employment not stated	7
Bridgetown-Greenbushes (S)	55-59	Contributing family workers	9
Bridgetown-Greenbushes (S)	55-59	Employee	153
Bridgetown-Greenbushes (S)	55-59	Owner managers of incorporated enterprises	11
Bridgetown-Greenbushes (S)	55-59	Owner managers of unincorporated enterprises	36
Bridgetown-Greenbushes (S)	55-59	Status in employment not stated	3
Bridgetown-Greenbushes (S)	60-64	Contributing family workers	11
Bridgetown-Greenbushes (S)	60-64	Employee	126
Bridgetown-Greenbushes (S)	60-64	Owner managers of incorporated enterprises	10
Bridgetown-Greenbushes (S)	60-64	Owner managers of unincorporated enterprises	57
Bridgetown-Greenbushes (S)	60-64	Status in employment not stated	4
Bridgetown-Greenbushes (S)	65-69	Contributing family workers	11
Bridgetown-Greenbushes (S)	65-69	Employee	40
Bridgetown-Greenbushes (S)	65-69	Owner managers of incorporated enterprises	3
Bridgetown-Greenbushes (S)	65-69	Owner managers of unincorporated enterprises	32
Bridgetown-Greenbushes (S)	65-69	Status in employment not stated	3
Bridgetown-Greenbushes (S)	70-74	Contributing family workers	16
Bridgetown-Greenbushes (S)	70-74	Employee	19
Bridgetown-Greenbushes (S)	70-74	Owner managers of unincorporated enterprises	15
Bridgetown-Greenbushes (S)	75+	Contributing family workers	3
Bridgetown-Greenbushes (S)	75+	Employee	3
Bridgetown-Greenbushes (S)	75+	Owner managers of incorporated enterprises	3
Bridgetown-Greenbushes (S)	75+	Owner managers of unincorporated enterprises	13
Brookton (S)	15-19	Employee	10
Brookton (S)	20-24	Employee	32
Brookton (S)	25-29	Employee	29
Brookton (S)	30-34	Contributing family workers	3
Brookton (S)	30-34	Employee	15
Brookton (S)	30-34	Owner managers of unincorporated enterprises	3
Brookton (S)	35-39	Contributing family workers	3
Brookton (S)	35-39	Employee	19
Brookton (S)	35-39	Owner managers of incorporated enterprises	4
Brookton (S)	35-39	Owner managers of unincorporated enterprises	4
Brookton (S)	40-44	Contributing family workers	4
Brookton (S)	40-44	Employee	23
Brookton (S)	40-44	Owner managers of incorporated enterprises	3
Brookton (S)	40-44	Owner managers of unincorporated enterprises	3
Brookton (S)	45-49	Contributing family workers	3
Brookton (S)	45-49	Employee	40
Brookton (S)	45-49	Owner managers of incorporated enterprises	8
Brookton (S)	45-49	Owner managers of unincorporated enterprises	10
Brookton (S)	50-54	Contributing family workers	3
Brookton (S)	50-54	Employee	25
Brookton (S)	50-54	Owner managers of incorporated enterprises	7
Brookton (S)	50-54	Owner managers of unincorporated enterprises	10
Brookton (S)	55-59	Contributing family workers	8
Brookton (S)	55-59	Employee	18
Brookton (S)	55-59	Owner managers of incorporated enterprises	3
Brookton (S)	55-59	Owner managers of unincorporated enterprises	14
Brookton (S)	60-64	Contributing family workers	8
Brookton (S)	60-64	Employee	26
Brookton (S)	60-64	Owner managers of incorporated enterprises	3
Brookton (S)	60-64	Owner managers of unincorporated enterprises	3
Brookton (S)	65-69	Contributing family workers	7
Brookton (S)	65-69	Employee	16
Brookton (S)	65-69	Owner managers of incorporated enterprises	4
Brookton (S)	65-69	Owner managers of unincorporated enterprises	8
Brookton (S)	70-74	Contributing family workers	6
Brookton (S)	70-74	Employee	3
Brookton (S)	70-74	Owner managers of incorporated enterprises	3
Brookton (S)	70-74	Owner managers of unincorporated enterprises	12
Brookton (S)	75+	Contributing family workers	3
Brookton (S)	75+	Owner managers of unincorporated enterprises	3
Broome (S)	15-19	Contributing family workers	6
Broome (S)	15-19	Employee	276
Broome (S)	15-19	Status in employment not stated	7
Broome (S)	20-24	Employee	490
Broome (S)	20-24	Owner managers of unincorporated enterprises	6
Broome (S)	20-24	Status in employment not stated	9
Broome (S)	25-29	Contributing family workers	3
Broome (S)	25-29	Employee	832
Broome (S)	25-29	Owner managers of incorporated enterprises	9
Broome (S)	25-29	Owner managers of unincorporated enterprises	16
Broome (S)	25-29	Status in employment not stated	13
Broome (S)	30-34	Contributing family workers	3
Broome (S)	30-34	Employee	953
Broome (S)	30-34	Owner managers of incorporated enterprises	31
Broome (S)	30-34	Owner managers of unincorporated enterprises	43
Broome (S)	30-34	Status in employment not stated	11
Broome (S)	35-39	Contributing family workers	7
Broome (S)	35-39	Employee	776
Broome (S)	35-39	Owner managers of incorporated enterprises	43
Broome (S)	35-39	Owner managers of unincorporated enterprises	53
Broome (S)	35-39	Status in employment not stated	5
Broome (S)	40-44	Contributing family workers	18
Broome (S)	40-44	Employee	699
Broome (S)	40-44	Owner managers of incorporated enterprises	67
Broome (S)	40-44	Owner managers of unincorporated enterprises	64
Broome (S)	40-44	Status in employment not stated	4
Broome (S)	45-49	Contributing family workers	7
Broome (S)	45-49	Employee	695
Broome (S)	45-49	Owner managers of incorporated enterprises	73
Broome (S)	45-49	Owner managers of unincorporated enterprises	45
Broome (S)	45-49	Status in employment not stated	12
Broome (S)	50-54	Contributing family workers	13
Broome (S)	50-54	Employee	588
Broome (S)	50-54	Owner managers of incorporated enterprises	70
Broome (S)	50-54	Owner managers of unincorporated enterprises	46
Broome (S)	50-54	Status in employment not stated	12
Broome (S)	55-59	Contributing family workers	10
Broome (S)	55-59	Employee	548
Broome (S)	55-59	Owner managers of incorporated enterprises	55
Broome (S)	55-59	Owner managers of unincorporated enterprises	60
Broome (S)	55-59	Status in employment not stated	10
Broome (S)	60-64	Contributing family workers	20
Broome (S)	60-64	Employee	371
Broome (S)	60-64	Owner managers of incorporated enterprises	24
Broome (S)	60-64	Owner managers of unincorporated enterprises	39
Broome (S)	60-64	Status in employment not stated	19
Broome (S)	65-69	Contributing family workers	3
Broome (S)	65-69	Employee	110
Broome (S)	65-69	Owner managers of incorporated enterprises	31
Broome (S)	65-69	Owner managers of unincorporated enterprises	24
Broome (S)	70-74	Employee	26
Broome (S)	70-74	Owner managers of incorporated enterprises	14
Broome (S)	70-74	Owner managers of unincorporated enterprises	8
Broome (S)	70-74	Status in employment not stated	3
Broome (S)	75+	Employee	7
Broome (S)	75+	Owner managers of incorporated enterprises	4
Broome (S)	75+	Owner managers of unincorporated enterprises	6
Broomehill-Tambellup (S)	15-19	Contributing family workers	4
Broomehill-Tambellup (S)	20-24	Employee	14
Broomehill-Tambellup (S)	25-29	Contributing family workers	3
Broomehill-Tambellup (S)	25-29	Employee	11
Broomehill-Tambellup (S)	25-29	Owner managers of unincorporated enterprises	4
Broomehill-Tambellup (S)	30-34	Contributing family workers	6
Broomehill-Tambellup (S)	30-34	Employee	20
Broomehill-Tambellup (S)	30-34	Owner managers of incorporated enterprises	5
Broomehill-Tambellup (S)	30-34	Owner managers of unincorporated enterprises	4
Broomehill-Tambellup (S)	35-39	Contributing family workers	7
Broomehill-Tambellup (S)	35-39	Employee	17
Broomehill-Tambellup (S)	35-39	Owner managers of incorporated enterprises	3
Broomehill-Tambellup (S)	35-39	Owner managers of unincorporated enterprises	8
Broomehill-Tambellup (S)	40-44	Employee	20
Broomehill-Tambellup (S)	40-44	Owner managers of incorporated enterprises	13
Broomehill-Tambellup (S)	40-44	Owner managers of unincorporated enterprises	10
Broomehill-Tambellup (S)	45-49	Contributing family workers	6
Broomehill-Tambellup (S)	45-49	Employee	17
Broomehill-Tambellup (S)	45-49	Owner managers of incorporated enterprises	10
Broomehill-Tambellup (S)	45-49	Owner managers of unincorporated enterprises	14
Broomehill-Tambellup (S)	50-54	Contributing family workers	3
Broomehill-Tambellup (S)	50-54	Employee	23
Broomehill-Tambellup (S)	50-54	Owner managers of incorporated enterprises	6
Broomehill-Tambellup (S)	50-54	Owner managers of unincorporated enterprises	21
Broomehill-Tambellup (S)	55-59	Contributing family workers	7
Broomehill-Tambellup (S)	55-59	Employee	17
Broomehill-Tambellup (S)	55-59	Owner managers of incorporated enterprises	4
Broomehill-Tambellup (S)	55-59	Owner managers of unincorporated enterprises	15
Broomehill-Tambellup (S)	60-64	Contributing family workers	7
Broomehill-Tambellup (S)	60-64	Employee	11
Broomehill-Tambellup (S)	60-64	Owner managers of unincorporated enterprises	8
Broomehill-Tambellup (S)	65-69	Contributing family workers	3
Broomehill-Tambellup (S)	65-69	Employee	3
Broomehill-Tambellup (S)	65-69	Owner managers of incorporated enterprises	3
Broomehill-Tambellup (S)	65-69	Owner managers of unincorporated enterprises	5
Broomehill-Tambellup (S)	70-74	Status in employment not stated	3
Broomehill-Tambellup (S)	75+	Owner managers of unincorporated enterprises	4
Bruce Rock (S)	15-19	Employee	10
Bruce Rock (S)	20-24	Employee	19
Bruce Rock (S)	20-24	Owner managers of unincorporated enterprises	3
Bruce Rock (S)	25-29	Employee	19
Bruce Rock (S)	25-29	Owner managers of incorporated enterprises	7
Bruce Rock (S)	25-29	Owner managers of unincorporated enterprises	4
Bruce Rock (S)	30-34	Contributing family workers	3
Bruce Rock (S)	30-34	Employee	22
Bruce Rock (S)	30-34	Owner managers of incorporated enterprises	4
Bruce Rock (S)	30-34	Owner managers of unincorporated enterprises	14
Bruce Rock (S)	30-34	Status in employment not stated	3
Bruce Rock (S)	35-39	Employee	19
Bruce Rock (S)	35-39	Owner managers of incorporated enterprises	3
Bruce Rock (S)	35-39	Owner managers of unincorporated enterprises	3
Bruce Rock (S)	40-44	Contributing family workers	3
Bruce Rock (S)	40-44	Employee	24
Bruce Rock (S)	40-44	Owner managers of incorporated enterprises	9
Bruce Rock (S)	40-44	Owner managers of unincorporated enterprises	7
Bruce Rock (S)	45-49	Contributing family workers	4
Bruce Rock (S)	45-49	Employee	26
Bruce Rock (S)	45-49	Owner managers of incorporated enterprises	5
Bruce Rock (S)	45-49	Owner managers of unincorporated enterprises	9
Bruce Rock (S)	50-54	Contributing family workers	3
Bruce Rock (S)	50-54	Employee	29
Bruce Rock (S)	50-54	Owner managers of incorporated enterprises	3
Bruce Rock (S)	50-54	Owner managers of unincorporated enterprises	6
Bruce Rock (S)	55-59	Contributing family workers	8
Bruce Rock (S)	55-59	Employee	14
Bruce Rock (S)	55-59	Owner managers of incorporated enterprises	6
Bruce Rock (S)	55-59	Owner managers of unincorporated enterprises	9
Bruce Rock (S)	60-64	Contributing family workers	3
Bruce Rock (S)	60-64	Employee	17
Bruce Rock (S)	60-64	Owner managers of incorporated enterprises	9
Bruce Rock (S)	60-64	Owner managers of unincorporated enterprises	11
Bruce Rock (S)	65-69	Employee	13
Bruce Rock (S)	65-69	Owner managers of incorporated enterprises	3
Bruce Rock (S)	65-69	Owner managers of unincorporated enterprises	6
Bruce Rock (S)	70-74	Contributing family workers	3
Bruce Rock (S)	70-74	Employee	4
Bruce Rock (S)	70-74	Owner managers of unincorporated enterprises	7
Bruce Rock (S)	75+	Owner managers of unincorporated enterprises	13
Bunbury (C)	15-19	Contributing family workers	8
Bunbury (C)	15-19	Employee	1452
Bunbury (C)	15-19	Owner managers of incorporated enterprises	3
Bunbury (C)	15-19	Status in employment not stated	6
Bunbury (C)	20-24	Contributing family workers	3
Bunbury (C)	20-24	Employee	1943
Bunbury (C)	20-24	Owner managers of incorporated enterprises	7
Bunbury (C)	20-24	Owner managers of unincorporated enterprises	27
Bunbury (C)	20-24	Status in employment not stated	13
Bunbury (C)	25-29	Contributing family workers	16
Bunbury (C)	25-29	Employee	1983
Bunbury (C)	25-29	Owner managers of incorporated enterprises	29
Bunbury (C)	25-29	Owner managers of unincorporated enterprises	76
Bunbury (C)	25-29	Status in employment not stated	9
Bunbury (C)	30-34	Contributing family workers	11
Bunbury (C)	30-34	Employee	1971
Bunbury (C)	30-34	Owner managers of incorporated enterprises	65
Bunbury (C)	30-34	Owner managers of unincorporated enterprises	112
Bunbury (C)	30-34	Status in employment not stated	22
Bunbury (C)	35-39	Contributing family workers	16
Bunbury (C)	35-39	Employee	1929
Bunbury (C)	35-39	Owner managers of incorporated enterprises	121
Bunbury (C)	35-39	Owner managers of unincorporated enterprises	126
Bunbury (C)	35-39	Status in employment not stated	19
Bunbury (C)	40-44	Contributing family workers	23
Bunbury (C)	40-44	Employee	2073
Bunbury (C)	40-44	Owner managers of incorporated enterprises	141
Bunbury (C)	40-44	Owner managers of unincorporated enterprises	152
Bunbury (C)	40-44	Status in employment not stated	13
Bunbury (C)	45-49	Contributing family workers	31
Bunbury (C)	45-49	Employee	2312
Bunbury (C)	45-49	Owner managers of incorporated enterprises	175
Bunbury (C)	45-49	Owner managers of unincorporated enterprises	144
Bunbury (C)	45-49	Status in employment not stated	24
Bunbury (C)	50-54	Contributing family workers	27
Bunbury (C)	50-54	Employee	2089
Bunbury (C)	50-54	Owner managers of incorporated enterprises	185
Bunbury (C)	50-54	Owner managers of unincorporated enterprises	170
Bunbury (C)	50-54	Status in employment not stated	19
Bunbury (C)	55-59	Contributing family workers	25
Bunbury (C)	55-59	Employee	1918
Bunbury (C)	55-59	Owner managers of incorporated enterprises	163
Bunbury (C)	55-59	Owner managers of unincorporated enterprises	158
Bunbury (C)	55-59	Status in employment not stated	24
Bunbury (C)	60-64	Contributing family workers	16
Bunbury (C)	60-64	Employee	1172
Bunbury (C)	60-64	Owner managers of incorporated enterprises	100
Bunbury (C)	60-64	Owner managers of unincorporated enterprises	123
Bunbury (C)	60-64	Status in employment not stated	15
Bunbury (C)	65-69	Contributing family workers	15
Bunbury (C)	65-69	Employee	417
Bunbury (C)	65-69	Owner managers of incorporated enterprises	50
Bunbury (C)	65-69	Owner managers of unincorporated enterprises	89
Bunbury (C)	65-69	Status in employment not stated	13
Bunbury (C)	70-74	Contributing family workers	9
Bunbury (C)	70-74	Employee	106
Bunbury (C)	70-74	Owner managers of incorporated enterprises	21
Bunbury (C)	70-74	Owner managers of unincorporated enterprises	24
Bunbury (C)	70-74	Status in employment not stated	4
Bunbury (C)	75+	Contributing family workers	11
Bunbury (C)	75+	Employee	40
Bunbury (C)	75+	Owner managers of incorporated enterprises	7
Bunbury (C)	75+	Owner managers of unincorporated enterprises	9
Busselton (C)	15-19	Contributing family workers	7
Busselton (C)	15-19	Employee	895
Busselton (C)	15-19	Owner managers of incorporated enterprises	4
Busselton (C)	15-19	Owner managers of unincorporated enterprises	6
Busselton (C)	15-19	Status in employment not stated	14
Busselton (C)	20-24	Contributing family workers	6
Busselton (C)	20-24	Employee	874
Busselton (C)	20-24	Owner managers of incorporated enterprises	8
Busselton (C)	20-24	Owner managers of unincorporated enterprises	33
Busselton (C)	20-24	Status in employment not stated	11
Busselton (C)	25-29	Contributing family workers	6
Busselton (C)	25-29	Employee	919
Busselton (C)	25-29	Owner managers of incorporated enterprises	29
Busselton (C)	25-29	Owner managers of unincorporated enterprises	74
Busselton (C)	25-29	Status in employment not stated	8
Busselton (C)	30-34	Contributing family workers	32
Busselton (C)	30-34	Employee	993
Busselton (C)	30-34	Owner managers of incorporated enterprises	74
Busselton (C)	30-34	Owner managers of unincorporated enterprises	151
Busselton (C)	30-34	Status in employment not stated	3
Busselton (C)	35-39	Contributing family workers	43
Busselton (C)	35-39	Employee	1092
Busselton (C)	35-39	Owner managers of incorporated enterprises	101
Busselton (C)	35-39	Owner managers of unincorporated enterprises	201
Busselton (C)	35-39	Status in employment not stated	11
Busselton (C)	40-44	Contributing family workers	49
Busselton (C)	40-44	Employee	1262
Busselton (C)	40-44	Owner managers of incorporated enterprises	151
Busselton (C)	40-44	Owner managers of unincorporated enterprises	235
Busselton (C)	40-44	Status in employment not stated	14
Busselton (C)	45-49	Contributing family workers	39
Busselton (C)	45-49	Employee	1228
Busselton (C)	45-49	Owner managers of incorporated enterprises	197
Busselton (C)	45-49	Owner managers of unincorporated enterprises	264
Busselton (C)	45-49	Status in employment not stated	12
Busselton (C)	50-54	Contributing family workers	42
Busselton (C)	50-54	Employee	1059
Busselton (C)	50-54	Owner managers of incorporated enterprises	156
Busselton (C)	50-54	Owner managers of unincorporated enterprises	236
Busselton (C)	50-54	Status in employment not stated	17
Busselton (C)	55-59	Contributing family workers	50
Busselton (C)	55-59	Employee	891
Busselton (C)	55-59	Owner managers of incorporated enterprises	144
Busselton (C)	55-59	Owner managers of unincorporated enterprises	215
Busselton (C)	55-59	Status in employment not stated	21
Busselton (C)	60-64	Contributing family workers	50
Busselton (C)	60-64	Employee	679
Busselton (C)	60-64	Owner managers of incorporated enterprises	84
Busselton (C)	60-64	Owner managers of unincorporated enterprises	187
Busselton (C)	60-64	Status in employment not stated	18
Busselton (C)	65-69	Contributing family workers	39
Busselton (C)	65-69	Employee	276
Busselton (C)	65-69	Owner managers of incorporated enterprises	66
Busselton (C)	65-69	Owner managers of unincorporated enterprises	103
Busselton (C)	65-69	Status in employment not stated	9
Busselton (C)	70-74	Contributing family workers	33
Busselton (C)	70-74	Employee	60
Busselton (C)	70-74	Owner managers of incorporated enterprises	24
Busselton (C)	70-74	Owner managers of unincorporated enterprises	32
Busselton (C)	70-74	Status in employment not stated	6
Busselton (C)	75+	Contributing family workers	15
Busselton (C)	75+	Employee	29
Busselton (C)	75+	Owner managers of incorporated enterprises	18
Busselton (C)	75+	Owner managers of unincorporated enterprises	33
Busselton (C)	75+	Status in employment not stated	10
Cambridge (T)	15-19	Contributing family workers	4
Cambridge (T)	15-19	Employee	599
Cambridge (T)	15-19	Owner managers of unincorporated enterprises	12
Cambridge (T)	15-19	Status in employment not stated	4
Cambridge (T)	20-24	Contributing family workers	8
Cambridge (T)	20-24	Employee	1163
Cambridge (T)	20-24	Owner managers of incorporated enterprises	5
Cambridge (T)	20-24	Owner managers of unincorporated enterprises	34
Cambridge (T)	20-24	Status in employment not stated	8
Cambridge (T)	25-29	Contributing family workers	10
Cambridge (T)	25-29	Employee	1446
Cambridge (T)	25-29	Owner managers of incorporated enterprises	28
Cambridge (T)	25-29	Owner managers of unincorporated enterprises	55
Cambridge (T)	25-29	Status in employment not stated	7
Cambridge (T)	30-34	Contributing family workers	13
Cambridge (T)	30-34	Employee	1354
Cambridge (T)	30-34	Owner managers of incorporated enterprises	61
Cambridge (T)	30-34	Owner managers of unincorporated enterprises	75
Cambridge (T)	30-34	Status in employment not stated	3
Cambridge (T)	35-39	Contributing family workers	17
Cambridge (T)	35-39	Employee	1149
Cambridge (T)	35-39	Owner managers of incorporated enterprises	113
Cambridge (T)	35-39	Owner managers of unincorporated enterprises	93
Cambridge (T)	35-39	Status in employment not stated	9
Cambridge (T)	40-44	Contributing family workers	17
Cambridge (T)	40-44	Employee	1043
Cambridge (T)	40-44	Owner managers of incorporated enterprises	145
Cambridge (T)	40-44	Owner managers of unincorporated enterprises	116
Cambridge (T)	40-44	Status in employment not stated	8
Cambridge (T)	45-49	Contributing family workers	22
Cambridge (T)	45-49	Employee	1091
Cambridge (T)	45-49	Owner managers of incorporated enterprises	182
Cambridge (T)	45-49	Owner managers of unincorporated enterprises	165
Cambridge (T)	45-49	Status in employment not stated	3
Cambridge (T)	50-54	Contributing family workers	29
Cambridge (T)	50-54	Employee	982
Cambridge (T)	50-54	Owner managers of incorporated enterprises	162
Cambridge (T)	50-54	Owner managers of unincorporated enterprises	146
Cambridge (T)	50-54	Status in employment not stated	11
Cambridge (T)	55-59	Contributing family workers	16
Cambridge (T)	55-59	Employee	880
Cambridge (T)	55-59	Owner managers of incorporated enterprises	118
Cambridge (T)	55-59	Owner managers of unincorporated enterprises	141
Cambridge (T)	55-59	Status in employment not stated	9
Cambridge (T)	60-64	Contributing family workers	18
Cambridge (T)	60-64	Employee	616
Cambridge (T)	60-64	Owner managers of incorporated enterprises	97
Cambridge (T)	60-64	Owner managers of unincorporated enterprises	102
Cambridge (T)	60-64	Status in employment not stated	8
Cambridge (T)	65-69	Contributing family workers	13
Cambridge (T)	65-69	Employee	296
Cambridge (T)	65-69	Owner managers of incorporated enterprises	50
Cambridge (T)	65-69	Owner managers of unincorporated enterprises	60
Cambridge (T)	65-69	Status in employment not stated	8
Cambridge (T)	70-74	Contributing family workers	9
Cambridge (T)	70-74	Employee	98
Cambridge (T)	70-74	Owner managers of incorporated enterprises	32
Cambridge (T)	70-74	Owner managers of unincorporated enterprises	29
Cambridge (T)	70-74	Status in employment not stated	3
Cambridge (T)	75+	Contributing family workers	8
Cambridge (T)	75+	Employee	45
Cambridge (T)	75+	Owner managers of incorporated enterprises	29
Cambridge (T)	75+	Owner managers of unincorporated enterprises	27
Cambridge (T)	75+	Status in employment not stated	3
Canning (C)	15-19	Contributing family workers	9
Canning (C)	15-19	Employee	2815
Canning (C)	15-19	Owner managers of incorporated enterprises	3
Canning (C)	15-19	Owner managers of unincorporated enterprises	13
Canning (C)	15-19	Status in employment not stated	25
Canning (C)	20-24	Contributing family workers	21
Canning (C)	20-24	Employee	5300
Canning (C)	20-24	Owner managers of incorporated enterprises	29
Canning (C)	20-24	Owner managers of unincorporated enterprises	83
Canning (C)	20-24	Status in employment not stated	44
Canning (C)	25-29	Contributing family workers	28
Canning (C)	25-29	Employee	5929
Canning (C)	25-29	Owner managers of incorporated enterprises	157
Canning (C)	25-29	Owner managers of unincorporated enterprises	189
Canning (C)	25-29	Status in employment not stated	38
Canning (C)	30-34	Contributing family workers	56
Canning (C)	30-34	Employee	6012
Canning (C)	30-34	Owner managers of incorporated enterprises	296
Canning (C)	30-34	Owner managers of unincorporated enterprises	246
Canning (C)	30-34	Status in employment not stated	44
Canning (C)	35-39	Contributing family workers	42
Canning (C)	35-39	Employee	5123
Canning (C)	35-39	Owner managers of incorporated enterprises	306
Canning (C)	35-39	Owner managers of unincorporated enterprises	277
Canning (C)	35-39	Status in employment not stated	41
Canning (C)	40-44	Contributing family workers	43
