LGA_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Chapman Valley (S)	Did not go to work		Managers	9
Chapman Valley (S)	Did not go to work		Sales workers	3
Chapman Valley (S)	(Other)	1	Managers	3
Chapman Valley (S)	Truck	1	Managers	3
Chapman Valley (S)	Walked only	1	Labourers	4
Chapman Valley (S)	Walked only	1	Machinery operators and drivers	3
Chapman Valley (S)	Walked only	1	Managers	14
Chapman Valley (S)	Worked at home		Clerical and administrative workers	19
Chapman Valley (S)	Worked at home		Labourers	4
Chapman Valley (S)	Worked at home		Managers	34
Chapman Valley (S)	Worked at home		Professionals	4
Chapman Valley (S)	Worked at home		Technicians and trades workers	3
Chittering (S)	Bus	1	Machinery operators and drivers	3
Chittering (S)	Car as driver	1		14
Chittering (S)	Car as driver	1	Clerical and administrative workers	63
Chittering (S)	Car as driver	1	Community and personal service workers	35
Chittering (S)	Car as driver	1	Labourers	125
Chittering (S)	Car as driver	1	Machinery operators and drivers	113
Chittering (S)	Car as driver	1	Managers	116
Chittering (S)	Car as driver	1	Professionals	89
Chittering (S)	Car as driver	1	Sales workers	33
Chittering (S)	Car as driver	1	Technicians and trades workers	180
Chittering (S)	Car as passenger	1	Clerical and administrative workers	6
Chittering (S)	Car as passenger	1	Community and personal service workers	5
Chittering (S)	Car as passenger	1	Labourers	13
Chittering (S)	Car as passenger	1	Machinery operators and drivers	8
Chittering (S)	Car as passenger	1	Managers	5
Chittering (S)	Car as passenger	1	Professionals	3
Chittering (S)	Car as passenger	1	Sales workers	4
Chittering (S)	Car as passenger	1	Technicians and trades workers	9
Chittering (S)	Did not go to work		Clerical and administrative workers	17
Chittering (S)	Did not go to work		Community and personal service workers	16
Chittering (S)	Did not go to work		Labourers	29
Chittering (S)	Did not go to work		Machinery operators and drivers	18
Chittering (S)	Did not go to work		Managers	27
Chittering (S)	Did not go to work		Professionals	14
Chittering (S)	Did not go to work		Sales workers	15
Chittering (S)	Did not go to work		Technicians and trades workers	22
Chittering (S)	Method of travel not stated			11
Chittering (S)	Method of travel not stated		Clerical and administrative workers	3
Chittering (S)	Method of travel not stated		Community and personal service workers	4
Chittering (S)	Method of travel not stated		Managers	3
Chittering (S)	Method of travel not stated		Professionals	3
Chittering (S)	(Other)	1	Labourers	3
Chittering (S)	(Other)	1	Managers	5
Chittering (S)	Other two methods	2	Managers	3
Chittering (S)	Other two methods	2	Technicians and trades workers	3
Chittering (S)	Truck	1	Labourers	4
Chittering (S)	Truck	1	Machinery operators and drivers	13
Chittering (S)	Truck	1	Managers	8
Chittering (S)	Truck	1	Technicians and trades workers	3
Chittering (S)	Walked only	1	Clerical and administrative workers	4
Chittering (S)	Walked only	1	Labourers	15
Chittering (S)	Walked only	1	Machinery operators and drivers	4
Chittering (S)	Walked only	1	Managers	15
Chittering (S)	Walked only	1	Professionals	4
Chittering (S)	Walked only	1	Sales workers	3
Chittering (S)	Walked only	1	Technicians and trades workers	14
Chittering (S)	Worked at home			6
Chittering (S)	Worked at home		Clerical and administrative workers	48
Chittering (S)	Worked at home		Community and personal service workers	3
Chittering (S)	Worked at home		Labourers	16
Chittering (S)	Worked at home		Managers	87
Chittering (S)	Worked at home		Professionals	16
Chittering (S)	Worked at home		Sales workers	8
Chittering (S)	Worked at home		Technicians and trades workers	21
Claremont (T)	Bicycle	1	Community and personal service workers	12
Claremont (T)	Bicycle	1	Labourers	5
Claremont (T)	Bicycle	1	Machinery operators and drivers	3
Claremont (T)	Bicycle	1	Managers	9
Claremont (T)	Bicycle	1	Professionals	29
Claremont (T)	Bicycle	1	Sales workers	13
Claremont (T)	Bicycle	1	Technicians and trades workers	12
Claremont (T)	Bus	1	Clerical and administrative workers	8
Claremont (T)	Bus	1	Community and personal service workers	14
Claremont (T)	Bus	1	Labourers	19
Claremont (T)	Bus	1	Machinery operators and drivers	3
Claremont (T)	Bus	1	Managers	4
Claremont (T)	Bus	1	Professionals	22
Claremont (T)	Bus	1	Sales workers	22
Claremont (T)	Bus	1	Technicians and trades workers	11
Claremont (T)	Bus and car as driver	2	Sales workers	4
Claremont (T)	Bus and other	2	Community and personal service workers	3
Claremont (T)	Car as driver	1		37
Claremont (T)	Car as driver	1	Clerical and administrative workers	522
Claremont (T)	Car as driver	1	Community and personal service workers	614
Claremont (T)	Car as driver	1	Labourers	247
Claremont (T)	Car as driver	1	Machinery operators and drivers	54
Claremont (T)	Car as driver	1	Managers	604
Claremont (T)	Car as driver	1	Professionals	1315
Claremont (T)	Car as driver	1	Sales workers	613
Claremont (T)	Car as driver	1	Technicians and trades workers	411
Claremont (T)	Car as passenger	1	Clerical and administrative workers	21
Claremont (T)	Car as passenger	1	Community and personal service workers	34
Claremont (T)	Car as passenger	1	Labourers	27
Claremont (T)	Car as passenger	1	Machinery operators and drivers	4
Claremont (T)	Car as passenger	1	Managers	26
Claremont (T)	Car as passenger	1	Professionals	38
Claremont (T)	Car as passenger	1	Sales workers	60
Claremont (T)	Car as passenger	1	Technicians and trades workers	24
Claremont (T)	Did not go to work		Clerical and administrative workers	64
Claremont (T)	Did not go to work		Community and personal service workers	105
Claremont (T)	Did not go to work		Labourers	67
Claremont (T)	Did not go to work		Machinery operators and drivers	14
Claremont (T)	Did not go to work		Managers	45
Claremont (T)	Did not go to work		Professionals	149
Claremont (T)	Did not go to work		Sales workers	196
Claremont (T)	Did not go to work		Technicians and trades workers	43
Claremont (T)	Method of travel not stated			15
Claremont (T)	Method of travel not stated		Clerical and administrative workers	3
Claremont (T)	Method of travel not stated		Community and personal service workers	3
Claremont (T)	Method of travel not stated		Labourers	3
Claremont (T)	Method of travel not stated		Managers	3
Claremont (T)	Method of travel not stated		Professionals	5
Claremont (T)	Method of travel not stated		Sales workers	10
Claremont (T)	Method of travel not stated		Technicians and trades workers	5
Claremont (T)	Motorbike scooter	1	Community and personal service workers	3
Claremont (T)	Motorbike scooter	1	Professionals	3
Claremont (T)	Motorbike scooter	1	Technicians and trades workers	10
Claremont (T)	(Other)	1		3
Claremont (T)	(Other)	1	Clerical and administrative workers	3
Claremont (T)	(Other)	1	Community and personal service workers	10
Claremont (T)	(Other)	1	Labourers	3
Claremont (T)	(Other)	1	Professionals	7
Claremont (T)	(Other)	1	Technicians and trades workers	3
Claremont (T)	Other two methods	2	Labourers	6
Claremont (T)	Other two methods	2	Managers	4
Claremont (T)	Other two methods	2	Professionals	5
Claremont (T)	Other two methods	2	Technicians and trades workers	3
Claremont (T)	Train	1		6
Claremont (T)	Train	1	Clerical and administrative workers	23
Claremont (T)	Train	1	Community and personal service workers	36
Claremont (T)	Train	1	Labourers	26
Claremont (T)	Train	1	Managers	23
Claremont (T)	Train	1	Professionals	51
Claremont (T)	Train	1	Sales workers	63
Claremont (T)	Train	1	Technicians and trades workers	32
Claremont (T)	Train and bus	2	Clerical and administrative workers	17
Claremont (T)	Train and bus	2	Community and personal service workers	22
Claremont (T)	Train and bus	2	Labourers	20
Claremont (T)	Train and bus	2	Machinery operators and drivers	4
Claremont (T)	Train and bus	2	Managers	9
Claremont (T)	Train and bus	2	Professionals	20
Claremont (T)	Train and bus	2	Sales workers	36
Claremont (T)	Train and bus	2	Technicians and trades workers	16
Claremont (T)	Train and car as driver	2	Clerical and administrative workers	3
Claremont (T)	Train and car as driver	2	Community and personal service workers	3
Claremont (T)	Train and car as driver	2	Managers	6
Claremont (T)	Train and car as driver	2	Professionals	6
Claremont (T)	Train and car as driver	2	Sales workers	9
Claremont (T)	Train and car as passenger	2	Professionals	7
Claremont (T)	Train and car as passenger	2	Sales workers	10
Claremont (T)	Train and car as passenger	2	Technicians and trades workers	6
Claremont (T)	Train and other	2	Labourers	3
Claremont (T)	Train and other	2	Professionals	3
Claremont (T)	Train and two other methods	3	Clerical and administrative workers	3
Claremont (T)	Train and two other methods	3	Community and personal service workers	5
Claremont (T)	Train and two other methods	3	Professionals	3
Claremont (T)	Train and two other methods	3	Sales workers	4
Claremont (T)	Train and two other methods	3	Technicians and trades workers	3
Claremont (T)	Truck	1	Technicians and trades workers	6
Claremont (T)	Walked only	1		3
Claremont (T)	Walked only	1	Clerical and administrative workers	14
Claremont (T)	Walked only	1	Community and personal service workers	42
Claremont (T)	Walked only	1	Labourers	17
Claremont (T)	Walked only	1	Machinery operators and drivers	6
Claremont (T)	Walked only	1	Managers	28
Claremont (T)	Walked only	1	Professionals	57
Claremont (T)	Walked only	1	Sales workers	51
Claremont (T)	Walked only	1	Technicians and trades workers	15
Claremont (T)	Worked at home			3
Claremont (T)	Worked at home		Clerical and administrative workers	66
Claremont (T)	Worked at home		Community and personal service workers	15
Claremont (T)	Worked at home		Labourers	7
Claremont (T)	Worked at home		Managers	54
Claremont (T)	Worked at home		Professionals	142
Claremont (T)	Worked at home		Sales workers	28
Claremont (T)	Worked at home		Technicians and trades workers	16
Cockburn (C)	Bicycle	1	Clerical and administrative workers	12
Cockburn (C)	Bicycle	1	Community and personal service workers	23
Cockburn (C)	Bicycle	1	Labourers	16
Cockburn (C)	Bicycle	1	Machinery operators and drivers	17
Cockburn (C)	Bicycle	1	Managers	31
Cockburn (C)	Bicycle	1	Professionals	51
Cockburn (C)	Bicycle	1	Sales workers	17
Cockburn (C)	Bicycle	1	Technicians and trades workers	44
Cockburn (C)	Bus	1		7
Cockburn (C)	Bus	1	Clerical and administrative workers	25
Cockburn (C)	Bus	1	Community and personal service workers	54
Cockburn (C)	Bus	1	Labourers	113
Cockburn (C)	Bus	1	Machinery operators and drivers	45
Cockburn (C)	Bus	1	Managers	21
Cockburn (C)	Bus	1	Professionals	33
Cockburn (C)	Bus	1	Sales workers	94
Cockburn (C)	Bus	1	Technicians and trades workers	87
Cockburn (C)	Bus and car as driver	2	Clerical and administrative workers	3
Cockburn (C)	Bus and car as driver	2	Labourers	6
Cockburn (C)	Bus and car as driver	2	Managers	3
Cockburn (C)	Bus and car as driver	2	Professionals	3
Cockburn (C)	Bus and car as driver	2	Technicians and trades workers	3
Cockburn (C)	Bus and car as passenger	2	Clerical and administrative workers	3
Cockburn (C)	Bus and car as passenger	2	Community and personal service workers	7
Cockburn (C)	Bus and car as passenger	2	Labourers	15
Cockburn (C)	Bus and car as passenger	2	Sales workers	17
Cockburn (C)	Bus and car as passenger	2	Technicians and trades workers	7
Cockburn (C)	Bus and two other methods excludes train	3	Labourers	3
Cockburn (C)	Bus and two other methods excludes train	3	Sales workers	3
Cockburn (C)	Bus and two other methods excludes train	3	Technicians and trades workers	3
Cockburn (C)	Car as driver	1		467
Cockburn (C)	Car as driver	1	Clerical and administrative workers	4160
Cockburn (C)	Car as driver	1	Community and personal service workers	2346
Cockburn (C)	Car as driver	1	Labourers	2727
Cockburn (C)	Car as driver	1	Machinery operators and drivers	3212
Cockburn (C)	Car as driver	1	Managers	4294
Cockburn (C)	Car as driver	1	Professionals	4454
Cockburn (C)	Car as driver	1	Sales workers	2399
Cockburn (C)	Car as driver	1	Technicians and trades workers	7569
Cockburn (C)	Car as passenger	1		24
Cockburn (C)	Car as passenger	1	Clerical and administrative workers	147
Cockburn (C)	Car as passenger	1	Community and personal service workers	171
Cockburn (C)	Car as passenger	1	Labourers	468
Cockburn (C)	Car as passenger	1	Machinery operators and drivers	128
Cockburn (C)	Car as passenger	1	Managers	103
Cockburn (C)	Car as passenger	1	Professionals	107
Cockburn (C)	Car as passenger	1	Sales workers	333
Cockburn (C)	Car as passenger	1	Technicians and trades workers	365
Cockburn (C)	Did not go to work			35
Cockburn (C)	Did not go to work		Clerical and administrative workers	379
Cockburn (C)	Did not go to work		Community and personal service workers	449
Cockburn (C)	Did not go to work		Labourers	373
Cockburn (C)	Did not go to work		Machinery operators and drivers	257
Cockburn (C)	Did not go to work		Managers	238
Cockburn (C)	Did not go to work		Professionals	460
Cockburn (C)	Did not go to work		Sales workers	564
Cockburn (C)	Did not go to work		Technicians and trades workers	447
Cockburn (C)	Ferry	1		7
Cockburn (C)	Ferry	1	Clerical and administrative workers	3
Cockburn (C)	Ferry	1	Community and personal service workers	8
Cockburn (C)	Ferry	1	Labourers	4
Cockburn (C)	Ferry	1	Machinery operators and drivers	3
Cockburn (C)	Ferry	1	Managers	3
Cockburn (C)	Ferry	1	Professionals	3
Cockburn (C)	Ferry	1	Sales workers	3
Cockburn (C)	Ferry	1	Technicians and trades workers	20
Cockburn (C)	Method of travel not stated			102
Cockburn (C)	Method of travel not stated		Clerical and administrative workers	24
Cockburn (C)	Method of travel not stated		Community and personal service workers	34
Cockburn (C)	Method of travel not stated		Labourers	36
Cockburn (C)	Method of travel not stated		Machinery operators and drivers	35
Cockburn (C)	Method of travel not stated		Managers	31
Cockburn (C)	Method of travel not stated		Professionals	32
Cockburn (C)	Method of travel not stated		Sales workers	36
Cockburn (C)	Method of travel not stated		Technicians and trades workers	68
Cockburn (C)	Motorbike scooter	1		3
Cockburn (C)	Motorbike scooter	1	Clerical and administrative workers	17
Cockburn (C)	Motorbike scooter	1	Community and personal service workers	12
Cockburn (C)	Motorbike scooter	1	Labourers	16
Cockburn (C)	Motorbike scooter	1	Machinery operators and drivers	27
Cockburn (C)	Motorbike scooter	1	Managers	14
Cockburn (C)	Motorbike scooter	1	Professionals	29
Cockburn (C)	Motorbike scooter	1	Sales workers	8
Cockburn (C)	Motorbike scooter	1	Technicians and trades workers	65
Cockburn (C)	(Other)	1		8
Cockburn (C)	(Other)	1	Clerical and administrative workers	21
Cockburn (C)	(Other)	1	Community and personal service workers	17
Cockburn (C)	(Other)	1	Labourers	30
Cockburn (C)	(Other)	1	Machinery operators and drivers	27
Cockburn (C)	(Other)	1	Managers	14
Cockburn (C)	(Other)	1	Professionals	40
Cockburn (C)	(Other)	1	Sales workers	12
Cockburn (C)	(Other)	1	Technicians and trades workers	86
Cockburn (C)	Other three methods	3	Labourers	3
Cockburn (C)	Other three methods	3	Managers	4
Cockburn (C)	Other three methods	3	Technicians and trades workers	5
Cockburn (C)	Other two methods	2		4
Cockburn (C)	Other two methods	2	Clerical and administrative workers	19
Cockburn (C)	Other two methods	2	Community and personal service workers	14
Cockburn (C)	Other two methods	2	Labourers	39
Cockburn (C)	Other two methods	2	Machinery operators and drivers	36
Cockburn (C)	Other two methods	2	Managers	27
Cockburn (C)	Other two methods	2	Professionals	35
Cockburn (C)	Other two methods	2	Sales workers	24
Cockburn (C)	Other two methods	2	Technicians and trades workers	65
Cockburn (C)	Taxi	1		4
Cockburn (C)	Taxi	1	Clerical and administrative workers	4
Cockburn (C)	Taxi	1	Community and personal service workers	3
Cockburn (C)	Taxi	1	Labourers	5
Cockburn (C)	Taxi	1	Machinery operators and drivers	6
Cockburn (C)	Taxi	1	Managers	7
Cockburn (C)	Taxi	1	Sales workers	8
Cockburn (C)	Taxi	1	Technicians and trades workers	6
Cockburn (C)	Train	1		3
Cockburn (C)	Train	1	Clerical and administrative workers	30
Cockburn (C)	Train	1	Community and personal service workers	21
Cockburn (C)	Train	1	Labourers	41
Cockburn (C)	Train	1	Machinery operators and drivers	4
Cockburn (C)	Train	1	Managers	24
Cockburn (C)	Train	1	Professionals	31
Cockburn (C)	Train	1	Sales workers	27
Cockburn (C)	Train	1	Technicians and trades workers	32
Cockburn (C)	Train and bus	2		4
Cockburn (C)	Train and bus	2	Clerical and administrative workers	27
Cockburn (C)	Train and bus	2	Community and personal service workers	24
Cockburn (C)	Train and bus	2	Labourers	44
Cockburn (C)	Train and bus	2	Machinery operators and drivers	13
Cockburn (C)	Train and bus	2	Managers	21
Cockburn (C)	Train and bus	2	Professionals	36
Cockburn (C)	Train and bus	2	Sales workers	45
Cockburn (C)	Train and bus	2	Technicians and trades workers	22
Cockburn (C)	Train and car as driver	2	Clerical and administrative workers	4
Cockburn (C)	Train and car as driver	2	Community and personal service workers	8
Cockburn (C)	Train and car as driver	2	Managers	10
Cockburn (C)	Train and car as driver	2	Professionals	19
Cockburn (C)	Train and car as driver	2	Sales workers	5
Cockburn (C)	Train and car as driver	2	Technicians and trades workers	8
Cockburn (C)	Train and car as passenger	2	Clerical and administrative workers	3
Cockburn (C)	Train and car as passenger	2	Sales workers	3
Cockburn (C)	Train and car as passenger	2	Technicians and trades workers	3
Cockburn (C)	Train and ferry	2	Labourers	3
Cockburn (C)	Train and other	2	Machinery operators and drivers	4
Cockburn (C)	Train and other	2	Professionals	3
Cockburn (C)	Train and other	2	Technicians and trades workers	3
Cockburn (C)	Train and two other methods	3	Clerical and administrative workers	10
Cockburn (C)	Train and two other methods	3	Community and personal service workers	16
Cockburn (C)	Train and two other methods	3	Labourers	17
Cockburn (C)	Train and two other methods	3	Machinery operators and drivers	3
Cockburn (C)	Train and two other methods	3	Managers	6
Cockburn (C)	Train and two other methods	3	Professionals	7
Cockburn (C)	Train and two other methods	3	Sales workers	14
Cockburn (C)	Train and two other methods	3	Technicians and trades workers	11
Cockburn (C)	Truck	1		5
Cockburn (C)	Truck	1	Clerical and administrative workers	9
Cockburn (C)	Truck	1	Labourers	31
Cockburn (C)	Truck	1	Machinery operators and drivers	108
Cockburn (C)	Truck	1	Managers	26
Cockburn (C)	Truck	1	Professionals	3
Cockburn (C)	Truck	1	Sales workers	3
Cockburn (C)	Truck	1	Technicians and trades workers	101
Cockburn (C)	Walked only	1		10
Cockburn (C)	Walked only	1	Clerical and administrative workers	32
Cockburn (C)	Walked only	1	Community and personal service workers	84
Cockburn (C)	Walked only	1	Labourers	81
Cockburn (C)	Walked only	1	Machinery operators and drivers	26
Cockburn (C)	Walked only	1	Managers	64
Cockburn (C)	Walked only	1	Professionals	44
Cockburn (C)	Walked only	1	Sales workers	83
Cockburn (C)	Walked only	1	Technicians and trades workers	65
Cockburn (C)	Worked at home			25
Cockburn (C)	Worked at home		Clerical and administrative workers	445
Cockburn (C)	Worked at home		Community and personal service workers	152
Cockburn (C)	Worked at home		Labourers	26
Cockburn (C)	Worked at home		Machinery operators and drivers	11
Cockburn (C)	Worked at home		Managers	250
Cockburn (C)	Worked at home		Professionals	410
Cockburn (C)	Worked at home		Sales workers	74
Cockburn (C)	Worked at home		Technicians and trades workers	193
Collie (S)	Bicycle	1	Technicians and trades workers	4
Collie (S)	Bus	1	Labourers	3
Collie (S)	Bus	1	Machinery operators and drivers	68
Collie (S)	Bus	1	Technicians and trades workers	43
Collie (S)	Bus and car as driver	2	Machinery operators and drivers	25
Collie (S)	Bus and car as driver	2	Technicians and trades workers	20
Collie (S)	Car as driver	1		48
Collie (S)	Car as driver	1	Clerical and administrative workers	245
Collie (S)	Car as driver	1	Community and personal service workers	244
Collie (S)	Car as driver	1	Labourers	315
Collie (S)	Car as driver	1	Machinery operators and drivers	486
Collie (S)	Car as driver	1	Managers	213
Collie (S)	Car as driver	1	Professionals	392
Collie (S)	Car as driver	1	Sales workers	147
Collie (S)	Car as driver	1	Technicians and trades workers	807
Collie (S)	Car as passenger	1		6
Collie (S)	Car as passenger	1	Clerical and administrative workers	19
Collie (S)	Car as passenger	1	Community and personal service workers	16
Collie (S)	Car as passenger	1	Labourers	54
Collie (S)	Car as passenger	1	Machinery operators and drivers	68
Collie (S)	Car as passenger	1	Managers	17
Collie (S)	Car as passenger	1	Professionals	47
Collie (S)	Car as passenger	1	Sales workers	31
Collie (S)	Car as passenger	1	Technicians and trades workers	143
Collie (S)	Did not go to work			16
Collie (S)	Did not go to work		Clerical and administrative workers	49
Collie (S)	Did not go to work		Community and personal service workers	58
Collie (S)	Did not go to work		Labourers	73
Collie (S)	Did not go to work		Machinery operators and drivers	192
Collie (S)	Did not go to work		Managers	23
Collie (S)	Did not go to work		Professionals	50
Collie (S)	Did not go to work		Sales workers	53
Collie (S)	Did not go to work		Technicians and trades workers	196
Collie (S)	Method of travel not stated			19
Collie (S)	Method of travel not stated		Clerical and administrative workers	3
Collie (S)	Method of travel not stated		Community and personal service workers	3
Collie (S)	Method of travel not stated		Labourers	16
Collie (S)	Method of travel not stated		Machinery operators and drivers	4
Collie (S)	Method of travel not stated		Professionals	4
Collie (S)	Method of travel not stated		Sales workers	4
Collie (S)	Method of travel not stated		Technicians and trades workers	10
Collie (S)	Motorbike scooter	1	Machinery operators and drivers	3
Collie (S)	(Other)	1	Professionals	3
Collie (S)	Other two methods	2		3
Collie (S)	Other two methods	2	Clerical and administrative workers	3
Collie (S)	Other two methods	2	Labourers	4
Collie (S)	Other two methods	2	Machinery operators and drivers	14
Collie (S)	Other two methods	2	Managers	3
Collie (S)	Other two methods	2	Professionals	10
Collie (S)	Other two methods	2	Technicians and trades workers	22
Collie (S)	Truck	1	Labourers	3
Collie (S)	Truck	1	Machinery operators and drivers	3
Collie (S)	Truck	1	Technicians and trades workers	9
Collie (S)	Walked only	1	Clerical and administrative workers	5
Collie (S)	Walked only	1	Community and personal service workers	17
Collie (S)	Walked only	1	Labourers	11
Collie (S)	Walked only	1	Managers	13
Collie (S)	Walked only	1	Professionals	4
Collie (S)	Walked only	1	Sales workers	10
Collie (S)	Walked only	1	Technicians and trades workers	10
Collie (S)	Worked at home		Clerical and administrative workers	17
Collie (S)	Worked at home		Community and personal service workers	5
Collie (S)	Worked at home		Labourers	9
Collie (S)	Worked at home		Machinery operators and drivers	3
Collie (S)	Worked at home		Managers	24
Collie (S)	Worked at home		Professionals	12
Collie (S)	Worked at home		Sales workers	6
Collie (S)	Worked at home		Technicians and trades workers	13
Coolgardie (S)	Bicycle	1	Machinery operators and drivers	3
Coolgardie (S)	Bus	1		3
Coolgardie (S)	Bus	1	Clerical and administrative workers	11
Coolgardie (S)	Bus	1	Labourers	8
Coolgardie (S)	Bus	1	Machinery operators and drivers	186
Coolgardie (S)	Bus	1	Managers	3
Coolgardie (S)	Bus	1	Professionals	30
Coolgardie (S)	Bus	1	Technicians and trades workers	92
Coolgardie (S)	Bus and car as driver	2	Labourers	3
Coolgardie (S)	Bus and car as driver	2	Machinery operators and drivers	25
Coolgardie (S)	Bus and car as driver	2	Professionals	10
Coolgardie (S)	Bus and car as driver	2	Technicians and trades workers	11
Coolgardie (S)	Bus and car as passenger	2	Machinery operators and drivers	3
Coolgardie (S)	Bus and other	2	Machinery operators and drivers	7
Coolgardie (S)	Bus and two other methods excludes train	3	Technicians and trades workers	5
Coolgardie (S)	Car as driver	1		9
Coolgardie (S)	Car as driver	1	Clerical and administrative workers	75
Coolgardie (S)	Car as driver	1	Community and personal service workers	50
Coolgardie (S)	Car as driver	1	Labourers	82
Coolgardie (S)	Car as driver	1	Machinery operators and drivers	232
Coolgardie (S)	Car as driver	1	Managers	87
Coolgardie (S)	Car as driver	1	Professionals	154
Coolgardie (S)	Car as driver	1	Sales workers	30
Coolgardie (S)	Car as driver	1	Technicians and trades workers	235
Coolgardie (S)	Car as passenger	1		8
Coolgardie (S)	Car as passenger	1	Clerical and administrative workers	11
Coolgardie (S)	Car as passenger	1	Community and personal service workers	3
Coolgardie (S)	Car as passenger	1	Labourers	15
Coolgardie (S)	Car as passenger	1	Machinery operators and drivers	60
Coolgardie (S)	Car as passenger	1	Managers	3
Coolgardie (S)	Car as passenger	1	Professionals	27
Coolgardie (S)	Car as passenger	1	Sales workers	3
Coolgardie (S)	Car as passenger	1	Technicians and trades workers	41
Coolgardie (S)	Did not go to work			10
Coolgardie (S)	Did not go to work		Clerical and administrative workers	10
Coolgardie (S)	Did not go to work		Community and personal service workers	5
Coolgardie (S)	Did not go to work		Labourers	26
Coolgardie (S)	Did not go to work		Machinery operators and drivers	92
Coolgardie (S)	Did not go to work		Managers	13
Coolgardie (S)	Did not go to work		Professionals	22
Coolgardie (S)	Did not go to work		Sales workers	16
Coolgardie (S)	Did not go to work		Technicians and trades workers	51
Coolgardie (S)	Method of travel not stated			9
Coolgardie (S)	Method of travel not stated		Labourers	3
Coolgardie (S)	Method of travel not stated		Machinery operators and drivers	13
Coolgardie (S)	Method of travel not stated		Managers	6
Coolgardie (S)	Method of travel not stated		Professionals	3
Coolgardie (S)	Method of travel not stated		Technicians and trades workers	15
Coolgardie (S)	Motorbike scooter	1	Professionals	3
Coolgardie (S)	(Other)	1		3
Coolgardie (S)	(Other)	1	Clerical and administrative workers	3
Coolgardie (S)	(Other)	1	Labourers	7
Coolgardie (S)	(Other)	1	Machinery operators and drivers	13
Coolgardie (S)	(Other)	1	Managers	3
Coolgardie (S)	(Other)	1	Professionals	6
Coolgardie (S)	(Other)	1	Technicians and trades workers	15
Coolgardie (S)	Other two methods	2	Labourers	3
Coolgardie (S)	Other two methods	2	Machinery operators and drivers	5
Coolgardie (S)	Other two methods	2	Professionals	3
Coolgardie (S)	Other two methods	2	Technicians and trades workers	3
Coolgardie (S)	Truck	1	Clerical and administrative workers	4
Coolgardie (S)	Truck	1	Machinery operators and drivers	13
Coolgardie (S)	Truck	1	Technicians and trades workers	7
Coolgardie (S)	Walked only	1	Clerical and administrative workers	3
Coolgardie (S)	Walked only	1	Community and personal service workers	3
Coolgardie (S)	Walked only	1	Labourers	19
Coolgardie (S)	Walked only	1	Machinery operators and drivers	4
Coolgardie (S)	Walked only	1	Managers	15
Coolgardie (S)	Walked only	1	Professionals	19
Coolgardie (S)	Walked only	1	Sales workers	14
Coolgardie (S)	Walked only	1	Technicians and trades workers	13
Coolgardie (S)	Worked at home		Clerical and administrative workers	7
Coolgardie (S)	Worked at home		Community and personal service workers	3
Coolgardie (S)	Worked at home		Labourers	3
Coolgardie (S)	Worked at home		Managers	5
Coolgardie (S)	Worked at home		Professionals	4
Coolgardie (S)	Worked at home		Technicians and trades workers	4
Coorow (S)	Car as driver	1		3
Coorow (S)	Car as driver	1	Clerical and administrative workers	17
Coorow (S)	Car as driver	1	Community and personal service workers	14
Coorow (S)	Car as driver	1	Labourers	36
Coorow (S)	Car as driver	1	Machinery operators and drivers	22
Coorow (S)	Car as driver	1	Managers	44
Coorow (S)	Car as driver	1	Professionals	20
Coorow (S)	Car as driver	1	Sales workers	8
Coorow (S)	Car as driver	1	Technicians and trades workers	23
Coorow (S)	Car as passenger	1	Labourers	3
Coorow (S)	Did not go to work		Clerical and administrative workers	3
Coorow (S)	Did not go to work		Labourers	6
Coorow (S)	Did not go to work		Machinery operators and drivers	3
Coorow (S)	Did not go to work		Managers	8
Coorow (S)	Did not go to work		Technicians and trades workers	8
Coorow (S)	Method of travel not stated		Managers	3
Coorow (S)	Method of travel not stated		Sales workers	3
Coorow (S)	(Other)	1	Labourers	6
Coorow (S)	(Other)	1	Managers	10
Coorow (S)	Truck	1	Machinery operators and drivers	4
Coorow (S)	Truck	1	Managers	4
Coorow (S)	Truck	1	Technicians and trades workers	3
Coorow (S)	Walked only	1	Clerical and administrative workers	5
Coorow (S)	Walked only	1	Community and personal service workers	3
Coorow (S)	Walked only	1	Labourers	9
Coorow (S)	Walked only	1	Machinery operators and drivers	3
Coorow (S)	Walked only	1	Managers	22
Coorow (S)	Walked only	1	Sales workers	5
Coorow (S)	Worked at home		Clerical and administrative workers	8
Coorow (S)	Worked at home		Labourers	11
Coorow (S)	Worked at home		Managers	46
Coorow (S)	Worked at home		Sales workers	3
Corrigin (S)	Bicycle	1	Technicians and trades workers	3
Corrigin (S)	Car as driver	1		7
Corrigin (S)	Car as driver	1	Clerical and administrative workers	32
Corrigin (S)	Car as driver	1	Community and personal service workers	15
Corrigin (S)	Car as driver	1	Labourers	46
Corrigin (S)	Car as driver	1	Machinery operators and drivers	33
Corrigin (S)	Car as driver	1	Managers	60
Corrigin (S)	Car as driver	1	Professionals	32
Corrigin (S)	Car as driver	1	Sales workers	19
Corrigin (S)	Car as driver	1	Technicians and trades workers	38
Corrigin (S)	Car as passenger	1	Community and personal service workers	3
Corrigin (S)	Car as passenger	1	Labourers	8
Corrigin (S)	Car as passenger	1	Machinery operators and drivers	3
Corrigin (S)	Car as passenger	1	Managers	3
Corrigin (S)	Car as passenger	1	Professionals	3
Corrigin (S)	Car as passenger	1	Technicians and trades workers	5
