LGA_NAME16	Age	LabourForceStatus	Sex	workers
Cambridge (T)	65-69	Employed (away from work)	M	3
Cambridge (T)	65-69	Employed (full-time)	F	62
Cambridge (T)	65-69	Employed (full-time)	M	78
Cambridge (T)	65-69	Employed (part-time)	F	174
Cambridge (T)	65-69	Employed (part-time)	M	94
Cambridge (T)	70-74		F	3
Cambridge (T)	70-74	Employed (away from work)	F	3
Cambridge (T)	70-74	Employed (away from work)	M	3
Cambridge (T)	70-74	Employed (full-time)	F	14
Cambridge (T)	70-74	Employed (full-time)	M	26
Cambridge (T)	70-74	Employed (part-time)	F	68
Cambridge (T)	70-74	Employed (part-time)	M	56
Cambridge (T)	75+		F	3
Cambridge (T)	75+	Employed (full-time)	F	9
Cambridge (T)	75+	Employed (full-time)	M	18
Cambridge (T)	75+	Employed (part-time)	F	37
Cambridge (T)	75+	Employed (part-time)	M	42
Canning (C)	15-19		F	32
Canning (C)	15-19		M	45
Canning (C)	15-19	Employed (away from work)	F	31
Canning (C)	15-19	Employed (away from work)	M	50
Canning (C)	15-19	Employed (full-time)	F	185
Canning (C)	15-19	Employed (full-time)	M	415
Canning (C)	15-19	Employed (part-time)	F	1203
Canning (C)	15-19	Employed (part-time)	M	915
Canning (C)	20-24		F	52
Canning (C)	20-24		M	80
Canning (C)	20-24	Employed (away from work)	F	79
Canning (C)	20-24	Employed (away from work)	M	79
Canning (C)	20-24	Employed (full-time)	F	1002
Canning (C)	20-24	Employed (full-time)	M	1950
Canning (C)	20-24	Employed (part-time)	F	1180
Canning (C)	20-24	Employed (part-time)	M	1058
Canning (C)	25-29		F	38
Canning (C)	25-29		M	81
Canning (C)	25-29	Employed (away from work)	F	96
Canning (C)	25-29	Employed (away from work)	M	96
Canning (C)	25-29	Employed (full-time)	F	1482
Canning (C)	25-29	Employed (full-time)	M	3004
Canning (C)	25-29	Employed (part-time)	F	832
Canning (C)	25-29	Employed (part-time)	M	695
Canning (C)	30-34		F	39
Canning (C)	30-34		M	101
Canning (C)	30-34	Employed (away from work)	F	142
Canning (C)	30-34	Employed (away from work)	M	72
Canning (C)	30-34	Employed (full-time)	F	1206
Canning (C)	30-34	Employed (full-time)	M	3767
Canning (C)	30-34	Employed (part-time)	F	873
Canning (C)	30-34	Employed (part-time)	M	456
Canning (C)	35-39		F	30
Canning (C)	35-39		M	64
Canning (C)	35-39	Employed (away from work)	F	89
Canning (C)	35-39	Employed (away from work)	M	82
Canning (C)	35-39	Employed (full-time)	F	954
Canning (C)	35-39	Employed (full-time)	M	3305
Canning (C)	35-39	Employed (part-time)	F	907
Canning (C)	35-39	Employed (part-time)	M	361
Canning (C)	40-44		F	32
Canning (C)	40-44		M	64
Canning (C)	40-44	Employed (away from work)	F	57
Canning (C)	40-44	Employed (away from work)	M	65
Canning (C)	40-44	Employed (full-time)	F	1090
Canning (C)	40-44	Employed (full-time)	M	3245
Canning (C)	40-44	Employed (part-time)	F	977
Canning (C)	40-44	Employed (part-time)	M	326
Canning (C)	45-49		F	34
Canning (C)	45-49		M	64
Canning (C)	45-49	Employed (away from work)	F	65
Canning (C)	45-49	Employed (away from work)	M	62
Canning (C)	45-49	Employed (full-time)	F	1282
Canning (C)	45-49	Employed (full-time)	M	3179
Canning (C)	45-49	Employed (part-time)	F	1026
Canning (C)	45-49	Employed (part-time)	M	327
Canning (C)	50-54		F	25
Canning (C)	50-54		M	47
Canning (C)	50-54	Employed (away from work)	F	56
Canning (C)	50-54	Employed (away from work)	M	82
Canning (C)	50-54	Employed (full-time)	F	1249
Canning (C)	50-54	Employed (full-time)	M	2925
Canning (C)	50-54	Employed (part-time)	F	901
Canning (C)	50-54	Employed (part-time)	M	296
Canning (C)	55-59		F	23
Canning (C)	55-59		M	24
Canning (C)	55-59	Employed (away from work)	F	64
Canning (C)	55-59	Employed (away from work)	M	99
Canning (C)	55-59	Employed (full-time)	F	956
Canning (C)	55-59	Employed (full-time)	M	2462
Canning (C)	55-59	Employed (part-time)	F	818
Canning (C)	55-59	Employed (part-time)	M	336
Canning (C)	60-64		F	15
Canning (C)	60-64		M	21
Canning (C)	60-64	Employed (away from work)	F	70
Canning (C)	60-64	Employed (away from work)	M	104
Canning (C)	60-64	Employed (full-time)	F	581
Canning (C)	60-64	Employed (full-time)	M	1594
Canning (C)	60-64	Employed (part-time)	F	687
Canning (C)	60-64	Employed (part-time)	M	380
Canning (C)	65-69		F	9
Canning (C)	65-69		M	11
Canning (C)	65-69	Employed (away from work)	F	40
Canning (C)	65-69	Employed (away from work)	M	28
Canning (C)	65-69	Employed (full-time)	F	175
Canning (C)	65-69	Employed (full-time)	M	593
Canning (C)	65-69	Employed (part-time)	F	274
Canning (C)	65-69	Employed (part-time)	M	354
Canning (C)	70-74		F	9
Canning (C)	70-74		M	5
Canning (C)	70-74	Employed (away from work)	F	5
Canning (C)	70-74	Employed (away from work)	M	13
Canning (C)	70-74	Employed (full-time)	F	22
Canning (C)	70-74	Employed (full-time)	M	113
Canning (C)	70-74	Employed (part-time)	F	87
Canning (C)	70-74	Employed (part-time)	M	168
Canning (C)	75+		F	7
Canning (C)	75+		M	4
Canning (C)	75+	Employed (away from work)	F	4
Canning (C)	75+	Employed (away from work)	M	8
Canning (C)	75+	Employed (full-time)	F	4
Canning (C)	75+	Employed (full-time)	M	49
Canning (C)	75+	Employed (part-time)	F	30
Canning (C)	75+	Employed (part-time)	M	59
Capel (S)	15-19	Employed (away from work)	F	3
Capel (S)	15-19	Employed (away from work)	M	4
Capel (S)	15-19	Employed (full-time)	F	12
Capel (S)	15-19	Employed (full-time)	M	23
Capel (S)	15-19	Employed (part-time)	F	119
Capel (S)	15-19	Employed (part-time)	M	79
Capel (S)	20-24		F	3
Capel (S)	20-24		M	7
Capel (S)	20-24	Employed (away from work)	F	3
Capel (S)	20-24	Employed (away from work)	M	3
Capel (S)	20-24	Employed (full-time)	F	54
Capel (S)	20-24	Employed (full-time)	M	77
Capel (S)	20-24	Employed (part-time)	F	52
Capel (S)	20-24	Employed (part-time)	M	28
Capel (S)	25-29		M	3
Capel (S)	25-29	Employed (away from work)	F	14
Capel (S)	25-29	Employed (away from work)	M	3
Capel (S)	25-29	Employed (full-time)	F	69
Capel (S)	25-29	Employed (full-time)	M	104
Capel (S)	25-29	Employed (part-time)	F	46
Capel (S)	25-29	Employed (part-time)	M	20
Capel (S)	30-34		F	7
Capel (S)	30-34		M	5
Capel (S)	30-34	Employed (away from work)	F	6
Capel (S)	30-34	Employed (away from work)	M	6
Capel (S)	30-34	Employed (full-time)	F	61
Capel (S)	30-34	Employed (full-time)	M	115
Capel (S)	30-34	Employed (part-time)	F	97
Capel (S)	30-34	Employed (part-time)	M	26
Capel (S)	35-39	Employed (away from work)	F	19
Capel (S)	35-39	Employed (away from work)	M	10
Capel (S)	35-39	Employed (full-time)	F	65
Capel (S)	35-39	Employed (full-time)	M	115
Capel (S)	35-39	Employed (part-time)	F	115
Capel (S)	35-39	Employed (part-time)	M	15
Capel (S)	40-44		M	3
Capel (S)	40-44	Employed (away from work)	F	7
Capel (S)	40-44	Employed (away from work)	M	9
Capel (S)	40-44	Employed (full-time)	F	99
Capel (S)	40-44	Employed (full-time)	M	143
Capel (S)	40-44	Employed (part-time)	F	154
Capel (S)	40-44	Employed (part-time)	M	27
Capel (S)	45-49		F	4
Capel (S)	45-49		M	3
Capel (S)	45-49	Employed (away from work)	F	12
Capel (S)	45-49	Employed (away from work)	M	9
Capel (S)	45-49	Employed (full-time)	F	124
Capel (S)	45-49	Employed (full-time)	M	130
Capel (S)	45-49	Employed (part-time)	F	156
Capel (S)	45-49	Employed (part-time)	M	25
Capel (S)	50-54		F	3
Capel (S)	50-54		M	4
Capel (S)	50-54	Employed (away from work)	F	13
Capel (S)	50-54	Employed (away from work)	M	10
Capel (S)	50-54	Employed (full-time)	F	111
Capel (S)	50-54	Employed (full-time)	M	133
Capel (S)	50-54	Employed (part-time)	F	116
Capel (S)	50-54	Employed (part-time)	M	31
Capel (S)	55-59		F	3
Capel (S)	55-59	Employed (away from work)	F	16
Capel (S)	55-59	Employed (away from work)	M	9
Capel (S)	55-59	Employed (full-time)	F	98
Capel (S)	55-59	Employed (full-time)	M	128
Capel (S)	55-59	Employed (part-time)	F	106
Capel (S)	55-59	Employed (part-time)	M	39
Capel (S)	60-64	Employed (away from work)	F	9
Capel (S)	60-64	Employed (away from work)	M	10
Capel (S)	60-64	Employed (full-time)	F	37
Capel (S)	60-64	Employed (full-time)	M	85
Capel (S)	60-64	Employed (part-time)	F	87
Capel (S)	60-64	Employed (part-time)	M	46
Capel (S)	65-69		M	3
Capel (S)	65-69	Employed (away from work)	F	4
Capel (S)	65-69	Employed (away from work)	M	4
Capel (S)	65-69	Employed (full-time)	F	14
Capel (S)	65-69	Employed (full-time)	M	18
Capel (S)	65-69	Employed (part-time)	F	37
Capel (S)	65-69	Employed (part-time)	M	32
Capel (S)	70-74	Employed (away from work)	M	4
Capel (S)	70-74	Employed (full-time)	M	15
Capel (S)	70-74	Employed (part-time)	F	14
Capel (S)	70-74	Employed (part-time)	M	13
Capel (S)	75+		M	3
Capel (S)	75+	Employed (full-time)	M	7
Capel (S)	75+	Employed (part-time)	F	6
Capel (S)	75+	Employed (part-time)	M	7
Carnamah (S)	15-19	Employed (away from work)	F	3
Carnamah (S)	15-19	Employed (full-time)	F	4
Carnamah (S)	15-19	Employed (full-time)	M	5
Carnamah (S)	20-24	Employed (full-time)	F	6
Carnamah (S)	20-24	Employed (full-time)	M	13
Carnamah (S)	20-24	Employed (part-time)	F	3
Carnamah (S)	20-24	Employed (part-time)	M	3
Carnamah (S)	25-29	Employed (full-time)	F	5
Carnamah (S)	25-29	Employed (full-time)	M	13
Carnamah (S)	25-29	Employed (part-time)	F	3
Carnamah (S)	30-34	Employed (full-time)	F	6
Carnamah (S)	30-34	Employed (full-time)	M	16
Carnamah (S)	30-34	Employed (part-time)	F	3
Carnamah (S)	35-39	Employed (full-time)	F	10
Carnamah (S)	35-39	Employed (full-time)	M	15
Carnamah (S)	35-39	Employed (part-time)	F	7
Carnamah (S)	40-44	Employed (full-time)	F	6
Carnamah (S)	40-44	Employed (full-time)	M	12
Carnamah (S)	40-44	Employed (part-time)	F	3
Carnamah (S)	45-49	Employed (full-time)	F	11
Carnamah (S)	45-49	Employed (full-time)	M	13
Carnamah (S)	45-49	Employed (part-time)	F	4
Carnamah (S)	45-49	Employed (part-time)	M	3
Carnamah (S)	50-54	Employed (away from work)	F	3
Carnamah (S)	50-54	Employed (full-time)	F	4
Carnamah (S)	50-54	Employed (full-time)	M	22
Carnamah (S)	55-59	Employed (full-time)	F	13
Carnamah (S)	55-59	Employed (full-time)	M	28
Carnamah (S)	55-59	Employed (part-time)	F	11
Carnamah (S)	60-64	Employed (full-time)	F	3
Carnamah (S)	60-64	Employed (full-time)	M	17
Carnamah (S)	60-64	Employed (part-time)	F	4
Carnamah (S)	60-64	Employed (part-time)	M	4
Carnamah (S)	65-69	Employed (full-time)	M	9
Carnamah (S)	65-69	Employed (part-time)	M	4
Carnamah (S)	70-74	Employed (full-time)	M	4
Carnarvon (S)	15-19		M	3
Carnarvon (S)	15-19	Employed (away from work)	F	3
Carnarvon (S)	15-19	Employed (full-time)	F	23
Carnarvon (S)	15-19	Employed (full-time)	M	20
Carnarvon (S)	15-19	Employed (part-time)	F	27
Carnarvon (S)	15-19	Employed (part-time)	M	19
Carnarvon (S)	20-24		F	7
Carnarvon (S)	20-24	Employed (away from work)	F	3
Carnarvon (S)	20-24	Employed (away from work)	M	7
Carnarvon (S)	20-24	Employed (full-time)	F	69
Carnarvon (S)	20-24	Employed (full-time)	M	72
Carnarvon (S)	20-24	Employed (part-time)	F	19
Carnarvon (S)	20-24	Employed (part-time)	M	13
Carnarvon (S)	25-29		F	3
Carnarvon (S)	25-29		M	5
Carnarvon (S)	25-29	Employed (away from work)	F	11
Carnarvon (S)	25-29	Employed (away from work)	M	13
Carnarvon (S)	25-29	Employed (full-time)	F	86
Carnarvon (S)	25-29	Employed (full-time)	M	123
Carnarvon (S)	25-29	Employed (part-time)	F	44
Carnarvon (S)	25-29	Employed (part-time)	M	25
Carnarvon (S)	30-34		M	5
Carnarvon (S)	30-34	Employed (away from work)	F	10
Carnarvon (S)	30-34	Employed (away from work)	M	11
Carnarvon (S)	30-34	Employed (full-time)	F	72
Carnarvon (S)	30-34	Employed (full-time)	M	125
Carnarvon (S)	30-34	Employed (part-time)	F	40
Carnarvon (S)	30-34	Employed (part-time)	M	25
Carnarvon (S)	35-39	Employed (away from work)	F	9
Carnarvon (S)	35-39	Employed (away from work)	M	9
Carnarvon (S)	35-39	Employed (full-time)	F	68
Carnarvon (S)	35-39	Employed (full-time)	M	119
Carnarvon (S)	35-39	Employed (part-time)	F	52
Carnarvon (S)	35-39	Employed (part-time)	M	15
Carnarvon (S)	40-44		F	4
Carnarvon (S)	40-44	Employed (away from work)	F	5
Carnarvon (S)	40-44	Employed (away from work)	M	7
Carnarvon (S)	40-44	Employed (full-time)	F	91
Carnarvon (S)	40-44	Employed (full-time)	M	154
Carnarvon (S)	40-44	Employed (part-time)	F	29
Carnarvon (S)	40-44	Employed (part-time)	M	11
Carnarvon (S)	45-49		F	3
Carnarvon (S)	45-49		M	3
Carnarvon (S)	45-49	Employed (away from work)	F	9
Carnarvon (S)	45-49	Employed (away from work)	M	4
Carnarvon (S)	45-49	Employed (full-time)	F	87
Carnarvon (S)	45-49	Employed (full-time)	M	172
Carnarvon (S)	45-49	Employed (part-time)	F	28
Carnarvon (S)	45-49	Employed (part-time)	M	21
Carnarvon (S)	50-54		F	5
Carnarvon (S)	50-54		M	4
Carnarvon (S)	50-54	Employed (away from work)	F	8
Carnarvon (S)	50-54	Employed (away from work)	M	11
Carnarvon (S)	50-54	Employed (full-time)	F	109
Carnarvon (S)	50-54	Employed (full-time)	M	113
Carnarvon (S)	50-54	Employed (part-time)	F	44
Carnarvon (S)	50-54	Employed (part-time)	M	19
Carnarvon (S)	55-59		F	3
Carnarvon (S)	55-59		M	4
Carnarvon (S)	55-59	Employed (away from work)	F	7
Carnarvon (S)	55-59	Employed (away from work)	M	11
Carnarvon (S)	55-59	Employed (full-time)	F	62
Carnarvon (S)	55-59	Employed (full-time)	M	124
Carnarvon (S)	55-59	Employed (part-time)	F	36
Carnarvon (S)	55-59	Employed (part-time)	M	19
Carnarvon (S)	60-64		M	4
Carnarvon (S)	60-64	Employed (away from work)	F	3
Carnarvon (S)	60-64	Employed (away from work)	M	5
Carnarvon (S)	60-64	Employed (full-time)	F	65
Carnarvon (S)	60-64	Employed (full-time)	M	86
Carnarvon (S)	60-64	Employed (part-time)	F	22
Carnarvon (S)	60-64	Employed (part-time)	M	18
Carnarvon (S)	65-69		F	3
Carnarvon (S)	65-69	Employed (away from work)	F	4
Carnarvon (S)	65-69	Employed (away from work)	M	3
Carnarvon (S)	65-69	Employed (full-time)	F	19
Carnarvon (S)	65-69	Employed (full-time)	M	34
Carnarvon (S)	65-69	Employed (part-time)	F	19
Carnarvon (S)	65-69	Employed (part-time)	M	13
Carnarvon (S)	70-74	Employed (away from work)	F	3
Carnarvon (S)	70-74	Employed (full-time)	F	9
Carnarvon (S)	70-74	Employed (full-time)	M	12
Carnarvon (S)	70-74	Employed (part-time)	F	8
Carnarvon (S)	70-74	Employed (part-time)	M	3
Carnarvon (S)	75+	Employed (full-time)	M	6
Carnarvon (S)	75+	Employed (part-time)	F	5
Carnarvon (S)	75+	Employed (part-time)	M	8
Chapman Valley (S)	15-19	Employed (full-time)	M	3
Chapman Valley (S)	15-19	Employed (part-time)	F	4
Chapman Valley (S)	20-24	Employed (full-time)	F	8
Chapman Valley (S)	20-24	Employed (full-time)	M	5
Chapman Valley (S)	20-24	Employed (part-time)	M	3
Chapman Valley (S)	25-29	Employed (full-time)	F	3
Chapman Valley (S)	25-29	Employed (full-time)	M	5
Chapman Valley (S)	25-29	Employed (part-time)	F	4
Chapman Valley (S)	30-34	Employed (full-time)	F	3
Chapman Valley (S)	30-34	Employed (full-time)	M	22
Chapman Valley (S)	30-34	Employed (part-time)	F	7
Chapman Valley (S)	35-39	Employed (full-time)	F	9
Chapman Valley (S)	35-39	Employed (full-time)	M	19
Chapman Valley (S)	35-39	Employed (part-time)	F	17
Chapman Valley (S)	35-39	Employed (part-time)	M	3
Chapman Valley (S)	40-44	Employed (full-time)	F	3
Chapman Valley (S)	40-44	Employed (full-time)	M	14
Chapman Valley (S)	40-44	Employed (part-time)	F	6
Chapman Valley (S)	40-44	Employed (part-time)	M	7
Chapman Valley (S)	45-49	Employed (full-time)	F	7
Chapman Valley (S)	45-49	Employed (full-time)	M	26
Chapman Valley (S)	45-49	Employed (part-time)	F	7
Chapman Valley (S)	50-54	Employed (full-time)	F	3
Chapman Valley (S)	50-54	Employed (full-time)	M	12
Chapman Valley (S)	50-54	Employed (part-time)	F	7
Chapman Valley (S)	50-54	Employed (part-time)	M	3
Chapman Valley (S)	55-59	Employed (away from work)	F	3
Chapman Valley (S)	55-59	Employed (away from work)	M	4
Chapman Valley (S)	55-59	Employed (full-time)	F	4
Chapman Valley (S)	55-59	Employed (full-time)	M	12
Chapman Valley (S)	55-59	Employed (part-time)	F	5
Chapman Valley (S)	55-59	Employed (part-time)	M	5
Chapman Valley (S)	60-64	Employed (away from work)	F	3
Chapman Valley (S)	60-64	Employed (away from work)	M	3
Chapman Valley (S)	60-64	Employed (full-time)	F	8
Chapman Valley (S)	60-64	Employed (full-time)	M	13
Chapman Valley (S)	65-69		F	3
Chapman Valley (S)	65-69	Employed (away from work)	F	3
Chapman Valley (S)	65-69	Employed (full-time)	F	3
Chapman Valley (S)	65-69	Employed (full-time)	M	8
Chapman Valley (S)	65-69	Employed (part-time)	M	9
Chapman Valley (S)	70-74	Employed (full-time)	F	3
Chapman Valley (S)	70-74	Employed (full-time)	M	9
Chapman Valley (S)	70-74	Employed (part-time)	F	5
Chapman Valley (S)	75+	Employed (full-time)	M	3
Chapman Valley (S)	75+	Employed (part-time)	M	3
Chittering (S)	15-19		M	4
Chittering (S)	15-19	Employed (full-time)	F	8
Chittering (S)	15-19	Employed (full-time)	M	8
Chittering (S)	15-19	Employed (part-time)	F	21
Chittering (S)	15-19	Employed (part-time)	M	22
Chittering (S)	20-24	Employed (away from work)	M	3
Chittering (S)	20-24	Employed (full-time)	F	27
Chittering (S)	20-24	Employed (full-time)	M	26
Chittering (S)	20-24	Employed (part-time)	F	11
Chittering (S)	20-24	Employed (part-time)	M	12
Chittering (S)	25-29	Employed (away from work)	F	3
Chittering (S)	25-29	Employed (away from work)	M	4
Chittering (S)	25-29	Employed (full-time)	F	29
Chittering (S)	25-29	Employed (full-time)	M	47
Chittering (S)	25-29	Employed (part-time)	F	7
Chittering (S)	25-29	Employed (part-time)	M	4
Chittering (S)	30-34		M	6
Chittering (S)	30-34	Employed (away from work)	F	4
Chittering (S)	30-34	Employed (full-time)	F	23
Chittering (S)	30-34	Employed (full-time)	M	52
Chittering (S)	30-34	Employed (part-time)	F	28
Chittering (S)	30-34	Employed (part-time)	M	3
Chittering (S)	35-39	Employed (away from work)	F	5
Chittering (S)	35-39	Employed (full-time)	F	16
Chittering (S)	35-39	Employed (full-time)	M	59
Chittering (S)	35-39	Employed (part-time)	F	24
Chittering (S)	35-39	Employed (part-time)	M	11
Chittering (S)	40-44		F	3
Chittering (S)	40-44	Employed (away from work)	F	3
Chittering (S)	40-44	Employed (full-time)	F	30
Chittering (S)	40-44	Employed (full-time)	M	78
Chittering (S)	40-44	Employed (part-time)	F	40
Chittering (S)	40-44	Employed (part-time)	M	11
Chittering (S)	45-49		F	3
Chittering (S)	45-49	Employed (away from work)	M	8
Chittering (S)	45-49	Employed (full-time)	F	37
Chittering (S)	45-49	Employed (full-time)	M	76
Chittering (S)	45-49	Employed (part-time)	F	36
Chittering (S)	45-49	Employed (part-time)	M	9
Chittering (S)	50-54	Employed (full-time)	F	35
Chittering (S)	50-54	Employed (full-time)	M	78
Chittering (S)	50-54	Employed (part-time)	F	32
Chittering (S)	50-54	Employed (part-time)	M	18
Chittering (S)	55-59		M	3
Chittering (S)	55-59	Employed (away from work)	F	3
Chittering (S)	55-59	Employed (away from work)	M	3
Chittering (S)	55-59	Employed (full-time)	F	11
Chittering (S)	55-59	Employed (full-time)	M	67
Chittering (S)	55-59	Employed (part-time)	F	29
Chittering (S)	55-59	Employed (part-time)	M	10
Chittering (S)	60-64	Employed (away from work)	F	7
Chittering (S)	60-64	Employed (full-time)	F	19
Chittering (S)	60-64	Employed (full-time)	M	42
Chittering (S)	60-64	Employed (part-time)	F	28
Chittering (S)	60-64	Employed (part-time)	M	19
Chittering (S)	65-69	Employed (away from work)	F	3
Chittering (S)	65-69	Employed (away from work)	M	3
Chittering (S)	65-69	Employed (full-time)	F	8
Chittering (S)	65-69	Employed (full-time)	M	22
Chittering (S)	65-69	Employed (part-time)	F	10
Chittering (S)	65-69	Employed (part-time)	M	16
Chittering (S)	70-74	Employed (full-time)	F	4
Chittering (S)	70-74	Employed (full-time)	M	11
Chittering (S)	70-74	Employed (part-time)	F	14
Chittering (S)	70-74	Employed (part-time)	M	16
Chittering (S)	75+	Employed (full-time)	M	12
Chittering (S)	75+	Employed (part-time)	M	9
Claremont (T)	15-19		F	3
Claremont (T)	15-19		M	3
Claremont (T)	15-19	Employed (away from work)	F	10
Claremont (T)	15-19	Employed (away from work)	M	3
Claremont (T)	15-19	Employed (full-time)	F	20
Claremont (T)	15-19	Employed (full-time)	M	20
Claremont (T)	15-19	Employed (part-time)	F	220
Claremont (T)	15-19	Employed (part-time)	M	164
Claremont (T)	20-24		F	12
Claremont (T)	20-24		M	7
Claremont (T)	20-24	Employed (away from work)	F	11
Claremont (T)	20-24	Employed (away from work)	M	10
Claremont (T)	20-24	Employed (full-time)	F	173
Claremont (T)	20-24	Employed (full-time)	M	92
Claremont (T)	20-24	Employed (part-time)	F	369
Claremont (T)	20-24	Employed (part-time)	M	278
Claremont (T)	25-29		F	7
Claremont (T)	25-29		M	10
Claremont (T)	25-29	Employed (away from work)	F	26
Claremont (T)	25-29	Employed (away from work)	M	5
Claremont (T)	25-29	Employed (full-time)	F	284
Claremont (T)	25-29	Employed (full-time)	M	183
Claremont (T)	25-29	Employed (part-time)	F	194
Claremont (T)	25-29	Employed (part-time)	M	106
Claremont (T)	30-34		F	9
Claremont (T)	30-34		M	5
Claremont (T)	30-34	Employed (away from work)	F	30
Claremont (T)	30-34	Employed (away from work)	M	5
Claremont (T)	30-34	Employed (full-time)	F	219
Claremont (T)	30-34	Employed (full-time)	M	197
Claremont (T)	30-34	Employed (part-time)	F	168
Claremont (T)	30-34	Employed (part-time)	M	47
Claremont (T)	35-39		F	6
Claremont (T)	35-39		M	3
Claremont (T)	35-39	Employed (away from work)	F	18
Claremont (T)	35-39	Employed (away from work)	M	3
Claremont (T)	35-39	Employed (full-time)	F	159
Claremont (T)	35-39	Employed (full-time)	M	193
Claremont (T)	35-39	Employed (part-time)	F	174
Claremont (T)	35-39	Employed (part-time)	M	47
Claremont (T)	40-44		F	7
Claremont (T)	40-44		M	3
Claremont (T)	40-44	Employed (away from work)	F	7
Claremont (T)	40-44	Employed (away from work)	M	5
Claremont (T)	40-44	Employed (full-time)	F	174
Claremont (T)	40-44	Employed (full-time)	M	180
Claremont (T)	40-44	Employed (part-time)	F	163
Claremont (T)	40-44	Employed (part-time)	M	34
Claremont (T)	45-49		F	6
Claremont (T)	45-49		M	7
Claremont (T)	45-49	Employed (away from work)	F	3
Claremont (T)	45-49	Employed (away from work)	M	3
Claremont (T)	45-49	Employed (full-time)	F	214
Claremont (T)	45-49	Employed (full-time)	M	146
Claremont (T)	45-49	Employed (part-time)	F	187
Claremont (T)	45-49	Employed (part-time)	M	42
Claremont (T)	50-54	Employed (away from work)	F	7
Claremont (T)	50-54	Employed (away from work)	M	6
Claremont (T)	50-54	Employed (full-time)	F	177
Claremont (T)	50-54	Employed (full-time)	M	161
Claremont (T)	50-54	Employed (part-time)	F	239
Claremont (T)	50-54	Employed (part-time)	M	38
Claremont (T)	55-59		F	3
Claremont (T)	55-59		M	3
Claremont (T)	55-59	Employed (away from work)	F	6
Claremont (T)	55-59	Employed (away from work)	M	5
Claremont (T)	55-59	Employed (full-time)	F	154
Claremont (T)	55-59	Employed (full-time)	M	152
Claremont (T)	55-59	Employed (part-time)	F	200
Claremont (T)	55-59	Employed (part-time)	M	38
Claremont (T)	60-64		F	4
Claremont (T)	60-64	Employed (away from work)	F	12
Claremont (T)	60-64	Employed (full-time)	F	107
Claremont (T)	60-64	Employed (full-time)	M	104
Claremont (T)	60-64	Employed (part-time)	F	138
Claremont (T)	60-64	Employed (part-time)	M	42
Claremont (T)	65-69		M	4
Claremont (T)	65-69	Employed (away from work)	F	3
Claremont (T)	65-69	Employed (full-time)	F	36
Claremont (T)	65-69	Employed (full-time)	M	49
Claremont (T)	65-69	Employed (part-time)	F	93
Claremont (T)	65-69	Employed (part-time)	M	53
Claremont (T)	70-74	Employed (away from work)	F	3
Claremont (T)	70-74	Employed (full-time)	F	10
Claremont (T)	70-74	Employed (full-time)	M	19
Claremont (T)	70-74	Employed (part-time)	F	33
Claremont (T)	70-74	Employed (part-time)	M	35
Claremont (T)	75+	Employed (full-time)	F	3
Claremont (T)	75+	Employed (full-time)	M	5
Claremont (T)	75+	Employed (part-time)	F	20
Claremont (T)	75+	Employed (part-time)	M	33
Cockburn (C)	15-19		F	21
Cockburn (C)	15-19		M	22
Cockburn (C)	15-19	Employed (away from work)	F	46
Cockburn (C)	15-19	Employed (away from work)	M	36
Cockburn (C)	15-19	Employed (full-time)	F	129
Cockburn (C)	15-19	Employed (full-time)	M	411
Cockburn (C)	15-19	Employed (part-time)	F	910
Cockburn (C)	15-19	Employed (part-time)	M	719
Cockburn (C)	20-24		F	32
Cockburn (C)	20-24		M	60
Cockburn (C)	20-24	Employed (away from work)	F	61
Cockburn (C)	20-24	Employed (away from work)	M	54
Cockburn (C)	20-24	Employed (full-time)	F	739
Cockburn (C)	20-24	Employed (full-time)	M	1571
Cockburn (C)	20-24	Employed (part-time)	F	849
Cockburn (C)	20-24	Employed (part-time)	M	708
Cockburn (C)	25-29		F	43
Cockburn (C)	25-29		M	56
Cockburn (C)	25-29	Employed (away from work)	F	76
Cockburn (C)	25-29	Employed (away from work)	M	66
Cockburn (C)	25-29	Employed (full-time)	F	1148
Cockburn (C)	25-29	Employed (full-time)	M	2438
Cockburn (C)	25-29	Employed (part-time)	F	630
Cockburn (C)	25-29	Employed (part-time)	M	431
Cockburn (C)	30-34		F	27
Cockburn (C)	30-34		M	63
Cockburn (C)	30-34	Employed (away from work)	F	90
Cockburn (C)	30-34	Employed (away from work)	M	84
Cockburn (C)	30-34	Employed (full-time)	F	925
Cockburn (C)	30-34	Employed (full-time)	M	2882
Cockburn (C)	30-34	Employed (part-time)	F	845
Cockburn (C)	30-34	Employed (part-time)	M	347
Cockburn (C)	35-39		F	33
Cockburn (C)	35-39		M	54
Cockburn (C)	35-39	Employed (away from work)	F	79
Cockburn (C)	35-39	Employed (away from work)	M	62
Cockburn (C)	35-39	Employed (full-time)	F	742
Cockburn (C)	35-39	Employed (full-time)	M	2651
Cockburn (C)	35-39	Employed (part-time)	F	905
Cockburn (C)	35-39	Employed (part-time)	M	293
Cockburn (C)	40-44		F	17
Cockburn (C)	40-44		M	53
Cockburn (C)	40-44	Employed (away from work)	F	46
Cockburn (C)	40-44	Employed (away from work)	M	65
Cockburn (C)	40-44	Employed (full-time)	F	814
Cockburn (C)	40-44	Employed (full-time)	M	2660
Cockburn (C)	40-44	Employed (part-time)	F	909
Cockburn (C)	40-44	Employed (part-time)	M	257
Cockburn (C)	45-49		F	33
