LGA_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Victoria Daly (R)	75+	Car as driver	1	M	3
Victoria Daly (R)	75+	Worked at home		M	3
Wagait (S)	25-34	Car as passenger	1	F	3
Wagait (S)	35-44	Car as driver	1	M	3
Wagait (S)	45-54	Car as driver	1	M	3
Wagait (S)	45-54	Did not go to work		F	3
Wagait (S)	45-54	Other two methods	2	M	3
Wagait (S)	45-54	Walked only	1	F	4
Wagait (S)	45-54	Worked at home		F	3
Wagait (S)	45-54	Worked at home		M	4
Wagait (S)	55-64	Car as driver	1	F	3
Wagait (S)	55-64	Car as driver	1	M	3
Wagait (S)	65-74	Worked at home		M	3
West Arnhem (R)	15-24	Bicycle	1	F	3
West Arnhem (R)	15-24	Bicycle	1	M	3
West Arnhem (R)	15-24	Bus	1	F	3
West Arnhem (R)	15-24	Bus	1	M	3
West Arnhem (R)	15-24	Car as driver	1	F	19
West Arnhem (R)	15-24	Car as driver	1	M	24
West Arnhem (R)	15-24	Car as passenger	1	F	19
West Arnhem (R)	15-24	Car as passenger	1	M	28
West Arnhem (R)	15-24	Did not go to work		F	6
West Arnhem (R)	15-24	Did not go to work		M	8
West Arnhem (R)	15-24	Method of travel not stated		F	13
West Arnhem (R)	15-24	Method of travel not stated		M	13
West Arnhem (R)	15-24	(Other)	1	F	4
West Arnhem (R)	15-24	Other two methods	2	M	3
West Arnhem (R)	15-24	Walked only	1	F	31
West Arnhem (R)	15-24	Walked only	1	M	32
West Arnhem (R)	25-34	Bicycle	1	F	6
West Arnhem (R)	25-34	Bicycle	1	M	7
West Arnhem (R)	25-34	Bus	1	F	12
West Arnhem (R)	25-34	Bus	1	M	10
West Arnhem (R)	25-34	Bus and other	2	M	3
West Arnhem (R)	25-34	Car as driver	1	F	44
West Arnhem (R)	25-34	Car as driver	1	M	74
West Arnhem (R)	25-34	Car as passenger	1	F	37
West Arnhem (R)	25-34	Car as passenger	1	M	46
West Arnhem (R)	25-34	Did not go to work		F	17
West Arnhem (R)	25-34	Did not go to work		M	16
West Arnhem (R)	25-34	Method of travel not stated		F	6
West Arnhem (R)	25-34	Method of travel not stated		M	9
West Arnhem (R)	25-34	(Other)	1	M	7
West Arnhem (R)	25-34	Other two methods	2	M	3
West Arnhem (R)	25-34	Truck	1	M	3
West Arnhem (R)	25-34	Walked only	1	F	66
West Arnhem (R)	25-34	Walked only	1	M	67
West Arnhem (R)	35-44	Bicycle	1	F	5
West Arnhem (R)	35-44	Bicycle	1	M	12
West Arnhem (R)	35-44	Bus	1	F	3
West Arnhem (R)	35-44	Bus	1	M	13
West Arnhem (R)	35-44	Bus and two other methods excludes train	3	M	4
West Arnhem (R)	35-44	Car as driver	1	F	50
West Arnhem (R)	35-44	Car as driver	1	M	82
West Arnhem (R)	35-44	Car as passenger	1	F	28
West Arnhem (R)	35-44	Car as passenger	1	M	35
West Arnhem (R)	35-44	Did not go to work		F	13
West Arnhem (R)	35-44	Did not go to work		M	29
West Arnhem (R)	35-44	Method of travel not stated		F	14
West Arnhem (R)	35-44	Method of travel not stated		M	9
West Arnhem (R)	35-44	(Other)	1	F	3
West Arnhem (R)	35-44	(Other)	1	M	7
West Arnhem (R)	35-44	Other two methods	2	M	3
West Arnhem (R)	35-44	Truck	1	M	3
West Arnhem (R)	35-44	Walked only	1	F	48
West Arnhem (R)	35-44	Walked only	1	M	55
West Arnhem (R)	35-44	Worked at home		M	3
West Arnhem (R)	45-54	Bicycle	1	F	9
West Arnhem (R)	45-54	Bicycle	1	M	5
West Arnhem (R)	45-54	Bus	1	F	3
West Arnhem (R)	45-54	Bus	1	M	12
West Arnhem (R)	45-54	Bus and two other methods excludes train	3	M	3
West Arnhem (R)	45-54	Car as driver	1	F	59
West Arnhem (R)	45-54	Car as driver	1	M	82
West Arnhem (R)	45-54	Car as passenger	1	F	18
West Arnhem (R)	45-54	Car as passenger	1	M	21
West Arnhem (R)	45-54	Did not go to work		F	16
West Arnhem (R)	45-54	Did not go to work		M	25
West Arnhem (R)	45-54	Method of travel not stated		F	4
West Arnhem (R)	45-54	Method of travel not stated		M	8
West Arnhem (R)	45-54	Motorbike scooter	1	M	3
West Arnhem (R)	45-54	(Other)	1	F	3
West Arnhem (R)	45-54	(Other)	1	M	8
West Arnhem (R)	45-54	Truck	1	M	5
West Arnhem (R)	45-54	Walked only	1	F	51
West Arnhem (R)	45-54	Walked only	1	M	50
West Arnhem (R)	45-54	Worked at home		M	3
West Arnhem (R)	55-64	Bicycle	1	M	3
West Arnhem (R)	55-64	Bus	1	F	3
West Arnhem (R)	55-64	Bus	1	M	7
West Arnhem (R)	55-64	Car as driver	1	F	38
West Arnhem (R)	55-64	Car as driver	1	M	57
West Arnhem (R)	55-64	Car as passenger	1	F	14
West Arnhem (R)	55-64	Car as passenger	1	M	16
West Arnhem (R)	55-64	Did not go to work		F	3
West Arnhem (R)	55-64	Did not go to work		M	27
West Arnhem (R)	55-64	Method of travel not stated		F	4
West Arnhem (R)	55-64	Method of travel not stated		M	3
West Arnhem (R)	55-64	(Other)	1	M	6
West Arnhem (R)	55-64	Other two methods	2	M	3
West Arnhem (R)	55-64	Truck	1	M	5
West Arnhem (R)	55-64	Walked only	1	F	31
West Arnhem (R)	55-64	Walked only	1	M	30
West Arnhem (R)	55-64	Worked at home		M	3
West Arnhem (R)	65-74	Car as driver	1	F	5
West Arnhem (R)	65-74	Car as driver	1	M	11
West Arnhem (R)	65-74	Did not go to work		M	3
West Arnhem (R)	65-74	Method of travel not stated		M	6
West Arnhem (R)	65-74	Walked only	1	F	3
West Arnhem (R)	65-74	Walked only	1	M	6
West Arnhem (R)	65-74	Worked at home		M	3
West Arnhem (R)	75+	Method of travel not stated		F	3
West Daly (R)	15-24	Car as driver	1	F	3
West Daly (R)	15-24	Car as driver	1	M	9
West Daly (R)	15-24	Car as passenger	1	M	6
West Daly (R)	15-24	Did not go to work		F	3
West Daly (R)	15-24	Method of travel not stated		M	3
West Daly (R)	15-24	(Other)	1	M	3
West Daly (R)	15-24	Walked only	1	F	13
West Daly (R)	15-24	Walked only	1	M	11
West Daly (R)	25-34	Bicycle	1	M	4
West Daly (R)	25-34	Bus	1	F	8
West Daly (R)	25-34	Car as driver	1	F	11
West Daly (R)	25-34	Car as driver	1	M	10
West Daly (R)	25-34	Car as passenger	1	F	10
West Daly (R)	25-34	Car as passenger	1	M	17
West Daly (R)	25-34	Did not go to work		M	3
West Daly (R)	25-34	Method of travel not stated		F	3
West Daly (R)	25-34	Method of travel not stated		M	3
West Daly (R)	25-34	Walked only	1	F	45
West Daly (R)	25-34	Walked only	1	M	29
West Daly (R)	35-44	Bus	1	F	11
West Daly (R)	35-44	Bus	1	M	5
West Daly (R)	35-44	Car as driver	1	F	10
West Daly (R)	35-44	Car as driver	1	M	10
West Daly (R)	35-44	Car as passenger	1	F	13
West Daly (R)	35-44	Car as passenger	1	M	12
West Daly (R)	35-44	Did not go to work		M	4
West Daly (R)	35-44	Method of travel not stated		M	3
West Daly (R)	35-44	Walked only	1	F	27
West Daly (R)	35-44	Walked only	1	M	21
West Daly (R)	45-54	Bus	1	F	7
West Daly (R)	45-54	Bus	1	M	3
West Daly (R)	45-54	Car as driver	1	F	5
West Daly (R)	45-54	Car as driver	1	M	21
West Daly (R)	45-54	Car as passenger	1	F	6
West Daly (R)	45-54	Car as passenger	1	M	9
West Daly (R)	45-54	Did not go to work		F	4
West Daly (R)	45-54	Did not go to work		M	8
West Daly (R)	45-54	Method of travel not stated		F	3
West Daly (R)	45-54	(Other)	1	M	3
West Daly (R)	45-54	Walked only	1	F	31
West Daly (R)	45-54	Walked only	1	M	20
West Daly (R)	55-64	Bus	1	F	5
West Daly (R)	55-64	Car as driver	1	F	8
West Daly (R)	55-64	Car as driver	1	M	10
West Daly (R)	55-64	Car as passenger	1	F	3
West Daly (R)	55-64	Car as passenger	1	M	4
West Daly (R)	55-64	Did not go to work		F	5
West Daly (R)	55-64	Did not go to work		M	3
West Daly (R)	55-64	Walked only	1	F	27
West Daly (R)	55-64	Walked only	1	M	18
West Daly (R)	65-74	Car as driver	1	F	3
West Daly (R)	65-74	Car as driver	1	M	6
West Daly (R)	65-74	Walked only	1	F	4
Unincorporated NT	15-24	Bicycle	1	F	10
Unincorporated NT	15-24	Bicycle	1	M	21
Unincorporated NT	15-24	Bus	1	F	13
Unincorporated NT	15-24	Bus	1	M	24
Unincorporated NT	15-24	Bus and car as passenger	2	M	3
Unincorporated NT	15-24	Car as driver	1	F	150
Unincorporated NT	15-24	Car as driver	1	M	207
Unincorporated NT	15-24	Car as passenger	1	F	31
Unincorporated NT	15-24	Car as passenger	1	M	38
Unincorporated NT	15-24	Did not go to work		F	13
Unincorporated NT	15-24	Did not go to work		M	29
Unincorporated NT	15-24	Method of travel not stated		F	6
Unincorporated NT	15-24	Method of travel not stated		M	3
Unincorporated NT	15-24	Motorbike scooter	1	F	3
Unincorporated NT	15-24	Motorbike scooter	1	M	12
Unincorporated NT	15-24	(Other)	1	F	7
Unincorporated NT	15-24	(Other)	1	M	11
Unincorporated NT	15-24	Other two methods	2	F	3
Unincorporated NT	15-24	Other two methods	2	M	3
Unincorporated NT	15-24	Walked only	1	F	91
Unincorporated NT	15-24	Walked only	1	M	75
Unincorporated NT	15-24	Worked at home		F	4
Unincorporated NT	25-34	Bicycle	1	F	19
Unincorporated NT	25-34	Bicycle	1	M	21
Unincorporated NT	25-34	Bus	1	F	17
Unincorporated NT	25-34	Bus	1	M	66
Unincorporated NT	25-34	Bus and car as driver	2	M	8
Unincorporated NT	25-34	Bus and other	2	M	8
Unincorporated NT	25-34	Bus and two other methods excludes train	3	M	6
Unincorporated NT	25-34	Car as driver	1	F	333
Unincorporated NT	25-34	Car as driver	1	M	576
Unincorporated NT	25-34	Car as passenger	1	F	56
Unincorporated NT	25-34	Car as passenger	1	M	69
Unincorporated NT	25-34	Did not go to work		F	75
Unincorporated NT	25-34	Did not go to work		M	64
Unincorporated NT	25-34	Method of travel not stated		F	15
Unincorporated NT	25-34	Method of travel not stated		M	16
Unincorporated NT	25-34	Motorbike scooter	1	F	11
Unincorporated NT	25-34	Motorbike scooter	1	M	19
Unincorporated NT	25-34	(Other)	1	F	9
Unincorporated NT	25-34	(Other)	1	M	46
Unincorporated NT	25-34	Other two methods	2	F	12
Unincorporated NT	25-34	Other two methods	2	M	23
Unincorporated NT	25-34	Truck	1	M	15
Unincorporated NT	25-34	Walked only	1	F	115
Unincorporated NT	25-34	Walked only	1	M	103
Unincorporated NT	25-34	Worked at home		F	10
Unincorporated NT	25-34	Worked at home		M	14
Unincorporated NT	35-44	Bicycle	1	F	13
Unincorporated NT	35-44	Bicycle	1	M	26
Unincorporated NT	35-44	Bus	1	F	12
Unincorporated NT	35-44	Bus	1	M	50
Unincorporated NT	35-44	Bus and car as driver	2	M	8
Unincorporated NT	35-44	Bus and other	2	M	3
Unincorporated NT	35-44	Bus and two other methods excludes train	3	M	3
Unincorporated NT	35-44	Car as driver	1	F	318
Unincorporated NT	35-44	Car as driver	1	M	594
Unincorporated NT	35-44	Car as passenger	1	F	30
Unincorporated NT	35-44	Car as passenger	1	M	52
Unincorporated NT	35-44	Did not go to work		F	39
Unincorporated NT	35-44	Did not go to work		M	71
Unincorporated NT	35-44	Method of travel not stated		F	7
Unincorporated NT	35-44	Method of travel not stated		M	14
Unincorporated NT	35-44	Motorbike scooter	1	F	11
Unincorporated NT	35-44	Motorbike scooter	1	M	22
Unincorporated NT	35-44	(Other)	1	F	3
Unincorporated NT	35-44	(Other)	1	M	39
Unincorporated NT	35-44	Other three methods	3	F	3
Unincorporated NT	35-44	Other three methods	3	M	3
Unincorporated NT	35-44	Other two methods	2	F	4
Unincorporated NT	35-44	Other two methods	2	M	17
Unincorporated NT	35-44	Taxi	1	M	3
Unincorporated NT	35-44	Truck	1	M	14
Unincorporated NT	35-44	Walked only	1	F	55
Unincorporated NT	35-44	Walked only	1	M	45
Unincorporated NT	35-44	Worked at home		F	25
Unincorporated NT	35-44	Worked at home		M	19
Unincorporated NT	45-54	Bicycle	1	F	12
Unincorporated NT	45-54	Bicycle	1	M	12
Unincorporated NT	45-54	Bus	1	F	8
Unincorporated NT	45-54	Bus	1	M	43
Unincorporated NT	45-54	Bus and car as driver	2	F	3
Unincorporated NT	45-54	Bus and car as driver	2	M	3
Unincorporated NT	45-54	Car as driver	1	F	278
Unincorporated NT	45-54	Car as driver	1	M	588
Unincorporated NT	45-54	Car as passenger	1	F	28
Unincorporated NT	45-54	Car as passenger	1	M	33
Unincorporated NT	45-54	Did not go to work		F	30
Unincorporated NT	45-54	Did not go to work		M	71
Unincorporated NT	45-54	Ferry	1	M	5
Unincorporated NT	45-54	Method of travel not stated		F	11
Unincorporated NT	45-54	Method of travel not stated		M	12
Unincorporated NT	45-54	Motorbike scooter	1	F	3
Unincorporated NT	45-54	Motorbike scooter	1	M	21
Unincorporated NT	45-54	(Other)	1	F	7
Unincorporated NT	45-54	(Other)	1	M	27
Unincorporated NT	45-54	Other three methods	3	M	3
Unincorporated NT	45-54	Other two methods	2	F	3
Unincorporated NT	45-54	Other two methods	2	M	18
Unincorporated NT	45-54	Taxi	1	F	4
Unincorporated NT	45-54	Taxi	1	M	5
Unincorporated NT	45-54	Train and two other methods	3	M	3
Unincorporated NT	45-54	Truck	1	M	6
Unincorporated NT	45-54	Walked only	1	F	50
Unincorporated NT	45-54	Walked only	1	M	49
Unincorporated NT	45-54	Worked at home		F	15
Unincorporated NT	45-54	Worked at home		M	18
Unincorporated NT	55-64	Bicycle	1	F	6
Unincorporated NT	55-64	Bicycle	1	M	6
Unincorporated NT	55-64	Bus	1	F	5
Unincorporated NT	55-64	Bus	1	M	33
Unincorporated NT	55-64	Car as driver	1	F	145
Unincorporated NT	55-64	Car as driver	1	M	367
Unincorporated NT	55-64	Car as passenger	1	F	19
Unincorporated NT	55-64	Car as passenger	1	M	15
Unincorporated NT	55-64	Did not go to work		F	33
Unincorporated NT	55-64	Did not go to work		M	58
Unincorporated NT	55-64	Method of travel not stated		F	5
Unincorporated NT	55-64	Method of travel not stated		M	11
Unincorporated NT	55-64	Motorbike scooter	1	M	12
Unincorporated NT	55-64	(Other)	1	F	5
Unincorporated NT	55-64	(Other)	1	M	15
Unincorporated NT	55-64	Other two methods	2	F	4
Unincorporated NT	55-64	Other two methods	2	M	11
Unincorporated NT	55-64	Truck	1	M	4
Unincorporated NT	55-64	Walked only	1	F	27
Unincorporated NT	55-64	Walked only	1	M	44
Unincorporated NT	55-64	Worked at home		F	6
Unincorporated NT	55-64	Worked at home		M	5
Unincorporated NT	65-74	Bicycle	1	M	3
Unincorporated NT	65-74	Car as driver	1	F	29
Unincorporated NT	65-74	Car as driver	1	M	75
Unincorporated NT	65-74	Car as passenger	1	M	3
Unincorporated NT	65-74	Did not go to work		F	5
Unincorporated NT	65-74	Did not go to work		M	6
Unincorporated NT	65-74	Method of travel not stated		M	3
Unincorporated NT	65-74	(Other)	1	M	8
Unincorporated NT	65-74	Other two methods	2	M	3
Unincorporated NT	65-74	Walked only	1	F	8
Unincorporated NT	65-74	Walked only	1	M	13
Unincorporated NT	65-74	Worked at home		F	5
Unincorporated NT	65-74	Worked at home		M	7
Unincorporated NT	75+	Car as driver	1	F	4
Unincorporated NT	75+	Car as driver	1	M	5
Unincorporated NT	75+	Did not go to work		M	3
No usual address (NT)	15-24	Bicycle	1	F	3
No usual address (NT)	15-24	Bus	1	F	10
No usual address (NT)	15-24	Bus	1	M	16
No usual address (NT)	15-24	Bus and car as driver	2	M	4
No usual address (NT)	15-24	Car as driver	1	F	28
No usual address (NT)	15-24	Car as driver	1	M	165
No usual address (NT)	15-24	Car as passenger	1	F	15
No usual address (NT)	15-24	Car as passenger	1	M	46
No usual address (NT)	15-24	Did not go to work		F	14
No usual address (NT)	15-24	Did not go to work		M	22
No usual address (NT)	15-24	Method of travel not stated		F	3
No usual address (NT)	15-24	Method of travel not stated		M	9
No usual address (NT)	15-24	Motorbike scooter	1	M	3
No usual address (NT)	15-24	(Other)	1	F	3
No usual address (NT)	15-24	(Other)	1	M	9
No usual address (NT)	15-24	Train	1	F	3
No usual address (NT)	15-24	Walked only	1	F	3
No usual address (NT)	15-24	Walked only	1	M	9
No usual address (NT)	15-24	Worked at home		F	4
No usual address (NT)	15-24	Worked at home		M	4
No usual address (NT)	25-34	Bicycle	1	M	7
No usual address (NT)	25-34	Bus	1	F	7
No usual address (NT)	25-34	Bus	1	M	144
No usual address (NT)	25-34	Bus and car as driver	2	M	27
No usual address (NT)	25-34	Bus and other	2	M	8
No usual address (NT)	25-34	Bus and two other methods excludes train	3	M	5
No usual address (NT)	25-34	Car as driver	1	F	120
No usual address (NT)	25-34	Car as driver	1	M	382
No usual address (NT)	25-34	Car as passenger	1	F	6
No usual address (NT)	25-34	Car as passenger	1	M	57
No usual address (NT)	25-34	Did not go to work		F	39
No usual address (NT)	25-34	Did not go to work		M	57
No usual address (NT)	25-34	Method of travel not stated		M	19
No usual address (NT)	25-34	Motorbike scooter	1	F	3
No usual address (NT)	25-34	Motorbike scooter	1	M	5
No usual address (NT)	25-34	(Other)	1	F	6
No usual address (NT)	25-34	(Other)	1	M	39
No usual address (NT)	25-34	Other two methods	2	F	7
No usual address (NT)	25-34	Other two methods	2	M	17
No usual address (NT)	25-34	Taxi	1	M	3
No usual address (NT)	25-34	Truck	1	M	16
No usual address (NT)	25-34	Walked only	1	F	6
No usual address (NT)	25-34	Walked only	1	M	22
No usual address (NT)	25-34	Worked at home		F	9
No usual address (NT)	25-34	Worked at home		M	3
No usual address (NT)	35-44	Bicycle	1	F	6
No usual address (NT)	35-44	Bus	1	M	96
No usual address (NT)	35-44	Bus and car as driver	2	M	11
No usual address (NT)	35-44	Bus and car as passenger	2	M	3
No usual address (NT)	35-44	Car as driver	1	F	112
No usual address (NT)	35-44	Car as driver	1	M	344
No usual address (NT)	35-44	Car as passenger	1	F	17
No usual address (NT)	35-44	Car as passenger	1	M	39
No usual address (NT)	35-44	Did not go to work		F	32
No usual address (NT)	35-44	Did not go to work		M	51
No usual address (NT)	35-44	Method of travel not stated		M	12
No usual address (NT)	35-44	Motorbike scooter	1	M	3
No usual address (NT)	35-44	(Other)	1	F	3
No usual address (NT)	35-44	(Other)	1	M	17
No usual address (NT)	35-44	Other two methods	2	M	12
No usual address (NT)	35-44	Taxi	1	M	3
No usual address (NT)	35-44	Truck	1	M	34
No usual address (NT)	35-44	Walked only	1	M	12
No usual address (NT)	35-44	Worked at home		F	7
No usual address (NT)	35-44	Worked at home		M	10
No usual address (NT)	45-54	Bus	1	F	10
No usual address (NT)	45-54	Bus	1	M	49
No usual address (NT)	45-54	Bus and car as driver	2	M	8
No usual address (NT)	45-54	Bus and car as passenger	2	M	3
No usual address (NT)	45-54	Bus and other	2	M	4
No usual address (NT)	45-54	Car as driver	1	F	100
No usual address (NT)	45-54	Car as driver	1	M	304
No usual address (NT)	45-54	Car as passenger	1	F	14
No usual address (NT)	45-54	Car as passenger	1	M	36
No usual address (NT)	45-54	Did not go to work		F	30
No usual address (NT)	45-54	Did not go to work		M	64
No usual address (NT)	45-54	Ferry	1	M	3
No usual address (NT)	45-54	Method of travel not stated		F	3
No usual address (NT)	45-54	Method of travel not stated		M	5
No usual address (NT)	45-54	Motorbike scooter	1	M	4
No usual address (NT)	45-54	(Other)	1	F	7
No usual address (NT)	45-54	(Other)	1	M	31
No usual address (NT)	45-54	Other two methods	2	M	5
No usual address (NT)	45-54	Taxi	1	F	3
No usual address (NT)	45-54	Taxi	1	M	3
No usual address (NT)	45-54	Truck	1	M	33
No usual address (NT)	45-54	Walked only	1	F	5
No usual address (NT)	45-54	Walked only	1	M	18
No usual address (NT)	45-54	Worked at home		F	8
No usual address (NT)	45-54	Worked at home		M	11
No usual address (NT)	55-64	Bicycle	1	M	3
No usual address (NT)	55-64	Bus	1	F	9
No usual address (NT)	55-64	Bus	1	M	30
No usual address (NT)	55-64	Bus and car as driver	2	M	3
No usual address (NT)	55-64	Car as driver	1	F	72
No usual address (NT)	55-64	Car as driver	1	M	190
No usual address (NT)	55-64	Car as passenger	1	F	13
No usual address (NT)	55-64	Car as passenger	1	M	7
No usual address (NT)	55-64	Did not go to work		F	34
No usual address (NT)	55-64	Did not go to work		M	75
No usual address (NT)	55-64	Method of travel not stated		F	3
No usual address (NT)	55-64	Method of travel not stated		M	11
No usual address (NT)	55-64	Motorbike scooter	1	M	3
No usual address (NT)	55-64	(Other)	1	F	4
No usual address (NT)	55-64	(Other)	1	M	22
No usual address (NT)	55-64	Other two methods	2	F	3
No usual address (NT)	55-64	Other two methods	2	M	3
No usual address (NT)	55-64	Truck	1	M	28
No usual address (NT)	55-64	Walked only	1	F	10
No usual address (NT)	55-64	Walked only	1	M	15
No usual address (NT)	55-64	Worked at home		F	13
No usual address (NT)	55-64	Worked at home		M	8
No usual address (NT)	65-74	Car as driver	1	F	8
No usual address (NT)	65-74	Car as driver	1	M	47
No usual address (NT)	65-74	Car as passenger	1	F	3
No usual address (NT)	65-74	Car as passenger	1	M	3
No usual address (NT)	65-74	Did not go to work		F	8
No usual address (NT)	65-74	Did not go to work		M	19
No usual address (NT)	65-74	Method of travel not stated		F	4
No usual address (NT)	65-74	Method of travel not stated		M	5
No usual address (NT)	65-74	(Other)	1	F	3
No usual address (NT)	65-74	(Other)	1	M	4
No usual address (NT)	65-74	Truck	1	M	9
No usual address (NT)	65-74	Worked at home		F	3
No usual address (NT)	75+	Car as driver	1	F	3
No usual address (NT)	75+	Car as driver	1	M	3
No usual address (NT)	75+	Did not go to work		F	3
No usual address (NT)	75+	Worked at home		M	3
Migratory - Offshore - Shipping (NT)	15-24	(Other)	1	M	4
Migratory - Offshore - Shipping (NT)	25-34	Car as driver	1	M	5
Migratory - Offshore - Shipping (NT)	25-34	Did not go to work		F	3
Migratory - Offshore - Shipping (NT)	25-34	Did not go to work		M	3
Migratory - Offshore - Shipping (NT)	25-34	(Other)	1	F	3
Migratory - Offshore - Shipping (NT)	25-34	(Other)	1	M	12
Migratory - Offshore - Shipping (NT)	35-44	Bus	1	M	3
Migratory - Offshore - Shipping (NT)	35-44	(Other)	1	M	11
Migratory - Offshore - Shipping (NT)	45-54	Did not go to work		M	5
Migratory - Offshore - Shipping (NT)	45-54	(Other)	1	M	15
Migratory - Offshore - Shipping (NT)	55-64	Bus	1	M	3
Migratory - Offshore - Shipping (NT)	55-64	Did not go to work		M	3
Migratory - Offshore - Shipping (NT)	55-64	(Other)	1	M	5
Migratory - Offshore - Shipping (NT)	55-64	Walked only	1	M	3
Unincorporated ACT	15-24	Bicycle	1	F	278
Unincorporated ACT	15-24	Bicycle	1	M	376
Unincorporated ACT	15-24	Bus	1	F	1353
Unincorporated ACT	15-24	Bus	1	M	959
Unincorporated ACT	15-24	Bus and car as driver	2	F	47
Unincorporated ACT	15-24	Bus and car as driver	2	M	53
Unincorporated ACT	15-24	Bus and car as passenger	2	F	135
Unincorporated ACT	15-24	Bus and car as passenger	2	M	98
Unincorporated ACT	15-24	Bus and other	2	F	26
Unincorporated ACT	15-24	Bus and other	2	M	25
Unincorporated ACT	15-24	Bus and two other methods excludes train	3	F	25
Unincorporated ACT	15-24	Bus and two other methods excludes train	3	M	21
Unincorporated ACT	15-24	Car as driver	1	F	8761
Unincorporated ACT	15-24	Car as driver	1	M	8237
Unincorporated ACT	15-24	Car as passenger	1	F	1916
Unincorporated ACT	15-24	Car as passenger	1	M	1485
Unincorporated ACT	15-24	Did not go to work		F	3072
Unincorporated ACT	15-24	Did not go to work		M	2035
Unincorporated ACT	15-24	Ferry	1	F	5
Unincorporated ACT	15-24	Method of travel not stated		F	152
Unincorporated ACT	15-24	Method of travel not stated		M	133
Unincorporated ACT	15-24	Motorbike scooter	1	F	27
Unincorporated ACT	15-24	Motorbike scooter	1	M	185
Unincorporated ACT	15-24	(Other)	1	F	38
Unincorporated ACT	15-24	(Other)	1	M	154
Unincorporated ACT	15-24	Other three methods	3	M	3
Unincorporated ACT	15-24	Other two methods	2	F	117
Unincorporated ACT	15-24	Other two methods	2	M	119
Unincorporated ACT	15-24	Taxi	1	F	30
Unincorporated ACT	15-24	Taxi	1	M	16
Unincorporated ACT	15-24	Train	1	F	3
Unincorporated ACT	15-24	Train	1	M	5
Unincorporated ACT	15-24	Train and car as driver	2	F	3
Unincorporated ACT	15-24	Train and car as driver	2	M	5
Unincorporated ACT	15-24	Train and car as passenger	2	F	3
Unincorporated ACT	15-24	Tram includes light rail	1	M	3
Unincorporated ACT	15-24	Truck	1	M	35
Unincorporated ACT	15-24	Walked only	1	F	1117
Unincorporated ACT	15-24	Walked only	1	M	1393
Unincorporated ACT	15-24	Worked at home		F	158
Unincorporated ACT	15-24	Worked at home		M	159
Unincorporated ACT	25-34	Bicycle	1	F	489
Unincorporated ACT	25-34	Bicycle	1	M	935
Unincorporated ACT	25-34	Bus	1	F	2043
Unincorporated ACT	25-34	Bus	1	M	1814
Unincorporated ACT	25-34	Bus and car as driver	2	F	123
Unincorporated ACT	25-34	Bus and car as driver	2	M	107
Unincorporated ACT	25-34	Bus and car as passenger	2	F	129
Unincorporated ACT	25-34	Bus and car as passenger	2	M	58
Unincorporated ACT	25-34	Bus and other	2	F	47
Unincorporated ACT	25-34	Bus and other	2	M	57
Unincorporated ACT	25-34	Bus and two other methods excludes train	3	F	22
Unincorporated ACT	25-34	Bus and two other methods excludes train	3	M	22
Unincorporated ACT	25-34	Car as driver	1	F	16011
Unincorporated ACT	25-34	Car as driver	1	M	17968
Unincorporated ACT	25-34	Car as passenger	1	F	2451
Unincorporated ACT	25-34	Car as passenger	1	M	1116
Unincorporated ACT	25-34	Did not go to work		F	3851
Unincorporated ACT	25-34	Did not go to work		M	1570
Unincorporated ACT	25-34	Ferry	1	F	7
Unincorporated ACT	25-34	Ferry	1	M	10
Unincorporated ACT	25-34	Method of travel not stated		F	121
Unincorporated ACT	25-34	Method of travel not stated		M	172
Unincorporated ACT	25-34	Motorbike scooter	1	F	54
Unincorporated ACT	25-34	Motorbike scooter	1	M	457
Unincorporated ACT	25-34	(Other)	1	F	93
Unincorporated ACT	25-34	(Other)	1	M	155
Unincorporated ACT	25-34	Other three methods	3	F	10
Unincorporated ACT	25-34	Other three methods	3	M	27
Unincorporated ACT	25-34	Other two methods	2	F	204
Unincorporated ACT	25-34	Other two methods	2	M	284
Unincorporated ACT	25-34	Taxi	1	F	40
Unincorporated ACT	25-34	Taxi	1	M	57
Unincorporated ACT	25-34	Train	1	F	14
Unincorporated ACT	25-34	Train	1	M	26
Unincorporated ACT	25-34	Train and bus	2	F	4
Unincorporated ACT	25-34	Train and car as driver	2	F	10
Unincorporated ACT	25-34	Train and car as driver	2	M	12
Unincorporated ACT	25-34	Train and other	2	M	3
Unincorporated ACT	25-34	Train and two other methods	3	F	4
Unincorporated ACT	25-34	Train and two other methods	3	M	10
Unincorporated ACT	25-34	Tram includes light rail	1	F	7
Unincorporated ACT	25-34	Tram includes light rail	1	M	4
Unincorporated ACT	25-34	Truck	1	F	3
Unincorporated ACT	25-34	Truck	1	M	131
Unincorporated ACT	25-34	Walked only	1	F	1535
Unincorporated ACT	25-34	Walked only	1	M	1706
Unincorporated ACT	25-34	Worked at home		F	622
Unincorporated ACT	25-34	Worked at home		M	307
Unincorporated ACT	35-44	Bicycle	1	F	375
Unincorporated ACT	35-44	Bicycle	1	M	1084
Unincorporated ACT	35-44	Bus	1	F	1121
Unincorporated ACT	35-44	Bus	1	M	1437
Unincorporated ACT	35-44	Bus and car as driver	2	F	130
Unincorporated ACT	35-44	Bus and car as driver	2	M	129
Unincorporated ACT	35-44	Bus and car as passenger	2	F	71
