STE_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Northern Territory	75+	Employee		9
Northern Territory	75+	Employee	0	12
Northern Territory	75+	Employee	1	35
Northern Territory	75+	Employee	16	21
Northern Territory	75+	Employee	25	17
Northern Territory	75+	Employee	35	29
Northern Territory	75+	Employee	40	20
Northern Territory	75+	Employee	41	13
Northern Territory	75+	Employee	49	27
Northern Territory	75+	Owner managers of incorporated enterprises	0	3
Northern Territory	75+	Owner managers of incorporated enterprises	1	6
Northern Territory	75+	Owner managers of incorporated enterprises	16	3
Northern Territory	75+	Owner managers of incorporated enterprises	25	3
Northern Territory	75+	Owner managers of incorporated enterprises	35	3
Northern Territory	75+	Owner managers of incorporated enterprises	40	8
Northern Territory	75+	Owner managers of incorporated enterprises	41	6
Northern Territory	75+	Owner managers of incorporated enterprises	49	13
Northern Territory	75+	Owner managers of unincorporated enterprises	0	3
Northern Territory	75+	Owner managers of unincorporated enterprises	1	20
Northern Territory	75+	Owner managers of unincorporated enterprises	16	5
Northern Territory	75+	Owner managers of unincorporated enterprises	25	8
Northern Territory	75+	Owner managers of unincorporated enterprises	35	5
Northern Territory	75+	Owner managers of unincorporated enterprises	40	8
Northern Territory	75+	Owner managers of unincorporated enterprises	41	3
Northern Territory	75+	Owner managers of unincorporated enterprises	49	13
Australian Capital Territory	15-19			16
Australian Capital Territory	15-19		0	6
Australian Capital Territory	15-19		1	32
Australian Capital Territory	15-19		16	6
Australian Capital Territory	15-19		25	5
Australian Capital Territory	15-19		35	4
Australian Capital Territory	15-19		40	4
Australian Capital Territory	15-19	Contributing family workers		5
Australian Capital Territory	15-19	Contributing family workers	1	27
Australian Capital Territory	15-19	Contributing family workers	16	4
Australian Capital Territory	15-19	Contributing family workers	25	3
Australian Capital Territory	15-19	Contributing family workers	49	4
Australian Capital Territory	15-19	Employee		354
Australian Capital Territory	15-19	Employee	0	422
Australian Capital Territory	15-19	Employee	1	6191
Australian Capital Territory	15-19	Employee	16	1342
Australian Capital Territory	15-19	Employee	25	866
Australian Capital Territory	15-19	Employee	35	823
Australian Capital Territory	15-19	Employee	40	657
Australian Capital Territory	15-19	Employee	41	276
Australian Capital Territory	15-19	Employee	49	397
Australian Capital Territory	15-19	Owner managers of incorporated enterprises		3
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	1	19
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	25	7
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	40	3
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	49	5
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises		3
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	0	3
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	1	62
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	16	6
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	40	3
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	41	6
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	49	8
Australian Capital Territory	20-24			26
Australian Capital Territory	20-24		0	10
Australian Capital Territory	20-24		1	13
Australian Capital Territory	20-24		16	12
Australian Capital Territory	20-24		25	16
Australian Capital Territory	20-24		35	8
Australian Capital Territory	20-24		40	14
Australian Capital Territory	20-24		41	9
Australian Capital Territory	20-24		49	4
Australian Capital Territory	20-24	Contributing family workers		4
Australian Capital Territory	20-24	Contributing family workers	1	20
Australian Capital Territory	20-24	Contributing family workers	16	13
Australian Capital Territory	20-24	Contributing family workers	25	3
Australian Capital Territory	20-24	Contributing family workers	49	8
Australian Capital Territory	20-24	Employee		525
Australian Capital Territory	20-24	Employee	0	701
Australian Capital Territory	20-24	Employee	1	3938
Australian Capital Territory	20-24	Employee	16	2822
Australian Capital Territory	20-24	Employee	25	2303
Australian Capital Territory	20-24	Employee	35	4741
Australian Capital Territory	20-24	Employee	40	3455
Australian Capital Territory	20-24	Employee	41	1589
Australian Capital Territory	20-24	Employee	49	1684
Australian Capital Territory	20-24	Owner managers of incorporated enterprises		3
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	1	11
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	16	13
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	25	16
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	35	20
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	40	29
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	41	17
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	49	33
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises		11
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	0	14
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	1	113
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	16	33
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	25	31
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	35	29
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	40	49
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	41	29
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	49	61
Australian Capital Territory	25-29			17
Australian Capital Territory	25-29		0	15
Australian Capital Territory	25-29		1	4
Australian Capital Territory	25-29		16	5
Australian Capital Territory	25-29		25	12
Australian Capital Territory	25-29		35	18
Australian Capital Territory	25-29		40	15
Australian Capital Territory	25-29		41	4
Australian Capital Territory	25-29		49	13
Australian Capital Territory	25-29	Contributing family workers		3
Australian Capital Territory	25-29	Contributing family workers	1	20
Australian Capital Territory	25-29	Contributing family workers	16	11
Australian Capital Territory	25-29	Contributing family workers	25	5
Australian Capital Territory	25-29	Contributing family workers	35	10
Australian Capital Territory	25-29	Contributing family workers	40	7
Australian Capital Territory	25-29	Contributing family workers	41	4
Australian Capital Territory	25-29	Contributing family workers	49	9
Australian Capital Territory	25-29	Employee		359
Australian Capital Territory	25-29	Employee	0	1143
Australian Capital Territory	25-29	Employee	1	1424
Australian Capital Territory	25-29	Employee	16	1674
Australian Capital Territory	25-29	Employee	25	1832
Australian Capital Territory	25-29	Employee	35	7820
Australian Capital Territory	25-29	Employee	40	5809
Australian Capital Territory	25-29	Employee	41	3022
Australian Capital Territory	25-29	Employee	49	2782
Australian Capital Territory	25-29	Owner managers of incorporated enterprises		6
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	0	3
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	1	20
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	16	13
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	25	30
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	35	60
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	40	121
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	41	59
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	49	205
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises		14
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	0	13
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	1	99
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	16	51
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	25	71
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	35	79
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	40	125
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	41	58
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	49	118
Australian Capital Territory	30-34			24
Australian Capital Territory	30-34		0	7
Australian Capital Territory	30-34		1	8
Australian Capital Territory	30-34		16	8
Australian Capital Territory	30-34		25	8
Australian Capital Territory	30-34		35	20
Australian Capital Territory	30-34		40	13
Australian Capital Territory	30-34		41	10
Australian Capital Territory	30-34		49	11
Australian Capital Territory	30-34	Contributing family workers		4
Australian Capital Territory	30-34	Contributing family workers	0	3
Australian Capital Territory	30-34	Contributing family workers	1	42
Australian Capital Territory	30-34	Contributing family workers	16	13
Australian Capital Territory	30-34	Contributing family workers	25	3
Australian Capital Territory	30-34	Contributing family workers	35	3
Australian Capital Territory	30-34	Contributing family workers	40	15
Australian Capital Territory	30-34	Contributing family workers	41	4
Australian Capital Territory	30-34	Contributing family workers	49	20
Australian Capital Territory	30-34	Employee		334
Australian Capital Territory	30-34	Employee	0	1863
Australian Capital Territory	30-34	Employee	1	1216
Australian Capital Territory	30-34	Employee	16	1997
Australian Capital Territory	30-34	Employee	25	2359
Australian Capital Territory	30-34	Employee	35	7357
Australian Capital Territory	30-34	Employee	40	6171
Australian Capital Territory	30-34	Employee	41	2987
Australian Capital Territory	30-34	Employee	49	3005
Australian Capital Territory	30-34	Owner managers of incorporated enterprises		20
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	0	15
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	1	50
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	16	49
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	25	59
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	35	92
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	40	227
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	41	94
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	49	377
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises		12
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	0	27
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	1	149
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	16	76
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	25	107
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	35	97
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	40	183
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	41	66
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	49	179
Australian Capital Territory	35-39			20
Australian Capital Territory	35-39		0	6
Australian Capital Territory	35-39		1	11
Australian Capital Territory	35-39		16	6
Australian Capital Territory	35-39		25	11
Australian Capital Territory	35-39		35	12
Australian Capital Territory	35-39		40	21
Australian Capital Territory	35-39		49	17
Australian Capital Territory	35-39	Contributing family workers		3
Australian Capital Territory	35-39	Contributing family workers	0	5
Australian Capital Territory	35-39	Contributing family workers	1	34
Australian Capital Territory	35-39	Contributing family workers	16	16
Australian Capital Territory	35-39	Contributing family workers	25	11
Australian Capital Territory	35-39	Contributing family workers	35	9
Australian Capital Territory	35-39	Contributing family workers	40	14
Australian Capital Territory	35-39	Contributing family workers	41	6
Australian Capital Territory	35-39	Contributing family workers	49	28
Australian Capital Territory	35-39	Employee		311
Australian Capital Territory	35-39	Employee	0	1297
Australian Capital Territory	35-39	Employee	1	1084
Australian Capital Territory	35-39	Employee	16	1909
Australian Capital Territory	35-39	Employee	25	2579
Australian Capital Territory	35-39	Employee	35	6325
Australian Capital Territory	35-39	Employee	40	5575
Australian Capital Territory	35-39	Employee	41	2657
Australian Capital Territory	35-39	Employee	49	2908
Australian Capital Territory	35-39	Owner managers of incorporated enterprises		24
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	0	26
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	1	68
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	16	49
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	25	101
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	35	95
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	40	295
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	41	109
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	49	448
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises		19
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	0	18
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	1	172
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	16	113
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	25	143
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	35	102
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	40	162
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	41	69
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	49	198
Australian Capital Territory	40-44			23
Australian Capital Territory	40-44		0	7
Australian Capital Territory	40-44		1	10
Australian Capital Territory	40-44		16	12
Australian Capital Territory	40-44		25	8
Australian Capital Territory	40-44		35	21
Australian Capital Territory	40-44		40	22
Australian Capital Territory	40-44		41	12
Australian Capital Territory	40-44		49	18
Australian Capital Territory	40-44	Contributing family workers		7
Australian Capital Territory	40-44	Contributing family workers	0	6
Australian Capital Territory	40-44	Contributing family workers	1	27
Australian Capital Territory	40-44	Contributing family workers	16	15
Australian Capital Territory	40-44	Contributing family workers	25	14
Australian Capital Territory	40-44	Contributing family workers	35	11
Australian Capital Territory	40-44	Contributing family workers	40	13
Australian Capital Territory	40-44	Contributing family workers	41	6
Australian Capital Territory	40-44	Contributing family workers	49	30
Australian Capital Territory	40-44	Employee		227
Australian Capital Territory	40-44	Employee	0	775
Australian Capital Territory	40-44	Employee	1	926
Australian Capital Territory	40-44	Employee	16	1491
Australian Capital Territory	40-44	Employee	25	2568
Australian Capital Territory	40-44	Employee	35	5822
Australian Capital Territory	40-44	Employee	40	5607
Australian Capital Territory	40-44	Employee	41	2880
Australian Capital Territory	40-44	Employee	49	3252
Australian Capital Territory	40-44	Owner managers of incorporated enterprises		20
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	0	13
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	1	70
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	16	69
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	25	124
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	35	111
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	40	341
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	41	159
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	49	513
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises		18
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	0	15
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	1	171
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	16	112
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	25	153
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	35	86
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	40	187
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	41	73
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	49	239
Australian Capital Territory	45-49			24
Australian Capital Territory	45-49		0	10
Australian Capital Territory	45-49		1	3
Australian Capital Territory	45-49		16	7
Australian Capital Territory	45-49		25	16
Australian Capital Territory	45-49		35	22
Australian Capital Territory	45-49		40	16
Australian Capital Territory	45-49		41	7
Australian Capital Territory	45-49		49	27
Australian Capital Territory	45-49	Contributing family workers		10
Australian Capital Territory	45-49	Contributing family workers	0	4
Australian Capital Territory	45-49	Contributing family workers	1	39
Australian Capital Territory	45-49	Contributing family workers	16	24
Australian Capital Territory	45-49	Contributing family workers	25	22
Australian Capital Territory	45-49	Contributing family workers	35	16
Australian Capital Territory	45-49	Contributing family workers	40	19
Australian Capital Territory	45-49	Contributing family workers	49	25
Australian Capital Territory	45-49	Employee		223
Australian Capital Territory	45-49	Employee	0	648
Australian Capital Territory	45-49	Employee	1	796
Australian Capital Territory	45-49	Employee	16	1150
Australian Capital Territory	45-49	Employee	25	2307
Australian Capital Territory	45-49	Employee	35	5661
Australian Capital Territory	45-49	Employee	40	5245
Australian Capital Territory	45-49	Employee	41	2986
Australian Capital Territory	45-49	Employee	49	3449
Australian Capital Territory	45-49	Owner managers of incorporated enterprises		18
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	0	14
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	1	51
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	16	60
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	25	143
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	35	116
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	40	349
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	41	177
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	49	627
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises		25
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	0	21
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	1	152
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	16	107
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	25	154
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	35	102
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	40	216
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	41	103
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	49	266
Australian Capital Territory	50-54			24
Australian Capital Territory	50-54		0	16
Australian Capital Territory	50-54		1	11
Australian Capital Territory	50-54		16	6
Australian Capital Territory	50-54		25	6
Australian Capital Territory	50-54		35	12
Australian Capital Territory	50-54		40	19
Australian Capital Territory	50-54		41	7
Australian Capital Territory	50-54		49	20
Australian Capital Territory	50-54	Contributing family workers		7
Australian Capital Territory	50-54	Contributing family workers	0	7
Australian Capital Territory	50-54	Contributing family workers	1	21
Australian Capital Territory	50-54	Contributing family workers	16	17
Australian Capital Territory	50-54	Contributing family workers	25	19
Australian Capital Territory	50-54	Contributing family workers	35	6
Australian Capital Territory	50-54	Contributing family workers	40	14
Australian Capital Territory	50-54	Contributing family workers	41	13
Australian Capital Territory	50-54	Contributing family workers	49	34
Australian Capital Territory	50-54	Employee		186
Australian Capital Territory	50-54	Employee	0	787
Australian Capital Territory	50-54	Employee	1	680
Australian Capital Territory	50-54	Employee	16	1024
Australian Capital Territory	50-54	Employee	25	1806
Australian Capital Territory	50-54	Employee	35	5044
Australian Capital Territory	50-54	Employee	40	4492
Australian Capital Territory	50-54	Employee	41	2705
Australian Capital Territory	50-54	Employee	49	3164
Australian Capital Territory	50-54	Owner managers of incorporated enterprises		15
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	0	13
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	1	54
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	16	62
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	25	125
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	35	115
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	40	294
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	41	137
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	49	515
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises		11
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	0	30
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	1	161
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	16	108
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	25	151
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	35	111
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	40	184
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	41	98
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	49	283
Australian Capital Territory	55-59			20
Australian Capital Territory	55-59		0	6
Australian Capital Territory	55-59		1	3
Australian Capital Territory	55-59		16	14
Australian Capital Territory	55-59		25	10
Australian Capital Territory	55-59		35	13
Australian Capital Territory	55-59		40	16
Australian Capital Territory	55-59		41	6
Australian Capital Territory	55-59		49	10
Australian Capital Territory	55-59	Contributing family workers	0	3
Australian Capital Territory	55-59	Contributing family workers	1	41
Australian Capital Territory	55-59	Contributing family workers	16	16
Australian Capital Territory	55-59	Contributing family workers	25	14
Australian Capital Territory	55-59	Contributing family workers	35	9
Australian Capital Territory	55-59	Contributing family workers	40	16
Australian Capital Territory	55-59	Contributing family workers	41	6
Australian Capital Territory	55-59	Contributing family workers	49	34
Australian Capital Territory	55-59	Employee		156
Australian Capital Territory	55-59	Employee	0	701
Australian Capital Territory	55-59	Employee	1	740
Australian Capital Territory	55-59	Employee	16	1030
Australian Capital Territory	55-59	Employee	25	1355
Australian Capital Territory	55-59	Employee	35	3938
Australian Capital Territory	55-59	Employee	40	3198
Australian Capital Territory	55-59	Employee	41	1907
Australian Capital Territory	55-59	Employee	49	2253
Australian Capital Territory	55-59	Owner managers of incorporated enterprises		9
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	0	32
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	1	68
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	16	67
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	25	93
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	35	85
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	40	224
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	41	107
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	49	420
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises		11
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	0	37
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	1	173
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	16	137
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	25	148
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	35	96
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	40	164
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	41	77
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	49	201
Australian Capital Territory	60-64			21
Australian Capital Territory	60-64		0	13
Australian Capital Territory	60-64		1	6
Australian Capital Territory	60-64		16	7
Australian Capital Territory	60-64		25	4
Australian Capital Territory	60-64		35	14
Australian Capital Territory	60-64		40	10
Australian Capital Territory	60-64		41	5
Australian Capital Territory	60-64		49	15
Australian Capital Territory	60-64	Contributing family workers		5
Australian Capital Territory	60-64	Contributing family workers	0	5
Australian Capital Territory	60-64	Contributing family workers	1	43
Australian Capital Territory	60-64	Contributing family workers	16	12
Australian Capital Territory	60-64	Contributing family workers	25	17
Australian Capital Territory	60-64	Contributing family workers	35	7
Australian Capital Territory	60-64	Contributing family workers	40	14
Australian Capital Territory	60-64	Contributing family workers	41	3
Australian Capital Territory	60-64	Contributing family workers	49	16
Australian Capital Territory	60-64	Employee		82
Australian Capital Territory	60-64	Employee	0	480
Australian Capital Territory	60-64	Employee	1	779
Australian Capital Territory	60-64	Employee	16	837
Australian Capital Territory	60-64	Employee	25	995
Australian Capital Territory	60-64	Employee	35	2064
Australian Capital Territory	60-64	Employee	40	1569
Australian Capital Territory	60-64	Employee	41	867
Australian Capital Territory	60-64	Employee	49	1132
Australian Capital Territory	60-64	Owner managers of incorporated enterprises		3
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	0	22
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	1	85
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	16	79
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	25	83
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	35	64
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	40	158
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	41	71
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	49	242
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises		12
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	0	28
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	1	221
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	16	120
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	25	118
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	35	61
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	40	119
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	41	54
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	49	153
Australian Capital Territory	65-69			13
Australian Capital Territory	65-69		0	9
Australian Capital Territory	65-69		1	12
Australian Capital Territory	65-69		16	8
Australian Capital Territory	65-69		25	3
Australian Capital Territory	65-69		35	8
Australian Capital Territory	65-69		40	12
Australian Capital Territory	65-69		49	4
Australian Capital Territory	65-69	Contributing family workers		4
Australian Capital Territory	65-69	Contributing family workers	0	3
Australian Capital Territory	65-69	Contributing family workers	1	52
Australian Capital Territory	65-69	Contributing family workers	16	18
Australian Capital Territory	65-69	Contributing family workers	25	14
Australian Capital Territory	65-69	Contributing family workers	35	7
Australian Capital Territory	65-69	Contributing family workers	40	11
Australian Capital Territory	65-69	Contributing family workers	41	4
Australian Capital Territory	65-69	Contributing family workers	49	20
Australian Capital Territory	65-69	Employee		41
Australian Capital Territory	65-69	Employee	0	229
Australian Capital Territory	65-69	Employee	1	613
Australian Capital Territory	65-69	Employee	16	467
Australian Capital Territory	65-69	Employee	25	424
Australian Capital Territory	65-69	Employee	35	667
Australian Capital Territory	65-69	Employee	40	526
Australian Capital Territory	65-69	Employee	41	240
Australian Capital Territory	65-69	Employee	49	342
Australian Capital Territory	65-69	Owner managers of incorporated enterprises		6
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	0	14
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	1	85
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	16	57
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	25	71
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	35	39
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	40	86
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	41	43
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	49	123
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises		4
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	0	27
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	1	204
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	16	104
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	25	82
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	35	38
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	40	62
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	41	28
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	49	73
Australian Capital Territory	70-74			15
Australian Capital Territory	70-74		1	7
Australian Capital Territory	70-74		16	3
Australian Capital Territory	70-74		25	3
Australian Capital Territory	70-74		41	3
Australian Capital Territory	70-74		49	3
Australian Capital Territory	70-74	Contributing family workers		7
Australian Capital Territory	70-74	Contributing family workers	0	7
Australian Capital Territory	70-74	Contributing family workers	1	33
Australian Capital Territory	70-74	Contributing family workers	16	9
Australian Capital Territory	70-74	Contributing family workers	25	10
Australian Capital Territory	70-74	Contributing family workers	35	3
Australian Capital Territory	70-74	Contributing family workers	40	11
Australian Capital Territory	70-74	Contributing family workers	49	6
Australian Capital Territory	70-74	Employee		12
Australian Capital Territory	70-74	Employee	0	54
Australian Capital Territory	70-74	Employee	1	255
Australian Capital Territory	70-74	Employee	16	164
Australian Capital Territory	70-74	Employee	25	104
Australian Capital Territory	70-74	Employee	35	121
Australian Capital Territory	70-74	Employee	40	91
Australian Capital Territory	70-74	Employee	41	49
Australian Capital Territory	70-74	Employee	49	59
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	0	5
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	1	53
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	16	24
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	25	29
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	35	13
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	40	31
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	41	10
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	49	50
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises		4
