STE_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Western Australia	65-74	Train and two other methods	3	F	46
Western Australia	65-74	Train and two other methods	3	M	27
Western Australia	65-74	Tram includes light rail	1	M	3
Western Australia	65-74	Truck	1	F	11
Western Australia	65-74	Truck	1	M	570
Western Australia	65-74	Walked only	1	F	580
Western Australia	65-74	Walked only	1	M	942
Western Australia	65-74	Worked at home		F	2431
Western Australia	65-74	Worked at home		M	3145
Western Australia	75+	Bicycle	1	F	3
Western Australia	75+	Bicycle	1	M	15
Western Australia	75+	Bus	1	F	16
Western Australia	75+	Bus	1	M	34
Western Australia	75+	Bus and car as driver	2	F	3
Western Australia	75+	Bus and car as driver	2	M	8
Western Australia	75+	Car as driver	1	F	644
Western Australia	75+	Car as driver	1	M	1696
Western Australia	75+	Car as passenger	1	F	106
Western Australia	75+	Car as passenger	1	M	65
Western Australia	75+	Did not go to work		F	237
Western Australia	75+	Did not go to work		M	402
Western Australia	75+	Method of travel not stated		F	169
Western Australia	75+	Method of travel not stated		M	170
Western Australia	75+	Motorbike scooter	1	F	4
Western Australia	75+	Motorbike scooter	1	M	23
Western Australia	75+	(Other)	1	F	23
Western Australia	75+	(Other)	1	M	82
Western Australia	75+	Other two methods	2	F	9
Western Australia	75+	Other two methods	2	M	17
Western Australia	75+	Taxi	1	F	3
Western Australia	75+	Taxi	1	M	11
Western Australia	75+	Train	1	F	9
Western Australia	75+	Train	1	M	14
Western Australia	75+	Train and bus	2	F	10
Western Australia	75+	Train and bus	2	M	16
Western Australia	75+	Train and car as driver	2	F	3
Western Australia	75+	Train and car as driver	2	M	8
Western Australia	75+	Train and two other methods	3	F	4
Western Australia	75+	Truck	1	F	8
Western Australia	75+	Truck	1	M	77
Western Australia	75+	Walked only	1	F	65
Western Australia	75+	Walked only	1	M	181
Western Australia	75+	Worked at home		F	464
Western Australia	75+	Worked at home		M	946
Tasmania	15-24	Bicycle	1	F	49
Tasmania	15-24	Bicycle	1	M	117
Tasmania	15-24	Bus	1	F	765
Tasmania	15-24	Bus	1	M	582
Tasmania	15-24	Bus and car as driver	2	F	40
Tasmania	15-24	Bus and car as driver	2	M	12
Tasmania	15-24	Bus and car as passenger	2	F	114
Tasmania	15-24	Bus and car as passenger	2	M	43
Tasmania	15-24	Bus and other	2	F	11
Tasmania	15-24	Bus and other	2	M	8
Tasmania	15-24	Bus and two other methods excludes train	3	F	18
Tasmania	15-24	Bus and two other methods excludes train	3	M	8
Tasmania	15-24	Car as driver	1	F	7326
Tasmania	15-24	Car as driver	1	M	8197
Tasmania	15-24	Car as passenger	1	F	2497
Tasmania	15-24	Car as passenger	1	M	2124
Tasmania	15-24	Did not go to work		F	3180
Tasmania	15-24	Did not go to work		M	2084
Tasmania	15-24	Ferry	1	M	4
Tasmania	15-24	Method of travel not stated		F	190
Tasmania	15-24	Method of travel not stated		M	220
Tasmania	15-24	Motorbike scooter	1	F	45
Tasmania	15-24	Motorbike scooter	1	M	336
Tasmania	15-24	(Other)	1	F	29
Tasmania	15-24	(Other)	1	M	73
Tasmania	15-24	Other three methods	3	F	5
Tasmania	15-24	Other three methods	3	M	3
Tasmania	15-24	Other two methods	2	F	96
Tasmania	15-24	Other two methods	2	M	134
Tasmania	15-24	Taxi	1	F	66
Tasmania	15-24	Taxi	1	M	49
Tasmania	15-24	Train	1	F	3
Tasmania	15-24	Train	1	M	8
Tasmania	15-24	Train and car as driver	2	M	3
Tasmania	15-24	Train and two other methods	3	M	3
Tasmania	15-24	Tram includes light rail	1	F	5
Tasmania	15-24	Truck	1	M	59
Tasmania	15-24	Walked only	1	F	976
Tasmania	15-24	Walked only	1	M	912
Tasmania	15-24	Worked at home		F	130
Tasmania	15-24	Worked at home		M	134
Tasmania	25-34	Bicycle	1	F	95
Tasmania	25-34	Bicycle	1	M	267
Tasmania	25-34	Bus	1	F	579
Tasmania	25-34	Bus	1	M	495
Tasmania	25-34	Bus and car as driver	2	F	43
Tasmania	25-34	Bus and car as driver	2	M	28
Tasmania	25-34	Bus and car as passenger	2	F	47
Tasmania	25-34	Bus and car as passenger	2	M	28
Tasmania	25-34	Bus and other	2	F	12
Tasmania	25-34	Bus and other	2	M	13
Tasmania	25-34	Bus and two other methods excludes train	3	F	12
Tasmania	25-34	Bus and two other methods excludes train	3	M	10
Tasmania	25-34	Car as driver	1	F	11828
Tasmania	25-34	Car as driver	1	M	15004
Tasmania	25-34	Car as passenger	1	F	1370
Tasmania	25-34	Car as passenger	1	M	1119
Tasmania	25-34	Did not go to work		F	3346
Tasmania	25-34	Did not go to work		M	1479
Tasmania	25-34	Ferry	1	M	10
Tasmania	25-34	Method of travel not stated		F	143
Tasmania	25-34	Method of travel not stated		M	205
Tasmania	25-34	Motorbike scooter	1	F	33
Tasmania	25-34	Motorbike scooter	1	M	222
Tasmania	25-34	(Other)	1	F	59
Tasmania	25-34	(Other)	1	M	140
Tasmania	25-34	Other three methods	3	F	7
Tasmania	25-34	Other three methods	3	M	7
Tasmania	25-34	Other two methods	2	F	93
Tasmania	25-34	Other two methods	2	M	226
Tasmania	25-34	Taxi	1	F	54
Tasmania	25-34	Taxi	1	M	66
Tasmania	25-34	Train	1	F	14
Tasmania	25-34	Train	1	M	19
Tasmania	25-34	Train and bus	2	F	3
Tasmania	25-34	Train and bus	2	M	5
Tasmania	25-34	Train and car as driver	2	F	3
Tasmania	25-34	Train and car as driver	2	M	5
Tasmania	25-34	Train and car as passenger	2	F	3
Tasmania	25-34	Tram includes light rail	1	F	3
Tasmania	25-34	Truck	1	F	4
Tasmania	25-34	Truck	1	M	214
Tasmania	25-34	Walked only	1	F	1138
Tasmania	25-34	Walked only	1	M	1141
Tasmania	25-34	Worked at home		F	618
Tasmania	25-34	Worked at home		M	383
Tasmania	35-44	Bicycle	1	F	94
Tasmania	35-44	Bicycle	1	M	349
Tasmania	35-44	Bus	1	F	525
Tasmania	35-44	Bus	1	M	365
Tasmania	35-44	Bus and car as driver	2	F	65
Tasmania	35-44	Bus and car as driver	2	M	25
Tasmania	35-44	Bus and car as passenger	2	F	30
Tasmania	35-44	Bus and car as passenger	2	M	15
Tasmania	35-44	Bus and other	2	F	7
Tasmania	35-44	Bus and other	2	M	9
Tasmania	35-44	Bus and two other methods excludes train	3	F	9
Tasmania	35-44	Bus and two other methods excludes train	3	M	14
Tasmania	35-44	Car as driver	1	F	14912
Tasmania	35-44	Car as driver	1	M	16173
Tasmania	35-44	Car as passenger	1	F	995
Tasmania	35-44	Car as passenger	1	M	714
Tasmania	35-44	Did not go to work		F	2903
Tasmania	35-44	Did not go to work		M	1460
Tasmania	35-44	Ferry	1	F	5
Tasmania	35-44	Ferry	1	M	5
Tasmania	35-44	Method of travel not stated		F	148
Tasmania	35-44	Method of travel not stated		M	157
Tasmania	35-44	Motorbike scooter	1	F	33
Tasmania	35-44	Motorbike scooter	1	M	177
Tasmania	35-44	(Other)	1	F	71
Tasmania	35-44	(Other)	1	M	169
Tasmania	35-44	Other three methods	3	M	14
Tasmania	35-44	Other two methods	2	F	113
Tasmania	35-44	Other two methods	2	M	184
Tasmania	35-44	Taxi	1	F	48
Tasmania	35-44	Taxi	1	M	57
Tasmania	35-44	Train	1	F	3
Tasmania	35-44	Train	1	M	3
Tasmania	35-44	Train and bus	2	M	3
Tasmania	35-44	Train and car as driver	2	F	3
Tasmania	35-44	Train and car as driver	2	M	7
Tasmania	35-44	Truck	1	F	8
Tasmania	35-44	Truck	1	M	317
Tasmania	35-44	Walked only	1	F	841
Tasmania	35-44	Walked only	1	M	885
Tasmania	35-44	Worked at home		F	1150
Tasmania	35-44	Worked at home		M	733
Tasmania	45-54	Bicycle	1	F	88
Tasmania	45-54	Bicycle	1	M	352
Tasmania	45-54	Bus	1	F	537
Tasmania	45-54	Bus	1	M	370
Tasmania	45-54	Bus and car as driver	2	F	87
Tasmania	45-54	Bus and car as driver	2	M	42
Tasmania	45-54	Bus and car as passenger	2	F	29
Tasmania	45-54	Bus and car as passenger	2	M	19
Tasmania	45-54	Bus and other	2	F	13
Tasmania	45-54	Bus and two other methods excludes train	3	F	8
Tasmania	45-54	Bus and two other methods excludes train	3	M	9
Tasmania	45-54	Car as driver	1	F	17799
Tasmania	45-54	Car as driver	1	M	18520
Tasmania	45-54	Car as passenger	1	F	1367
Tasmania	45-54	Car as passenger	1	M	613
Tasmania	45-54	Did not go to work		F	2803
Tasmania	45-54	Did not go to work		M	1730
Tasmania	45-54	Ferry	1	F	3
Tasmania	45-54	Ferry	1	M	9
Tasmania	45-54	Method of travel not stated		F	194
Tasmania	45-54	Method of travel not stated		M	227
Tasmania	45-54	Motorbike scooter	1	F	26
Tasmania	45-54	Motorbike scooter	1	M	240
Tasmania	45-54	(Other)	1	F	92
Tasmania	45-54	(Other)	1	M	215
Tasmania	45-54	Other three methods	3	F	7
Tasmania	45-54	Other three methods	3	M	11
Tasmania	45-54	Other two methods	2	F	130
Tasmania	45-54	Other two methods	2	M	167
Tasmania	45-54	Taxi	1	F	45
Tasmania	45-54	Taxi	1	M	54
Tasmania	45-54	Train	1	F	8
Tasmania	45-54	Train	1	M	8
Tasmania	45-54	Train and car as driver	2	F	3
Tasmania	45-54	Train and car as driver	2	M	6
Tasmania	45-54	Train and two other methods	3	M	6
Tasmania	45-54	Tram includes light rail	1	F	4
Tasmania	45-54	Tram includes light rail	1	M	3
Tasmania	45-54	Truck	1	F	10
Tasmania	45-54	Truck	1	M	450
Tasmania	45-54	Walked only	1	F	1074
Tasmania	45-54	Walked only	1	M	1014
Tasmania	45-54	Worked at home		F	1369
Tasmania	45-54	Worked at home		M	1015
Tasmania	55-64	Bicycle	1	F	47
Tasmania	55-64	Bicycle	1	M	150
Tasmania	55-64	Bus	1	F	418
Tasmania	55-64	Bus	1	M	296
Tasmania	55-64	Bus and car as driver	2	F	58
Tasmania	55-64	Bus and car as driver	2	M	26
Tasmania	55-64	Bus and car as passenger	2	F	11
Tasmania	55-64	Bus and car as passenger	2	M	10
Tasmania	55-64	Bus and other	2	F	12
Tasmania	55-64	Bus and other	2	M	4
Tasmania	55-64	Bus and two other methods excludes train	3	F	3
Tasmania	55-64	Bus and two other methods excludes train	3	M	6
Tasmania	55-64	Car as driver	1	F	12147
Tasmania	55-64	Car as driver	1	M	14109
Tasmania	55-64	Car as passenger	1	F	965
Tasmania	55-64	Car as passenger	1	M	461
Tasmania	55-64	Did not go to work		F	2709
Tasmania	55-64	Did not go to work		M	1802
Tasmania	55-64	Ferry	1	M	3
Tasmania	55-64	Method of travel not stated		F	214
Tasmania	55-64	Method of travel not stated		M	210
Tasmania	55-64	Motorbike scooter	1	F	17
Tasmania	55-64	Motorbike scooter	1	M	132
Tasmania	55-64	(Other)	1	F	95
Tasmania	55-64	(Other)	1	M	250
Tasmania	55-64	Other three methods	3	F	3
Tasmania	55-64	Other three methods	3	M	13
Tasmania	55-64	Other two methods	2	F	80
Tasmania	55-64	Other two methods	2	M	150
Tasmania	55-64	Taxi	1	F	36
Tasmania	55-64	Taxi	1	M	54
Tasmania	55-64	Train	1	F	3
Tasmania	55-64	Train and car as driver	2	M	3
Tasmania	55-64	Tram includes light rail	1	M	5
Tasmania	55-64	Truck	1	F	12
Tasmania	55-64	Truck	1	M	423
Tasmania	55-64	Walked only	1	F	900
Tasmania	55-64	Walked only	1	M	933
Tasmania	55-64	Worked at home		F	1314
Tasmania	55-64	Worked at home		M	1292
Tasmania	65-74	Bicycle	1	M	20
Tasmania	65-74	Bus	1	F	48
Tasmania	65-74	Bus	1	M	62
Tasmania	65-74	Bus and car as driver	2	F	11
Tasmania	65-74	Bus and car as driver	2	M	4
Tasmania	65-74	Bus and car as passenger	2	F	3
Tasmania	65-74	Car as driver	1	F	1781
Tasmania	65-74	Car as driver	1	M	2871
Tasmania	65-74	Car as passenger	1	F	172
Tasmania	65-74	Car as passenger	1	M	76
Tasmania	65-74	Did not go to work		F	631
Tasmania	65-74	Did not go to work		M	659
Tasmania	65-74	Ferry	1	M	3
Tasmania	65-74	Method of travel not stated		F	101
Tasmania	65-74	Method of travel not stated		M	101
Tasmania	65-74	Motorbike scooter	1	M	20
Tasmania	65-74	(Other)	1	F	27
Tasmania	65-74	(Other)	1	M	77
Tasmania	65-74	Other three methods	3	M	3
Tasmania	65-74	Other two methods	2	F	9
Tasmania	65-74	Other two methods	2	M	20
Tasmania	65-74	Taxi	1	F	3
Tasmania	65-74	Taxi	1	M	27
Tasmania	65-74	Train and other	2	M	3
Tasmania	65-74	Tram includes light rail	1	M	3
Tasmania	65-74	Truck	1	F	9
Tasmania	65-74	Truck	1	M	137
Tasmania	65-74	Walked only	1	F	163
Tasmania	65-74	Walked only	1	M	271
Tasmania	65-74	Worked at home		F	610
Tasmania	65-74	Worked at home		M	894
Tasmania	75+	Bicycle	1	M	4
Tasmania	75+	Bus	1	F	3
Tasmania	75+	Bus	1	M	5
Tasmania	75+	Car as driver	1	F	122
Tasmania	75+	Car as driver	1	M	332
Tasmania	75+	Car as passenger	1	F	19
Tasmania	75+	Car as passenger	1	M	11
Tasmania	75+	Did not go to work		F	71
Tasmania	75+	Did not go to work		M	97
Tasmania	75+	Method of travel not stated		F	61
Tasmania	75+	Method of travel not stated		M	62
Tasmania	75+	Motorbike scooter	1	M	4
Tasmania	75+	(Other)	1	F	3
Tasmania	75+	(Other)	1	M	19
Tasmania	75+	Other two methods	2	M	5
Tasmania	75+	Taxi	1	M	3
Tasmania	75+	Truck	1	M	26
Tasmania	75+	Walked only	1	F	23
Tasmania	75+	Walked only	1	M	52
Tasmania	75+	Worked at home		F	120
Tasmania	75+	Worked at home		M	278
Northern Territory	15-24	Bicycle	1	F	110
Northern Territory	15-24	Bicycle	1	M	216
Northern Territory	15-24	Bus	1	F	324
Northern Territory	15-24	Bus	1	M	360
Northern Territory	15-24	Bus and car as driver	2	F	20
Northern Territory	15-24	Bus and car as driver	2	M	39
Northern Territory	15-24	Bus and car as passenger	2	F	31
Northern Territory	15-24	Bus and car as passenger	2	M	24
Northern Territory	15-24	Bus and other	2	F	3
Northern Territory	15-24	Bus and other	2	M	10
Northern Territory	15-24	Bus and two other methods excludes train	3	F	11
Northern Territory	15-24	Bus and two other methods excludes train	3	M	9
Northern Territory	15-24	Car as driver	1	F	3346
Northern Territory	15-24	Car as driver	1	M	3815
Northern Territory	15-24	Car as passenger	1	F	908
Northern Territory	15-24	Car as passenger	1	M	1007
Northern Territory	15-24	Did not go to work		F	662
Northern Territory	15-24	Did not go to work		M	710
Northern Territory	15-24	Ferry	1	M	6
Northern Territory	15-24	Method of travel not stated		F	135
Northern Territory	15-24	Method of travel not stated		M	166
Northern Territory	15-24	Motorbike scooter	1	F	31
Northern Territory	15-24	Motorbike scooter	1	M	156
Northern Territory	15-24	(Other)	1	F	62
Northern Territory	15-24	(Other)	1	M	148
Northern Territory	15-24	Other three methods	3	F	5
Northern Territory	15-24	Other three methods	3	M	7
Northern Territory	15-24	Other two methods	2	F	47
Northern Territory	15-24	Other two methods	2	M	97
Northern Territory	15-24	Taxi	1	F	31
Northern Territory	15-24	Taxi	1	M	21
Northern Territory	15-24	Train	1	F	6
Northern Territory	15-24	Train and two other methods	3	M	3
Northern Territory	15-24	Truck	1	F	4
Northern Territory	15-24	Truck	1	M	21
Northern Territory	15-24	Walked only	1	F	755
Northern Territory	15-24	Walked only	1	M	862
Northern Territory	15-24	Worked at home		F	69
Northern Territory	15-24	Worked at home		M	67
Northern Territory	25-34	Bicycle	1	F	391
Northern Territory	25-34	Bicycle	1	M	464
Northern Territory	25-34	Bus	1	F	500
Northern Territory	25-34	Bus	1	M	1643
Northern Territory	25-34	Bus and car as driver	2	F	48
Northern Territory	25-34	Bus and car as driver	2	M	360
Northern Territory	25-34	Bus and car as passenger	2	F	36
Northern Territory	25-34	Bus and car as passenger	2	M	33
Northern Territory	25-34	Bus and other	2	F	12
Northern Territory	25-34	Bus and other	2	M	77
Northern Territory	25-34	Bus and two other methods excludes train	3	F	11
Northern Territory	25-34	Bus and two other methods excludes train	3	M	32
Northern Territory	25-34	Car as driver	1	F	7326
Northern Territory	25-34	Car as driver	1	M	8668
Northern Territory	25-34	Car as passenger	1	F	1046
Northern Territory	25-34	Car as passenger	1	M	983
Northern Territory	25-34	Did not go to work		F	1307
Northern Territory	25-34	Did not go to work		M	986
Northern Territory	25-34	Ferry	1	M	3
Northern Territory	25-34	Method of travel not stated		F	174
Northern Territory	25-34	Method of travel not stated		M	249
Northern Territory	25-34	Motorbike scooter	1	F	100
Northern Territory	25-34	Motorbike scooter	1	M	287
Northern Territory	25-34	(Other)	1	F	116
Northern Territory	25-34	(Other)	1	M	374
Northern Territory	25-34	Other three methods	3	F	3
Northern Territory	25-34	Other three methods	3	M	17
Northern Territory	25-34	Other two methods	2	F	101
Northern Territory	25-34	Other two methods	2	M	179
Northern Territory	25-34	Taxi	1	F	38
Northern Territory	25-34	Taxi	1	M	46
Northern Territory	25-34	Train	1	F	6
Northern Territory	25-34	Train	1	M	5
Northern Territory	25-34	Train and car as driver	2	F	4
Northern Territory	25-34	Train and car as driver	2	M	3
Northern Territory	25-34	Train and two other methods	3	F	3
Northern Territory	25-34	Train and two other methods	3	M	3
Northern Territory	25-34	Truck	1	F	6
Northern Territory	25-34	Truck	1	M	114
Northern Territory	25-34	Walked only	1	F	1450
Northern Territory	25-34	Walked only	1	M	1299
Northern Territory	25-34	Worked at home		F	328
Northern Territory	25-34	Worked at home		M	131
Northern Territory	35-44	Bicycle	1	F	214
Northern Territory	35-44	Bicycle	1	M	353
Northern Territory	35-44	Bus	1	F	311
Northern Territory	35-44	Bus	1	M	1450
Northern Territory	35-44	Bus and car as driver	2	F	35
Northern Territory	35-44	Bus and car as driver	2	M	234
Northern Territory	35-44	Bus and car as passenger	2	F	21
Northern Territory	35-44	Bus and car as passenger	2	M	24
Northern Territory	35-44	Bus and other	2	M	46
Northern Territory	35-44	Bus and two other methods excludes train	3	F	13
Northern Territory	35-44	Bus and two other methods excludes train	3	M	27
Northern Territory	35-44	Car as driver	1	F	6910
Northern Territory	35-44	Car as driver	1	M	7977
Northern Territory	35-44	Car as passenger	1	F	762
Northern Territory	35-44	Car as passenger	1	M	631
Northern Territory	35-44	Did not go to work		F	886
Northern Territory	35-44	Did not go to work		M	906
Northern Territory	35-44	Ferry	1	M	8
Northern Territory	35-44	Method of travel not stated		F	136
Northern Territory	35-44	Method of travel not stated		M	165
Northern Territory	35-44	Motorbike scooter	1	F	50
Northern Territory	35-44	Motorbike scooter	1	M	218
Northern Territory	35-44	(Other)	1	F	81
Northern Territory	35-44	(Other)	1	M	309
Northern Territory	35-44	Other three methods	3	F	10
Northern Territory	35-44	Other three methods	3	M	13
Northern Territory	35-44	Other two methods	2	F	71
Northern Territory	35-44	Other two methods	2	M	141
Northern Territory	35-44	Taxi	1	F	30
Northern Territory	35-44	Taxi	1	M	30
Northern Territory	35-44	Train	1	M	6
Northern Territory	35-44	Train and car as driver	2	F	3
Northern Territory	35-44	Train and car as driver	2	M	9
Northern Territory	35-44	Train and other	2	M	3
Northern Territory	35-44	Train and two other methods	3	M	3
Northern Territory	35-44	Tram includes light rail	1	F	3
Northern Territory	35-44	Truck	1	M	139
Northern Territory	35-44	Walked only	1	F	903
Northern Territory	35-44	Walked only	1	M	803
Northern Territory	35-44	Worked at home		F	439
Northern Territory	35-44	Worked at home		M	227
Northern Territory	45-54	Bicycle	1	F	208
Northern Territory	45-54	Bicycle	1	M	325
Northern Territory	45-54	Bus	1	F	291
Northern Territory	45-54	Bus	1	M	1236
Northern Territory	45-54	Bus and car as driver	2	F	25
Northern Territory	45-54	Bus and car as driver	2	M	127
Northern Territory	45-54	Bus and car as passenger	2	F	18
Northern Territory	45-54	Bus and car as passenger	2	M	15
Northern Territory	45-54	Bus and other	2	F	3
Northern Territory	45-54	Bus and other	2	M	33
Northern Territory	45-54	Bus and two other methods excludes train	3	F	3
Northern Territory	45-54	Bus and two other methods excludes train	3	M	20
Northern Territory	45-54	Car as driver	1	F	6585
Northern Territory	45-54	Car as driver	1	M	7255
Northern Territory	45-54	Car as passenger	1	F	718
Northern Territory	45-54	Car as passenger	1	M	502
Northern Territory	45-54	Did not go to work		F	699
Northern Territory	45-54	Did not go to work		M	882
Northern Territory	45-54	Ferry	1	F	3
Northern Territory	45-54	Ferry	1	M	10
Northern Territory	45-54	Method of travel not stated		F	128
Northern Territory	45-54	Method of travel not stated		M	154
Northern Territory	45-54	Motorbike scooter	1	F	46
Northern Territory	45-54	Motorbike scooter	1	M	269
Northern Territory	45-54	(Other)	1	F	85
Northern Territory	45-54	(Other)	1	M	303
Northern Territory	45-54	Other three methods	3	F	9
Northern Territory	45-54	Other three methods	3	M	11
Northern Territory	45-54	Other two methods	2	F	85
Northern Territory	45-54	Other two methods	2	M	119
Northern Territory	45-54	Taxi	1	F	27
Northern Territory	45-54	Taxi	1	M	22
Northern Territory	45-54	Train	1	F	3
Northern Territory	45-54	Train	1	M	9
Northern Territory	45-54	Train and car as driver	2	M	3
Northern Territory	45-54	Train and two other methods	3	M	9
Northern Territory	45-54	Truck	1	F	4
Northern Territory	45-54	Truck	1	M	159
Northern Territory	45-54	Walked only	1	F	919
Northern Territory	45-54	Walked only	1	M	783
Northern Territory	45-54	Worked at home		F	392
Northern Territory	45-54	Worked at home		M	274
Northern Territory	55-64	Bicycle	1	F	121
Northern Territory	55-64	Bicycle	1	M	197
Northern Territory	55-64	Bus	1	F	175
Northern Territory	55-64	Bus	1	M	708
Northern Territory	55-64	Bus and car as driver	2	F	18
Northern Territory	55-64	Bus and car as driver	2	M	58
Northern Territory	55-64	Bus and car as passenger	2	F	17
Northern Territory	55-64	Bus and car as passenger	2	M	14
Northern Territory	55-64	Bus and ferry	2	M	3
Northern Territory	55-64	Bus and other	2	F	3
Northern Territory	55-64	Bus and other	2	M	14
Northern Territory	55-64	Bus and two other methods excludes train	3	F	4
Northern Territory	55-64	Bus and two other methods excludes train	3	M	7
Northern Territory	55-64	Car as driver	1	F	4001
Northern Territory	55-64	Car as driver	1	M	4985
Northern Territory	55-64	Car as passenger	1	F	531
Northern Territory	55-64	Car as passenger	1	M	291
Northern Territory	55-64	Did not go to work		F	601
Northern Territory	55-64	Did not go to work		M	772
Northern Territory	55-64	Ferry	1	F	3
Northern Territory	55-64	Ferry	1	M	11
Northern Territory	55-64	Method of travel not stated		F	81
Northern Territory	55-64	Method of travel not stated		M	120
Northern Territory	55-64	Motorbike scooter	1	F	37
Northern Territory	55-64	Motorbike scooter	1	M	190
Northern Territory	55-64	(Other)	1	F	72
Northern Territory	55-64	(Other)	1	M	174
Northern Territory	55-64	Other three methods	3	F	9
Northern Territory	55-64	Other three methods	3	M	3
Northern Territory	55-64	Other two methods	2	F	55
Northern Territory	55-64	Other two methods	2	M	84
Northern Territory	55-64	Taxi	1	F	18
Northern Territory	55-64	Taxi	1	M	18
Northern Territory	55-64	Truck	1	F	7
Northern Territory	55-64	Truck	1	M	114
Northern Territory	55-64	Walked only	1	F	626
Northern Territory	55-64	Walked only	1	M	629
Northern Territory	55-64	Worked at home		F	288
Northern Territory	55-64	Worked at home		M	261
Northern Territory	65-74	Bicycle	1	F	6
Northern Territory	65-74	Bicycle	1	M	28
Northern Territory	65-74	Bus	1	F	30
Northern Territory	65-74	Bus	1	M	109
Northern Territory	65-74	Bus and car as driver	2	F	7
Northern Territory	65-74	Bus and car as driver	2	M	5
Northern Territory	65-74	Bus and car as passenger	2	F	3
Northern Territory	65-74	Car as driver	1	F	791
Northern Territory	65-74	Car as driver	1	M	1203
Northern Territory	65-74	Car as passenger	1	F	90
Northern Territory	65-74	Car as passenger	1	M	64
Northern Territory	65-74	Did not go to work		F	157
Northern Territory	65-74	Did not go to work		M	186
Northern Territory	65-74	Method of travel not stated		F	29
Northern Territory	65-74	Method of travel not stated		M	31
Northern Territory	65-74	Motorbike scooter	1	F	4
Northern Territory	65-74	Motorbike scooter	1	M	17
Northern Territory	65-74	(Other)	1	F	7
Northern Territory	65-74	(Other)	1	M	45
Northern Territory	65-74	Other three methods	3	M	3
Northern Territory	65-74	Other two methods	2	M	16
Northern Territory	65-74	Taxi	1	F	3
Northern Territory	65-74	Taxi	1	M	4
Northern Territory	65-74	Truck	1	F	3
Northern Territory	65-74	Truck	1	M	35
Northern Territory	65-74	Walked only	1	F	124
Northern Territory	65-74	Walked only	1	M	163
Northern Territory	65-74	Worked at home		F	113
Northern Territory	65-74	Worked at home		M	157
Northern Territory	75+	Bus	1	F	3
Northern Territory	75+	Bus	1	M	4
Northern Territory	75+	Bus and car as driver	2	M	3
Northern Territory	75+	Car as driver	1	F	62
Northern Territory	75+	Car as driver	1	M	105
Northern Territory	75+	Car as passenger	1	F	5
Northern Territory	75+	Car as passenger	1	M	6
Northern Territory	75+	Did not go to work		F	14
Northern Territory	75+	Did not go to work		M	19
Northern Territory	75+	Method of travel not stated		F	9
Northern Territory	75+	Method of travel not stated		M	14
Northern Territory	75+	(Other)	1	M	6
Northern Territory	75+	Other two methods	2	M	3
Northern Territory	75+	Truck	1	M	3
Northern Territory	75+	Walked only	1	F	9
Northern Territory	75+	Walked only	1	M	21
Northern Territory	75+	Worked at home		F	19
Northern Territory	75+	Worked at home		M	34
Australian Capital Territory	15-24	Bicycle	1	F	278
Australian Capital Territory	15-24	Bicycle	1	M	382
Australian Capital Territory	15-24	Bus	1	F	1376
Australian Capital Territory	15-24	Bus	1	M	970
Australian Capital Territory	15-24	Bus and car as driver	2	F	47
Australian Capital Territory	15-24	Bus and car as driver	2	M	53
Australian Capital Territory	15-24	Bus and car as passenger	2	F	135
Australian Capital Territory	15-24	Bus and car as passenger	2	M	98
Australian Capital Territory	15-24	Bus and other	2	F	26
Australian Capital Territory	15-24	Bus and other	2	M	22
Australian Capital Territory	15-24	Bus and two other methods excludes train	3	F	22
Australian Capital Territory	15-24	Bus and two other methods excludes train	3	M	21
Australian Capital Territory	15-24	Car as driver	1	F	8952
Australian Capital Territory	15-24	Car as driver	1	M	8866
Australian Capital Territory	15-24	Car as passenger	1	F	1937
Australian Capital Territory	15-24	Car as passenger	1	M	1558
Australian Capital Territory	15-24	Did not go to work		F	3164
Australian Capital Territory	15-24	Did not go to work		M	2135
Australian Capital Territory	15-24	Ferry	1	F	5
Australian Capital Territory	15-24	Method of travel not stated		F	161
Australian Capital Territory	15-24	Method of travel not stated		M	136
Australian Capital Territory	15-24	Motorbike scooter	1	F	28
Australian Capital Territory	15-24	Motorbike scooter	1	M	192
Australian Capital Territory	15-24	(Other)	1	F	38
Australian Capital Territory	15-24	(Other)	1	M	160
Australian Capital Territory	15-24	Other three methods	3	M	3
Australian Capital Territory	15-24	Other two methods	2	F	121
Australian Capital Territory	15-24	Other two methods	2	M	125
Australian Capital Territory	15-24	Taxi	1	F	29
Australian Capital Territory	15-24	Taxi	1	M	16
Australian Capital Territory	15-24	Train	1	F	3
Australian Capital Territory	15-24	Train	1	M	5
Australian Capital Territory	15-24	Train and car as driver	2	F	3
Australian Capital Territory	15-24	Train and car as driver	2	M	5
Australian Capital Territory	15-24	Train and car as passenger	2	F	3
Australian Capital Territory	15-24	Tram includes light rail	1	M	3
Australian Capital Territory	15-24	Truck	1	M	41
Australian Capital Territory	15-24	Walked only	1	F	1132
Australian Capital Territory	15-24	Walked only	1	M	1408
Australian Capital Territory	15-24	Worked at home		F	168
Australian Capital Territory	15-24	Worked at home		M	167
Australian Capital Territory	25-34	Bicycle	1	F	490
Australian Capital Territory	25-34	Bicycle	1	M	946
Australian Capital Territory	25-34	Bus	1	F	2048
Australian Capital Territory	25-34	Bus	1	M	1822
Australian Capital Territory	25-34	Bus and car as driver	2	F	124
Australian Capital Territory	25-34	Bus and car as driver	2	M	113
