STE_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Western Australia	GBR	Owner managers of unincorporated enterprises	M	8307
Western Australia	GBR	Status in employment not stated	F	391
Western Australia	GBR	Status in employment not stated	M	532
Western Australia	USA	Contributing family workers	F	46
Western Australia	USA	Contributing family workers	M	48
Western Australia	USA	Employee	F	1969
Western Australia	USA	Employee	M	2266
Western Australia	USA	Owner managers of incorporated enterprises	F	97
Western Australia	USA	Owner managers of incorporated enterprises	M	191
Western Australia	USA	Owner managers of unincorporated enterprises	F	183
Western Australia	USA	Owner managers of unincorporated enterprises	M	194
Western Australia	USA	Status in employment not stated	F	8
Western Australia	USA	Status in employment not stated	M	16
Western Australia	VNM	Contributing family workers	F	197
Western Australia	VNM	Contributing family workers	M	173
Western Australia	VNM	Employee	F	3327
Western Australia	VNM	Employee	M	3099
Western Australia	VNM	Owner managers of incorporated enterprises	F	302
Western Australia	VNM	Owner managers of incorporated enterprises	M	379
Western Australia	VNM	Owner managers of unincorporated enterprises	F	724
Western Australia	VNM	Owner managers of unincorporated enterprises	M	789
Western Australia	VNM	Status in employment not stated	F	49
Western Australia	VNM	Status in employment not stated	M	68
Western Australia	ZWE	Contributing family workers	F	56
Western Australia	ZWE	Contributing family workers	M	41
Western Australia	ZWE	Employee	F	3507
Western Australia	ZWE	Employee	M	3730
Western Australia	ZWE	Owner managers of incorporated enterprises	F	124
Western Australia	ZWE	Owner managers of incorporated enterprises	M	341
Western Australia	ZWE	Owner managers of unincorporated enterprises	F	171
Western Australia	ZWE	Owner managers of unincorporated enterprises	M	260
Western Australia	ZWE	Status in employment not stated	F	13
Western Australia	ZWE	Status in employment not stated	M	19
Tasmania		Contributing family workers	F	77
Tasmania		Contributing family workers	M	88
Tasmania		Employee	F	3157
Tasmania		Employee	M	3076
Tasmania		Owner managers of incorporated enterprises	F	114
Tasmania		Owner managers of incorporated enterprises	M	276
Tasmania		Owner managers of unincorporated enterprises	F	292
Tasmania		Owner managers of unincorporated enterprises	M	486
Tasmania		Status in employment not stated	F	132
Tasmania		Status in employment not stated	M	148
Tasmania	AUS	Contributing family workers	F	1498
Tasmania	AUS	Contributing family workers	M	1512
Tasmania	AUS	Employee	F	80984
Tasmania	AUS	Employee	M	75136
Tasmania	AUS	Owner managers of incorporated enterprises	F	2509
Tasmania	AUS	Owner managers of incorporated enterprises	M	6103
Tasmania	AUS	Owner managers of unincorporated enterprises	F	5513
Tasmania	AUS	Owner managers of unincorporated enterprises	M	10299
Tasmania	AUS	Status in employment not stated	F	885
Tasmania	AUS	Status in employment not stated	M	1168
Tasmania	CAN	Contributing family workers	F	4
Tasmania	CAN	Contributing family workers	M	3
Tasmania	CAN	Employee	F	192
Tasmania	CAN	Employee	M	187
Tasmania	CAN	Owner managers of incorporated enterprises	F	14
Tasmania	CAN	Owner managers of incorporated enterprises	M	13
Tasmania	CAN	Owner managers of unincorporated enterprises	F	32
Tasmania	CAN	Owner managers of unincorporated enterprises	M	20
Tasmania	CAN	Status in employment not stated	F	3
Tasmania	CHN	Contributing family workers	F	26
Tasmania	CHN	Contributing family workers	M	16
Tasmania	CHN	Employee	F	496
Tasmania	CHN	Employee	M	403
Tasmania	CHN	Owner managers of incorporated enterprises	F	42
Tasmania	CHN	Owner managers of incorporated enterprises	M	50
Tasmania	CHN	Owner managers of unincorporated enterprises	F	62
Tasmania	CHN	Owner managers of unincorporated enterprises	M	57
Tasmania	CHN	Status in employment not stated	F	7
Tasmania	HRV	Employee	F	28
Tasmania	HRV	Employee	M	16
Tasmania	HRV	Owner managers of incorporated enterprises	M	4
Tasmania	HRV	Owner managers of unincorporated enterprises	F	3
Tasmania	EGY	Employee	F	9
Tasmania	EGY	Employee	M	20
Tasmania	EGY	Owner managers of incorporated enterprises	M	5
Tasmania	EGY	Owner managers of unincorporated enterprises	M	5
Tasmania	FJI	Employee	F	70
Tasmania	FJI	Employee	M	51
Tasmania	FJI	Owner managers of incorporated enterprises	F	4
Tasmania	FJI	Owner managers of incorporated enterprises	M	5
Tasmania	FJI	Owner managers of unincorporated enterprises	F	3
Tasmania	FJI	Owner managers of unincorporated enterprises	M	3
Tasmania	MKD	Employee	M	10
Tasmania	DEU	Contributing family workers	F	10
Tasmania	DEU	Contributing family workers	M	17
Tasmania	DEU	Employee	F	288
Tasmania	DEU	Employee	M	245
Tasmania	DEU	Owner managers of incorporated enterprises	F	12
Tasmania	DEU	Owner managers of incorporated enterprises	M	34
Tasmania	DEU	Owner managers of unincorporated enterprises	F	53
Tasmania	DEU	Owner managers of unincorporated enterprises	M	57
Tasmania	DEU	Status in employment not stated	F	3
Tasmania	DEU	Status in employment not stated	M	4
Tasmania	GRC	Contributing family workers	F	3
Tasmania	GRC	Contributing family workers	M	5
Tasmania	GRC	Employee	F	30
Tasmania	GRC	Employee	M	32
Tasmania	GRC	Owner managers of incorporated enterprises	F	9
Tasmania	GRC	Owner managers of incorporated enterprises	M	16
Tasmania	GRC	Owner managers of unincorporated enterprises	F	11
Tasmania	GRC	Owner managers of unincorporated enterprises	M	24
Tasmania	GRC	Status in employment not stated	F	3
Tasmania	GRC	Status in employment not stated	M	3
Tasmania	HKG	Contributing family workers	M	4
Tasmania	HKG	Employee	F	101
Tasmania	HKG	Employee	M	89
Tasmania	HKG	Owner managers of incorporated enterprises	F	4
Tasmania	HKG	Owner managers of incorporated enterprises	M	19
Tasmania	HKG	Owner managers of unincorporated enterprises	F	3
Tasmania	HKG	Owner managers of unincorporated enterprises	M	8
Tasmania	IND	Contributing family workers	F	6
Tasmania	IND	Contributing family workers	M	13
Tasmania	IND	Employee	F	388
Tasmania	IND	Employee	M	562
Tasmania	IND	Owner managers of incorporated enterprises	F	22
Tasmania	IND	Owner managers of incorporated enterprises	M	56
Tasmania	IND	Owner managers of unincorporated enterprises	F	28
Tasmania	IND	Owner managers of unincorporated enterprises	M	80
Tasmania	IND	Status in employment not stated	F	6
Tasmania	IND	Status in employment not stated	M	8
Tasmania	IDN	Employee	F	62
Tasmania	IDN	Employee	M	48
Tasmania	IDN	Owner managers of incorporated enterprises	F	3
Tasmania	IDN	Owner managers of incorporated enterprises	M	7
Tasmania	IDN	Owner managers of unincorporated enterprises	F	8
Tasmania	IDN	Owner managers of unincorporated enterprises	M	3
Tasmania	IRN	Contributing family workers	F	3
Tasmania	IRN	Contributing family workers	M	4
Tasmania	IRN	Employee	F	37
Tasmania	IRN	Employee	M	58
Tasmania	IRN	Owner managers of incorporated enterprises	M	10
Tasmania	IRN	Owner managers of unincorporated enterprises	F	3
Tasmania	IRN	Owner managers of unincorporated enterprises	M	6
Tasmania	IRN	Status in employment not stated	M	3
Tasmania	IRQ	Employee	F	11
Tasmania	IRQ	Employee	M	19
Tasmania	IRL	Contributing family workers	F	3
Tasmania	IRL	Contributing family workers	M	3
Tasmania	IRL	Employee	F	120
Tasmania	IRL	Employee	M	148
Tasmania	IRL	Owner managers of incorporated enterprises	F	3
Tasmania	IRL	Owner managers of incorporated enterprises	M	13
Tasmania	IRL	Owner managers of unincorporated enterprises	F	17
Tasmania	IRL	Owner managers of unincorporated enterprises	M	15
Tasmania	ITA	Contributing family workers	F	3
Tasmania	ITA	Contributing family workers	M	7
Tasmania	ITA	Employee	F	64
Tasmania	ITA	Employee	M	80
Tasmania	ITA	Owner managers of incorporated enterprises	F	5
Tasmania	ITA	Owner managers of incorporated enterprises	M	12
Tasmania	ITA	Owner managers of unincorporated enterprises	F	14
Tasmania	ITA	Owner managers of unincorporated enterprises	M	33
Tasmania	ITA	Status in employment not stated	M	3
Tasmania	JPN	Employee	F	126
Tasmania	JPN	Employee	M	53
Tasmania	JPN	Owner managers of incorporated enterprises	F	8
Tasmania	JPN	Owner managers of incorporated enterprises	M	3
Tasmania	JPN	Owner managers of unincorporated enterprises	F	7
Tasmania	JPN	Owner managers of unincorporated enterprises	M	9
Tasmania	LBN	Contributing family workers	F	3
Tasmania	LBN	Employee	F	12
Tasmania	LBN	Employee	M	14
Tasmania	LBN	Owner managers of incorporated enterprises	M	4
Tasmania	LBN	Owner managers of unincorporated enterprises	M	7
Tasmania	MYS	Contributing family workers	F	9
Tasmania	MYS	Contributing family workers	M	8
Tasmania	MYS	Employee	F	313
Tasmania	MYS	Employee	M	222
Tasmania	MYS	Owner managers of incorporated enterprises	F	8
Tasmania	MYS	Owner managers of incorporated enterprises	M	20
Tasmania	MYS	Owner managers of unincorporated enterprises	F	18
Tasmania	MYS	Owner managers of unincorporated enterprises	M	17
Tasmania	MLT	Employee	F	9
Tasmania	MLT	Employee	M	12
Tasmania	MLT	Owner managers of incorporated enterprises	F	3
Tasmania	MLT	Owner managers of incorporated enterprises	M	7
Tasmania	MLT	Owner managers of unincorporated enterprises	M	5
Tasmania	NLD	Contributing family workers	F	18
Tasmania	NLD	Contributing family workers	M	13
Tasmania	NLD	Employee	F	186
Tasmania	NLD	Employee	M	200
Tasmania	NLD	Owner managers of incorporated enterprises	F	21
Tasmania	NLD	Owner managers of incorporated enterprises	M	47
Tasmania	NLD	Owner managers of unincorporated enterprises	F	32
Tasmania	NLD	Owner managers of unincorporated enterprises	M	94
Tasmania	NLD	Status in employment not stated	F	7
Tasmania	NLD	Status in employment not stated	M	8
Tasmania	NZL	Contributing family workers	F	33
Tasmania	NZL	Contributing family workers	M	40
Tasmania	NZL	Employee	F	1102
Tasmania	NZL	Employee	M	1138
Tasmania	NZL	Owner managers of incorporated enterprises	F	53
Tasmania	NZL	Owner managers of incorporated enterprises	M	104
Tasmania	NZL	Owner managers of unincorporated enterprises	F	111
Tasmania	NZL	Owner managers of unincorporated enterprises	M	185
Tasmania	NZL	Status in employment not stated	F	10
Tasmania	NZL	Status in employment not stated	M	19
Tasmania	PAK	Contributing family workers	M	3
Tasmania	PAK	Employee	F	35
Tasmania	PAK	Employee	M	91
Tasmania	PAK	Owner managers of incorporated enterprises	M	13
Tasmania	PAK	Owner managers of unincorporated enterprises	F	3
Tasmania	PAK	Owner managers of unincorporated enterprises	M	9
Tasmania	PAK	Status in employment not stated	M	3
Tasmania	PHL	Contributing family workers	F	13
Tasmania	PHL	Contributing family workers	M	3
Tasmania	PHL	Employee	F	545
Tasmania	PHL	Employee	M	187
Tasmania	PHL	Owner managers of incorporated enterprises	F	13
Tasmania	PHL	Owner managers of incorporated enterprises	M	3
Tasmania	PHL	Owner managers of unincorporated enterprises	F	12
Tasmania	PHL	Owner managers of unincorporated enterprises	M	7
Tasmania	PHL	Status in employment not stated	F	3
Tasmania	PHL	Status in employment not stated	M	4
Tasmania	POL	Employee	F	75
Tasmania	POL	Employee	M	74
Tasmania	POL	Owner managers of incorporated enterprises	F	7
Tasmania	POL	Owner managers of incorporated enterprises	M	7
Tasmania	POL	Owner managers of unincorporated enterprises	F	14
Tasmania	POL	Owner managers of unincorporated enterprises	M	18
Tasmania	SGP	Contributing family workers	F	3
Tasmania	SGP	Contributing family workers	M	4
Tasmania	SGP	Employee	F	121
Tasmania	SGP	Employee	M	70
Tasmania	SGP	Owner managers of incorporated enterprises	F	6
Tasmania	SGP	Owner managers of incorporated enterprises	M	7
Tasmania	SGP	Owner managers of unincorporated enterprises	F	8
Tasmania	SGP	Owner managers of unincorporated enterprises	M	14
Tasmania	SGP	Status in employment not stated	F	3
Tasmania	SGP	Status in employment not stated	M	3
Tasmania	ZAF	Contributing family workers	F	9
Tasmania	ZAF	Contributing family workers	M	12
Tasmania	ZAF	Employee	F	360
Tasmania	ZAF	Employee	M	343
Tasmania	ZAF	Owner managers of incorporated enterprises	F	30
Tasmania	ZAF	Owner managers of incorporated enterprises	M	56
Tasmania	ZAF	Owner managers of unincorporated enterprises	F	36
Tasmania	ZAF	Owner managers of unincorporated enterprises	M	54
Tasmania	ZAF	Status in employment not stated	F	4
Tasmania	ZAF	Status in employment not stated	M	4
Tasmania	KOR	Contributing family workers	M	3
Tasmania	KOR	Employee	F	133
Tasmania	KOR	Employee	M	112
Tasmania	KOR	Owner managers of incorporated enterprises	F	11
Tasmania	KOR	Owner managers of incorporated enterprises	M	18
Tasmania	KOR	Owner managers of unincorporated enterprises	F	13
Tasmania	KOR	Owner managers of unincorporated enterprises	M	7
Tasmania	KOR	Status in employment not stated	F	3
Tasmania	LKA	Employee	F	84
Tasmania	LKA	Employee	M	100
Tasmania	LKA	Owner managers of incorporated enterprises	F	4
Tasmania	LKA	Owner managers of incorporated enterprises	M	13
Tasmania	LKA	Owner managers of unincorporated enterprises	F	11
Tasmania	LKA	Owner managers of unincorporated enterprises	M	15
Tasmania	THA	Contributing family workers	F	8
Tasmania	THA	Contributing family workers	M	3
Tasmania	THA	Employee	F	175
Tasmania	THA	Employee	M	67
Tasmania	THA	Owner managers of incorporated enterprises	F	12
Tasmania	THA	Owner managers of incorporated enterprises	M	6
Tasmania	THA	Owner managers of unincorporated enterprises	F	23
Tasmania	THA	Owner managers of unincorporated enterprises	M	11
Tasmania	THA	Status in employment not stated	F	3
Tasmania	TUR	Employee	F	11
Tasmania	TUR	Employee	M	7
Tasmania	TUR	Owner managers of incorporated enterprises	M	5
Tasmania	TUR	Owner managers of unincorporated enterprises	M	10
Tasmania	GBR	Contributing family workers	F	86
Tasmania	GBR	Contributing family workers	M	112
Tasmania	GBR	Employee	F	3154
Tasmania	GBR	Employee	M	3234
Tasmania	GBR	Owner managers of incorporated enterprises	F	147
Tasmania	GBR	Owner managers of incorporated enterprises	M	349
Tasmania	GBR	Owner managers of unincorporated enterprises	F	401
Tasmania	GBR	Owner managers of unincorporated enterprises	M	751
Tasmania	GBR	Status in employment not stated	F	37
Tasmania	GBR	Status in employment not stated	M	40
Tasmania	USA	Contributing family workers	F	14
Tasmania	USA	Contributing family workers	M	9
Tasmania	USA	Employee	F	291
Tasmania	USA	Employee	M	313
Tasmania	USA	Owner managers of incorporated enterprises	F	8
Tasmania	USA	Owner managers of incorporated enterprises	M	30
Tasmania	USA	Owner managers of unincorporated enterprises	F	50
Tasmania	USA	Owner managers of unincorporated enterprises	M	55
Tasmania	USA	Status in employment not stated	F	3
Tasmania	VNM	Contributing family workers	F	4
Tasmania	VNM	Contributing family workers	M	4
Tasmania	VNM	Employee	F	83
Tasmania	VNM	Employee	M	64
Tasmania	VNM	Owner managers of incorporated enterprises	F	14
Tasmania	VNM	Owner managers of incorporated enterprises	M	3
Tasmania	VNM	Owner managers of unincorporated enterprises	F	22
Tasmania	VNM	Owner managers of unincorporated enterprises	M	14
Tasmania	VNM	Status in employment not stated	F	3
Tasmania	VNM	Status in employment not stated	M	3
Tasmania	ZWE	Contributing family workers	F	8
Tasmania	ZWE	Contributing family workers	M	4
Tasmania	ZWE	Employee	F	70
Tasmania	ZWE	Employee	M	78
Tasmania	ZWE	Owner managers of incorporated enterprises	M	9
Tasmania	ZWE	Owner managers of unincorporated enterprises	F	6
Tasmania	ZWE	Owner managers of unincorporated enterprises	M	6
Northern Territory		Contributing family workers	F	53
Northern Territory		Contributing family workers	M	53
Northern Territory		Employee	F	3153
Northern Territory		Employee	M	3743
Northern Territory		Owner managers of incorporated enterprises	F	92
Northern Territory		Owner managers of incorporated enterprises	M	203
Northern Territory		Owner managers of unincorporated enterprises	F	159
Northern Territory		Owner managers of unincorporated enterprises	M	248
Northern Territory		Status in employment not stated	F	65
Northern Territory		Status in employment not stated	M	75
Northern Territory	AUS	Contributing family workers	F	298
Northern Territory	AUS	Contributing family workers	M	278
Northern Territory	AUS	Employee	F	30764
Northern Territory	AUS	Employee	M	37256
Northern Territory	AUS	Owner managers of incorporated enterprises	F	1099
Northern Territory	AUS	Owner managers of incorporated enterprises	M	2352
Northern Territory	AUS	Owner managers of unincorporated enterprises	F	1185
Northern Territory	AUS	Owner managers of unincorporated enterprises	M	2020
Northern Territory	AUS	Status in employment not stated	F	313
Northern Territory	AUS	Status in employment not stated	M	423
Northern Territory	CAN	Employee	F	131
Northern Territory	CAN	Employee	M	108
Northern Territory	CAN	Owner managers of incorporated enterprises	F	5
Northern Territory	CAN	Owner managers of incorporated enterprises	M	8
Northern Territory	CAN	Owner managers of unincorporated enterprises	F	3
Northern Territory	CAN	Owner managers of unincorporated enterprises	M	6
Northern Territory	CAN	Status in employment not stated	F	3
Northern Territory	CAN	Status in employment not stated	M	3
Northern Territory	CHN	Contributing family workers	F	3
Northern Territory	CHN	Contributing family workers	M	9
Northern Territory	CHN	Employee	F	345
Northern Territory	CHN	Employee	M	314
Northern Territory	CHN	Owner managers of incorporated enterprises	F	15
Northern Territory	CHN	Owner managers of incorporated enterprises	M	25
Northern Territory	CHN	Owner managers of unincorporated enterprises	F	25
Northern Territory	CHN	Owner managers of unincorporated enterprises	M	20
Northern Territory	CHN	Status in employment not stated	F	7
Northern Territory	CHN	Status in employment not stated	M	5
Northern Territory	HRV	Employee	F	3
Northern Territory	HRV	Employee	M	17
Northern Territory	HRV	Owner managers of unincorporated enterprises	M	4
Northern Territory	EGY	Employee	F	5
Northern Territory	EGY	Employee	M	13
Northern Territory	EGY	Owner managers of incorporated enterprises	M	3
Northern Territory	EGY	Owner managers of unincorporated enterprises	F	6
Northern Territory	FJI	Employee	F	127
Northern Territory	FJI	Employee	M	163
Northern Territory	FJI	Owner managers of incorporated enterprises	F	3
Northern Territory	FJI	Owner managers of incorporated enterprises	M	5
Northern Territory	FJI	Owner managers of unincorporated enterprises	F	8
Northern Territory	FJI	Owner managers of unincorporated enterprises	M	3
Northern Territory	MKD	Employee	F	3
Northern Territory	MKD	Employee	M	8
Northern Territory	MKD	Owner managers of unincorporated enterprises	M	3
Northern Territory	DEU	Contributing family workers	F	3
Northern Territory	DEU	Contributing family workers	M	4
Northern Territory	DEU	Employee	F	303
Northern Territory	DEU	Employee	M	198
Northern Territory	DEU	Owner managers of incorporated enterprises	F	19
Northern Territory	DEU	Owner managers of incorporated enterprises	M	15
Northern Territory	DEU	Owner managers of unincorporated enterprises	F	19
Northern Territory	DEU	Owner managers of unincorporated enterprises	M	30
Northern Territory	GRC	Contributing family workers	F	7
Northern Territory	GRC	Contributing family workers	M	11
Northern Territory	GRC	Employee	F	112
Northern Territory	GRC	Employee	M	230
Northern Territory	GRC	Owner managers of incorporated enterprises	F	17
Northern Territory	GRC	Owner managers of incorporated enterprises	M	73
Northern Territory	GRC	Owner managers of unincorporated enterprises	F	19
Northern Territory	GRC	Owner managers of unincorporated enterprises	M	66
Northern Territory	GRC	Status in employment not stated	F	4
Northern Territory	GRC	Status in employment not stated	M	15
Northern Territory	HKG	Employee	F	90
Northern Territory	HKG	Employee	M	98
Northern Territory	HKG	Owner managers of incorporated enterprises	F	3
Northern Territory	HKG	Owner managers of incorporated enterprises	M	3
Northern Territory	HKG	Owner managers of unincorporated enterprises	F	4
Northern Territory	HKG	Owner managers of unincorporated enterprises	M	11
Northern Territory	IND	Contributing family workers	F	10
Northern Territory	IND	Contributing family workers	M	8
Northern Territory	IND	Employee	F	934
Northern Territory	IND	Employee	M	1417
Northern Territory	IND	Owner managers of incorporated enterprises	F	13
Northern Territory	IND	Owner managers of incorporated enterprises	M	54
Northern Territory	IND	Owner managers of unincorporated enterprises	F	20
Northern Territory	IND	Owner managers of unincorporated enterprises	M	71
Northern Territory	IND	Status in employment not stated	F	12
Northern Territory	IND	Status in employment not stated	M	9
Northern Territory	IDN	Contributing family workers	M	3
Northern Territory	IDN	Employee	F	382
Northern Territory	IDN	Employee	M	215
Northern Territory	IDN	Owner managers of incorporated enterprises	F	5
Northern Territory	IDN	Owner managers of incorporated enterprises	M	4
Northern Territory	IDN	Owner managers of unincorporated enterprises	F	21
Northern Territory	IDN	Owner managers of unincorporated enterprises	M	13
Northern Territory	IDN	Status in employment not stated	F	8
Northern Territory	IDN	Status in employment not stated	M	3
Northern Territory	IRN	Employee	F	35
Northern Territory	IRN	Employee	M	70
Northern Territory	IRQ	Employee	M	15
Northern Territory	IRQ	Owner managers of unincorporated enterprises	M	3
Northern Territory	IRQ	Status in employment not stated	M	3
Northern Territory	IRL	Contributing family workers	M	4
Northern Territory	IRL	Employee	F	365
Northern Territory	IRL	Employee	M	519
Northern Territory	IRL	Owner managers of incorporated enterprises	F	3
Northern Territory	IRL	Owner managers of incorporated enterprises	M	22
Northern Territory	IRL	Owner managers of unincorporated enterprises	F	3
Northern Territory	IRL	Owner managers of unincorporated enterprises	M	16
Northern Territory	IRL	Status in employment not stated	F	3
Northern Territory	IRL	Status in employment not stated	M	5
Northern Territory	ITA	Contributing family workers	F	3
Northern Territory	ITA	Contributing family workers	M	12
Northern Territory	ITA	Employee	F	93
Northern Territory	ITA	Employee	M	137
Northern Territory	ITA	Owner managers of incorporated enterprises	F	4
Northern Territory	ITA	Owner managers of incorporated enterprises	M	14
Northern Territory	ITA	Owner managers of unincorporated enterprises	F	5
Northern Territory	ITA	Owner managers of unincorporated enterprises	M	21
Northern Territory	ITA	Status in employment not stated	F	5
Northern Territory	ITA	Status in employment not stated	M	7
Northern Territory	JPN	Employee	F	106
Northern Territory	JPN	Employee	M	170
Northern Territory	JPN	Owner managers of incorporated enterprises	F	5
Northern Territory	JPN	Owner managers of incorporated enterprises	M	3
Northern Territory	JPN	Owner managers of unincorporated enterprises	F	4
Northern Territory	LBN	Employee	F	9
Northern Territory	LBN	Employee	M	21
Northern Territory	LBN	Owner managers of incorporated enterprises	M	4
Northern Territory	LBN	Owner managers of unincorporated enterprises	M	4
Northern Territory	MYS	Employee	F	214
Northern Territory	MYS	Employee	M	213
Northern Territory	MYS	Owner managers of incorporated enterprises	F	3
Northern Territory	MYS	Owner managers of incorporated enterprises	M	16
Northern Territory	MYS	Owner managers of unincorporated enterprises	F	13
Northern Territory	MYS	Owner managers of unincorporated enterprises	M	15
Northern Territory	MYS	Status in employment not stated	F	4
Northern Territory	MYS	Status in employment not stated	M	3
Northern Territory	MLT	Employee	F	11
Northern Territory	MLT	Employee	M	14
Northern Territory	NLD	Contributing family workers	F	5
Northern Territory	NLD	Employee	F	108
Northern Territory	NLD	Employee	M	125
Northern Territory	NLD	Owner managers of incorporated enterprises	F	4
Northern Territory	NLD	Owner managers of incorporated enterprises	M	13
Northern Territory	NLD	Owner managers of unincorporated enterprises	F	4
Northern Territory	NLD	Owner managers of unincorporated enterprises	M	9
Northern Territory	NLD	Status in employment not stated	F	4
Northern Territory	NZL	Contributing family workers	F	7
Northern Territory	NZL	Contributing family workers	M	12
Northern Territory	NZL	Employee	F	1460
Northern Territory	NZL	Employee	M	1981
Northern Territory	NZL	Owner managers of incorporated enterprises	F	43
Northern Territory	NZL	Owner managers of incorporated enterprises	M	103
Northern Territory	NZL	Owner managers of unincorporated enterprises	F	65
Northern Territory	NZL	Owner managers of unincorporated enterprises	M	104
Northern Territory	NZL	Status in employment not stated	F	3
Northern Territory	NZL	Status in employment not stated	M	19
Northern Territory	PAK	Employee	F	41
Northern Territory	PAK	Employee	M	146
Northern Territory	PAK	Owner managers of incorporated enterprises	M	11
Northern Territory	PAK	Owner managers of unincorporated enterprises	F	3
Northern Territory	PAK	Owner managers of unincorporated enterprises	M	14
Northern Territory	PAK	Status in employment not stated	M	3
Northern Territory	PHL	Contributing family workers	F	15
Northern Territory	PHL	Contributing family workers	M	8
Northern Territory	PHL	Employee	F	1995
Northern Territory	PHL	Employee	M	1738
Northern Territory	PHL	Owner managers of incorporated enterprises	F	29
Northern Territory	PHL	Owner managers of incorporated enterprises	M	15
Northern Territory	PHL	Owner managers of unincorporated enterprises	F	65
Northern Territory	PHL	Owner managers of unincorporated enterprises	M	10
Northern Territory	PHL	Status in employment not stated	F	21
Northern Territory	PHL	Status in employment not stated	M	25
Northern Territory	POL	Employee	F	37
Northern Territory	POL	Employee	M	38
Northern Territory	POL	Owner managers of incorporated enterprises	M	3
Northern Territory	POL	Owner managers of unincorporated enterprises	M	3
Northern Territory	SGP	Employee	F	89
Northern Territory	SGP	Employee	M	96
Northern Territory	SGP	Owner managers of incorporated enterprises	F	3
Northern Territory	SGP	Owner managers of incorporated enterprises	M	5
Northern Territory	SGP	Owner managers of unincorporated enterprises	F	3
Northern Territory	SGP	Owner managers of unincorporated enterprises	M	5
Northern Territory	ZAF	Contributing family workers	F	3
Northern Territory	ZAF	Contributing family workers	M	3
Northern Territory	ZAF	Employee	F	281
Northern Territory	ZAF	Employee	M	440
Northern Territory	ZAF	Owner managers of incorporated enterprises	F	10
Northern Territory	ZAF	Owner managers of incorporated enterprises	M	11
Northern Territory	ZAF	Owner managers of unincorporated enterprises	F	11
Northern Territory	ZAF	Owner managers of unincorporated enterprises	M	24
Northern Territory	KOR	Contributing family workers	M	3
Northern Territory	KOR	Employee	F	122
Northern Territory	KOR	Employee	M	160
Northern Territory	KOR	Owner managers of incorporated enterprises	M	12
Northern Territory	KOR	Owner managers of unincorporated enterprises	F	8
Northern Territory	KOR	Owner managers of unincorporated enterprises	M	4
Northern Territory	KOR	Status in employment not stated	M	3
Northern Territory	LKA	Employee	F	174
Northern Territory	LKA	Employee	M	273
Northern Territory	LKA	Owner managers of incorporated enterprises	F	10
Northern Territory	LKA	Owner managers of incorporated enterprises	M	15
Northern Territory	LKA	Owner managers of unincorporated enterprises	F	4
Northern Territory	LKA	Owner managers of unincorporated enterprises	M	10
Northern Territory	LKA	Status in employment not stated	F	4
Northern Territory	THA	Contributing family workers	F	11
Northern Territory	THA	Contributing family workers	M	4
Northern Territory	THA	Employee	F	314
Northern Territory	THA	Employee	M	127
Northern Territory	THA	Owner managers of incorporated enterprises	F	4
Northern Territory	THA	Owner managers of unincorporated enterprises	F	61
Northern Territory	THA	Owner managers of unincorporated enterprises	M	8
Northern Territory	THA	Status in employment not stated	F	3
Northern Territory	TUR	Employee	F	4
Northern Territory	TUR	Employee	M	15
Northern Territory	TUR	Owner managers of incorporated enterprises	M	3
Northern Territory	TUR	Owner managers of unincorporated enterprises	M	3
Northern Territory	GBR	Contributing family workers	F	20
Northern Territory	GBR	Contributing family workers	M	12
Northern Territory	GBR	Employee	F	1958
Northern Territory	GBR	Employee	M	2548
Northern Territory	GBR	Owner managers of incorporated enterprises	F	77
Northern Territory	GBR	Owner managers of incorporated enterprises	M	175
Northern Territory	GBR	Owner managers of unincorporated enterprises	F	96
Northern Territory	GBR	Owner managers of unincorporated enterprises	M	175
Northern Territory	GBR	Status in employment not stated	F	16
Northern Territory	GBR	Status in employment not stated	M	18
Northern Territory	USA	Employee	F	292
Northern Territory	USA	Employee	M	443
Northern Territory	USA	Owner managers of incorporated enterprises	F	4
Northern Territory	USA	Owner managers of incorporated enterprises	M	7
Northern Territory	USA	Owner managers of unincorporated enterprises	F	16
Northern Territory	USA	Owner managers of unincorporated enterprises	M	13
Northern Territory	USA	Status in employment not stated	M	4
Northern Territory	VNM	Contributing family workers	F	12
Northern Territory	VNM	Contributing family workers	M	11
Northern Territory	VNM	Employee	F	204
Northern Territory	VNM	Employee	M	180
Northern Territory	VNM	Owner managers of incorporated enterprises	F	20
Northern Territory	VNM	Owner managers of incorporated enterprises	M	32
Northern Territory	VNM	Owner managers of unincorporated enterprises	F	63
Northern Territory	VNM	Owner managers of unincorporated enterprises	M	73
Northern Territory	VNM	Status in employment not stated	F	3
Northern Territory	VNM	Status in employment not stated	M	7
Northern Territory	ZWE	Contributing family workers	F	3
Northern Territory	ZWE	Contributing family workers	M	3
Northern Territory	ZWE	Employee	F	254
Northern Territory	ZWE	Employee	M	263
Northern Territory	ZWE	Owner managers of incorporated enterprises	F	3
Northern Territory	ZWE	Owner managers of incorporated enterprises	M	10
Northern Territory	ZWE	Owner managers of unincorporated enterprises	M	11
Australian Capital Territory		Contributing family workers	F	64
Australian Capital Territory		Contributing family workers	M	55
Australian Capital Territory		Employee	F	6197
Australian Capital Territory		Employee	M	6306
Australian Capital Territory		Owner managers of incorporated enterprises	F	158
