STE_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
Northern Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	42
Northern Territory	65-69	Owner managers of unincorporated enterprises		F	4
Northern Territory	65-69	Owner managers of unincorporated enterprises		M	-2
Northern Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	33
Northern Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	36
Northern Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	109
Northern Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	87
Northern Territory	70-74			F	10
Northern Territory	70-74			M	4
Northern Territory	70-74		Employed (part-time)	F	3
Northern Territory	70-74		Employed (part-time)	F	0
Northern Territory	70-74		Employed (part-time)	M	6
Northern Territory	70-74		Employed (part-time)	M	3
Northern Territory	70-74	Contributing family workers		F	-3
Northern Territory	70-74	Contributing family workers		M	6
Northern Territory	70-74	Contributing family workers	Employed (part-time)	F	11
Northern Territory	70-74	Contributing family workers	Employed (part-time)	F	12
Northern Territory	70-74	Contributing family workers	Employed (part-time)	M	20
Northern Territory	70-74	Contributing family workers	Employed (part-time)	M	13
Northern Territory	70-74	Employee		F	13
Northern Territory	70-74	Employee		M	24
Northern Territory	70-74	Employee	Employed (part-time)	F	83
Northern Territory	70-74	Employee	Employed (part-time)	F	99
Northern Territory	70-74	Employee	Employed (part-time)	M	174
Northern Territory	70-74	Employee	Employed (part-time)	M	93
Northern Territory	70-74	Owner managers of incorporated enterprises		F	0
Northern Territory	70-74	Owner managers of incorporated enterprises		M	4
Northern Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	16
Northern Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	13
Northern Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	51
Northern Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	17
Northern Territory	70-74	Owner managers of unincorporated enterprises		F	1
Northern Territory	70-74	Owner managers of unincorporated enterprises		M	2
Northern Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	13
Northern Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	23
Northern Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	39
Northern Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	37
Northern Territory	75+			F	4
Northern Territory	75+			M	11
Northern Territory	75+		Employed (full-time)	F	0
Northern Territory	75+		Employed (full-time)	M	3
Northern Territory	75+		Employed (part-time)	F	3
Northern Territory	75+		Employed (part-time)	M	0
Northern Territory	75+	Contributing family workers		F	7
Northern Territory	75+	Contributing family workers		M	4
Northern Territory	75+	Contributing family workers	Employed (full-time)	F	3
Northern Territory	75+	Contributing family workers	Employed (full-time)	M	9
Northern Territory	75+	Contributing family workers	Employed (part-time)	F	5
Northern Territory	75+	Contributing family workers	Employed (part-time)	M	15
Northern Territory	75+	Employee		F	9
Northern Territory	75+	Employee		M	6
Northern Territory	75+	Employee	Employed (full-time)	F	26
Northern Territory	75+	Employee	Employed (full-time)	M	62
Northern Territory	75+	Employee	Employed (part-time)	F	36
Northern Territory	75+	Employee	Employed (part-time)	M	43
Northern Territory	75+	Owner managers of incorporated enterprises		F	0
Northern Territory	75+	Owner managers of incorporated enterprises		M	0
Northern Territory	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	6
Northern Territory	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	21
Northern Territory	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	4
Northern Territory	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	10
Northern Territory	75+	Owner managers of unincorporated enterprises		F	-5
Northern Territory	75+	Owner managers of unincorporated enterprises		M	5
Northern Territory	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	9
Northern Territory	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	19
Northern Territory	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	18
Northern Territory	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	15
Australian Capital Territory	15-19			F	12
Australian Capital Territory	15-19			M	13
Australian Capital Territory	15-19		Employed (part-time)	F	6
Australian Capital Territory	15-19		Employed (part-time)	F	27
Australian Capital Territory	15-19		Employed (part-time)	M	3
Australian Capital Territory	15-19		Employed (part-time)	M	21
Australian Capital Territory	15-19	Contributing family workers		F	-3
Australian Capital Territory	15-19	Contributing family workers		M	6
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	F	0
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	F	20
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	M	8
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	M	19
Australian Capital Territory	15-19	Employee		F	411
Australian Capital Territory	15-19	Employee		M	366
Australian Capital Territory	15-19	Employee	Employed (part-time)	F	890
Australian Capital Territory	15-19	Employee	Employed (part-time)	F	4821
Australian Capital Territory	15-19	Employee	Employed (part-time)	M	1266
Australian Capital Territory	15-19	Employee	Employed (part-time)	M	3574
Australian Capital Territory	15-19	Owner managers of incorporated enterprises		F	4
Australian Capital Territory	15-19	Owner managers of incorporated enterprises		M	1
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	10
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	5
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	12
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises		F	4
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises		M	4
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	7
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	42
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	13
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	31
Australian Capital Territory	20-24			F	14
Australian Capital Territory	20-24			M	22
Australian Capital Territory	20-24		Employed (part-time)	F	14
Australian Capital Territory	20-24		Employed (part-time)	F	17
Australian Capital Territory	20-24		Employed (part-time)	M	25
Australian Capital Territory	20-24		Employed (part-time)	M	17
Australian Capital Territory	20-24	Contributing family workers		F	1
Australian Capital Territory	20-24	Contributing family workers		M	1
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	F	3
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	F	13
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	M	5
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	M	24
Australian Capital Territory	20-24	Employee		F	681
Australian Capital Territory	20-24	Employee		M	540
Australian Capital Territory	20-24	Employee	Employed (part-time)	F	5437
Australian Capital Territory	20-24	Employee	Employed (part-time)	F	5019
Australian Capital Territory	20-24	Employee	Employed (part-time)	M	6017
Australian Capital Territory	20-24	Employee	Employed (part-time)	M	4045
Australian Capital Territory	20-24	Owner managers of incorporated enterprises		F	1
Australian Capital Territory	20-24	Owner managers of incorporated enterprises		M	8
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	18
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	17
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	79
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	19
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises		F	12
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises		M	14
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	35
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	86
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	135
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	90
Australian Capital Territory	25-29			F	13
Australian Capital Territory	25-29			M	18
Australian Capital Territory	25-29		Employed (part-time)	F	24
Australian Capital Territory	25-29		Employed (part-time)	F	8
Australian Capital Territory	25-29		Employed (part-time)	M	34
Australian Capital Territory	25-29		Employed (part-time)	M	12
Australian Capital Territory	25-29	Contributing family workers		F	4
Australian Capital Territory	25-29	Contributing family workers		M	6
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	F	14
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	F	20
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	M	12
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	M	15
Australian Capital Territory	25-29	Employee		F	985
Australian Capital Territory	25-29	Employee		M	522
Australian Capital Territory	25-29	Employee	Employed (part-time)	F	9438
Australian Capital Territory	25-29	Employee	Employed (part-time)	F	2985
Australian Capital Territory	25-29	Employee	Employed (part-time)	M	9989
Australian Capital Territory	25-29	Employee	Employed (part-time)	M	1940
Australian Capital Territory	25-29	Owner managers of incorporated enterprises		F	7
Australian Capital Territory	25-29	Owner managers of incorporated enterprises		M	7
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	75
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	34
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	364
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	35
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises		F	3
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises		M	11
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	84
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	105
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	294
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	115
Australian Capital Territory	30-34			F	19
Australian Capital Territory	30-34			M	14
Australian Capital Territory	30-34		Employed (part-time)	F	22
Australian Capital Territory	30-34		Employed (part-time)	F	10
Australian Capital Territory	30-34		Employed (part-time)	M	38
Australian Capital Territory	30-34		Employed (part-time)	M	11
Australian Capital Territory	30-34	Contributing family workers		F	5
Australian Capital Territory	30-34	Contributing family workers		M	3
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	F	18
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	F	44
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	M	23
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	M	18
Australian Capital Territory	30-34	Employee		F	1628
Australian Capital Territory	30-34	Employee		M	569
Australian Capital Territory	30-34	Employee	Employed (part-time)	F	8124
Australian Capital Territory	30-34	Employee	Employed (part-time)	F	3989
Australian Capital Territory	30-34	Employee	Employed (part-time)	M	11398
Australian Capital Territory	30-34	Employee	Employed (part-time)	M	1575
Australian Capital Territory	30-34	Owner managers of incorporated enterprises		F	15
Australian Capital Territory	30-34	Owner managers of incorporated enterprises		M	17
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	113
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	104
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	678
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	61
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises		F	28
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises		M	18
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	127
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	183
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	404
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	141
Australian Capital Territory	35-39			F	9
Australian Capital Territory	35-39			M	13
Australian Capital Territory	35-39		Employed (part-time)	F	19
Australian Capital Territory	35-39		Employed (part-time)	F	18
Australian Capital Territory	35-39		Employed (part-time)	M	37
Australian Capital Territory	35-39		Employed (part-time)	M	11
Australian Capital Territory	35-39	Contributing family workers		F	5
Australian Capital Territory	35-39	Contributing family workers		M	1
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	F	21
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	F	44
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	M	28
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	M	23
Australian Capital Territory	35-39	Employee		F	1099
Australian Capital Territory	35-39	Employee		M	506
Australian Capital Territory	35-39	Employee	Employed (part-time)	F	6914
Australian Capital Territory	35-39	Employee	Employed (part-time)	F	4261
Australian Capital Territory	35-39	Employee	Employed (part-time)	M	10555
Australian Capital Territory	35-39	Employee	Employed (part-time)	M	1313
Australian Capital Territory	35-39	Owner managers of incorporated enterprises		F	11
Australian Capital Territory	35-39	Owner managers of incorporated enterprises		M	39
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	175
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	142
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	781
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	76
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises		F	15
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises		M	27
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	132
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	271
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	395
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	150
Australian Capital Territory	40-44			F	4
Australian Capital Territory	40-44			M	18
Australian Capital Territory	40-44		Employed (part-time)	F	30
Australian Capital Territory	40-44		Employed (part-time)	F	19
Australian Capital Territory	40-44		Employed (part-time)	M	50
Australian Capital Territory	40-44		Employed (part-time)	M	11
Australian Capital Territory	40-44	Contributing family workers		F	10
Australian Capital Territory	40-44	Contributing family workers		M	3
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	F	22
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	F	40
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	M	37
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	M	15
Australian Capital Territory	40-44	Employee		F	582
Australian Capital Territory	40-44	Employee		M	420
Australian Capital Territory	40-44	Employee	Employed (part-time)	F	7557
Australian Capital Territory	40-44	Employee	Employed (part-time)	F	3918
Australian Capital Territory	40-44	Employee	Employed (part-time)	M	10008
Australian Capital Territory	40-44	Employee	Employed (part-time)	M	1067
Australian Capital Territory	40-44	Owner managers of incorporated enterprises		F	9
Australian Capital Territory	40-44	Owner managers of incorporated enterprises		M	26
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	221
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	149
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	903
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	112
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises		F	18
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises		M	14
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	166
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	250
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	425
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	182
Australian Capital Territory	45-49			F	21
Australian Capital Territory	45-49			M	24
Australian Capital Territory	45-49		Employed (part-time)	F	20
Australian Capital Territory	45-49		Employed (part-time)	F	18
Australian Capital Territory	45-49		Employed (part-time)	M	41
Australian Capital Territory	45-49		Employed (part-time)	M	7
Australian Capital Territory	45-49	Contributing family workers		F	1
Australian Capital Territory	45-49	Contributing family workers		M	10
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	F	28
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	F	57
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	M	32
Australian Capital Territory	45-49	Contributing family workers	Employed (part-time)	M	28
Australian Capital Territory	45-49	Employee		F	475
Australian Capital Territory	45-49	Employee		M	390
Australian Capital Territory	45-49	Employee	Employed (part-time)	F	7797
Australian Capital Territory	45-49	Employee	Employed (part-time)	F	3345
Australian Capital Territory	45-49	Employee	Employed (part-time)	M	9553
Australian Capital Territory	45-49	Employee	Employed (part-time)	M	913
Australian Capital Territory	45-49	Owner managers of incorporated enterprises		F	12
Australian Capital Territory	45-49	Owner managers of incorporated enterprises		M	18
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	279
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	151
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	996
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	103
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises		F	15
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises		M	25
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	217
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	232
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	463
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	184
Australian Capital Territory	50-54			F	8
Australian Capital Territory	50-54			M	28
Australian Capital Territory	50-54		Employed (part-time)	F	24
Australian Capital Territory	50-54		Employed (part-time)	F	9
Australian Capital Territory	50-54		Employed (part-time)	M	31
Australian Capital Territory	50-54		Employed (part-time)	M	13
Australian Capital Territory	50-54	Contributing family workers		F	3
Australian Capital Territory	50-54	Contributing family workers		M	8
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	F	31
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	F	42
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	M	37
Australian Capital Territory	50-54	Contributing family workers	Employed (part-time)	M	18
Australian Capital Territory	50-54	Employee		F	511
Australian Capital Territory	50-54	Employee		M	461
Australian Capital Territory	50-54	Employee	Employed (part-time)	F	7131
Australian Capital Territory	50-54	Employee	Employed (part-time)	F	2689
Australian Capital Territory	50-54	Employee	Employed (part-time)	M	8276
Australian Capital Territory	50-54	Employee	Employed (part-time)	M	819
Australian Capital Territory	50-54	Owner managers of incorporated enterprises		F	15
Australian Capital Territory	50-54	Owner managers of incorporated enterprises		M	16
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	230
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	125
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	841
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	111
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises		F	10
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises		M	37
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	220
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	217
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	461
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	201
Australian Capital Territory	55-59			F	20
Australian Capital Territory	55-59			M	7
Australian Capital Territory	55-59		Employed (part-time)	F	15
Australian Capital Territory	55-59		Employed (part-time)	F	10
Australian Capital Territory	55-59		Employed (part-time)	M	34
Australian Capital Territory	55-59		Employed (part-time)	M	12
Australian Capital Territory	55-59	Contributing family workers		F	0
Australian Capital Territory	55-59	Contributing family workers		M	3
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	F	20
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	F	50
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	M	39
Australian Capital Territory	55-59	Contributing family workers	Employed (part-time)	M	24
Australian Capital Territory	55-59	Employee		F	485
Australian Capital Territory	55-59	Employee		M	368
Australian Capital Territory	55-59	Employee	Employed (part-time)	F	5082
Australian Capital Territory	55-59	Employee	Employed (part-time)	F	2229
Australian Capital Territory	55-59	Employee	Employed (part-time)	M	6207
Australian Capital Territory	55-59	Employee	Employed (part-time)	M	895
Australian Capital Territory	55-59	Owner managers of incorporated enterprises		F	8
Australian Capital Territory	55-59	Owner managers of incorporated enterprises		M	24
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	187
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	107
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	658
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	126
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises		F	6
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises		M	45
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	165
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	225
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	379
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	230
Australian Capital Territory	60-64			F	18
Australian Capital Territory	60-64			M	12
Australian Capital Territory	60-64		Employed (part-time)	F	14
Australian Capital Territory	60-64		Employed (part-time)	F	10
Australian Capital Territory	60-64		Employed (part-time)	M	20
Australian Capital Territory	60-64		Employed (part-time)	M	17
Australian Capital Territory	60-64	Contributing family workers		F	1
Australian Capital Territory	60-64	Contributing family workers		M	6
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	F	16
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	F	35
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	M	27
Australian Capital Territory	60-64	Contributing family workers	Employed (part-time)	M	34
Australian Capital Territory	60-64	Employee		F	320
Australian Capital Territory	60-64	Employee		M	253
Australian Capital Territory	60-64	Employee	Employed (part-time)	F	2447
Australian Capital Territory	60-64	Employee	Employed (part-time)	F	1734
Australian Capital Territory	60-64	Employee	Employed (part-time)	M	3180
Australian Capital Territory	60-64	Employee	Employed (part-time)	M	876
Australian Capital Territory	60-64	Owner managers of incorporated enterprises		F	5
Australian Capital Territory	60-64	Owner managers of incorporated enterprises		M	22
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	89
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	109
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	448
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	141
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises		F	13
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises		M	20
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	96
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	191
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	295
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	277
Australian Capital Territory	65-69			F	11
Australian Capital Territory	65-69			M	0
Australian Capital Territory	65-69		Employed (part-time)	F	7
Australian Capital Territory	65-69		Employed (part-time)	F	19
Australian Capital Territory	65-69		Employed (part-time)	M	16
Australian Capital Territory	65-69		Employed (part-time)	M	14
Australian Capital Territory	65-69	Contributing family workers		F	2
Australian Capital Territory	65-69	Contributing family workers		M	8
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	F	16
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	F	37
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	M	23
Australian Capital Territory	65-69	Contributing family workers	Employed (part-time)	M	41
Australian Capital Territory	65-69	Employee		F	118
Australian Capital Territory	65-69	Employee		M	151
Australian Capital Territory	65-69	Employee	Employed (part-time)	F	640
Australian Capital Territory	65-69	Employee	Employed (part-time)	F	844
Australian Capital Territory	65-69	Employee	Employed (part-time)	M	1127
Australian Capital Territory	65-69	Employee	Employed (part-time)	M	657
Australian Capital Territory	65-69	Owner managers of incorporated enterprises		F	12
Australian Capital Territory	65-69	Owner managers of incorporated enterprises		M	14
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	49
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	66
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	245
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	145
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises		F	14
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises		M	22
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	47
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	151
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	153
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	231
Australian Capital Territory	70-74			F	10
Australian Capital Territory	70-74			M	3
Australian Capital Territory	70-74		Employed (part-time)	F	0
Australian Capital Territory	70-74		Employed (part-time)	F	5
Australian Capital Territory	70-74		Employed (part-time)	M	4
Australian Capital Territory	70-74		Employed (part-time)	M	12
Australian Capital Territory	70-74	Contributing family workers		F	-1
Australian Capital Territory	70-74	Contributing family workers		M	7
Australian Capital Territory	70-74	Contributing family workers	Employed (part-time)	F	10
Australian Capital Territory	70-74	Contributing family workers	Employed (part-time)	F	22
Australian Capital Territory	70-74	Contributing family workers	Employed (part-time)	M	12
Australian Capital Territory	70-74	Contributing family workers	Employed (part-time)	M	29
Australian Capital Territory	70-74	Employee		F	27
Australian Capital Territory	70-74	Employee		M	35
Australian Capital Territory	70-74	Employee	Employed (part-time)	F	117
Australian Capital Territory	70-74	Employee	Employed (part-time)	F	247
Australian Capital Territory	70-74	Employee	Employed (part-time)	M	202
Australian Capital Territory	70-74	Employee	Employed (part-time)	M	276
Australian Capital Territory	70-74	Owner managers of incorporated enterprises		F	1
Australian Capital Territory	70-74	Owner managers of incorporated enterprises		M	9
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	20
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	28
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	88
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	72
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises		F	6
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises		M	17
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	21
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	50
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	49
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	108
Australian Capital Territory	75+			F	16
Australian Capital Territory	75+			M	13
Australian Capital Territory	75+		Employed (full-time)	F	0
Australian Capital Territory	75+		Employed (full-time)	M	4
Australian Capital Territory	75+		Employed (part-time)	F	7
Australian Capital Territory	75+		Employed (part-time)	M	0
Australian Capital Territory	75+	Contributing family workers		F	9
