STE_NAME16	Age	IncomeTotPersonal.max	Occupation	workers
Northern Territory	25-34	Inf	Labourers	180
Northern Territory	25-34	Inf	Machinery operators and drivers	89
Northern Territory	25-34	Inf	Managers	147
Northern Territory	25-34	Inf	Professionals	280
Northern Territory	25-34	Inf	Sales workers	9
Northern Territory	25-34	Inf	Technicians and trades workers	754
Northern Territory	35-44			91
Northern Territory	35-44		Clerical and administrative workers	31
Northern Territory	35-44		Community and personal service workers	55
Northern Territory	35-44		Labourers	63
Northern Territory	35-44		Machinery operators and drivers	35
Northern Territory	35-44		Managers	34
Northern Territory	35-44		Professionals	85
Northern Territory	35-44		Sales workers	20
Northern Territory	35-44		Technicians and trades workers	75
Northern Territory	35-44	0		10
Northern Territory	35-44	0	Clerical and administrative workers	21
Northern Territory	35-44	0	Community and personal service workers	12
Northern Territory	35-44	0	Labourers	10
Northern Territory	35-44	0	Machinery operators and drivers	3
Northern Territory	35-44	0	Managers	14
Northern Territory	35-44	0	Professionals	14
Northern Territory	35-44	0	Sales workers	10
Northern Territory	35-44	0	Technicians and trades workers	19
Northern Territory	35-44	7875		20
Northern Territory	35-44	7875	Clerical and administrative workers	20
Northern Territory	35-44	7875	Community and personal service workers	39
Northern Territory	35-44	7875	Labourers	35
Northern Territory	35-44	7875	Machinery operators and drivers	7
Northern Territory	35-44	7875	Managers	6
Northern Territory	35-44	7875	Professionals	33
Northern Territory	35-44	7875	Sales workers	22
Northern Territory	35-44	7875	Technicians and trades workers	10
Northern Territory	35-44	15750		36
Northern Territory	35-44	15750	Clerical and administrative workers	43
Northern Territory	35-44	15750	Community and personal service workers	115
Northern Territory	35-44	15750	Labourers	91
Northern Territory	35-44	15750	Machinery operators and drivers	17
Northern Territory	35-44	15750	Managers	22
Northern Territory	35-44	15750	Professionals	63
Northern Territory	35-44	15750	Sales workers	62
Northern Territory	35-44	15750	Technicians and trades workers	38
Northern Territory	35-44	21000		14
Northern Territory	35-44	21000	Clerical and administrative workers	46
Northern Territory	35-44	21000	Community and personal service workers	100
Northern Territory	35-44	21000	Labourers	96
Northern Territory	35-44	21000	Machinery operators and drivers	23
Northern Territory	35-44	21000	Managers	32
Northern Territory	35-44	21000	Professionals	57
Northern Territory	35-44	21000	Sales workers	61
Northern Territory	35-44	21000	Technicians and trades workers	48
Northern Territory	35-44	26250		14
Northern Territory	35-44	26250	Clerical and administrative workers	84
Northern Territory	35-44	26250	Community and personal service workers	142
Northern Territory	35-44	26250	Labourers	128
Northern Territory	35-44	26250	Machinery operators and drivers	35
Northern Territory	35-44	26250	Managers	37
Northern Territory	35-44	26250	Professionals	74
Northern Territory	35-44	26250	Sales workers	80
Northern Territory	35-44	26250	Technicians and trades workers	63
Northern Territory	35-44	34125		28
Northern Territory	35-44	34125	Clerical and administrative workers	156
Northern Territory	35-44	34125	Community and personal service workers	274
Northern Territory	35-44	34125	Labourers	202
Northern Territory	35-44	34125	Machinery operators and drivers	55
Northern Territory	35-44	34125	Managers	54
Northern Territory	35-44	34125	Professionals	151
Northern Territory	35-44	34125	Sales workers	125
Northern Territory	35-44	34125	Technicians and trades workers	104
Northern Territory	35-44	42000		22
Northern Territory	35-44	42000	Clerical and administrative workers	246
Northern Territory	35-44	42000	Community and personal service workers	248
Northern Territory	35-44	42000	Labourers	236
Northern Territory	35-44	42000	Machinery operators and drivers	95
Northern Territory	35-44	42000	Managers	111
Northern Territory	35-44	42000	Professionals	176
Northern Territory	35-44	42000	Sales workers	151
Northern Territory	35-44	42000	Technicians and trades workers	168
Northern Territory	35-44	52500		45
Northern Territory	35-44	52500	Clerical and administrative workers	421
Northern Territory	35-44	52500	Community and personal service workers	399
Northern Territory	35-44	52500	Labourers	273
Northern Territory	35-44	52500	Machinery operators and drivers	153
Northern Territory	35-44	52500	Managers	167
Northern Territory	35-44	52500	Professionals	262
Northern Territory	35-44	52500	Sales workers	172
Northern Territory	35-44	52500	Technicians and trades workers	337
Northern Territory	35-44	65625		50
Northern Territory	35-44	65625	Clerical and administrative workers	697
Northern Territory	35-44	65625	Community and personal service workers	451
Northern Territory	35-44	65625	Labourers	190
Northern Territory	35-44	65625	Machinery operators and drivers	201
Northern Territory	35-44	65625	Managers	318
Northern Territory	35-44	65625	Professionals	495
Northern Territory	35-44	65625	Sales workers	150
Northern Territory	35-44	65625	Technicians and trades workers	530
Northern Territory	35-44	78750		44
Northern Territory	35-44	78750	Clerical and administrative workers	524
Northern Territory	35-44	78750	Community and personal service workers	330
Northern Territory	35-44	78750	Labourers	129
Northern Territory	35-44	78750	Machinery operators and drivers	138
Northern Territory	35-44	78750	Managers	346
Northern Territory	35-44	78750	Professionals	622
Northern Territory	35-44	78750	Sales workers	110
Northern Territory	35-44	78750	Technicians and trades workers	502
Northern Territory	35-44	91875		46
Northern Territory	35-44	91875	Clerical and administrative workers	412
Northern Territory	35-44	91875	Community and personal service workers	284
Northern Territory	35-44	91875	Labourers	88
Northern Territory	35-44	91875	Machinery operators and drivers	143
Northern Territory	35-44	91875	Managers	417
Northern Territory	35-44	91875	Professionals	881
Northern Territory	35-44	91875	Sales workers	72
Northern Territory	35-44	91875	Technicians and trades workers	489
Northern Territory	35-44	105000		40
Northern Territory	35-44	105000	Clerical and administrative workers	199
Northern Territory	35-44	105000	Community and personal service workers	222
Northern Territory	35-44	105000	Labourers	90
Northern Territory	35-44	105000	Machinery operators and drivers	130
Northern Territory	35-44	105000	Managers	389
Northern Territory	35-44	105000	Professionals	832
Northern Territory	35-44	105000	Sales workers	43
Northern Territory	35-44	105000	Technicians and trades workers	366
Northern Territory	35-44	157500		61
Northern Territory	35-44	157500	Clerical and administrative workers	261
Northern Territory	35-44	157500	Community and personal service workers	364
Northern Territory	35-44	157500	Labourers	260
Northern Territory	35-44	157500	Machinery operators and drivers	276
Northern Territory	35-44	157500	Managers	857
Northern Territory	35-44	157500	Professionals	1159
Northern Territory	35-44	157500	Sales workers	43
Northern Territory	35-44	157500	Technicians and trades workers	828
Northern Territory	35-44	Inf		38
Northern Territory	35-44	Inf	Clerical and administrative workers	88
Northern Territory	35-44	Inf	Community and personal service workers	97
Northern Territory	35-44	Inf	Labourers	156
Northern Territory	35-44	Inf	Machinery operators and drivers	121
Northern Territory	35-44	Inf	Managers	476
Northern Territory	35-44	Inf	Professionals	570
Northern Territory	35-44	Inf	Sales workers	32
Northern Territory	35-44	Inf	Technicians and trades workers	724
Northern Territory	45-54			71
Northern Territory	45-54		Clerical and administrative workers	35
Northern Territory	45-54		Community and personal service workers	58
Northern Territory	45-54		Labourers	50
Northern Territory	45-54		Machinery operators and drivers	33
Northern Territory	45-54		Managers	53
Northern Territory	45-54		Professionals	74
Northern Territory	45-54		Sales workers	12
Northern Territory	45-54		Technicians and trades workers	66
Northern Territory	45-54	0		14
Northern Territory	45-54	0	Clerical and administrative workers	14
Northern Territory	45-54	0	Community and personal service workers	3
Northern Territory	45-54	0	Labourers	21
Northern Territory	45-54	0	Machinery operators and drivers	6
Northern Territory	45-54	0	Managers	20
Northern Territory	45-54	0	Professionals	14
Northern Territory	45-54	0	Sales workers	11
Northern Territory	45-54	0	Technicians and trades workers	17
Northern Territory	45-54	7875		18
Northern Territory	45-54	7875	Clerical and administrative workers	10
Northern Territory	45-54	7875	Community and personal service workers	26
Northern Territory	45-54	7875	Labourers	19
Northern Territory	45-54	7875	Machinery operators and drivers	7
Northern Territory	45-54	7875	Managers	7
Northern Territory	45-54	7875	Professionals	28
Northern Territory	45-54	7875	Sales workers	9
Northern Territory	45-54	7875	Technicians and trades workers	19
Northern Territory	45-54	15750		25
Northern Territory	45-54	15750	Clerical and administrative workers	31
Northern Territory	45-54	15750	Community and personal service workers	80
Northern Territory	45-54	15750	Labourers	91
Northern Territory	45-54	15750	Machinery operators and drivers	16
Northern Territory	45-54	15750	Managers	29
Northern Territory	45-54	15750	Professionals	69
Northern Territory	45-54	15750	Sales workers	38
Northern Territory	45-54	15750	Technicians and trades workers	28
Northern Territory	45-54	21000		16
Northern Territory	45-54	21000	Clerical and administrative workers	37
Northern Territory	45-54	21000	Community and personal service workers	84
Northern Territory	45-54	21000	Labourers	87
Northern Territory	45-54	21000	Machinery operators and drivers	16
Northern Territory	45-54	21000	Managers	14
Northern Territory	45-54	21000	Professionals	51
Northern Territory	45-54	21000	Sales workers	54
Northern Territory	45-54	21000	Technicians and trades workers	45
Northern Territory	45-54	26250		8
Northern Territory	45-54	26250	Clerical and administrative workers	46
Northern Territory	45-54	26250	Community and personal service workers	105
Northern Territory	45-54	26250	Labourers	98
Northern Territory	45-54	26250	Machinery operators and drivers	31
Northern Territory	45-54	26250	Managers	37
Northern Territory	45-54	26250	Professionals	57
Northern Territory	45-54	26250	Sales workers	54
Northern Territory	45-54	26250	Technicians and trades workers	56
Northern Territory	45-54	34125		27
Northern Territory	45-54	34125	Clerical and administrative workers	118
Northern Territory	45-54	34125	Community and personal service workers	197
Northern Territory	45-54	34125	Labourers	218
Northern Territory	45-54	34125	Machinery operators and drivers	70
Northern Territory	45-54	34125	Managers	63
Northern Territory	45-54	34125	Professionals	102
Northern Territory	45-54	34125	Sales workers	109
Northern Territory	45-54	34125	Technicians and trades workers	98
Northern Territory	45-54	42000		26
Northern Territory	45-54	42000	Clerical and administrative workers	196
Northern Territory	45-54	42000	Community and personal service workers	248
Northern Territory	45-54	42000	Labourers	248
Northern Territory	45-54	42000	Machinery operators and drivers	95
Northern Territory	45-54	42000	Managers	110
Northern Territory	45-54	42000	Professionals	110
Northern Territory	45-54	42000	Sales workers	169
Northern Territory	45-54	42000	Technicians and trades workers	162
Northern Territory	45-54	52500		42
Northern Territory	45-54	52500	Clerical and administrative workers	386
Northern Territory	45-54	52500	Community and personal service workers	311
Northern Territory	45-54	52500	Labourers	279
Northern Territory	45-54	52500	Machinery operators and drivers	171
Northern Territory	45-54	52500	Managers	191
Northern Territory	45-54	52500	Professionals	191
Northern Territory	45-54	52500	Sales workers	200
Northern Territory	45-54	52500	Technicians and trades workers	261
Northern Territory	45-54	65625		57
Northern Territory	45-54	65625	Clerical and administrative workers	743
Northern Territory	45-54	65625	Community and personal service workers	324
Northern Territory	45-54	65625	Labourers	226
Northern Territory	45-54	65625	Machinery operators and drivers	262
Northern Territory	45-54	65625	Managers	306
Northern Territory	45-54	65625	Professionals	387
Northern Territory	45-54	65625	Sales workers	125
Northern Territory	45-54	65625	Technicians and trades workers	437
Northern Territory	45-54	78750		43
Northern Territory	45-54	78750	Clerical and administrative workers	551
Northern Territory	45-54	78750	Community and personal service workers	283
Northern Territory	45-54	78750	Labourers	153
Northern Territory	45-54	78750	Machinery operators and drivers	214
Northern Territory	45-54	78750	Managers	341
Northern Territory	45-54	78750	Professionals	467
Northern Territory	45-54	78750	Sales workers	102
Northern Territory	45-54	78750	Technicians and trades workers	400
Northern Territory	45-54	91875		55
Northern Territory	45-54	91875	Clerical and administrative workers	408
Northern Territory	45-54	91875	Community and personal service workers	200
Northern Territory	45-54	91875	Labourers	100
Northern Territory	45-54	91875	Machinery operators and drivers	162
Northern Territory	45-54	91875	Managers	452
Northern Territory	45-54	91875	Professionals	689
Northern Territory	45-54	91875	Sales workers	70
Northern Territory	45-54	91875	Technicians and trades workers	393
Northern Territory	45-54	105000		48
Northern Territory	45-54	105000	Clerical and administrative workers	247
Northern Territory	45-54	105000	Community and personal service workers	175
Northern Territory	45-54	105000	Labourers	67
Northern Territory	45-54	105000	Machinery operators and drivers	141
Northern Territory	45-54	105000	Managers	406
Northern Territory	45-54	105000	Professionals	876
Northern Territory	45-54	105000	Sales workers	39
Northern Territory	45-54	105000	Technicians and trades workers	356
Northern Territory	45-54	157500		42
Northern Territory	45-54	157500	Clerical and administrative workers	282
Northern Territory	45-54	157500	Community and personal service workers	328
Northern Territory	45-54	157500	Labourers	159
Northern Territory	45-54	157500	Machinery operators and drivers	283
Northern Territory	45-54	157500	Managers	941
Northern Territory	45-54	157500	Professionals	994
Northern Territory	45-54	157500	Sales workers	41
Northern Territory	45-54	157500	Technicians and trades workers	728
Northern Territory	45-54	Inf		48
Northern Territory	45-54	Inf	Clerical and administrative workers	117
Northern Territory	45-54	Inf	Community and personal service workers	98
Northern Territory	45-54	Inf	Labourers	99
Northern Territory	45-54	Inf	Machinery operators and drivers	111
Northern Territory	45-54	Inf	Managers	658
Northern Territory	45-54	Inf	Professionals	543
Northern Territory	45-54	Inf	Sales workers	28
Northern Territory	45-54	Inf	Technicians and trades workers	605
Northern Territory	55-64			45
Northern Territory	55-64		Clerical and administrative workers	25
Northern Territory	55-64		Community and personal service workers	37
Northern Territory	55-64		Labourers	42
Northern Territory	55-64		Machinery operators and drivers	29
Northern Territory	55-64		Managers	29
Northern Territory	55-64		Professionals	42
Northern Territory	55-64		Sales workers	8
Northern Territory	55-64		Technicians and trades workers	62
Northern Territory	55-64	0		3
Northern Territory	55-64	0	Clerical and administrative workers	14
Northern Territory	55-64	0	Community and personal service workers	7
Northern Territory	55-64	0	Labourers	15
Northern Territory	55-64	0	Machinery operators and drivers	6
Northern Territory	55-64	0	Managers	26
Northern Territory	55-64	0	Professionals	15
Northern Territory	55-64	0	Sales workers	9
Northern Territory	55-64	0	Technicians and trades workers	8
Northern Territory	55-64	7875		3
Northern Territory	55-64	7875	Clerical and administrative workers	9
Northern Territory	55-64	7875	Community and personal service workers	11
Northern Territory	55-64	7875	Labourers	15
Northern Territory	55-64	7875	Machinery operators and drivers	6
Northern Territory	55-64	7875	Managers	9
Northern Territory	55-64	7875	Professionals	14
Northern Territory	55-64	7875	Sales workers	13
Northern Territory	55-64	7875	Technicians and trades workers	9
Northern Territory	55-64	15750		20
Northern Territory	55-64	15750	Clerical and administrative workers	43
Northern Territory	55-64	15750	Community and personal service workers	39
Northern Territory	55-64	15750	Labourers	47
Northern Territory	55-64	15750	Machinery operators and drivers	18
Northern Territory	55-64	15750	Managers	28
Northern Territory	55-64	15750	Professionals	53
Northern Territory	55-64	15750	Sales workers	28
Northern Territory	55-64	15750	Technicians and trades workers	28
Northern Territory	55-64	21000		9
Northern Territory	55-64	21000	Clerical and administrative workers	29
Northern Territory	55-64	21000	Community and personal service workers	61
Northern Territory	55-64	21000	Labourers	53
Northern Territory	55-64	21000	Machinery operators and drivers	15
Northern Territory	55-64	21000	Managers	30
Northern Territory	55-64	21000	Professionals	34
Northern Territory	55-64	21000	Sales workers	27
Northern Territory	55-64	21000	Technicians and trades workers	35
Northern Territory	55-64	26250		12
Northern Territory	55-64	26250	Clerical and administrative workers	61
Northern Territory	55-64	26250	Community and personal service workers	75
Northern Territory	55-64	26250	Labourers	79
Northern Territory	55-64	26250	Machinery operators and drivers	16
Northern Territory	55-64	26250	Managers	27
Northern Territory	55-64	26250	Professionals	52
Northern Territory	55-64	26250	Sales workers	51
Northern Territory	55-64	26250	Technicians and trades workers	43
Northern Territory	55-64	34125		16
Northern Territory	55-64	34125	Clerical and administrative workers	119
Northern Territory	55-64	34125	Community and personal service workers	122
Northern Territory	55-64	34125	Labourers	154
Northern Territory	55-64	34125	Machinery operators and drivers	55
Northern Territory	55-64	34125	Managers	52
Northern Territory	55-64	34125	Professionals	95
Northern Territory	55-64	34125	Sales workers	77
Northern Territory	55-64	34125	Technicians and trades workers	82
Northern Territory	55-64	42000		25
Northern Territory	55-64	42000	Clerical and administrative workers	136
Northern Territory	55-64	42000	Community and personal service workers	145
Northern Territory	55-64	42000	Labourers	194
Northern Territory	55-64	42000	Machinery operators and drivers	86
Northern Territory	55-64	42000	Managers	98
Northern Territory	55-64	42000	Professionals	73
Northern Territory	55-64	42000	Sales workers	105
Northern Territory	55-64	42000	Technicians and trades workers	110
Northern Territory	55-64	52500		29
Northern Territory	55-64	52500	Clerical and administrative workers	226
Northern Territory	55-64	52500	Community and personal service workers	214
Northern Territory	55-64	52500	Labourers	208
Northern Territory	55-64	52500	Machinery operators and drivers	161
Northern Territory	55-64	52500	Managers	119
Northern Territory	55-64	52500	Professionals	153
Northern Territory	55-64	52500	Sales workers	100
Northern Territory	55-64	52500	Technicians and trades workers	173
Northern Territory	55-64	65625		35
Northern Territory	55-64	65625	Clerical and administrative workers	470
Northern Territory	55-64	65625	Community and personal service workers	256
Northern Territory	55-64	65625	Labourers	171
Northern Territory	55-64	65625	Machinery operators and drivers	188
Northern Territory	55-64	65625	Managers	224
Northern Territory	55-64	65625	Professionals	263
Northern Territory	55-64	65625	Sales workers	103
Northern Territory	55-64	65625	Technicians and trades workers	258
Northern Territory	55-64	78750		32
Northern Territory	55-64	78750	Clerical and administrative workers	380
Northern Territory	55-64	78750	Community and personal service workers	185
Northern Territory	55-64	78750	Labourers	98
Northern Territory	55-64	78750	Machinery operators and drivers	153
Northern Territory	55-64	78750	Managers	239
Northern Territory	55-64	78750	Professionals	312
Northern Territory	55-64	78750	Sales workers	52
Northern Territory	55-64	78750	Technicians and trades workers	236
Northern Territory	55-64	91875		21
Northern Territory	55-64	91875	Clerical and administrative workers	270
Northern Territory	55-64	91875	Community and personal service workers	115
Northern Territory	55-64	91875	Labourers	67
Northern Territory	55-64	91875	Machinery operators and drivers	138
Northern Territory	55-64	91875	Managers	265
Northern Territory	55-64	91875	Professionals	481
Northern Territory	55-64	91875	Sales workers	38
Northern Territory	55-64	91875	Technicians and trades workers	234
Northern Territory	55-64	105000		22
Northern Territory	55-64	105000	Clerical and administrative workers	177
Northern Territory	55-64	105000	Community and personal service workers	82
Northern Territory	55-64	105000	Labourers	48
Northern Territory	55-64	105000	Machinery operators and drivers	106
Northern Territory	55-64	105000	Managers	246
Northern Territory	55-64	105000	Professionals	648
Northern Territory	55-64	105000	Sales workers	24
Northern Territory	55-64	105000	Technicians and trades workers	194
Northern Territory	55-64	157500		32
Northern Territory	55-64	157500	Clerical and administrative workers	195
Northern Territory	55-64	157500	Community and personal service workers	99
Northern Territory	55-64	157500	Labourers	97
Northern Territory	55-64	157500	Machinery operators and drivers	169
Northern Territory	55-64	157500	Managers	638
Northern Territory	55-64	157500	Professionals	760
Northern Territory	55-64	157500	Sales workers	31
Northern Territory	55-64	157500	Technicians and trades workers	359
Northern Territory	55-64	Inf		18
Northern Territory	55-64	Inf	Clerical and administrative workers	65
Northern Territory	55-64	Inf	Community and personal service workers	25
Northern Territory	55-64	Inf	Labourers	47
Northern Territory	55-64	Inf	Machinery operators and drivers	64
Northern Territory	55-64	Inf	Managers	463
Northern Territory	55-64	Inf	Professionals	390
Northern Territory	55-64	Inf	Sales workers	15
Northern Territory	55-64	Inf	Technicians and trades workers	329
Northern Territory	65-74			9
Northern Territory	65-74		Clerical and administrative workers	14
Northern Territory	65-74		Community and personal service workers	4
Northern Territory	65-74		Labourers	7
Northern Territory	65-74		Machinery operators and drivers	13
Northern Territory	65-74		Managers	18
Northern Territory	65-74		Professionals	21
Northern Territory	65-74		Technicians and trades workers	11
Northern Territory	65-74	0		3
Northern Territory	65-74	0	Labourers	3
Northern Territory	65-74	0	Machinery operators and drivers	3
Northern Territory	65-74	0	Managers	16
Northern Territory	65-74	0	Professionals	3
Northern Territory	65-74	7875		3
Northern Territory	65-74	7875	Clerical and administrative workers	7
Northern Territory	65-74	7875	Community and personal service workers	6
Northern Territory	65-74	7875	Labourers	8
Northern Territory	65-74	7875	Managers	5
Northern Territory	65-74	7875	Professionals	5
Northern Territory	65-74	7875	Sales workers	4
Northern Territory	65-74	7875	Technicians and trades workers	8
Northern Territory	65-74	15750		7
Northern Territory	65-74	15750	Clerical and administrative workers	11
Northern Territory	65-74	15750	Community and personal service workers	13
Northern Territory	65-74	15750	Labourers	17
Northern Territory	65-74	15750	Machinery operators and drivers	14
Northern Territory	65-74	15750	Managers	14
Northern Territory	65-74	15750	Professionals	16
Northern Territory	65-74	15750	Sales workers	10
Northern Territory	65-74	15750	Technicians and trades workers	13
Northern Territory	65-74	21000		6
Northern Territory	65-74	21000	Clerical and administrative workers	23
Northern Territory	65-74	21000	Community and personal service workers	14
Northern Territory	65-74	21000	Labourers	26
Northern Territory	65-74	21000	Machinery operators and drivers	16
Northern Territory	65-74	21000	Managers	8
Northern Territory	65-74	21000	Professionals	21
Northern Territory	65-74	21000	Sales workers	10
Northern Territory	65-74	21000	Technicians and trades workers	12
Northern Territory	65-74	26250		11
Northern Territory	65-74	26250	Clerical and administrative workers	22
Northern Territory	65-74	26250	Community and personal service workers	24
Northern Territory	65-74	26250	Labourers	26
Northern Territory	65-74	26250	Machinery operators and drivers	19
Northern Territory	65-74	26250	Managers	12
Northern Territory	65-74	26250	Professionals	30
Northern Territory	65-74	26250	Sales workers	14
Northern Territory	65-74	26250	Technicians and trades workers	16
Northern Territory	65-74	34125		9
Northern Territory	65-74	34125	Clerical and administrative workers	39
Northern Territory	65-74	34125	Community and personal service workers	31
Northern Territory	65-74	34125	Labourers	34
Northern Territory	65-74	34125	Machinery operators and drivers	31
Northern Territory	65-74	34125	Managers	27
Northern Territory	65-74	34125	Professionals	34
Northern Territory	65-74	34125	Sales workers	27
Northern Territory	65-74	34125	Technicians and trades workers	26
Northern Territory	65-74	42000		8
Northern Territory	65-74	42000	Clerical and administrative workers	55
Northern Territory	65-74	42000	Community and personal service workers	34
Northern Territory	65-74	42000	Labourers	55
Northern Territory	65-74	42000	Machinery operators and drivers	27
Northern Territory	65-74	42000	Managers	26
Northern Territory	65-74	42000	Professionals	39
Northern Territory	65-74	42000	Sales workers	21
Northern Territory	65-74	42000	Technicians and trades workers	37
Northern Territory	65-74	52500		7
Northern Territory	65-74	52500	Clerical and administrative workers	62
Northern Territory	65-74	52500	Community and personal service workers	42
Northern Territory	65-74	52500	Labourers	47
Northern Territory	65-74	52500	Machinery operators and drivers	35
Northern Territory	65-74	52500	Managers	40
Northern Territory	65-74	52500	Professionals	44
Northern Territory	65-74	52500	Sales workers	28
Northern Territory	65-74	52500	Technicians and trades workers	48
Northern Territory	65-74	65625		11
Northern Territory	65-74	65625	Clerical and administrative workers	108
Northern Territory	65-74	65625	Community and personal service workers	35
Northern Territory	65-74	65625	Labourers	43
Northern Territory	65-74	65625	Machinery operators and drivers	38
Northern Territory	65-74	65625	Managers	61
Northern Territory	65-74	65625	Professionals	62
Northern Territory	65-74	65625	Sales workers	28
Northern Territory	65-74	65625	Technicians and trades workers	56
Northern Territory	65-74	78750		8
Northern Territory	65-74	78750	Clerical and administrative workers	74
Northern Territory	65-74	78750	Community and personal service workers	36
Northern Territory	65-74	78750	Labourers	25
Northern Territory	65-74	78750	Machinery operators and drivers	24
Northern Territory	65-74	78750	Managers	56
Northern Territory	65-74	78750	Professionals	78
Northern Territory	65-74	78750	Sales workers	12
Northern Territory	65-74	78750	Technicians and trades workers	42
Northern Territory	65-74	91875		3
Northern Territory	65-74	91875	Clerical and administrative workers	39
Northern Territory	65-74	91875	Community and personal service workers	16
Northern Territory	65-74	91875	Labourers	3
Northern Territory	65-74	91875	Machinery operators and drivers	25
Northern Territory	65-74	91875	Managers	48
Northern Territory	65-74	91875	Professionals	93
Northern Territory	65-74	91875	Sales workers	10
Northern Territory	65-74	91875	Technicians and trades workers	32
Northern Territory	65-74	105000		3
Northern Territory	65-74	105000	Clerical and administrative workers	25
Northern Territory	65-74	105000	Community and personal service workers	13
Northern Territory	65-74	105000	Labourers	3
Northern Territory	65-74	105000	Machinery operators and drivers	20
Northern Territory	65-74	105000	Managers	35
Northern Territory	65-74	105000	Professionals	101
Northern Territory	65-74	105000	Sales workers	6
Northern Territory	65-74	105000	Technicians and trades workers	30
Northern Territory	65-74	157500	Clerical and administrative workers	26
Northern Territory	65-74	157500	Community and personal service workers	9
Northern Territory	65-74	157500	Labourers	14
Northern Territory	65-74	157500	Machinery operators and drivers	15
Northern Territory	65-74	157500	Managers	102
Northern Territory	65-74	157500	Professionals	119
Northern Territory	65-74	157500	Sales workers	14
Northern Territory	65-74	157500	Technicians and trades workers	53
Northern Territory	65-74	Inf		12
Northern Territory	65-74	Inf	Clerical and administrative workers	9
Northern Territory	65-74	Inf	Community and personal service workers	3
Northern Territory	65-74	Inf	Labourers	9
Northern Territory	65-74	Inf	Machinery operators and drivers	8
Northern Territory	65-74	Inf	Managers	84
Northern Territory	65-74	Inf	Professionals	104
Northern Territory	65-74	Inf	Sales workers	7
Northern Territory	65-74	Inf	Technicians and trades workers	25
Northern Territory	75+		Managers	3
Northern Territory	75+	0	Labourers	3
Northern Territory	75+	0	Managers	3
Northern Territory	75+	0	Technicians and trades workers	4
Northern Territory	75+	7875	Community and personal service workers	3
Northern Territory	75+	7875	Managers	5
Northern Territory	75+	7875	Professionals	3
Northern Territory	75+	7875	Technicians and trades workers	3
Northern Territory	75+	15750		3
Northern Territory	75+	15750	Clerical and administrative workers	4
Northern Territory	75+	15750	Professionals	3
Northern Territory	75+	15750	Technicians and trades workers	3
Northern Territory	75+	21000		8
Northern Territory	75+	21000	Clerical and administrative workers	4
Northern Territory	75+	21000	Community and personal service workers	3
Northern Territory	75+	21000	Labourers	3
Northern Territory	75+	21000	Managers	3
Northern Territory	75+	21000	Professionals	4
Northern Territory	75+	21000	Technicians and trades workers	3
Northern Territory	75+	26250		3
Northern Territory	75+	26250	Labourers	3
Northern Territory	75+	26250	Machinery operators and drivers	3
Northern Territory	75+	26250	Managers	3
Northern Territory	75+	26250	Professionals	11
Northern Territory	75+	26250	Technicians and trades workers	6
Northern Territory	75+	34125		9
Northern Territory	75+	34125	Clerical and administrative workers	3
Northern Territory	75+	34125	Labourers	8
Northern Territory	75+	34125	Machinery operators and drivers	3
Northern Territory	75+	34125	Managers	3
Northern Territory	75+	34125	Professionals	4
Northern Territory	75+	34125	Sales workers	4
Northern Territory	75+	34125	Technicians and trades workers	3
Northern Territory	75+	42000	Clerical and administrative workers	10
Northern Territory	75+	42000	Professionals	7
Northern Territory	75+	42000	Sales workers	3
Northern Territory	75+	52500		3
Northern Territory	75+	52500	Clerical and administrative workers	3
Northern Territory	75+	52500	Community and personal service workers	3
Northern Territory	75+	52500	Labourers	8
Northern Territory	75+	52500	Machinery operators and drivers	3
Northern Territory	75+	52500	Managers	4
Northern Territory	75+	52500	Professionals	3
Northern Territory	75+	52500	Sales workers	4
Northern Territory	75+	52500	Technicians and trades workers	5
Northern Territory	75+	65625		3
Northern Territory	75+	65625	Clerical and administrative workers	6
Northern Territory	75+	65625	Community and personal service workers	3
Northern Territory	75+	65625	Labourers	3
Northern Territory	75+	65625	Machinery operators and drivers	7
Northern Territory	75+	65625	Managers	8
Northern Territory	75+	65625	Professionals	4
Northern Territory	75+	65625	Technicians and trades workers	3
Northern Territory	75+	78750	Clerical and administrative workers	3
Northern Territory	75+	78750	Community and personal service workers	3
Northern Territory	75+	78750	Machinery operators and drivers	3
Northern Territory	75+	78750	Managers	4
Northern Territory	75+	78750	Professionals	3
Northern Territory	75+	78750	Sales workers	6
Northern Territory	75+	78750	Technicians and trades workers	4
Northern Territory	75+	91875	Managers	4
Northern Territory	75+	91875	Professionals	4
Northern Territory	75+	91875	Sales workers	3
Northern Territory	75+	91875	Technicians and trades workers	3
Northern Territory	75+	105000	Managers	3
Northern Territory	75+	105000	Professionals	6
Northern Territory	75+	105000	Sales workers	4
Northern Territory	75+	157500	Machinery operators and drivers	3
Northern Territory	75+	157500	Managers	3
Northern Territory	75+	157500	Professionals	8
Northern Territory	75+	157500	Sales workers	3
Northern Territory	75+	157500	Technicians and trades workers	4
Northern Territory	75+	Inf	Managers	8
Northern Territory	75+	Inf	Professionals	12
Northern Territory	75+	Inf	Sales workers	4
Australian Capital Territory	15-19			31
Australian Capital Territory	15-19		Clerical and administrative workers	10
Australian Capital Territory	15-19		Community and personal service workers	44
Australian Capital Territory	15-19		Labourers	19
Australian Capital Territory	15-19		Machinery operators and drivers	3
Australian Capital Territory	15-19		Managers	3
Australian Capital Territory	15-19		Sales workers	52
