SA3_NAME16	Age	ModeTravelToWork	NumberModes	workers
Playford	55-64	Car as driver	1	2792
Playford	55-64	Car as passenger	1	132
Playford	55-64	Did not go to work		406
Playford	55-64	Method of travel not stated		32
Playford	55-64	Motorbike scooter	1	12
Playford	55-64	(Other)	1	25
Playford	55-64	Other two methods	2	6
Playford	55-64	Train	1	6
Playford	55-64	Train and bus	2	9
Playford	55-64	Train and car as driver	2	3
Playford	55-64	Tram includes light rail	1	3
Playford	55-64	Truck	1	23
Playford	55-64	Walked only	1	70
Playford	55-64	Worked at home		162
Playford	65-74	Bus	1	9
Playford	65-74	Car as driver	1	402
Playford	65-74	Car as passenger	1	27
Playford	65-74	Did not go to work		77
Playford	65-74	Method of travel not stated		9
Playford	65-74	(Other)	1	7
Playford	65-74	Other two methods	2	8
Playford	65-74	Truck	1	12
Playford	65-74	Walked only	1	21
Playford	65-74	Worked at home		66
Playford	75+	Car as driver	1	33
Playford	75+	Car as passenger	1	4
Playford	75+	Did not go to work		6
Playford	75+	Method of travel not stated		7
Playford	75+	Worked at home		17
Port Adelaide - East	15-24	Bicycle	1	13
Port Adelaide - East	15-24	Bus	1	112
Port Adelaide - East	15-24	Bus and car as driver	2	4
Port Adelaide - East	15-24	Bus and car as passenger	2	15
Port Adelaide - East	15-24	Bus and other	2	3
Port Adelaide - East	15-24	Bus and two other methods excludes train	3	3
Port Adelaide - East	15-24	Car as driver	1	1953
Port Adelaide - East	15-24	Car as passenger	1	359
Port Adelaide - East	15-24	Did not go to work		514
Port Adelaide - East	15-24	Method of travel not stated		32
Port Adelaide - East	15-24	Motorbike scooter	1	19
Port Adelaide - East	15-24	(Other)	1	6
Port Adelaide - East	15-24	Other two methods	2	20
Port Adelaide - East	15-24	Taxi	1	9
Port Adelaide - East	15-24	Train	1	9
Port Adelaide - East	15-24	Train and bus	2	7
Port Adelaide - East	15-24	Train and car as passenger	2	3
Port Adelaide - East	15-24	Truck	1	9
Port Adelaide - East	15-24	Walked only	1	96
Port Adelaide - East	15-24	Worked at home		13
Port Adelaide - East	25-34	Bicycle	1	18
Port Adelaide - East	25-34	Bus	1	99
Port Adelaide - East	25-34	Bus and car as driver	2	4
Port Adelaide - East	25-34	Bus and car as passenger	2	17
Port Adelaide - East	25-34	Bus and two other methods excludes train	3	4
Port Adelaide - East	25-34	Car as driver	1	3902
Port Adelaide - East	25-34	Car as passenger	1	204
Port Adelaide - East	25-34	Did not go to work		467
Port Adelaide - East	25-34	Ferry	1	3
Port Adelaide - East	25-34	Method of travel not stated		38
Port Adelaide - East	25-34	Motorbike scooter	1	17
Port Adelaide - East	25-34	(Other)	1	34
Port Adelaide - East	25-34	Other two methods	2	38
Port Adelaide - East	25-34	Taxi	1	33
Port Adelaide - East	25-34	Train	1	14
Port Adelaide - East	25-34	Train and bus	2	13
Port Adelaide - East	25-34	Train and two other methods	3	5
Port Adelaide - East	25-34	Truck	1	14
Port Adelaide - East	25-34	Walked only	1	81
Port Adelaide - East	25-34	Worked at home		135
Port Adelaide - East	35-44	Bicycle	1	30
Port Adelaide - East	35-44	Bus	1	65
Port Adelaide - East	35-44	Bus and car as driver	2	6
Port Adelaide - East	35-44	Bus and car as passenger	2	4
Port Adelaide - East	35-44	Bus and two other methods excludes train	3	3
Port Adelaide - East	35-44	Car as driver	1	4157
Port Adelaide - East	35-44	Car as passenger	1	130
Port Adelaide - East	35-44	Did not go to work		442
Port Adelaide - East	35-44	Method of travel not stated		46
Port Adelaide - East	35-44	Motorbike scooter	1	13
Port Adelaide - East	35-44	(Other)	1	31
Port Adelaide - East	35-44	Other two methods	2	21
Port Adelaide - East	35-44	Taxi	1	30
Port Adelaide - East	35-44	Train	1	8
Port Adelaide - East	35-44	Train and bus	2	6
Port Adelaide - East	35-44	Train and other	2	4
Port Adelaide - East	35-44	Train and two other methods	3	4
Port Adelaide - East	35-44	Truck	1	30
Port Adelaide - East	35-44	Walked only	1	54
Port Adelaide - East	35-44	Worked at home		174
Port Adelaide - East	45-54	Bicycle	1	27
Port Adelaide - East	45-54	Bus	1	62
Port Adelaide - East	45-54	Bus and car as driver	2	3
Port Adelaide - East	45-54	Bus and tram includes light rail	2	3
Port Adelaide - East	45-54	Car as driver	1	4264
Port Adelaide - East	45-54	Car as passenger	1	122
Port Adelaide - East	45-54	Did not go to work		379
Port Adelaide - East	45-54	Ferry	1	3
Port Adelaide - East	45-54	Method of travel not stated		44
Port Adelaide - East	45-54	Motorbike scooter	1	25
Port Adelaide - East	45-54	(Other)	1	26
Port Adelaide - East	45-54	Other two methods	2	26
Port Adelaide - East	45-54	Taxi	1	17
Port Adelaide - East	45-54	Train	1	10
Port Adelaide - East	45-54	Train and bus	2	3
Port Adelaide - East	45-54	Train and two other methods	3	3
Port Adelaide - East	45-54	Truck	1	43
Port Adelaide - East	45-54	Walked only	1	61
Port Adelaide - East	45-54	Worked at home		161
Port Adelaide - East	55-64	Bicycle	1	20
Port Adelaide - East	55-64	Bus	1	43
Port Adelaide - East	55-64	Bus and car as driver	2	4
Port Adelaide - East	55-64	Bus and car as passenger	2	4
Port Adelaide - East	55-64	Car as driver	1	2995
Port Adelaide - East	55-64	Car as passenger	1	98
Port Adelaide - East	55-64	Did not go to work		325
Port Adelaide - East	55-64	Method of travel not stated		28
Port Adelaide - East	55-64	Motorbike scooter	1	14
Port Adelaide - East	55-64	(Other)	1	25
Port Adelaide - East	55-64	Other two methods	2	25
Port Adelaide - East	55-64	Taxi	1	7
Port Adelaide - East	55-64	Train	1	3
Port Adelaide - East	55-64	Truck	1	40
Port Adelaide - East	55-64	Walked only	1	39
Port Adelaide - East	55-64	Worked at home		117
Port Adelaide - East	65-74	Bus	1	6
Port Adelaide - East	65-74	Bus and car as driver	2	3
Port Adelaide - East	65-74	Car as driver	1	500
Port Adelaide - East	65-74	Car as passenger	1	19
Port Adelaide - East	65-74	Did not go to work		113
Port Adelaide - East	65-74	Method of travel not stated		11
Port Adelaide - East	65-74	(Other)	1	7
Port Adelaide - East	65-74	Taxi	1	3
Port Adelaide - East	65-74	Truck	1	3
Port Adelaide - East	65-74	Walked only	1	12
Port Adelaide - East	65-74	Worked at home		59
Port Adelaide - East	75+	Car as driver	1	50
Port Adelaide - East	75+	Did not go to work		8
Port Adelaide - East	75+	Method of travel not stated		9
Port Adelaide - East	75+	Worked at home		17
Salisbury	15-24	Bicycle	1	29
Salisbury	15-24	Bus	1	137
Salisbury	15-24	Bus and car as driver	2	6
Salisbury	15-24	Bus and car as passenger	2	15
Salisbury	15-24	Bus and two other methods excludes train	3	3
Salisbury	15-24	Car as driver	1	3888
Salisbury	15-24	Car as passenger	1	679
Salisbury	15-24	Did not go to work		788
Salisbury	15-24	Ferry	1	4
Salisbury	15-24	Method of travel not stated		84
Salisbury	15-24	Motorbike scooter	1	32
Salisbury	15-24	(Other)	1	15
Salisbury	15-24	Other two methods	2	48
Salisbury	15-24	Taxi	1	8
Salisbury	15-24	Train	1	35
Salisbury	15-24	Train and bus	2	20
Salisbury	15-24	Train and car as passenger	2	3
Salisbury	15-24	Train and two other methods	3	13
Salisbury	15-24	Truck	1	17
Salisbury	15-24	Walked only	1	176
Salisbury	15-24	Worked at home		27
Salisbury	25-34	Bicycle	1	50
Salisbury	25-34	Bus	1	107
Salisbury	25-34	Bus and car as driver	2	3
Salisbury	25-34	Bus and car as passenger	2	8
Salisbury	25-34	Bus and two other methods excludes train	3	3
Salisbury	25-34	Car as driver	1	8027
Salisbury	25-34	Car as passenger	1	396
Salisbury	25-34	Did not go to work		890
Salisbury	25-34	Ferry	1	3
Salisbury	25-34	Method of travel not stated		86
Salisbury	25-34	Motorbike scooter	1	59
Salisbury	25-34	(Other)	1	49
Salisbury	25-34	Other three methods	3	4
Salisbury	25-34	Other two methods	2	65
Salisbury	25-34	Taxi	1	21
Salisbury	25-34	Train	1	45
Salisbury	25-34	Train and bus	2	37
Salisbury	25-34	Train and car as driver	2	4
Salisbury	25-34	Train and car as passenger	2	4
Salisbury	25-34	Train and other	2	9
Salisbury	25-34	Train and two other methods	3	9
Salisbury	25-34	Truck	1	51
Salisbury	25-34	Walked only	1	145
Salisbury	25-34	Worked at home		183
Salisbury	35-44	Bicycle	1	62
Salisbury	35-44	Bus	1	81
Salisbury	35-44	Bus and car as driver	2	6
Salisbury	35-44	Bus and car as passenger	2	3
Salisbury	35-44	Car as driver	1	8237
Salisbury	35-44	Car as passenger	1	238
Salisbury	35-44	Did not go to work		687
Salisbury	35-44	Method of travel not stated		69
Salisbury	35-44	Motorbike scooter	1	48
Salisbury	35-44	(Other)	1	35
Salisbury	35-44	Other three methods	3	3
Salisbury	35-44	Other two methods	2	43
Salisbury	35-44	Taxi	1	15
Salisbury	35-44	Train	1	46
Salisbury	35-44	Train and bus	2	26
Salisbury	35-44	Train and car as driver	2	4
Salisbury	35-44	Train and other	2	6
Salisbury	35-44	Train and two other methods	3	5
Salisbury	35-44	Truck	1	47
Salisbury	35-44	Walked only	1	116
Salisbury	35-44	Worked at home		275
Salisbury	45-54	Bicycle	1	57
Salisbury	45-54	Bus	1	67
Salisbury	45-54	Bus and car as driver	2	7
Salisbury	45-54	Bus and car as passenger	2	7
Salisbury	45-54	Car as driver	1	8552
Salisbury	45-54	Car as passenger	1	261
Salisbury	45-54	Did not go to work		639
Salisbury	45-54	Ferry	1	3
Salisbury	45-54	Method of travel not stated		82
Salisbury	45-54	Motorbike scooter	1	46
Salisbury	45-54	(Other)	1	64
Salisbury	45-54	Other three methods	3	6
Salisbury	45-54	Other two methods	2	49
Salisbury	45-54	Taxi	1	12
Salisbury	45-54	Train	1	48
Salisbury	45-54	Train and bus	2	20
Salisbury	45-54	Train and car as driver	2	6
Salisbury	45-54	Train and tram includes light rail	2	5
Salisbury	45-54	Train and two other methods	3	3
Salisbury	45-54	Truck	1	87
Salisbury	45-54	Walked only	1	110
Salisbury	45-54	Worked at home		293
Salisbury	55-64	Bicycle	1	39
Salisbury	55-64	Bus	1	53
Salisbury	55-64	Bus and car as driver	2	9
Salisbury	55-64	Bus and car as passenger	2	3
Salisbury	55-64	Car as driver	1	5245
Salisbury	55-64	Car as passenger	1	175
Salisbury	55-64	Did not go to work		572
Salisbury	55-64	Method of travel not stated		47
Salisbury	55-64	Motorbike scooter	1	25
Salisbury	55-64	(Other)	1	40
Salisbury	55-64	Other two methods	2	32
Salisbury	55-64	Taxi	1	4
Salisbury	55-64	Train	1	21
Salisbury	55-64	Train and bus	2	17
Salisbury	55-64	Train and car as driver	2	3
Salisbury	55-64	Train and other	2	3
Salisbury	55-64	Train and tram includes light rail	2	4
Salisbury	55-64	Train and two other methods	3	4
Salisbury	55-64	Truck	1	64
Salisbury	55-64	Walked only	1	68
Salisbury	55-64	Worked at home		260
Salisbury	65-74	Bus	1	10
Salisbury	65-74	Bus and car as passenger	2	3
Salisbury	65-74	Car as driver	1	907
Salisbury	65-74	Car as passenger	1	38
Salisbury	65-74	Did not go to work		153
Salisbury	65-74	Method of travel not stated		23
Salisbury	65-74	Motorbike scooter	1	3
Salisbury	65-74	(Other)	1	13
Salisbury	65-74	Other two methods	2	3
Salisbury	65-74	Taxi	1	3
Salisbury	65-74	Train	1	6
Salisbury	65-74	Truck	1	9
Salisbury	65-74	Walked only	1	16
Salisbury	65-74	Worked at home		92
Salisbury	75+	Car as driver	1	74
Salisbury	75+	Car as passenger	1	3
Salisbury	75+	Did not go to work		12
Salisbury	75+	Method of travel not stated		6
Salisbury	75+	(Other)	1	3
Salisbury	75+	Walked only	1	3
Salisbury	75+	Worked at home		20
Tea Tree Gully	15-24	Bicycle	1	8
Tea Tree Gully	15-24	Bus	1	186
Tea Tree Gully	15-24	Bus and car as driver	2	6
Tea Tree Gully	15-24	Bus and car as passenger	2	29
Tea Tree Gully	15-24	Bus and two other methods excludes train	3	4
Tea Tree Gully	15-24	Car as driver	1	2619
Tea Tree Gully	15-24	Car as passenger	1	627
Tea Tree Gully	15-24	Did not go to work		878
Tea Tree Gully	15-24	Method of travel not stated		41
Tea Tree Gully	15-24	Motorbike scooter	1	11
Tea Tree Gully	15-24	(Other)	1	3
Tea Tree Gully	15-24	Other two methods	2	23
Tea Tree Gully	15-24	Taxi	1	6
Tea Tree Gully	15-24	Train	1	3
Tea Tree Gully	15-24	Train and bus	2	3
Tea Tree Gully	15-24	Train and car as driver	2	3
Tea Tree Gully	15-24	Train and two other methods	3	9
Tea Tree Gully	15-24	Truck	1	4
Tea Tree Gully	15-24	Walked only	1	93
Tea Tree Gully	15-24	Worked at home		35
Tea Tree Gully	25-34	Bicycle	1	11
Tea Tree Gully	25-34	Bus	1	117
Tea Tree Gully	25-34	Bus and car as driver	2	8
Tea Tree Gully	25-34	Bus and car as passenger	2	14
Tea Tree Gully	25-34	Bus and two other methods excludes train	3	3
Tea Tree Gully	25-34	Car as driver	1	3096
Tea Tree Gully	25-34	Car as passenger	1	115
Tea Tree Gully	25-34	Did not go to work		491
Tea Tree Gully	25-34	Method of travel not stated		28
Tea Tree Gully	25-34	Motorbike scooter	1	12
Tea Tree Gully	25-34	(Other)	1	11
Tea Tree Gully	25-34	Other two methods	2	15
Tea Tree Gully	25-34	Taxi	1	13
Tea Tree Gully	25-34	Train and bus	2	6
Tea Tree Gully	25-34	Train and two other methods	3	3
Tea Tree Gully	25-34	Tram includes light rail	1	3
Tea Tree Gully	25-34	Truck	1	13
Tea Tree Gully	25-34	Walked only	1	69
Tea Tree Gully	25-34	Worked at home		143
Tea Tree Gully	35-44	Bicycle	1	18
Tea Tree Gully	35-44	Bus	1	62
Tea Tree Gully	35-44	Bus and car as driver	2	10
Tea Tree Gully	35-44	Car as driver	1	3011
Tea Tree Gully	35-44	Car as passenger	1	115
Tea Tree Gully	35-44	Did not go to work		349
Tea Tree Gully	35-44	Method of travel not stated		36
Tea Tree Gully	35-44	Motorbike scooter	1	11
Tea Tree Gully	35-44	(Other)	1	24
Tea Tree Gully	35-44	Other two methods	2	19
Tea Tree Gully	35-44	Taxi	1	9
Tea Tree Gully	35-44	Train	1	4
Tea Tree Gully	35-44	Train and bus	2	4
Tea Tree Gully	35-44	Truck	1	30
Tea Tree Gully	35-44	Walked only	1	65
Tea Tree Gully	35-44	Worked at home		261
Tea Tree Gully	45-54	Bicycle	1	17
Tea Tree Gully	45-54	Bus	1	53
Tea Tree Gully	45-54	Bus and car as driver	2	3
Tea Tree Gully	45-54	Bus and car as passenger	2	3
Tea Tree Gully	45-54	Car as driver	1	3377
Tea Tree Gully	45-54	Car as passenger	1	119
Tea Tree Gully	45-54	Did not go to work		341
Tea Tree Gully	45-54	Method of travel not stated		28
Tea Tree Gully	45-54	Motorbike scooter	1	5
Tea Tree Gully	45-54	(Other)	1	36
Tea Tree Gully	45-54	Other two methods	2	25
Tea Tree Gully	45-54	Taxi	1	3
Tea Tree Gully	45-54	Train	1	4
Tea Tree Gully	45-54	Train and bus	2	4
Tea Tree Gully	45-54	Train and car as driver	2	3
Tea Tree Gully	45-54	Truck	1	44
Tea Tree Gully	45-54	Walked only	1	75
Tea Tree Gully	45-54	Worked at home		300
Tea Tree Gully	55-64	Bicycle	1	28
Tea Tree Gully	55-64	Bus	1	36
Tea Tree Gully	55-64	Bus and car as driver	2	3
Tea Tree Gully	55-64	Bus and car as passenger	2	4
Tea Tree Gully	55-64	Bus and other	2	4
Tea Tree Gully	55-64	Car as driver	1	2399
Tea Tree Gully	55-64	Car as passenger	1	110
Tea Tree Gully	55-64	Did not go to work		338
Tea Tree Gully	55-64	Method of travel not stated		16
Tea Tree Gully	55-64	Motorbike scooter	1	14
Tea Tree Gully	55-64	(Other)	1	34
Tea Tree Gully	55-64	Other two methods	2	15
Tea Tree Gully	55-64	Taxi	1	4
Tea Tree Gully	55-64	Train	1	3
Tea Tree Gully	55-64	Train and bus	2	3
Tea Tree Gully	55-64	Train and car as driver	2	3
Tea Tree Gully	55-64	Truck	1	31
Tea Tree Gully	55-64	Walked only	1	62
Tea Tree Gully	55-64	Worked at home		291
Tea Tree Gully	65-74	Bus	1	13
Tea Tree Gully	65-74	Car as driver	1	473
Tea Tree Gully	65-74	Car as passenger	1	36
Tea Tree Gully	65-74	Did not go to work		122
Tea Tree Gully	65-74	Method of travel not stated		8
Tea Tree Gully	65-74	(Other)	1	6
Tea Tree Gully	65-74	Other two methods	2	3
Tea Tree Gully	65-74	Truck	1	11
Tea Tree Gully	65-74	Walked only	1	13
Tea Tree Gully	65-74	Worked at home		137
Tea Tree Gully	75+	Car as driver	1	34
Tea Tree Gully	75+	Car as passenger	1	4
Tea Tree Gully	75+	Did not go to work		8
Tea Tree Gully	75+	Method of travel not stated		11
Tea Tree Gully	75+	(Other)	1	3
Tea Tree Gully	75+	Worked at home		21
Holdfast Bay	15-24	Bicycle	1	20
Holdfast Bay	15-24	Bus	1	70
Holdfast Bay	15-24	Bus and car as driver	2	7
Holdfast Bay	15-24	Bus and car as passenger	2	9
Holdfast Bay	15-24	Bus and other	2	3
Holdfast Bay	15-24	Bus and tram includes light rail	2	7
Holdfast Bay	15-24	Bus and two other methods excludes train	3	3
Holdfast Bay	15-24	Car as driver	1	1351
Holdfast Bay	15-24	Car as passenger	1	259
Holdfast Bay	15-24	Did not go to work		546
Holdfast Bay	15-24	Method of travel not stated		20
Holdfast Bay	15-24	Motorbike scooter	1	12
Holdfast Bay	15-24	(Other)	1	3
Holdfast Bay	15-24	Other two methods	2	24
Holdfast Bay	15-24	Taxi	1	3
Holdfast Bay	15-24	Train	1	28
Holdfast Bay	15-24	Train and bus	2	9
Holdfast Bay	15-24	Train and car as driver	2	4
Holdfast Bay	15-24	Train and tram includes light rail	2	3
Holdfast Bay	15-24	Train and two other methods	3	3
Holdfast Bay	15-24	Tram includes light rail	1	23
Holdfast Bay	15-24	Truck	1	3
Holdfast Bay	15-24	Walked only	1	101
Holdfast Bay	15-24	Worked at home		18
Holdfast Bay	25-34	Bicycle	1	25
Holdfast Bay	25-34	Bus	1	62
Holdfast Bay	25-34	Bus and car as driver	2	4
Holdfast Bay	25-34	Bus and car as passenger	2	3
Holdfast Bay	25-34	Bus and tram includes light rail	2	11
Holdfast Bay	25-34	Bus and two other methods excludes train	3	3
Holdfast Bay	25-34	Car as driver	1	1697
Holdfast Bay	25-34	Car as passenger	1	71
Holdfast Bay	25-34	Did not go to work		281
Holdfast Bay	25-34	Method of travel not stated		10
Holdfast Bay	25-34	Motorbike scooter	1	11
Holdfast Bay	25-34	(Other)	1	15
Holdfast Bay	25-34	Other two methods	2	12
Holdfast Bay	25-34	Taxi	1	3
Holdfast Bay	25-34	Train	1	17
Holdfast Bay	25-34	Train and bus	2	6
Holdfast Bay	25-34	Train and other	2	3
Holdfast Bay	25-34	Tram includes light rail	1	16
Holdfast Bay	25-34	Truck	1	7
Holdfast Bay	25-34	Walked only	1	80
Holdfast Bay	25-34	Worked at home		57
Holdfast Bay	35-44	Bicycle	1	24
Holdfast Bay	35-44	Bus	1	18
Holdfast Bay	35-44	Bus and car as driver	2	3
Holdfast Bay	35-44	Bus and car as passenger	2	4
Holdfast Bay	35-44	Bus and tram includes light rail	2	3
Holdfast Bay	35-44	Car as driver	1	1523
Holdfast Bay	35-44	Car as passenger	1	57
Holdfast Bay	35-44	Did not go to work		216
Holdfast Bay	35-44	Method of travel not stated		16
Holdfast Bay	35-44	Motorbike scooter	1	6
Holdfast Bay	35-44	(Other)	1	10
Holdfast Bay	35-44	Other two methods	2	14
Holdfast Bay	35-44	Taxi	1	4
Holdfast Bay	35-44	Train	1	5
Holdfast Bay	35-44	Train and bus	2	6
Holdfast Bay	35-44	Tram includes light rail	1	8
Holdfast Bay	35-44	Truck	1	5
Holdfast Bay	35-44	Walked only	1	63
Holdfast Bay	35-44	Worked at home		137
Holdfast Bay	45-54	Bicycle	1	27
Holdfast Bay	45-54	Bus	1	33
Holdfast Bay	45-54	Bus and tram includes light rail	2	3
Holdfast Bay	45-54	Bus and two other methods excludes train	3	3
Holdfast Bay	45-54	Car as driver	1	1670
Holdfast Bay	45-54	Car as passenger	1	64
Holdfast Bay	45-54	Did not go to work		192
Holdfast Bay	45-54	Method of travel not stated		14
Holdfast Bay	45-54	Motorbike scooter	1	13
Holdfast Bay	45-54	(Other)	1	18
Holdfast Bay	45-54	Other three methods	3	3
Holdfast Bay	45-54	Other two methods	2	18
Holdfast Bay	45-54	Taxi	1	7
Holdfast Bay	45-54	Train	1	5
Holdfast Bay	45-54	Train and bus	2	3
Holdfast Bay	45-54	Tram includes light rail	1	9
Holdfast Bay	45-54	Truck	1	7
Holdfast Bay	45-54	Walked only	1	90
Holdfast Bay	45-54	Worked at home		189
Holdfast Bay	55-64	Bicycle	1	15
Holdfast Bay	55-64	Bus	1	19
Holdfast Bay	55-64	Car as driver	1	1415
Holdfast Bay	55-64	Car as passenger	1	62
Holdfast Bay	55-64	Did not go to work		252
Holdfast Bay	55-64	Method of travel not stated		15
Holdfast Bay	55-64	Motorbike scooter	1	3
Holdfast Bay	55-64	(Other)	1	9
Holdfast Bay	55-64	Other two methods	2	10
Holdfast Bay	55-64	Taxi	1	4
Holdfast Bay	55-64	Train	1	3
Holdfast Bay	55-64	Tram includes light rail	1	5
Holdfast Bay	55-64	Truck	1	5
Holdfast Bay	55-64	Walked only	1	74
Holdfast Bay	55-64	Worked at home		179
Holdfast Bay	65-74	Bicycle	1	4
Holdfast Bay	65-74	Bus	1	8
Holdfast Bay	65-74	Car as driver	1	320
Holdfast Bay	65-74	Car as passenger	1	19
Holdfast Bay	65-74	Did not go to work		72
Holdfast Bay	65-74	Method of travel not stated		11
Holdfast Bay	65-74	(Other)	1	11
Holdfast Bay	65-74	Other two methods	2	3
Holdfast Bay	65-74	Taxi	1	3
Holdfast Bay	65-74	Tram includes light rail	1	6
Holdfast Bay	65-74	Walked only	1	23
Holdfast Bay	65-74	Worked at home		114
Holdfast Bay	75+	Car as driver	1	45
Holdfast Bay	75+	Did not go to work		11
Holdfast Bay	75+	Method of travel not stated		8
Holdfast Bay	75+	Walked only	1	5
Holdfast Bay	75+	Worked at home		21
Marion	15-24	Bicycle	1	18
Marion	15-24	Bus	1	123
Marion	15-24	Bus and car as driver	2	3
Marion	15-24	Bus and car as passenger	2	14
Marion	15-24	Bus and two other methods excludes train	3	3
Marion	15-24	Car as driver	1	2111
Marion	15-24	Car as passenger	1	397
Marion	15-24	Did not go to work		689
Marion	15-24	Method of travel not stated		24
Marion	15-24	Motorbike scooter	1	12
Marion	15-24	(Other)	1	6
Marion	15-24	Other two methods	2	34
Marion	15-24	Taxi	1	8
Marion	15-24	Train	1	46
Marion	15-24	Train and bus	2	9
Marion	15-24	Train and car as driver	2	3
Marion	15-24	Train and car as passenger	2	3
Marion	15-24	Train and two other methods	3	3
Marion	15-24	Tram includes light rail	1	4
Marion	15-24	Truck	1	4
Marion	15-24	Walked only	1	117
Marion	15-24	Worked at home		38
Marion	25-34	Bicycle	1	26
Marion	25-34	Bus	1	116
Marion	25-34	Bus and car as driver	2	3
Marion	25-34	Bus and other	2	3
Marion	25-34	Car as driver	1	3278
Marion	25-34	Car as passenger	1	148
Marion	25-34	Did not go to work		491
Marion	25-34	Method of travel not stated		39
Marion	25-34	Motorbike scooter	1	15
Marion	25-34	(Other)	1	28
Marion	25-34	Other two methods	2	16
Marion	25-34	Taxi	1	15
Marion	25-34	Train	1	28
Marion	25-34	Train and bus	2	21
Marion	25-34	Train and car as driver	2	4
Marion	25-34	Train and other	2	3
Marion	25-34	Truck	1	27
Marion	25-34	Walked only	1	66
Marion	25-34	Worked at home		167
Marion	35-44	Bicycle	1	47
Marion	35-44	Bus	1	72
Marion	35-44	Bus and car as driver	2	3
Marion	35-44	Bus and car as passenger	2	5
Marion	35-44	Bus and two other methods excludes train	3	3
Marion	35-44	Car as driver	1	3222
Marion	35-44	Car as passenger	1	100
Marion	35-44	Did not go to work		414
Marion	35-44	Method of travel not stated		28
Marion	35-44	Motorbike scooter	1	13
Marion	35-44	(Other)	1	18
Marion	35-44	Other two methods	2	23
Marion	35-44	Taxi	1	8
Marion	35-44	Train	1	16
Marion	35-44	Train and bus	2	10
Marion	35-44	Train and car as driver	2	3
Marion	35-44	Train and two other methods	3	4
Marion	35-44	Truck	1	14
Marion	35-44	Walked only	1	70
Marion	35-44	Worked at home		281
Marion	45-54	Bicycle	1	39
Marion	45-54	Bus	1	52
Marion	45-54	Bus and car as driver	2	7
Marion	45-54	Bus and other	2	3
Marion	45-54	Car as driver	1	3601
Marion	45-54	Car as passenger	1	99
Marion	45-54	Did not go to work		384
Marion	45-54	Method of travel not stated		22
Marion	45-54	Motorbike scooter	1	19
Marion	45-54	(Other)	1	24
Marion	45-54	Other two methods	2	27
Marion	45-54	Taxi	1	3
Marion	45-54	Train	1	15
Marion	45-54	Train and bus	2	5
Marion	45-54	Train and car as driver	2	5
Marion	45-54	Train and two other methods	3	3
Marion	45-54	Truck	1	28
Marion	45-54	Walked only	1	61
Marion	45-54	Worked at home		253
Marion	55-64	Bicycle	1	28
Marion	55-64	Bus	1	41
Marion	55-64	Bus and car as driver	2	8
Marion	55-64	Bus and tram includes light rail	2	3
Marion	55-64	Car as driver	1	2612
Marion	55-64	Car as passenger	1	81
Marion	55-64	Did not go to work		407
Marion	55-64	Method of travel not stated		22
Marion	55-64	Motorbike scooter	1	16
Marion	55-64	(Other)	1	20
Marion	55-64	Other three methods	3	3
Marion	55-64	Other two methods	2	16
Marion	55-64	Taxi	1	3
Marion	55-64	Train	1	17
Marion	55-64	Train and bus	2	4
Marion	55-64	Truck	1	25
Marion	55-64	Walked only	1	68
Marion	55-64	Worked at home		238
Marion	65-74	Bicycle	1	4
Marion	65-74	Bus	1	13
Marion	65-74	Bus and car as passenger	2	3
Marion	65-74	Car as driver	1	552
Marion	65-74	Car as passenger	1	15
Marion	65-74	Did not go to work		141
Marion	65-74	Method of travel not stated		14
Marion	65-74	(Other)	1	5
Marion	65-74	Taxi	1	4
Marion	65-74	Train	1	5
Marion	65-74	Truck	1	5
Marion	65-74	Walked only	1	20
Marion	65-74	Worked at home		133
Marion	75+	Bus	1	3
Marion	75+	Car as driver	1	42
Marion	75+	Car as passenger	1	5
Marion	75+	Did not go to work		9
Marion	75+	Method of travel not stated		12
Marion	75+	Worked at home		30
Mitcham	15-24	Bicycle	1	30
Mitcham	15-24	Bus	1	150
Mitcham	15-24	Bus and car as driver	2	5
Mitcham	15-24	Bus and car as passenger	2	15
Mitcham	15-24	Bus and tram includes light rail	2	3
Mitcham	15-24	Bus and two other methods excludes train	3	10
Mitcham	15-24	Car as driver	1	2100
Mitcham	15-24	Car as passenger	1	360
Mitcham	15-24	Did not go to work		697
Mitcham	15-24	Method of travel not stated		29
Mitcham	15-24	Motorbike scooter	1	21
Mitcham	15-24	(Other)	1	11
Mitcham	15-24	Other two methods	2	22
Mitcham	15-24	Taxi	1	8
Mitcham	15-24	Train	1	25
Mitcham	15-24	Train and bus	2	13
Mitcham	15-24	Train and car as driver	2	8
Mitcham	15-24	Train and two other methods	3	7
Mitcham	15-24	Walked only	1	121
Mitcham	15-24	Worked at home		48
Mitcham	25-34	Bicycle	1	53
Mitcham	25-34	Bus	1	210
Mitcham	25-34	Bus and car as driver	2	24
Mitcham	25-34	Bus and car as passenger	2	13
Mitcham	25-34	Bus and other	2	3
Mitcham	25-34	Bus and tram includes light rail	2	5
Mitcham	25-34	Bus and two other methods excludes train	3	4
Mitcham	25-34	Car as driver	1	3834
Mitcham	25-34	Car as passenger	1	204
Mitcham	25-34	Did not go to work		768
Mitcham	25-34	Method of travel not stated		33
Mitcham	25-34	Motorbike scooter	1	26
Mitcham	25-34	(Other)	1	7
Mitcham	25-34	Other three methods	3	4
Mitcham	25-34	Other two methods	2	31
Mitcham	25-34	Taxi	1	9
