SA3_NAME16	Age	EmploymentStatus	workers
North East	75+	Employee	23
North East	75+	Owner managers of incorporated enterprises	16
North East	75+	Owner managers of unincorporated enterprises	50
North East	75+	Status in employment not stated	13
Central Highlands (Tas.)	15-19	Contributing family workers	9
Central Highlands (Tas.)	15-19	Employee	71
Central Highlands (Tas.)	20-24	Contributing family workers	5
Central Highlands (Tas.)	20-24	Employee	107
Central Highlands (Tas.)	20-24	Owner managers of unincorporated enterprises	9
Central Highlands (Tas.)	20-24	Status in employment not stated	3
Central Highlands (Tas.)	25-29	Contributing family workers	4
Central Highlands (Tas.)	25-29	Employee	126
Central Highlands (Tas.)	25-29	Owner managers of unincorporated enterprises	15
Central Highlands (Tas.)	25-29	Status in employment not stated	3
Central Highlands (Tas.)	30-34	Contributing family workers	4
Central Highlands (Tas.)	30-34	Employee	144
Central Highlands (Tas.)	30-34	Owner managers of incorporated enterprises	13
Central Highlands (Tas.)	30-34	Owner managers of unincorporated enterprises	24
Central Highlands (Tas.)	30-34	Status in employment not stated	5
Central Highlands (Tas.)	35-39	Contributing family workers	9
Central Highlands (Tas.)	35-39	Employee	154
Central Highlands (Tas.)	35-39	Owner managers of incorporated enterprises	8
Central Highlands (Tas.)	35-39	Owner managers of unincorporated enterprises	31
Central Highlands (Tas.)	35-39	Status in employment not stated	3
Central Highlands (Tas.)	40-44	Contributing family workers	17
Central Highlands (Tas.)	40-44	Employee	137
Central Highlands (Tas.)	40-44	Owner managers of incorporated enterprises	12
Central Highlands (Tas.)	40-44	Owner managers of unincorporated enterprises	36
Central Highlands (Tas.)	40-44	Status in employment not stated	9
Central Highlands (Tas.)	45-49	Contributing family workers	12
Central Highlands (Tas.)	45-49	Employee	151
Central Highlands (Tas.)	45-49	Owner managers of incorporated enterprises	18
Central Highlands (Tas.)	45-49	Owner managers of unincorporated enterprises	59
Central Highlands (Tas.)	45-49	Status in employment not stated	9
Central Highlands (Tas.)	50-54	Contributing family workers	19
Central Highlands (Tas.)	50-54	Employee	166
Central Highlands (Tas.)	50-54	Owner managers of incorporated enterprises	18
Central Highlands (Tas.)	50-54	Owner managers of unincorporated enterprises	56
Central Highlands (Tas.)	50-54	Status in employment not stated	8
Central Highlands (Tas.)	55-59	Contributing family workers	29
Central Highlands (Tas.)	55-59	Employee	150
Central Highlands (Tas.)	55-59	Owner managers of incorporated enterprises	14
Central Highlands (Tas.)	55-59	Owner managers of unincorporated enterprises	64
Central Highlands (Tas.)	55-59	Status in employment not stated	11
Central Highlands (Tas.)	60-64	Contributing family workers	27
Central Highlands (Tas.)	60-64	Employee	112
Central Highlands (Tas.)	60-64	Owner managers of incorporated enterprises	17
Central Highlands (Tas.)	60-64	Owner managers of unincorporated enterprises	63
Central Highlands (Tas.)	60-64	Status in employment not stated	8
Central Highlands (Tas.)	65-69	Contributing family workers	22
Central Highlands (Tas.)	65-69	Employee	36
Central Highlands (Tas.)	65-69	Owner managers of incorporated enterprises	20
Central Highlands (Tas.)	65-69	Owner managers of unincorporated enterprises	37
Central Highlands (Tas.)	65-69	Status in employment not stated	4
Central Highlands (Tas.)	70-74	Contributing family workers	23
Central Highlands (Tas.)	70-74	Employee	19
Central Highlands (Tas.)	70-74	Owner managers of incorporated enterprises	6
Central Highlands (Tas.)	70-74	Owner managers of unincorporated enterprises	15
Central Highlands (Tas.)	75+	Contributing family workers	12
Central Highlands (Tas.)	75+	Employee	7
Central Highlands (Tas.)	75+	Owner managers of incorporated enterprises	10
Central Highlands (Tas.)	75+	Owner managers of unincorporated enterprises	17
Huon - Bruny Island	15-19	Employee	233
Huon - Bruny Island	15-19	Owner managers of unincorporated enterprises	4
Huon - Bruny Island	20-24	Contributing family workers	3
Huon - Bruny Island	20-24	Employee	297
Huon - Bruny Island	20-24	Owner managers of unincorporated enterprises	11
Huon - Bruny Island	20-24	Status in employment not stated	5
Huon - Bruny Island	25-29	Contributing family workers	3
Huon - Bruny Island	25-29	Employee	340
Huon - Bruny Island	25-29	Owner managers of incorporated enterprises	7
Huon - Bruny Island	25-29	Owner managers of unincorporated enterprises	28
Huon - Bruny Island	25-29	Status in employment not stated	4
Huon - Bruny Island	30-34	Contributing family workers	9
Huon - Bruny Island	30-34	Employee	331
Huon - Bruny Island	30-34	Owner managers of incorporated enterprises	9
Huon - Bruny Island	30-34	Owner managers of unincorporated enterprises	42
Huon - Bruny Island	30-34	Status in employment not stated	8
Huon - Bruny Island	35-39	Contributing family workers	9
Huon - Bruny Island	35-39	Employee	358
Huon - Bruny Island	35-39	Owner managers of incorporated enterprises	21
Huon - Bruny Island	35-39	Owner managers of unincorporated enterprises	78
Huon - Bruny Island	35-39	Status in employment not stated	11
Huon - Bruny Island	40-44	Contributing family workers	21
Huon - Bruny Island	40-44	Employee	381
Huon - Bruny Island	40-44	Owner managers of incorporated enterprises	22
Huon - Bruny Island	40-44	Owner managers of unincorporated enterprises	81
Huon - Bruny Island	40-44	Status in employment not stated	6
Huon - Bruny Island	45-49	Contributing family workers	26
Huon - Bruny Island	45-49	Employee	386
Huon - Bruny Island	45-49	Owner managers of incorporated enterprises	54
Huon - Bruny Island	45-49	Owner managers of unincorporated enterprises	119
Huon - Bruny Island	45-49	Status in employment not stated	9
Huon - Bruny Island	50-54	Contributing family workers	33
Huon - Bruny Island	50-54	Employee	391
Huon - Bruny Island	50-54	Owner managers of incorporated enterprises	44
Huon - Bruny Island	50-54	Owner managers of unincorporated enterprises	90
Huon - Bruny Island	50-54	Status in employment not stated	5
Huon - Bruny Island	55-59	Contributing family workers	39
Huon - Bruny Island	55-59	Employee	396
Huon - Bruny Island	55-59	Owner managers of incorporated enterprises	36
Huon - Bruny Island	55-59	Owner managers of unincorporated enterprises	147
Huon - Bruny Island	55-59	Status in employment not stated	9
Huon - Bruny Island	60-64	Contributing family workers	21
Huon - Bruny Island	60-64	Employee	240
Huon - Bruny Island	60-64	Owner managers of incorporated enterprises	35
Huon - Bruny Island	60-64	Owner managers of unincorporated enterprises	110
Huon - Bruny Island	60-64	Status in employment not stated	5
Huon - Bruny Island	65-69	Contributing family workers	28
Huon - Bruny Island	65-69	Employee	89
Huon - Bruny Island	65-69	Owner managers of incorporated enterprises	35
Huon - Bruny Island	65-69	Owner managers of unincorporated enterprises	63
Huon - Bruny Island	65-69	Status in employment not stated	7
Huon - Bruny Island	70-74	Contributing family workers	14
Huon - Bruny Island	70-74	Employee	32
Huon - Bruny Island	70-74	Owner managers of incorporated enterprises	9
Huon - Bruny Island	70-74	Owner managers of unincorporated enterprises	27
Huon - Bruny Island	75+	Contributing family workers	18
Huon - Bruny Island	75+	Employee	5
Huon - Bruny Island	75+	Owner managers of incorporated enterprises	4
Huon - Bruny Island	75+	Owner managers of unincorporated enterprises	19
Huon - Bruny Island	75+	Status in employment not stated	6
South East Coast	15-19	Employee	97
South East Coast	20-24	Contributing family workers	3
South East Coast	20-24	Employee	115
South East Coast	20-24	Status in employment not stated	6
South East Coast	25-29	Employee	113
South East Coast	25-29	Owner managers of unincorporated enterprises	8
South East Coast	30-34	Contributing family workers	3
South East Coast	30-34	Employee	145
South East Coast	30-34	Owner managers of incorporated enterprises	12
South East Coast	30-34	Owner managers of unincorporated enterprises	19
South East Coast	30-34	Status in employment not stated	4
South East Coast	35-39	Employee	126
South East Coast	35-39	Owner managers of incorporated enterprises	10
South East Coast	35-39	Owner managers of unincorporated enterprises	26
South East Coast	35-39	Status in employment not stated	4
South East Coast	40-44	Contributing family workers	6
South East Coast	40-44	Employee	152
South East Coast	40-44	Owner managers of incorporated enterprises	18
South East Coast	40-44	Owner managers of unincorporated enterprises	40
South East Coast	40-44	Status in employment not stated	10
South East Coast	45-49	Contributing family workers	11
South East Coast	45-49	Employee	161
South East Coast	45-49	Owner managers of incorporated enterprises	26
South East Coast	45-49	Owner managers of unincorporated enterprises	41
South East Coast	45-49	Status in employment not stated	7
South East Coast	50-54	Contributing family workers	5
South East Coast	50-54	Employee	201
South East Coast	50-54	Owner managers of incorporated enterprises	20
South East Coast	50-54	Owner managers of unincorporated enterprises	45
South East Coast	50-54	Status in employment not stated	9
South East Coast	55-59	Contributing family workers	14
South East Coast	55-59	Employee	197
South East Coast	55-59	Owner managers of incorporated enterprises	26
South East Coast	55-59	Owner managers of unincorporated enterprises	44
South East Coast	55-59	Status in employment not stated	6
South East Coast	60-64	Contributing family workers	19
South East Coast	60-64	Employee	144
South East Coast	60-64	Owner managers of incorporated enterprises	26
South East Coast	60-64	Owner managers of unincorporated enterprises	58
South East Coast	60-64	Status in employment not stated	5
South East Coast	65-69	Contributing family workers	18
South East Coast	65-69	Employee	61
South East Coast	65-69	Owner managers of incorporated enterprises	20
South East Coast	65-69	Owner managers of unincorporated enterprises	27
South East Coast	70-74	Contributing family workers	10
South East Coast	70-74	Employee	20
South East Coast	70-74	Owner managers of incorporated enterprises	7
South East Coast	70-74	Owner managers of unincorporated enterprises	24
South East Coast	75+	Contributing family workers	11
South East Coast	75+	Employee	5
South East Coast	75+	Owner managers of incorporated enterprises	11
South East Coast	75+	Owner managers of unincorporated enterprises	3
South East Coast	75+	Status in employment not stated	3
Burnie - Ulverstone	15-19	Contributing family workers	8
Burnie - Ulverstone	15-19	Employee	1249
Burnie - Ulverstone	15-19	Owner managers of incorporated enterprises	3
Burnie - Ulverstone	15-19	Status in employment not stated	31
Burnie - Ulverstone	20-24	Contributing family workers	4
Burnie - Ulverstone	20-24	Employee	1559
Burnie - Ulverstone	20-24	Owner managers of incorporated enterprises	4
Burnie - Ulverstone	20-24	Owner managers of unincorporated enterprises	31
Burnie - Ulverstone	20-24	Status in employment not stated	13
Burnie - Ulverstone	25-29	Contributing family workers	12
Burnie - Ulverstone	25-29	Employee	1419
Burnie - Ulverstone	25-29	Owner managers of incorporated enterprises	23
Burnie - Ulverstone	25-29	Owner managers of unincorporated enterprises	42
Burnie - Ulverstone	25-29	Status in employment not stated	12
Burnie - Ulverstone	30-34	Contributing family workers	16
Burnie - Ulverstone	30-34	Employee	1441
Burnie - Ulverstone	30-34	Owner managers of incorporated enterprises	44
Burnie - Ulverstone	30-34	Owner managers of unincorporated enterprises	97
Burnie - Ulverstone	30-34	Status in employment not stated	18
Burnie - Ulverstone	35-39	Contributing family workers	17
Burnie - Ulverstone	35-39	Employee	1424
Burnie - Ulverstone	35-39	Owner managers of incorporated enterprises	70
Burnie - Ulverstone	35-39	Owner managers of unincorporated enterprises	98
Burnie - Ulverstone	35-39	Status in employment not stated	19
Burnie - Ulverstone	40-44	Contributing family workers	22
Burnie - Ulverstone	40-44	Employee	1635
Burnie - Ulverstone	40-44	Owner managers of incorporated enterprises	130
Burnie - Ulverstone	40-44	Owner managers of unincorporated enterprises	129
Burnie - Ulverstone	40-44	Status in employment not stated	18
Burnie - Ulverstone	45-49	Contributing family workers	30
Burnie - Ulverstone	45-49	Employee	1902
Burnie - Ulverstone	45-49	Owner managers of incorporated enterprises	154
Burnie - Ulverstone	45-49	Owner managers of unincorporated enterprises	157
Burnie - Ulverstone	45-49	Status in employment not stated	27
Burnie - Ulverstone	50-54	Contributing family workers	45
Burnie - Ulverstone	50-54	Employee	2016
Burnie - Ulverstone	50-54	Owner managers of incorporated enterprises	136
Burnie - Ulverstone	50-54	Owner managers of unincorporated enterprises	158
Burnie - Ulverstone	50-54	Status in employment not stated	27
Burnie - Ulverstone	55-59	Contributing family workers	56
Burnie - Ulverstone	55-59	Employee	1686
Burnie - Ulverstone	55-59	Owner managers of incorporated enterprises	116
Burnie - Ulverstone	55-59	Owner managers of unincorporated enterprises	191
Burnie - Ulverstone	55-59	Status in employment not stated	28
Burnie - Ulverstone	60-64	Contributing family workers	41
Burnie - Ulverstone	60-64	Employee	1070
Burnie - Ulverstone	60-64	Owner managers of incorporated enterprises	89
Burnie - Ulverstone	60-64	Owner managers of unincorporated enterprises	155
Burnie - Ulverstone	60-64	Status in employment not stated	19
Burnie - Ulverstone	65-69	Contributing family workers	28
Burnie - Ulverstone	65-69	Employee	299
Burnie - Ulverstone	65-69	Owner managers of incorporated enterprises	53
Burnie - Ulverstone	65-69	Owner managers of unincorporated enterprises	75
Burnie - Ulverstone	65-69	Status in employment not stated	18
Burnie - Ulverstone	70-74	Contributing family workers	36
Burnie - Ulverstone	70-74	Employee	80
Burnie - Ulverstone	70-74	Owner managers of incorporated enterprises	22
Burnie - Ulverstone	70-74	Owner managers of unincorporated enterprises	29
Burnie - Ulverstone	70-74	Status in employment not stated	8
Burnie - Ulverstone	75+	Contributing family workers	17
Burnie - Ulverstone	75+	Employee	30
Burnie - Ulverstone	75+	Owner managers of incorporated enterprises	20
Burnie - Ulverstone	75+	Owner managers of unincorporated enterprises	30
Burnie - Ulverstone	75+	Status in employment not stated	13
Devonport	15-19	Contributing family workers	3
Devonport	15-19	Employee	1118
Devonport	15-19	Owner managers of incorporated enterprises	3
Devonport	15-19	Owner managers of unincorporated enterprises	3
Devonport	15-19	Status in employment not stated	22
Devonport	20-24	Contributing family workers	4
Devonport	20-24	Employee	1335
Devonport	20-24	Owner managers of incorporated enterprises	7
Devonport	20-24	Owner managers of unincorporated enterprises	16
Devonport	20-24	Status in employment not stated	21
Devonport	25-29	Contributing family workers	5
Devonport	25-29	Employee	1359
Devonport	25-29	Owner managers of incorporated enterprises	19
Devonport	25-29	Owner managers of unincorporated enterprises	50
Devonport	25-29	Status in employment not stated	10
Devonport	30-34	Contributing family workers	16
Devonport	30-34	Employee	1303
Devonport	30-34	Owner managers of incorporated enterprises	42
Devonport	30-34	Owner managers of unincorporated enterprises	96
Devonport	30-34	Status in employment not stated	17
Devonport	35-39	Contributing family workers	25
Devonport	35-39	Employee	1345
Devonport	35-39	Owner managers of incorporated enterprises	77
Devonport	35-39	Owner managers of unincorporated enterprises	100
Devonport	35-39	Status in employment not stated	8
Devonport	40-44	Contributing family workers	14
Devonport	40-44	Employee	1547
Devonport	40-44	Owner managers of incorporated enterprises	97
Devonport	40-44	Owner managers of unincorporated enterprises	114
Devonport	40-44	Status in employment not stated	21
Devonport	45-49	Contributing family workers	11
Devonport	45-49	Employee	1710
Devonport	45-49	Owner managers of incorporated enterprises	114
Devonport	45-49	Owner managers of unincorporated enterprises	177
Devonport	45-49	Status in employment not stated	35
Devonport	50-54	Contributing family workers	47
Devonport	50-54	Employee	1635
Devonport	50-54	Owner managers of incorporated enterprises	118
Devonport	50-54	Owner managers of unincorporated enterprises	190
Devonport	50-54	Status in employment not stated	24
Devonport	55-59	Contributing family workers	47
Devonport	55-59	Employee	1500
Devonport	55-59	Owner managers of incorporated enterprises	112
Devonport	55-59	Owner managers of unincorporated enterprises	159
Devonport	55-59	Status in employment not stated	25
Devonport	60-64	Contributing family workers	36
Devonport	60-64	Employee	934
Devonport	60-64	Owner managers of incorporated enterprises	85
Devonport	60-64	Owner managers of unincorporated enterprises	144
Devonport	60-64	Status in employment not stated	25
Devonport	65-69	Contributing family workers	31
Devonport	65-69	Employee	306
Devonport	65-69	Owner managers of incorporated enterprises	72
Devonport	65-69	Owner managers of unincorporated enterprises	109
Devonport	65-69	Status in employment not stated	11
Devonport	70-74	Contributing family workers	29
Devonport	70-74	Employee	82
Devonport	70-74	Owner managers of incorporated enterprises	31
Devonport	70-74	Owner managers of unincorporated enterprises	50
Devonport	70-74	Status in employment not stated	8
Devonport	75+	Contributing family workers	23
Devonport	75+	Employee	27
Devonport	75+	Owner managers of incorporated enterprises	23
Devonport	75+	Owner managers of unincorporated enterprises	37
Devonport	75+	Status in employment not stated	20
West Coast	15-19	Contributing family workers	11
West Coast	15-19	Employee	315
West Coast	15-19	Owner managers of unincorporated enterprises	3
West Coast	15-19	Status in employment not stated	6
West Coast	20-24	Contributing family workers	8
West Coast	20-24	Employee	568
West Coast	20-24	Owner managers of incorporated enterprises	7
West Coast	20-24	Owner managers of unincorporated enterprises	17
West Coast	20-24	Status in employment not stated	15
West Coast	25-29	Contributing family workers	9
West Coast	25-29	Employee	556
West Coast	25-29	Owner managers of incorporated enterprises	7
West Coast	25-29	Owner managers of unincorporated enterprises	32
West Coast	25-29	Status in employment not stated	10
West Coast	30-34	Contributing family workers	21
West Coast	30-34	Employee	642
West Coast	30-34	Owner managers of incorporated enterprises	26
West Coast	30-34	Owner managers of unincorporated enterprises	51
West Coast	30-34	Status in employment not stated	10
West Coast	35-39	Contributing family workers	17
West Coast	35-39	Employee	516
West Coast	35-39	Owner managers of incorporated enterprises	20
West Coast	35-39	Owner managers of unincorporated enterprises	51
West Coast	35-39	Status in employment not stated	8
West Coast	40-44	Contributing family workers	36
West Coast	40-44	Employee	554
West Coast	40-44	Owner managers of incorporated enterprises	36
West Coast	40-44	Owner managers of unincorporated enterprises	78
West Coast	40-44	Status in employment not stated	11
West Coast	45-49	Contributing family workers	32
West Coast	45-49	Employee	657
West Coast	45-49	Owner managers of incorporated enterprises	54
West Coast	45-49	Owner managers of unincorporated enterprises	86
West Coast	45-49	Status in employment not stated	17
West Coast	50-54	Contributing family workers	31
West Coast	50-54	Employee	678
West Coast	50-54	Owner managers of incorporated enterprises	60
West Coast	50-54	Owner managers of unincorporated enterprises	92
West Coast	50-54	Status in employment not stated	17
West Coast	55-59	Contributing family workers	31
West Coast	55-59	Employee	604
West Coast	55-59	Owner managers of incorporated enterprises	70
West Coast	55-59	Owner managers of unincorporated enterprises	125
West Coast	55-59	Status in employment not stated	14
West Coast	60-64	Contributing family workers	44
West Coast	60-64	Employee	365
West Coast	60-64	Owner managers of incorporated enterprises	47
West Coast	60-64	Owner managers of unincorporated enterprises	107
West Coast	60-64	Status in employment not stated	9
West Coast	65-69	Contributing family workers	35
West Coast	65-69	Employee	117
West Coast	65-69	Owner managers of incorporated enterprises	24
West Coast	65-69	Owner managers of unincorporated enterprises	54
West Coast	65-69	Status in employment not stated	4
West Coast	70-74	Contributing family workers	16
West Coast	70-74	Employee	32
West Coast	70-74	Owner managers of incorporated enterprises	12
West Coast	70-74	Owner managers of unincorporated enterprises	25
West Coast	70-74	Status in employment not stated	4
West Coast	75+	Contributing family workers	24
West Coast	75+	Employee	16
West Coast	75+	Owner managers of incorporated enterprises	7
West Coast	75+	Owner managers of unincorporated enterprises	27
West Coast	75+	Status in employment not stated	4
Migratory - Offshore - Shipping (Tas.)	25-29	Employee	4
Migratory - Offshore - Shipping (Tas.)	30-34	Employee	4
Migratory - Offshore - Shipping (Tas.)	35-39	Employee	4
Migratory - Offshore - Shipping (Tas.)	40-44	Employee	3
Migratory - Offshore - Shipping (Tas.)	45-49	Employee	5
Migratory - Offshore - Shipping (Tas.)	50-54	Employee	3
Migratory - Offshore - Shipping (Tas.)	55-59	Employee	5
Migratory - Offshore - Shipping (Tas.)	60-64	Employee	4
No usual address (Tas.)	15-19	Contributing family workers	3
No usual address (Tas.)	15-19	Employee	298
No usual address (Tas.)	15-19	Owner managers of unincorporated enterprises	10
No usual address (Tas.)	15-19	Status in employment not stated	7
No usual address (Tas.)	20-24	Contributing family workers	3
No usual address (Tas.)	20-24	Employee	589
No usual address (Tas.)	20-24	Owner managers of incorporated enterprises	12
No usual address (Tas.)	20-24	Owner managers of unincorporated enterprises	92
No usual address (Tas.)	20-24	Status in employment not stated	15
No usual address (Tas.)	25-29	Contributing family workers	5
No usual address (Tas.)	25-29	Employee	645
No usual address (Tas.)	25-29	Owner managers of incorporated enterprises	33
No usual address (Tas.)	25-29	Owner managers of unincorporated enterprises	185
No usual address (Tas.)	25-29	Status in employment not stated	17
No usual address (Tas.)	30-34	Contributing family workers	9
No usual address (Tas.)	30-34	Employee	616
No usual address (Tas.)	30-34	Owner managers of incorporated enterprises	65
No usual address (Tas.)	30-34	Owner managers of unincorporated enterprises	252
No usual address (Tas.)	30-34	Status in employment not stated	13
No usual address (Tas.)	35-39	Contributing family workers	14
No usual address (Tas.)	35-39	Employee	488
No usual address (Tas.)	35-39	Owner managers of incorporated enterprises	59
No usual address (Tas.)	35-39	Owner managers of unincorporated enterprises	266
No usual address (Tas.)	35-39	Status in employment not stated	4
No usual address (Tas.)	40-44	Contributing family workers	13
No usual address (Tas.)	40-44	Employee	502
No usual address (Tas.)	40-44	Owner managers of incorporated enterprises	95
No usual address (Tas.)	40-44	Owner managers of unincorporated enterprises	322
No usual address (Tas.)	40-44	Status in employment not stated	11
No usual address (Tas.)	45-49	Contributing family workers	15
No usual address (Tas.)	45-49	Employee	562
No usual address (Tas.)	45-49	Owner managers of incorporated enterprises	104
No usual address (Tas.)	45-49	Owner managers of unincorporated enterprises	429
No usual address (Tas.)	45-49	Status in employment not stated	21
No usual address (Tas.)	50-54	Contributing family workers	11
No usual address (Tas.)	50-54	Employee	586
No usual address (Tas.)	50-54	Owner managers of incorporated enterprises	86
No usual address (Tas.)	50-54	Owner managers of unincorporated enterprises	390
No usual address (Tas.)	50-54	Status in employment not stated	25
No usual address (Tas.)	55-59	Contributing family workers	16
No usual address (Tas.)	55-59	Employee	524
No usual address (Tas.)	55-59	Owner managers of incorporated enterprises	80
No usual address (Tas.)	55-59	Owner managers of unincorporated enterprises	408
No usual address (Tas.)	55-59	Status in employment not stated	19
No usual address (Tas.)	60-64	Contributing family workers	15
No usual address (Tas.)	60-64	Employee	396
No usual address (Tas.)	60-64	Owner managers of incorporated enterprises	48
No usual address (Tas.)	60-64	Owner managers of unincorporated enterprises	308
No usual address (Tas.)	60-64	Status in employment not stated	22
No usual address (Tas.)	65-69	Contributing family workers	10
No usual address (Tas.)	65-69	Employee	129
No usual address (Tas.)	65-69	Owner managers of incorporated enterprises	18
No usual address (Tas.)	65-69	Owner managers of unincorporated enterprises	108
No usual address (Tas.)	65-69	Status in employment not stated	7
No usual address (Tas.)	70-74	Contributing family workers	3
No usual address (Tas.)	70-74	Employee	51
No usual address (Tas.)	70-74	Owner managers of incorporated enterprises	6
No usual address (Tas.)	70-74	Owner managers of unincorporated enterprises	23
No usual address (Tas.)	70-74	Status in employment not stated	4
No usual address (Tas.)	75+	Contributing family workers	8
No usual address (Tas.)	75+	Employee	15
No usual address (Tas.)	75+	Owner managers of unincorporated enterprises	25
No usual address (Tas.)	75+	Status in employment not stated	7
Darwin City	15-19	Contributing family workers	7
Darwin City	15-19	Employee	923
Darwin City	15-19	Owner managers of incorporated enterprises	3
Darwin City	15-19	Owner managers of unincorporated enterprises	4
Darwin City	15-19	Status in employment not stated	20
Darwin City	20-24	Contributing family workers	4
Darwin City	20-24	Employee	2478
Darwin City	20-24	Owner managers of incorporated enterprises	10
Darwin City	20-24	Owner managers of unincorporated enterprises	21
Darwin City	20-24	Status in employment not stated	20
Darwin City	25-29	Contributing family workers	4
Darwin City	25-29	Employee	3700
Darwin City	25-29	Owner managers of incorporated enterprises	42
Darwin City	25-29	Owner managers of unincorporated enterprises	61
Darwin City	25-29	Status in employment not stated	25
Darwin City	30-34	Contributing family workers	14
Darwin City	30-34	Employee	3611
Darwin City	30-34	Owner managers of incorporated enterprises	109
Darwin City	30-34	Owner managers of unincorporated enterprises	85
Darwin City	30-34	Status in employment not stated	34
Darwin City	35-39	Contributing family workers	21
Darwin City	35-39	Employee	3037
Darwin City	35-39	Owner managers of incorporated enterprises	144
Darwin City	35-39	Owner managers of unincorporated enterprises	88
Darwin City	35-39	Status in employment not stated	16
Darwin City	40-44	Contributing family workers	22
Darwin City	40-44	Employee	2557
Darwin City	40-44	Owner managers of incorporated enterprises	165
Darwin City	40-44	Owner managers of unincorporated enterprises	109
Darwin City	40-44	Status in employment not stated	37
Darwin City	45-49	Contributing family workers	9
Darwin City	45-49	Employee	2603
Darwin City	45-49	Owner managers of incorporated enterprises	220
Darwin City	45-49	Owner managers of unincorporated enterprises	117
Darwin City	45-49	Status in employment not stated	25
Darwin City	50-54	Contributing family workers	18
Darwin City	50-54	Employee	2241
Darwin City	50-54	Owner managers of incorporated enterprises	197
Darwin City	50-54	Owner managers of unincorporated enterprises	134
Darwin City	50-54	Status in employment not stated	15
Darwin City	55-59	Contributing family workers	21
Darwin City	55-59	Employee	1838
Darwin City	55-59	Owner managers of incorporated enterprises	162
Darwin City	55-59	Owner managers of unincorporated enterprises	102
Darwin City	55-59	Status in employment not stated	22
Darwin City	60-64	Contributing family workers	17
Darwin City	60-64	Employee	1155
Darwin City	60-64	Owner managers of incorporated enterprises	122
Darwin City	60-64	Owner managers of unincorporated enterprises	94
Darwin City	60-64	Status in employment not stated	9
Darwin City	65-69	Contributing family workers	16
Darwin City	65-69	Employee	479
Darwin City	65-69	Owner managers of incorporated enterprises	79
Darwin City	65-69	Owner managers of unincorporated enterprises	58
Darwin City	65-69	Status in employment not stated	10
Darwin City	70-74	Contributing family workers	13
Darwin City	70-74	Employee	112
Darwin City	70-74	Owner managers of incorporated enterprises	30
Darwin City	70-74	Owner managers of unincorporated enterprises	24
Darwin City	70-74	Status in employment not stated	8
Darwin City	75+	Contributing family workers	15
Darwin City	75+	Employee	38
Darwin City	75+	Owner managers of incorporated enterprises	11
Darwin City	75+	Owner managers of unincorporated enterprises	4
Darwin City	75+	Status in employment not stated	3
Darwin Suburbs	15-19	Contributing family workers	8
Darwin Suburbs	15-19	Employee	1090
Darwin Suburbs	15-19	Owner managers of incorporated enterprises	5
Darwin Suburbs	15-19	Owner managers of unincorporated enterprises	4
Darwin Suburbs	15-19	Status in employment not stated	18
Darwin Suburbs	20-24	Contributing family workers	6
Darwin Suburbs	20-24	Employee	1775
Darwin Suburbs	20-24	Owner managers of incorporated enterprises	19
Darwin Suburbs	20-24	Owner managers of unincorporated enterprises	24
Darwin Suburbs	20-24	Status in employment not stated	18
Darwin Suburbs	25-29	Contributing family workers	4
Darwin Suburbs	25-29	Employee	2629
Darwin Suburbs	25-29	Owner managers of incorporated enterprises	43
Darwin Suburbs	25-29	Owner managers of unincorporated enterprises	62
Darwin Suburbs	25-29	Status in employment not stated	26
Darwin Suburbs	30-34	Contributing family workers	14
Darwin Suburbs	30-34	Employee	2687
Darwin Suburbs	30-34	Owner managers of incorporated enterprises	67
Darwin Suburbs	30-34	Owner managers of unincorporated enterprises	93
Darwin Suburbs	30-34	Status in employment not stated	25
Darwin Suburbs	35-39	Contributing family workers	18
Darwin Suburbs	35-39	Employee	2346
Darwin Suburbs	35-39	Owner managers of incorporated enterprises	104
Darwin Suburbs	35-39	Owner managers of unincorporated enterprises	119
Darwin Suburbs	35-39	Status in employment not stated	22
Darwin Suburbs	40-44	Contributing family workers	18
Darwin Suburbs	40-44	Employee	2315
Darwin Suburbs	40-44	Owner managers of incorporated enterprises	143
Darwin Suburbs	40-44	Owner managers of unincorporated enterprises	121
Darwin Suburbs	40-44	Status in employment not stated	20
Darwin Suburbs	45-49	Contributing family workers	16
Darwin Suburbs	45-49	Employee	2158
Darwin Suburbs	45-49	Owner managers of incorporated enterprises	132
Darwin Suburbs	45-49	Owner managers of unincorporated enterprises	161
Darwin Suburbs	45-49	Status in employment not stated	25
Darwin Suburbs	50-54	Contributing family workers	21
Darwin Suburbs	50-54	Employee	1851
Darwin Suburbs	50-54	Owner managers of incorporated enterprises	134
Darwin Suburbs	50-54	Owner managers of unincorporated enterprises	141
Darwin Suburbs	50-54	Status in employment not stated	27
Darwin Suburbs	55-59	Contributing family workers	11
Darwin Suburbs	55-59	Employee	1590
Darwin Suburbs	55-59	Owner managers of incorporated enterprises	123
Darwin Suburbs	55-59	Owner managers of unincorporated enterprises	129
Darwin Suburbs	55-59	Status in employment not stated	16
Darwin Suburbs	60-64	Contributing family workers	15
Darwin Suburbs	60-64	Employee	1034
Darwin Suburbs	60-64	Owner managers of incorporated enterprises	86
Darwin Suburbs	60-64	Owner managers of unincorporated enterprises	115
Darwin Suburbs	60-64	Status in employment not stated	24
Darwin Suburbs	65-69	Contributing family workers	9
Darwin Suburbs	65-69	Employee	441
Darwin Suburbs	65-69	Owner managers of incorporated enterprises	44
