SA4_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Adelaide - Central and Hills	PHL	Status in employment not stated	F	7
Adelaide - Central and Hills	PHL	Status in employment not stated	M	5
Adelaide - Central and Hills	POL	Contributing family workers	F	4
Adelaide - Central and Hills	POL	Employee	F	410
Adelaide - Central and Hills	POL	Employee	M	231
Adelaide - Central and Hills	POL	Owner managers of incorporated enterprises	F	11
Adelaide - Central and Hills	POL	Owner managers of incorporated enterprises	M	25
Adelaide - Central and Hills	POL	Owner managers of unincorporated enterprises	F	16
Adelaide - Central and Hills	POL	Owner managers of unincorporated enterprises	M	31
Adelaide - Central and Hills	POL	Status in employment not stated	F	3
Adelaide - Central and Hills	POL	Status in employment not stated	M	4
Adelaide - Central and Hills	SGP	Contributing family workers	F	11
Adelaide - Central and Hills	SGP	Contributing family workers	M	5
Adelaide - Central and Hills	SGP	Employee	F	286
Adelaide - Central and Hills	SGP	Employee	M	215
Adelaide - Central and Hills	SGP	Owner managers of incorporated enterprises	F	11
Adelaide - Central and Hills	SGP	Owner managers of incorporated enterprises	M	20
Adelaide - Central and Hills	SGP	Owner managers of unincorporated enterprises	F	17
Adelaide - Central and Hills	SGP	Owner managers of unincorporated enterprises	M	18
Adelaide - Central and Hills	ZAF	Contributing family workers	F	5
Adelaide - Central and Hills	ZAF	Contributing family workers	M	4
Adelaide - Central and Hills	ZAF	Employee	F	706
Adelaide - Central and Hills	ZAF	Employee	M	561
Adelaide - Central and Hills	ZAF	Owner managers of incorporated enterprises	F	19
Adelaide - Central and Hills	ZAF	Owner managers of incorporated enterprises	M	44
Adelaide - Central and Hills	ZAF	Owner managers of unincorporated enterprises	F	45
Adelaide - Central and Hills	ZAF	Owner managers of unincorporated enterprises	M	45
Adelaide - Central and Hills	ZAF	Status in employment not stated	M	3
Adelaide - Central and Hills	KOR	Contributing family workers	F	36
Adelaide - Central and Hills	KOR	Contributing family workers	M	19
Adelaide - Central and Hills	KOR	Employee	F	417
Adelaide - Central and Hills	KOR	Employee	M	279
Adelaide - Central and Hills	KOR	Owner managers of incorporated enterprises	F	34
Adelaide - Central and Hills	KOR	Owner managers of incorporated enterprises	M	44
Adelaide - Central and Hills	KOR	Owner managers of unincorporated enterprises	F	37
Adelaide - Central and Hills	KOR	Owner managers of unincorporated enterprises	M	55
Adelaide - Central and Hills	KOR	Status in employment not stated	F	6
Adelaide - Central and Hills	KOR	Status in employment not stated	M	8
Adelaide - Central and Hills	LKA	Contributing family workers	F	3
Adelaide - Central and Hills	LKA	Contributing family workers	M	3
Adelaide - Central and Hills	LKA	Employee	F	371
Adelaide - Central and Hills	LKA	Employee	M	425
Adelaide - Central and Hills	LKA	Owner managers of incorporated enterprises	F	11
Adelaide - Central and Hills	LKA	Owner managers of incorporated enterprises	M	16
Adelaide - Central and Hills	LKA	Owner managers of unincorporated enterprises	F	15
Adelaide - Central and Hills	LKA	Owner managers of unincorporated enterprises	M	24
Adelaide - Central and Hills	LKA	Status in employment not stated	F	4
Adelaide - Central and Hills	THA	Contributing family workers	F	9
Adelaide - Central and Hills	THA	Contributing family workers	M	3
Adelaide - Central and Hills	THA	Employee	F	323
Adelaide - Central and Hills	THA	Employee	M	161
Adelaide - Central and Hills	THA	Owner managers of incorporated enterprises	F	10
Adelaide - Central and Hills	THA	Owner managers of incorporated enterprises	M	14
Adelaide - Central and Hills	THA	Owner managers of unincorporated enterprises	F	28
Adelaide - Central and Hills	THA	Owner managers of unincorporated enterprises	M	4
Adelaide - Central and Hills	THA	Status in employment not stated	F	3
Adelaide - Central and Hills	TUR	Contributing family workers	F	3
Adelaide - Central and Hills	TUR	Employee	F	37
Adelaide - Central and Hills	TUR	Employee	M	27
Adelaide - Central and Hills	TUR	Owner managers of incorporated enterprises	M	10
Adelaide - Central and Hills	TUR	Owner managers of unincorporated enterprises	M	8
Adelaide - Central and Hills	GBR	Contributing family workers	F	72
Adelaide - Central and Hills	GBR	Contributing family workers	M	59
Adelaide - Central and Hills	GBR	Employee	F	7014
Adelaide - Central and Hills	GBR	Employee	M	5854
Adelaide - Central and Hills	GBR	Owner managers of incorporated enterprises	F	227
Adelaide - Central and Hills	GBR	Owner managers of incorporated enterprises	M	578
Adelaide - Central and Hills	GBR	Owner managers of unincorporated enterprises	F	360
Adelaide - Central and Hills	GBR	Owner managers of unincorporated enterprises	M	568
Adelaide - Central and Hills	GBR	Status in employment not stated	F	42
Adelaide - Central and Hills	GBR	Status in employment not stated	M	39
Adelaide - Central and Hills	USA	Contributing family workers	F	5
Adelaide - Central and Hills	USA	Employee	F	440
Adelaide - Central and Hills	USA	Employee	M	378
Adelaide - Central and Hills	USA	Owner managers of incorporated enterprises	F	17
Adelaide - Central and Hills	USA	Owner managers of incorporated enterprises	M	40
Adelaide - Central and Hills	USA	Owner managers of unincorporated enterprises	F	26
Adelaide - Central and Hills	USA	Owner managers of unincorporated enterprises	M	28
Adelaide - Central and Hills	VNM	Contributing family workers	F	22
Adelaide - Central and Hills	VNM	Contributing family workers	M	17
Adelaide - Central and Hills	VNM	Employee	F	847
Adelaide - Central and Hills	VNM	Employee	M	616
Adelaide - Central and Hills	VNM	Owner managers of incorporated enterprises	F	36
Adelaide - Central and Hills	VNM	Owner managers of incorporated enterprises	M	56
Adelaide - Central and Hills	VNM	Owner managers of unincorporated enterprises	F	76
Adelaide - Central and Hills	VNM	Owner managers of unincorporated enterprises	M	73
Adelaide - Central and Hills	VNM	Status in employment not stated	F	11
Adelaide - Central and Hills	VNM	Status in employment not stated	M	11
Adelaide - Central and Hills	ZWE	Employee	F	183
Adelaide - Central and Hills	ZWE	Employee	M	116
Adelaide - Central and Hills	ZWE	Owner managers of incorporated enterprises	F	3
Adelaide - Central and Hills	ZWE	Owner managers of incorporated enterprises	M	5
Adelaide - Central and Hills	ZWE	Owner managers of unincorporated enterprises	F	5
Adelaide - Central and Hills	ZWE	Owner managers of unincorporated enterprises	M	9
Adelaide - North		Contributing family workers	F	70
Adelaide - North		Contributing family workers	M	82
Adelaide - North		Employee	F	2512
Adelaide - North		Employee	M	3551
Adelaide - North		Owner managers of incorporated enterprises	F	114
Adelaide - North		Owner managers of incorporated enterprises	M	284
Adelaide - North		Owner managers of unincorporated enterprises	F	232
Adelaide - North		Owner managers of unincorporated enterprises	M	470
Adelaide - North		Status in employment not stated	F	80
Adelaide - North		Status in employment not stated	M	112
Adelaide - North	AUS	Contributing family workers	F	486
Adelaide - North	AUS	Contributing family workers	M	397
Adelaide - North	AUS	Employee	F	38591
Adelaide - North	AUS	Employee	M	40098
Adelaide - North	AUS	Owner managers of incorporated enterprises	F	1041
Adelaide - North	AUS	Owner managers of incorporated enterprises	M	2602
Adelaide - North	AUS	Owner managers of unincorporated enterprises	F	1981
Adelaide - North	AUS	Owner managers of unincorporated enterprises	M	3337
Adelaide - North	AUS	Status in employment not stated	F	320
Adelaide - North	AUS	Status in employment not stated	M	419
Adelaide - North	CAN	Employee	F	66
Adelaide - North	CAN	Employee	M	64
Adelaide - North	CAN	Owner managers of incorporated enterprises	F	7
Adelaide - North	CAN	Owner managers of unincorporated enterprises	M	4
Adelaide - North	CAN	Status in employment not stated	F	4
Adelaide - North	CHN	Contributing family workers	F	39
Adelaide - North	CHN	Contributing family workers	M	34
Adelaide - North	CHN	Employee	F	512
Adelaide - North	CHN	Employee	M	461
Adelaide - North	CHN	Owner managers of incorporated enterprises	F	57
Adelaide - North	CHN	Owner managers of incorporated enterprises	M	83
Adelaide - North	CHN	Owner managers of unincorporated enterprises	F	54
Adelaide - North	CHN	Owner managers of unincorporated enterprises	M	61
Adelaide - North	CHN	Status in employment not stated	F	3
Adelaide - North	CHN	Status in employment not stated	M	3
Adelaide - North	HRV	Employee	F	54
Adelaide - North	HRV	Employee	M	67
Adelaide - North	HRV	Owner managers of incorporated enterprises	M	14
Adelaide - North	HRV	Owner managers of unincorporated enterprises	F	7
Adelaide - North	HRV	Owner managers of unincorporated enterprises	M	19
Adelaide - North	HRV	Status in employment not stated	F	4
Adelaide - North	EGY	Employee	F	14
Adelaide - North	EGY	Employee	M	37
Adelaide - North	EGY	Owner managers of incorporated enterprises	M	5
Adelaide - North	EGY	Owner managers of unincorporated enterprises	M	6
Adelaide - North	FJI	Contributing family workers	M	3
Adelaide - North	FJI	Employee	F	82
Adelaide - North	FJI	Employee	M	86
Adelaide - North	FJI	Owner managers of incorporated enterprises	M	6
Adelaide - North	FJI	Owner managers of unincorporated enterprises	F	3
Adelaide - North	FJI	Owner managers of unincorporated enterprises	M	8
Adelaide - North	FJI	Status in employment not stated	F	4
Adelaide - North	FJI	Status in employment not stated	M	4
Adelaide - North	MKD	Employee	F	6
Adelaide - North	MKD	Employee	M	13
Adelaide - North	DEU	Contributing family workers	M	5
Adelaide - North	DEU	Employee	F	172
Adelaide - North	DEU	Employee	M	205
Adelaide - North	DEU	Owner managers of incorporated enterprises	F	12
Adelaide - North	DEU	Owner managers of incorporated enterprises	M	19
Adelaide - North	DEU	Owner managers of unincorporated enterprises	F	22
Adelaide - North	DEU	Owner managers of unincorporated enterprises	M	26
Adelaide - North	DEU	Status in employment not stated	M	7
Adelaide - North	GRC	Contributing family workers	F	11
Adelaide - North	GRC	Contributing family workers	M	4
Adelaide - North	GRC	Employee	F	65
Adelaide - North	GRC	Employee	M	88
Adelaide - North	GRC	Owner managers of incorporated enterprises	F	3
Adelaide - North	GRC	Owner managers of incorporated enterprises	M	31
Adelaide - North	GRC	Owner managers of unincorporated enterprises	F	18
Adelaide - North	GRC	Owner managers of unincorporated enterprises	M	27
Adelaide - North	HKG	Contributing family workers	M	5
Adelaide - North	HKG	Employee	F	81
Adelaide - North	HKG	Employee	M	93
Adelaide - North	HKG	Owner managers of incorporated enterprises	F	4
Adelaide - North	HKG	Owner managers of incorporated enterprises	M	18
Adelaide - North	HKG	Owner managers of unincorporated enterprises	F	7
Adelaide - North	HKG	Owner managers of unincorporated enterprises	M	8
Adelaide - North	IND	Contributing family workers	F	15
Adelaide - North	IND	Contributing family workers	M	25
Adelaide - North	IND	Employee	F	1251
Adelaide - North	IND	Employee	M	2005
Adelaide - North	IND	Owner managers of incorporated enterprises	F	52
Adelaide - North	IND	Owner managers of incorporated enterprises	M	191
Adelaide - North	IND	Owner managers of unincorporated enterprises	F	64
Adelaide - North	IND	Owner managers of unincorporated enterprises	M	191
Adelaide - North	IND	Status in employment not stated	F	17
Adelaide - North	IND	Status in employment not stated	M	22
Adelaide - North	IDN	Employee	F	75
Adelaide - North	IDN	Employee	M	55
Adelaide - North	IDN	Owner managers of incorporated enterprises	M	3
Adelaide - North	IDN	Owner managers of unincorporated enterprises	F	3
Adelaide - North	IDN	Owner managers of unincorporated enterprises	M	3
Adelaide - North	IDN	Status in employment not stated	F	3
Adelaide - North	IRN	Contributing family workers	F	4
Adelaide - North	IRN	Employee	F	89
Adelaide - North	IRN	Employee	M	147
Adelaide - North	IRN	Owner managers of incorporated enterprises	F	3
Adelaide - North	IRN	Owner managers of incorporated enterprises	M	17
Adelaide - North	IRN	Owner managers of unincorporated enterprises	F	4
Adelaide - North	IRN	Owner managers of unincorporated enterprises	M	17
Adelaide - North	IRN	Status in employment not stated	M	3
Adelaide - North	IRQ	Contributing family workers	M	5
Adelaide - North	IRQ	Employee	F	34
Adelaide - North	IRQ	Employee	M	39
Adelaide - North	IRQ	Owner managers of incorporated enterprises	F	3
Adelaide - North	IRQ	Owner managers of incorporated enterprises	M	9
Adelaide - North	IRQ	Owner managers of unincorporated enterprises	F	14
Adelaide - North	IRQ	Owner managers of unincorporated enterprises	M	13
Adelaide - North	IRL	Employee	F	94
Adelaide - North	IRL	Employee	M	127
Adelaide - North	IRL	Owner managers of incorporated enterprises	M	6
Adelaide - North	IRL	Owner managers of unincorporated enterprises	F	5
Adelaide - North	IRL	Owner managers of unincorporated enterprises	M	17
Adelaide - North	IRL	Status in employment not stated	F	3
Adelaide - North	IRL	Status in employment not stated	M	3
Adelaide - North	ITA	Contributing family workers	F	10
Adelaide - North	ITA	Contributing family workers	M	23
Adelaide - North	ITA	Employee	F	217
Adelaide - North	ITA	Employee	M	304
Adelaide - North	ITA	Owner managers of incorporated enterprises	F	25
Adelaide - North	ITA	Owner managers of incorporated enterprises	M	104
Adelaide - North	ITA	Owner managers of unincorporated enterprises	F	30
Adelaide - North	ITA	Owner managers of unincorporated enterprises	M	99
Adelaide - North	ITA	Status in employment not stated	M	7
Adelaide - North	JPN	Employee	F	42
Adelaide - North	JPN	Employee	M	31
Adelaide - North	JPN	Owner managers of incorporated enterprises	M	4
Adelaide - North	JPN	Owner managers of unincorporated enterprises	F	3
Adelaide - North	LBN	Contributing family workers	M	6
Adelaide - North	LBN	Employee	F	30
Adelaide - North	LBN	Employee	M	39
Adelaide - North	LBN	Owner managers of incorporated enterprises	F	7
Adelaide - North	LBN	Owner managers of incorporated enterprises	M	15
Adelaide - North	LBN	Owner managers of unincorporated enterprises	F	8
Adelaide - North	LBN	Owner managers of unincorporated enterprises	M	38
Adelaide - North	LBN	Status in employment not stated	M	5
Adelaide - North	MYS	Contributing family workers	F	5
Adelaide - North	MYS	Contributing family workers	M	3
Adelaide - North	MYS	Employee	F	285
Adelaide - North	MYS	Employee	M	246
Adelaide - North	MYS	Owner managers of incorporated enterprises	F	17
Adelaide - North	MYS	Owner managers of incorporated enterprises	M	27
Adelaide - North	MYS	Owner managers of unincorporated enterprises	F	22
Adelaide - North	MYS	Owner managers of unincorporated enterprises	M	27
Adelaide - North	MYS	Status in employment not stated	M	3
Adelaide - North	MLT	Employee	F	29
Adelaide - North	MLT	Employee	M	30
Adelaide - North	MLT	Owner managers of incorporated enterprises	M	5
Adelaide - North	MLT	Owner managers of unincorporated enterprises	F	6
Adelaide - North	MLT	Owner managers of unincorporated enterprises	M	3
Adelaide - North	NLD	Contributing family workers	M	4
Adelaide - North	NLD	Employee	F	104
Adelaide - North	NLD	Employee	M	126
Adelaide - North	NLD	Owner managers of incorporated enterprises	F	6
Adelaide - North	NLD	Owner managers of incorporated enterprises	M	20
Adelaide - North	NLD	Owner managers of unincorporated enterprises	F	13
Adelaide - North	NLD	Owner managers of unincorporated enterprises	M	36
Adelaide - North	NLD	Status in employment not stated	F	7
Adelaide - North	NLD	Status in employment not stated	M	3
Adelaide - North	NZL	Contributing family workers	M	6
Adelaide - North	NZL	Employee	F	418
Adelaide - North	NZL	Employee	M	517
Adelaide - North	NZL	Owner managers of incorporated enterprises	F	8
Adelaide - North	NZL	Owner managers of incorporated enterprises	M	31
Adelaide - North	NZL	Owner managers of unincorporated enterprises	F	28
Adelaide - North	NZL	Owner managers of unincorporated enterprises	M	35
Adelaide - North	NZL	Status in employment not stated	F	3
Adelaide - North	NZL	Status in employment not stated	M	8
Adelaide - North	PAK	Employee	F	47
Adelaide - North	PAK	Employee	M	200
Adelaide - North	PAK	Owner managers of incorporated enterprises	F	9
Adelaide - North	PAK	Owner managers of incorporated enterprises	M	22
Adelaide - North	PAK	Owner managers of unincorporated enterprises	F	6
Adelaide - North	PAK	Owner managers of unincorporated enterprises	M	19
Adelaide - North	PAK	Status in employment not stated	M	3
Adelaide - North	PHL	Contributing family workers	F	3
Adelaide - North	PHL	Contributing family workers	M	5
Adelaide - North	PHL	Employee	F	834
Adelaide - North	PHL	Employee	M	508
Adelaide - North	PHL	Owner managers of incorporated enterprises	F	12
Adelaide - North	PHL	Owner managers of incorporated enterprises	M	10
Adelaide - North	PHL	Owner managers of unincorporated enterprises	F	29
Adelaide - North	PHL	Owner managers of unincorporated enterprises	M	17
Adelaide - North	PHL	Status in employment not stated	M	3
Adelaide - North	POL	Contributing family workers	F	8
Adelaide - North	POL	Contributing family workers	M	3
Adelaide - North	POL	Employee	F	168
Adelaide - North	POL	Employee	M	169
Adelaide - North	POL	Owner managers of incorporated enterprises	F	6
Adelaide - North	POL	Owner managers of incorporated enterprises	M	19
Adelaide - North	POL	Owner managers of unincorporated enterprises	F	19
Adelaide - North	POL	Owner managers of unincorporated enterprises	M	40
Adelaide - North	POL	Status in employment not stated	F	3
Adelaide - North	SGP	Employee	F	77
Adelaide - North	SGP	Employee	M	78
Adelaide - North	SGP	Owner managers of incorporated enterprises	F	4
Adelaide - North	SGP	Owner managers of incorporated enterprises	M	9
Adelaide - North	SGP	Owner managers of unincorporated enterprises	F	7
Adelaide - North	SGP	Owner managers of unincorporated enterprises	M	5
Adelaide - North	ZAF	Contributing family workers	F	3
Adelaide - North	ZAF	Contributing family workers	M	4
Adelaide - North	ZAF	Employee	F	229
Adelaide - North	ZAF	Employee	M	289
Adelaide - North	ZAF	Owner managers of incorporated enterprises	F	5
Adelaide - North	ZAF	Owner managers of incorporated enterprises	M	18
Adelaide - North	ZAF	Owner managers of unincorporated enterprises	F	16
Adelaide - North	ZAF	Owner managers of unincorporated enterprises	M	24
Adelaide - North	KOR	Contributing family workers	F	5
Adelaide - North	KOR	Employee	F	93
Adelaide - North	KOR	Employee	M	108
Adelaide - North	KOR	Owner managers of incorporated enterprises	F	6
Adelaide - North	KOR	Owner managers of incorporated enterprises	M	18
Adelaide - North	KOR	Owner managers of unincorporated enterprises	F	17
Adelaide - North	KOR	Owner managers of unincorporated enterprises	M	13
Adelaide - North	LKA	Contributing family workers	M	5
Adelaide - North	LKA	Employee	F	117
Adelaide - North	LKA	Employee	M	201
Adelaide - North	LKA	Owner managers of incorporated enterprises	F	8
Adelaide - North	LKA	Owner managers of incorporated enterprises	M	13
Adelaide - North	LKA	Owner managers of unincorporated enterprises	F	13
Adelaide - North	LKA	Owner managers of unincorporated enterprises	M	14
Adelaide - North	LKA	Status in employment not stated	M	3
Adelaide - North	THA	Contributing family workers	F	3
Adelaide - North	THA	Employee	F	121
Adelaide - North	THA	Employee	M	106
Adelaide - North	THA	Owner managers of incorporated enterprises	F	3
Adelaide - North	THA	Owner managers of incorporated enterprises	M	4
Adelaide - North	THA	Owner managers of unincorporated enterprises	F	17
Adelaide - North	THA	Owner managers of unincorporated enterprises	M	4
Adelaide - North	TUR	Employee	F	14
Adelaide - North	TUR	Employee	M	32
Adelaide - North	TUR	Owner managers of incorporated enterprises	M	4
Adelaide - North	TUR	Owner managers of unincorporated enterprises	F	3
Adelaide - North	TUR	Owner managers of unincorporated enterprises	M	7
Adelaide - North	GBR	Contributing family workers	F	70
Adelaide - North	GBR	Contributing family workers	M	38
Adelaide - North	GBR	Employee	F	4221
Adelaide - North	GBR	Employee	M	4247
Adelaide - North	GBR	Owner managers of incorporated enterprises	F	165
Adelaide - North	GBR	Owner managers of incorporated enterprises	M	346
Adelaide - North	GBR	Owner managers of unincorporated enterprises	F	313
Adelaide - North	GBR	Owner managers of unincorporated enterprises	M	554
Adelaide - North	GBR	Status in employment not stated	F	30
Adelaide - North	GBR	Status in employment not stated	M	41
Adelaide - North	USA	Contributing family workers	F	3
Adelaide - North	USA	Employee	F	107
Adelaide - North	USA	Employee	M	147
Adelaide - North	USA	Owner managers of incorporated enterprises	F	4
Adelaide - North	USA	Owner managers of incorporated enterprises	M	11
Adelaide - North	USA	Owner managers of unincorporated enterprises	F	7
Adelaide - North	USA	Owner managers of unincorporated enterprises	M	10
Adelaide - North	USA	Status in employment not stated	F	5
Adelaide - North	USA	Status in employment not stated	M	3
Adelaide - North	VNM	Contributing family workers	F	69
Adelaide - North	VNM	Contributing family workers	M	95
Adelaide - North	VNM	Employee	F	741
Adelaide - North	VNM	Employee	M	648
Adelaide - North	VNM	Owner managers of incorporated enterprises	F	76
Adelaide - North	VNM	Owner managers of incorporated enterprises	M	113
Adelaide - North	VNM	Owner managers of unincorporated enterprises	F	247
Adelaide - North	VNM	Owner managers of unincorporated enterprises	M	332
Adelaide - North	VNM	Status in employment not stated	F	13
Adelaide - North	VNM	Status in employment not stated	M	14
Adelaide - North	ZWE	Employee	F	87
Adelaide - North	ZWE	Employee	M	77
Adelaide - North	ZWE	Owner managers of incorporated enterprises	M	7
Adelaide - North	ZWE	Owner managers of unincorporated enterprises	F	3
Adelaide - North	ZWE	Owner managers of unincorporated enterprises	M	10
Adelaide - North	ZWE	Status in employment not stated	M	3
Adelaide - South		Contributing family workers	F	36
Adelaide - South		Contributing family workers	M	31
Adelaide - South		Employee	F	1835
Adelaide - South		Employee	M	1416
Adelaide - South		Owner managers of incorporated enterprises	F	80
Adelaide - South		Owner managers of incorporated enterprises	M	156
Adelaide - South		Owner managers of unincorporated enterprises	F	151
Adelaide - South		Owner managers of unincorporated enterprises	M	237
Adelaide - South		Status in employment not stated	F	37
Adelaide - South		Status in employment not stated	M	50
Adelaide - South	AUS	Contributing family workers	F	533
Adelaide - South	AUS	Contributing family workers	M	456
Adelaide - South	AUS	Employee	F	35168
Adelaide - South	AUS	Employee	M	26190
Adelaide - South	AUS	Owner managers of incorporated enterprises	F	1260
Adelaide - South	AUS	Owner managers of incorporated enterprises	M	2805
Adelaide - South	AUS	Owner managers of unincorporated enterprises	F	2602
Adelaide - South	AUS	Owner managers of unincorporated enterprises	M	3883
Adelaide - South	AUS	Status in employment not stated	F	311
Adelaide - South	AUS	Status in employment not stated	M	304
Adelaide - South	CAN	Contributing family workers	F	4
Adelaide - South	CAN	Contributing family workers	M	3
Adelaide - South	CAN	Employee	F	96
Adelaide - South	CAN	Employee	M	83
Adelaide - South	CAN	Owner managers of incorporated enterprises	F	8
Adelaide - South	CAN	Owner managers of incorporated enterprises	M	19
Adelaide - South	CAN	Owner managers of unincorporated enterprises	F	12
Adelaide - South	CAN	Owner managers of unincorporated enterprises	M	12
Adelaide - South	CHN	Contributing family workers	F	37
Adelaide - South	CHN	Contributing family workers	M	33
Adelaide - South	CHN	Employee	F	555
Adelaide - South	CHN	Employee	M	343
Adelaide - South	CHN	Owner managers of incorporated enterprises	F	58
Adelaide - South	CHN	Owner managers of incorporated enterprises	M	85
Adelaide - South	CHN	Owner managers of unincorporated enterprises	F	52
Adelaide - South	CHN	Owner managers of unincorporated enterprises	M	53
Adelaide - South	CHN	Status in employment not stated	F	3
Adelaide - South	HRV	Contributing family workers	F	3
Adelaide - South	HRV	Employee	F	39
Adelaide - South	HRV	Employee	M	26
Adelaide - South	HRV	Owner managers of incorporated enterprises	F	4
Adelaide - South	HRV	Owner managers of incorporated enterprises	M	3
Adelaide - South	HRV	Owner managers of unincorporated enterprises	F	9
Adelaide - South	HRV	Owner managers of unincorporated enterprises	M	14
Adelaide - South	EGY	Contributing family workers	M	4
Adelaide - South	EGY	Employee	F	33
Adelaide - South	EGY	Employee	M	29
Adelaide - South	EGY	Owner managers of incorporated enterprises	F	3
Adelaide - South	EGY	Owner managers of incorporated enterprises	M	8
Adelaide - South	EGY	Owner managers of unincorporated enterprises	F	4
Adelaide - South	EGY	Owner managers of unincorporated enterprises	M	6
Adelaide - South	FJI	Contributing family workers	F	3
Adelaide - South	FJI	Employee	F	52
Adelaide - South	FJI	Employee	M	32
Adelaide - South	FJI	Owner managers of incorporated enterprises	F	3
Adelaide - South	FJI	Owner managers of incorporated enterprises	M	3
Adelaide - South	FJI	Owner managers of unincorporated enterprises	M	3
Adelaide - South	MKD	Employee	F	9
Adelaide - South	MKD	Employee	M	3
Adelaide - South	DEU	Contributing family workers	F	8
Adelaide - South	DEU	Contributing family workers	M	4
Adelaide - South	DEU	Employee	F	240
Adelaide - South	DEU	Employee	M	153
Adelaide - South	DEU	Owner managers of incorporated enterprises	F	12
Adelaide - South	DEU	Owner managers of incorporated enterprises	M	32
Adelaide - South	DEU	Owner managers of unincorporated enterprises	F	36
Adelaide - South	DEU	Owner managers of unincorporated enterprises	M	42
Adelaide - South	DEU	Status in employment not stated	F	3
Adelaide - South	DEU	Status in employment not stated	M	6
Adelaide - South	GRC	Contributing family workers	F	5
Adelaide - South	GRC	Contributing family workers	M	3
Adelaide - South	GRC	Employee	F	50
Adelaide - South	GRC	Employee	M	55
Adelaide - South	GRC	Owner managers of incorporated enterprises	F	8
Adelaide - South	GRC	Owner managers of incorporated enterprises	M	16
Adelaide - South	GRC	Owner managers of unincorporated enterprises	F	14
Adelaide - South	GRC	Owner managers of unincorporated enterprises	M	21
Adelaide - South	HKG	Contributing family workers	F	5
Adelaide - South	HKG	Contributing family workers	M	3
Adelaide - South	HKG	Employee	F	78
Adelaide - South	HKG	Employee	M	61
Adelaide - South	HKG	Owner managers of incorporated enterprises	F	5
Adelaide - South	HKG	Owner managers of incorporated enterprises	M	14
Adelaide - South	HKG	Owner managers of unincorporated enterprises	F	3
Adelaide - South	HKG	Owner managers of unincorporated enterprises	M	3
Adelaide - South	HKG	Status in employment not stated	F	3
Adelaide - South	IND	Contributing family workers	F	3
Adelaide - South	IND	Contributing family workers	M	15
Adelaide - South	IND	Employee	F	779
Adelaide - South	IND	Employee	M	887
Adelaide - South	IND	Owner managers of incorporated enterprises	F	18
Adelaide - South	IND	Owner managers of incorporated enterprises	M	77
Adelaide - South	IND	Owner managers of unincorporated enterprises	F	23
Adelaide - South	IND	Owner managers of unincorporated enterprises	M	65
Adelaide - South	IND	Status in employment not stated	F	6
Adelaide - South	IND	Status in employment not stated	M	9
Adelaide - South	IDN	Employee	F	79
Adelaide - South	IDN	Employee	M	53
Adelaide - South	IDN	Owner managers of incorporated enterprises	M	3
Adelaide - South	IDN	Owner managers of unincorporated enterprises	F	8
Adelaide - South	IDN	Owner managers of unincorporated enterprises	M	11
Adelaide - South	IRN	Contributing family workers	F	3
Adelaide - South	IRN	Contributing family workers	M	3
Adelaide - South	IRN	Employee	F	99
Adelaide - South	IRN	Employee	M	151
Adelaide - South	IRN	Owner managers of incorporated enterprises	F	14
Adelaide - South	IRN	Owner managers of incorporated enterprises	M	16
Adelaide - South	IRN	Owner managers of unincorporated enterprises	F	5
Adelaide - South	IRN	Owner managers of unincorporated enterprises	M	28
Adelaide - South	IRN	Status in employment not stated	M	3
Adelaide - South	IRQ	Employee	F	8
Adelaide - South	IRQ	Employee	M	19
Adelaide - South	IRQ	Owner managers of incorporated enterprises	F	3
Adelaide - South	IRL	Employee	F	122
Adelaide - South	IRL	Employee	M	96
Adelaide - South	IRL	Owner managers of incorporated enterprises	F	10
Adelaide - South	IRL	Owner managers of incorporated enterprises	M	11
Adelaide - South	IRL	Owner managers of unincorporated enterprises	F	12
Adelaide - South	IRL	Owner managers of unincorporated enterprises	M	19
Adelaide - South	IRL	Status in employment not stated	F	3
Adelaide - South	ITA	Contributing family workers	F	11
Adelaide - South	ITA	Contributing family workers	M	16
Adelaide - South	ITA	Employee	F	87
Adelaide - South	ITA	Employee	M	113
Adelaide - South	ITA	Owner managers of incorporated enterprises	F	12
Adelaide - South	ITA	Owner managers of incorporated enterprises	M	40
Adelaide - South	ITA	Owner managers of unincorporated enterprises	F	17
Adelaide - South	ITA	Owner managers of unincorporated enterprises	M	54
Adelaide - South	ITA	Status in employment not stated	M	3
Adelaide - South	JPN	Employee	F	80
Adelaide - South	JPN	Employee	M	34
Adelaide - South	JPN	Owner managers of incorporated enterprises	F	3
Adelaide - South	JPN	Owner managers of unincorporated enterprises	F	7
Adelaide - South	JPN	Owner managers of unincorporated enterprises	M	4
Adelaide - South	JPN	Status in employment not stated	M	3
Adelaide - South	LBN	Contributing family workers	M	4
Adelaide - South	LBN	Employee	F	38
Adelaide - South	LBN	Employee	M	25
Adelaide - South	LBN	Owner managers of incorporated enterprises	F	3
Adelaide - South	LBN	Owner managers of incorporated enterprises	M	5
Adelaide - South	LBN	Owner managers of unincorporated enterprises	F	6
Adelaide - South	LBN	Owner managers of unincorporated enterprises	M	16
Adelaide - South	LBN	Status in employment not stated	M	5
Adelaide - South	MYS	Contributing family workers	F	9
Adelaide - South	MYS	Contributing family workers	M	4
Adelaide - South	MYS	Employee	F	252
Adelaide - South	MYS	Employee	M	137
