SA4_NAME16	Age	EmploymentStatus	HoursWorked.min	workers
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	49	32
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises		12
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	0	8
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	1	77
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	16	29
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	25	20
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	35	23
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	40	32
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	41	13
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	49	49
Australian Capital Territory	25-29			17
Australian Capital Territory	25-29		0	15
Australian Capital Territory	25-29		1	4
Australian Capital Territory	25-29		16	6
Australian Capital Territory	25-29		25	4
Australian Capital Territory	25-29		35	20
Australian Capital Territory	25-29		40	17
Australian Capital Territory	25-29		41	4
Australian Capital Territory	25-29		49	10
Australian Capital Territory	25-29	Contributing family workers		3
Australian Capital Territory	25-29	Contributing family workers	1	19
Australian Capital Territory	25-29	Contributing family workers	16	8
Australian Capital Territory	25-29	Contributing family workers	25	5
Australian Capital Territory	25-29	Contributing family workers	35	10
Australian Capital Territory	25-29	Contributing family workers	40	7
Australian Capital Territory	25-29	Contributing family workers	41	4
Australian Capital Territory	25-29	Contributing family workers	49	8
Australian Capital Territory	25-29	Employee		335
Australian Capital Territory	25-29	Employee	0	1113
Australian Capital Territory	25-29	Employee	1	1374
Australian Capital Territory	25-29	Employee	16	1632
Australian Capital Territory	25-29	Employee	25	1792
Australian Capital Territory	25-29	Employee	35	7714
Australian Capital Territory	25-29	Employee	40	5636
Australian Capital Territory	25-29	Employee	41	2935
Australian Capital Territory	25-29	Employee	49	2678
Australian Capital Territory	25-29	Owner managers of incorporated enterprises		7
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	0	3
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	1	16
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	16	13
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	25	28
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	35	49
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	40	105
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	41	48
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	49	165
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises		14
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	0	5
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	1	78
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	16	41
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	25	52
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	35	52
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	40	92
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	41	41
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	49	96
Australian Capital Territory	30-34			23
Australian Capital Territory	30-34		0	7
Australian Capital Territory	30-34		1	8
Australian Capital Territory	30-34		16	8
Australian Capital Territory	30-34		25	8
Australian Capital Territory	30-34		35	19
Australian Capital Territory	30-34		40	16
Australian Capital Territory	30-34		41	10
Australian Capital Territory	30-34		49	11
Australian Capital Territory	30-34	Contributing family workers		4
Australian Capital Territory	30-34	Contributing family workers	0	3
Australian Capital Territory	30-34	Contributing family workers	1	43
Australian Capital Territory	30-34	Contributing family workers	16	13
Australian Capital Territory	30-34	Contributing family workers	25	3
Australian Capital Territory	30-34	Contributing family workers	35	3
Australian Capital Territory	30-34	Contributing family workers	40	15
Australian Capital Territory	30-34	Contributing family workers	41	4
Australian Capital Territory	30-34	Contributing family workers	49	20
Australian Capital Territory	30-34	Employee		322
Australian Capital Territory	30-34	Employee	0	1837
Australian Capital Territory	30-34	Employee	1	1166
Australian Capital Territory	30-34	Employee	16	1964
Australian Capital Territory	30-34	Employee	25	2325
Australian Capital Territory	30-34	Employee	35	7262
Australian Capital Territory	30-34	Employee	40	6030
Australian Capital Territory	30-34	Employee	41	2930
Australian Capital Territory	30-34	Employee	49	2931
Australian Capital Territory	30-34	Owner managers of incorporated enterprises		16
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	0	15
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	1	47
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	16	47
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	25	58
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	35	86
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	40	194
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	41	81
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	49	330
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises		12
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	0	25
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	1	128
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	16	71
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	25	87
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	35	81
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	40	142
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	41	55
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	49	152
Australian Capital Territory	35-39			20
Australian Capital Territory	35-39		0	3
Australian Capital Territory	35-39		1	11
Australian Capital Territory	35-39		16	6
Australian Capital Territory	35-39		25	13
Australian Capital Territory	35-39		35	13
Australian Capital Territory	35-39		40	19
Australian Capital Territory	35-39		49	19
Australian Capital Territory	35-39	Contributing family workers		3
Australian Capital Territory	35-39	Contributing family workers	0	5
Australian Capital Territory	35-39	Contributing family workers	1	33
Australian Capital Territory	35-39	Contributing family workers	16	17
Australian Capital Territory	35-39	Contributing family workers	25	16
Australian Capital Territory	35-39	Contributing family workers	35	9
Australian Capital Territory	35-39	Contributing family workers	40	14
Australian Capital Territory	35-39	Contributing family workers	41	6
Australian Capital Territory	35-39	Contributing family workers	49	24
Australian Capital Territory	35-39	Employee		302
Australian Capital Territory	35-39	Employee	0	1258
Australian Capital Territory	35-39	Employee	1	1054
Australian Capital Territory	35-39	Employee	16	1880
Australian Capital Territory	35-39	Employee	25	2541
Australian Capital Territory	35-39	Employee	35	6257
Australian Capital Territory	35-39	Employee	40	5456
Australian Capital Territory	35-39	Employee	41	2608
Australian Capital Territory	35-39	Employee	49	2834
Australian Capital Territory	35-39	Owner managers of incorporated enterprises		22
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	0	27
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	1	66
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	16	47
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	25	94
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	35	88
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	40	265
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	41	101
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	49	408
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises		14
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	0	14
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	1	147
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	16	94
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	25	117
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	35	81
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	40	120
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	41	54
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	49	170
Australian Capital Territory	40-44			23
Australian Capital Territory	40-44		0	7
Australian Capital Territory	40-44		1	10
Australian Capital Territory	40-44		16	11
Australian Capital Territory	40-44		25	11
Australian Capital Territory	40-44		35	15
Australian Capital Territory	40-44		40	20
Australian Capital Territory	40-44		41	12
Australian Capital Territory	40-44		49	21
Australian Capital Territory	40-44	Contributing family workers		7
Australian Capital Territory	40-44	Contributing family workers	0	5
Australian Capital Territory	40-44	Contributing family workers	1	26
Australian Capital Territory	40-44	Contributing family workers	16	15
Australian Capital Territory	40-44	Contributing family workers	25	14
Australian Capital Territory	40-44	Contributing family workers	35	11
Australian Capital Territory	40-44	Contributing family workers	40	13
Australian Capital Territory	40-44	Contributing family workers	41	6
Australian Capital Territory	40-44	Contributing family workers	49	30
Australian Capital Territory	40-44	Employee		221
Australian Capital Territory	40-44	Employee	0	756
Australian Capital Territory	40-44	Employee	1	897
Australian Capital Territory	40-44	Employee	16	1467
Australian Capital Territory	40-44	Employee	25	2532
Australian Capital Territory	40-44	Employee	35	5755
Australian Capital Territory	40-44	Employee	40	5512
Australian Capital Territory	40-44	Employee	41	2836
Australian Capital Territory	40-44	Employee	49	3198
Australian Capital Territory	40-44	Owner managers of incorporated enterprises		18
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	0	13
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	1	60
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	16	59
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	25	114
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	35	99
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	40	309
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	41	141
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	49	467
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises		11
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	0	13
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	1	140
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	16	85
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	25	126
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	35	68
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	40	146
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	41	67
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	49	215
Australian Capital Territory	45-49			27
Australian Capital Territory	45-49		0	5
Australian Capital Territory	45-49		1	3
Australian Capital Territory	45-49		16	11
Australian Capital Territory	45-49		25	12
Australian Capital Territory	45-49		35	22
Australian Capital Territory	45-49		40	13
Australian Capital Territory	45-49		41	4
Australian Capital Territory	45-49		49	17
Australian Capital Territory	45-49	Contributing family workers		10
Australian Capital Territory	45-49	Contributing family workers	0	3
Australian Capital Territory	45-49	Contributing family workers	1	33
Australian Capital Territory	45-49	Contributing family workers	16	18
Australian Capital Territory	45-49	Contributing family workers	25	20
Australian Capital Territory	45-49	Contributing family workers	35	16
Australian Capital Territory	45-49	Contributing family workers	40	15
Australian Capital Territory	45-49	Contributing family workers	49	26
Australian Capital Territory	45-49	Employee		219
Australian Capital Territory	45-49	Employee	0	629
Australian Capital Territory	45-49	Employee	1	761
Australian Capital Territory	45-49	Employee	16	1106
Australian Capital Territory	45-49	Employee	25	2278
Australian Capital Territory	45-49	Employee	35	5620
Australian Capital Territory	45-49	Employee	40	5169
Australian Capital Territory	45-49	Employee	41	2939
Australian Capital Territory	45-49	Employee	49	3386
Australian Capital Territory	45-49	Owner managers of incorporated enterprises		18
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	0	17
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	1	51
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	16	59
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	25	133
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	35	108
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	40	321
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	41	161
Australian Capital Territory	45-49	Owner managers of incorporated enterprises	49	605
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises		19
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	0	15
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	1	124
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	16	78
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	25	121
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	35	92
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	40	169
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	41	87
Australian Capital Territory	45-49	Owner managers of unincorporated enterprises	49	236
Australian Capital Territory	50-54			18
Australian Capital Territory	50-54		0	16
Australian Capital Territory	50-54		1	11
Australian Capital Territory	50-54		16	4
Australian Capital Territory	50-54		25	6
Australian Capital Territory	50-54		35	14
Australian Capital Territory	50-54		40	16
Australian Capital Territory	50-54		41	7
Australian Capital Territory	50-54		49	17
Australian Capital Territory	50-54	Contributing family workers		7
Australian Capital Territory	50-54	Contributing family workers	0	9
Australian Capital Territory	50-54	Contributing family workers	1	21
Australian Capital Territory	50-54	Contributing family workers	16	9
Australian Capital Territory	50-54	Contributing family workers	25	19
Australian Capital Territory	50-54	Contributing family workers	35	6
Australian Capital Territory	50-54	Contributing family workers	40	14
Australian Capital Territory	50-54	Contributing family workers	41	13
Australian Capital Territory	50-54	Contributing family workers	49	29
Australian Capital Territory	50-54	Employee		177
Australian Capital Territory	50-54	Employee	0	761
Australian Capital Territory	50-54	Employee	1	651
Australian Capital Territory	50-54	Employee	16	997
Australian Capital Territory	50-54	Employee	25	1777
Australian Capital Territory	50-54	Employee	35	5006
Australian Capital Territory	50-54	Employee	40	4420
Australian Capital Territory	50-54	Employee	41	2669
Australian Capital Territory	50-54	Employee	49	3117
Australian Capital Territory	50-54	Owner managers of incorporated enterprises		17
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	0	16
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	1	51
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	16	54
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	25	113
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	35	109
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	40	263
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	41	128
Australian Capital Territory	50-54	Owner managers of incorporated enterprises	49	492
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises		13
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	0	21
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	1	125
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	16	92
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	25	122
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	35	96
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	40	157
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	41	85
Australian Capital Territory	50-54	Owner managers of unincorporated enterprises	49	255
Australian Capital Territory	55-59			19
Australian Capital Territory	55-59		0	6
Australian Capital Territory	55-59		1	3
Australian Capital Territory	55-59		16	12
Australian Capital Territory	55-59		25	10
Australian Capital Territory	55-59		35	11
Australian Capital Territory	55-59		40	20
Australian Capital Territory	55-59		41	6
Australian Capital Territory	55-59		49	10
Australian Capital Territory	55-59	Contributing family workers	0	3
Australian Capital Territory	55-59	Contributing family workers	1	41
Australian Capital Territory	55-59	Contributing family workers	16	12
Australian Capital Territory	55-59	Contributing family workers	25	11
Australian Capital Territory	55-59	Contributing family workers	35	9
Australian Capital Territory	55-59	Contributing family workers	40	16
Australian Capital Territory	55-59	Contributing family workers	41	6
Australian Capital Territory	55-59	Contributing family workers	49	27
Australian Capital Territory	55-59	Employee		150
Australian Capital Territory	55-59	Employee	0	685
Australian Capital Territory	55-59	Employee	1	708
Australian Capital Territory	55-59	Employee	16	998
Australian Capital Territory	55-59	Employee	25	1328
Australian Capital Territory	55-59	Employee	35	3888
Australian Capital Territory	55-59	Employee	40	3153
Australian Capital Territory	55-59	Employee	41	1881
Australian Capital Territory	55-59	Employee	49	2217
Australian Capital Territory	55-59	Owner managers of incorporated enterprises		9
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	0	25
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	1	70
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	16	60
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	25	88
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	35	82
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	40	211
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	41	102
Australian Capital Territory	55-59	Owner managers of incorporated enterprises	49	400
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises		6
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	0	34
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	1	136
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	16	117
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	25	116
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	35	87
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	40	120
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	41	71
Australian Capital Territory	55-59	Owner managers of unincorporated enterprises	49	185
Australian Capital Territory	60-64			20
Australian Capital Territory	60-64		0	13
Australian Capital Territory	60-64		1	5
Australian Capital Territory	60-64		16	4
Australian Capital Territory	60-64		25	3
Australian Capital Territory	60-64		35	8
Australian Capital Territory	60-64		40	10
Australian Capital Territory	60-64		41	5
Australian Capital Territory	60-64		49	15
Australian Capital Territory	60-64	Contributing family workers		5
Australian Capital Territory	60-64	Contributing family workers	0	5
Australian Capital Territory	60-64	Contributing family workers	1	44
Australian Capital Territory	60-64	Contributing family workers	16	13
Australian Capital Territory	60-64	Contributing family workers	25	17
Australian Capital Territory	60-64	Contributing family workers	35	3
Australian Capital Territory	60-64	Contributing family workers	40	13
Australian Capital Territory	60-64	Contributing family workers	41	3
Australian Capital Territory	60-64	Contributing family workers	49	16
Australian Capital Territory	60-64	Employee		82
Australian Capital Territory	60-64	Employee	0	470
Australian Capital Territory	60-64	Employee	1	733
Australian Capital Territory	60-64	Employee	16	808
Australian Capital Territory	60-64	Employee	25	970
Australian Capital Territory	60-64	Employee	35	2042
Australian Capital Territory	60-64	Employee	40	1548
Australian Capital Territory	60-64	Employee	41	858
Australian Capital Territory	60-64	Employee	49	1098
Australian Capital Territory	60-64	Owner managers of incorporated enterprises		4
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	0	21
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	1	74
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	16	80
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	25	80
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	35	65
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	40	149
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	41	63
Australian Capital Territory	60-64	Owner managers of incorporated enterprises	49	231
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises		11
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	0	26
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	1	196
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	16	106
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	25	97
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	35	54
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	40	94
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	41	46
Australian Capital Territory	60-64	Owner managers of unincorporated enterprises	49	141
Australian Capital Territory	65-69			13
Australian Capital Territory	65-69		0	9
Australian Capital Territory	65-69		1	14
Australian Capital Territory	65-69		16	6
Australian Capital Territory	65-69		25	3
Australian Capital Territory	65-69		35	8
Australian Capital Territory	65-69		40	9
Australian Capital Territory	65-69		49	4
Australian Capital Territory	65-69	Contributing family workers		4
Australian Capital Territory	65-69	Contributing family workers	0	5
Australian Capital Territory	65-69	Contributing family workers	1	45
Australian Capital Territory	65-69	Contributing family workers	16	18
Australian Capital Territory	65-69	Contributing family workers	25	14
Australian Capital Territory	65-69	Contributing family workers	35	7
Australian Capital Territory	65-69	Contributing family workers	40	11
Australian Capital Territory	65-69	Contributing family workers	41	4
Australian Capital Territory	65-69	Contributing family workers	49	20
Australian Capital Territory	65-69	Employee		37
Australian Capital Territory	65-69	Employee	0	218
Australian Capital Territory	65-69	Employee	1	582
Australian Capital Territory	65-69	Employee	16	447
Australian Capital Territory	65-69	Employee	25	407
Australian Capital Territory	65-69	Employee	35	653
Australian Capital Territory	65-69	Employee	40	504
Australian Capital Territory	65-69	Employee	41	236
Australian Capital Territory	65-69	Employee	49	339
Australian Capital Territory	65-69	Owner managers of incorporated enterprises		6
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	0	14
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	1	82
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	16	57
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	25	65
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	35	35
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	40	82
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	41	45
Australian Capital Territory	65-69	Owner managers of incorporated enterprises	49	114
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises		6
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	0	26
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	1	183
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	16	88
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	25	73
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	35	34
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	40	57
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	41	20
Australian Capital Territory	65-69	Owner managers of unincorporated enterprises	49	73
Australian Capital Territory	70-74			15
Australian Capital Territory	70-74		1	7
Australian Capital Territory	70-74		16	3
Australian Capital Territory	70-74		25	3
Australian Capital Territory	70-74		41	3
Australian Capital Territory	70-74		49	3
Australian Capital Territory	70-74	Contributing family workers		7
Australian Capital Territory	70-74	Contributing family workers	0	7
Australian Capital Territory	70-74	Contributing family workers	1	33
Australian Capital Territory	70-74	Contributing family workers	16	9
Australian Capital Territory	70-74	Contributing family workers	25	9
Australian Capital Territory	70-74	Contributing family workers	35	3
Australian Capital Territory	70-74	Contributing family workers	40	11
Australian Capital Territory	70-74	Contributing family workers	49	6
Australian Capital Territory	70-74	Employee		8
Australian Capital Territory	70-74	Employee	0	51
Australian Capital Territory	70-74	Employee	1	249
Australian Capital Territory	70-74	Employee	16	162
Australian Capital Territory	70-74	Employee	25	100
Australian Capital Territory	70-74	Employee	35	119
Australian Capital Territory	70-74	Employee	40	87
Australian Capital Territory	70-74	Employee	41	49
Australian Capital Territory	70-74	Employee	49	59
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	0	5
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	1	50
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	16	23
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	25	29
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	35	13
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	40	31
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	41	10
Australian Capital Territory	70-74	Owner managers of incorporated enterprises	49	48
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises		3
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	0	11
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	1	78
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	16	39
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	25	28
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	35	7
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	40	17
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	41	15
Australian Capital Territory	70-74	Owner managers of unincorporated enterprises	49	25
Australian Capital Territory	75+			23
Australian Capital Territory	75+		0	3
Australian Capital Territory	75+		1	3
Australian Capital Territory	75+		16	3
Australian Capital Territory	75+		35	3
Australian Capital Territory	75+	Contributing family workers		10
Australian Capital Territory	75+	Contributing family workers	0	16
Australian Capital Territory	75+	Contributing family workers	1	31
Australian Capital Territory	75+	Contributing family workers	16	3
Australian Capital Territory	75+	Contributing family workers	25	8
Australian Capital Territory	75+	Contributing family workers	40	8
Australian Capital Territory	75+	Employee		11
Australian Capital Territory	75+	Employee	0	17
Australian Capital Territory	75+	Employee	1	124
Australian Capital Territory	75+	Employee	16	50
Australian Capital Territory	75+	Employee	25	35
Australian Capital Territory	75+	Employee	35	31
Australian Capital Territory	75+	Employee	40	21
Australian Capital Territory	75+	Employee	41	15
Australian Capital Territory	75+	Employee	49	19
Australian Capital Territory	75+	Owner managers of incorporated enterprises	0	6
Australian Capital Territory	75+	Owner managers of incorporated enterprises	1	32
Australian Capital Territory	75+	Owner managers of incorporated enterprises	16	13
Australian Capital Territory	75+	Owner managers of incorporated enterprises	25	11
Australian Capital Territory	75+	Owner managers of incorporated enterprises	35	6
Australian Capital Territory	75+	Owner managers of incorporated enterprises	40	20
Australian Capital Territory	75+	Owner managers of incorporated enterprises	41	3
Australian Capital Territory	75+	Owner managers of incorporated enterprises	49	18
Australian Capital Territory	75+	Owner managers of unincorporated enterprises		8
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	0	7
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	1	58
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	16	12
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	25	12
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	35	3
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	40	10
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	41	3
Australian Capital Territory	75+	Owner managers of unincorporated enterprises	49	10
No usual address (ACT)	15-19		0	3
No usual address (ACT)	15-19		1	3
No usual address (ACT)	15-19	Contributing family workers	1	4
No usual address (ACT)	15-19	Employee		17
No usual address (ACT)	15-19	Employee	0	18
No usual address (ACT)	15-19	Employee	1	148
No usual address (ACT)	15-19	Employee	16	25
No usual address (ACT)	15-19	Employee	25	22
No usual address (ACT)	15-19	Employee	35	30
No usual address (ACT)	15-19	Employee	40	60
No usual address (ACT)	15-19	Employee	41	19
No usual address (ACT)	15-19	Employee	49	15
No usual address (ACT)	15-19	Owner managers of incorporated enterprises	1	3
No usual address (ACT)	15-19	Owner managers of incorporated enterprises	25	3
No usual address (ACT)	15-19	Owner managers of unincorporated enterprises		3
No usual address (ACT)	15-19	Owner managers of unincorporated enterprises	1	21
No usual address (ACT)	20-24		25	4
No usual address (ACT)	20-24	Contributing family workers	16	3
No usual address (ACT)	20-24	Employee		20
No usual address (ACT)	20-24	Employee	0	32
No usual address (ACT)	20-24	Employee	1	137
No usual address (ACT)	20-24	Employee	16	53
No usual address (ACT)	20-24	Employee	25	61
No usual address (ACT)	20-24	Employee	35	117
No usual address (ACT)	20-24	Employee	40	164
No usual address (ACT)	20-24	Employee	41	71
No usual address (ACT)	20-24	Employee	49	71
No usual address (ACT)	20-24	Owner managers of incorporated enterprises	25	5
No usual address (ACT)	20-24	Owner managers of incorporated enterprises	49	3
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises		4
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	0	7
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	1	34
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	16	4
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	25	13
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	35	4
No usual address (ACT)	20-24	Owner managers of unincorporated enterprises	40	17
