SA4_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Townsville	Bus and car as passenger	2	Community and personal service workers	19
Townsville	Bus and car as passenger	2	Labourers	20
Townsville	Bus and car as passenger	2	Machinery operators and drivers	3
Townsville	Bus and car as passenger	2	Professionals	7
Townsville	Bus and car as passenger	2	Sales workers	18
Townsville	Bus and car as passenger	2	Technicians and trades workers	5
Townsville	Bus and other	2	Clerical and administrative workers	3
Townsville	Bus and other	2	Community and personal service workers	3
Townsville	Bus and other	2	Labourers	7
Townsville	Bus and other	2	Machinery operators and drivers	3
Townsville	Bus and other	2	Professionals	7
Townsville	Bus and other	2	Sales workers	3
Townsville	Bus and two other methods excludes train	3	Clerical and administrative workers	9
Townsville	Bus and two other methods excludes train	3	Community and personal service workers	6
Townsville	Bus and two other methods excludes train	3	Labourers	3
Townsville	Bus and two other methods excludes train	3	Managers	5
Townsville	Bus and two other methods excludes train	3	Professionals	11
Townsville	Car as driver	1		827
Townsville	Car as driver	1	Clerical and administrative workers	10059
Townsville	Car as driver	1	Community and personal service workers	9770
Townsville	Car as driver	1	Labourers	6433
Townsville	Car as driver	1	Machinery operators and drivers	5139
Townsville	Car as driver	1	Managers	7538
Townsville	Car as driver	1	Professionals	13515
Townsville	Car as driver	1	Sales workers	6078
Townsville	Car as driver	1	Technicians and trades workers	10460
Townsville	Car as passenger	1		73
Townsville	Car as passenger	1	Clerical and administrative workers	560
Townsville	Car as passenger	1	Community and personal service workers	807
Townsville	Car as passenger	1	Labourers	1160
Townsville	Car as passenger	1	Machinery operators and drivers	268
Townsville	Car as passenger	1	Managers	349
Townsville	Car as passenger	1	Professionals	722
Townsville	Car as passenger	1	Sales workers	1116
Townsville	Car as passenger	1	Technicians and trades workers	633
Townsville	Did not go to work			99
Townsville	Did not go to work		Clerical and administrative workers	1172
Townsville	Did not go to work		Community and personal service workers	1699
Townsville	Did not go to work		Labourers	977
Townsville	Did not go to work		Machinery operators and drivers	570
Townsville	Did not go to work		Managers	546
Townsville	Did not go to work		Professionals	1741
Townsville	Did not go to work		Sales workers	1428
Townsville	Did not go to work		Technicians and trades workers	812
Townsville	Ferry	1		3
Townsville	Ferry	1	Clerical and administrative workers	7
Townsville	Ferry	1	Community and personal service workers	8
Townsville	Ferry	1	Labourers	5
Townsville	Ferry	1	Managers	8
Townsville	Ferry	1	Professionals	11
Townsville	Ferry	1	Technicians and trades workers	8
Townsville	Method of travel not stated			262
Townsville	Method of travel not stated		Clerical and administrative workers	48
Townsville	Method of travel not stated		Community and personal service workers	83
Townsville	Method of travel not stated		Labourers	101
Townsville	Method of travel not stated		Machinery operators and drivers	70
Townsville	Method of travel not stated		Managers	56
Townsville	Method of travel not stated		Professionals	64
Townsville	Method of travel not stated		Sales workers	61
Townsville	Method of travel not stated		Technicians and trades workers	101
Townsville	Motorbike scooter	1		17
Townsville	Motorbike scooter	1	Clerical and administrative workers	104
Townsville	Motorbike scooter	1	Community and personal service workers	189
Townsville	Motorbike scooter	1	Labourers	125
Townsville	Motorbike scooter	1	Machinery operators and drivers	176
Townsville	Motorbike scooter	1	Managers	107
Townsville	Motorbike scooter	1	Professionals	153
Townsville	Motorbike scooter	1	Sales workers	68
Townsville	Motorbike scooter	1	Technicians and trades workers	229
Townsville	(Other)	1		20
Townsville	(Other)	1	Clerical and administrative workers	49
Townsville	(Other)	1	Community and personal service workers	102
Townsville	(Other)	1	Labourers	47
Townsville	(Other)	1	Machinery operators and drivers	57
Townsville	(Other)	1	Managers	157
Townsville	(Other)	1	Professionals	77
Townsville	(Other)	1	Sales workers	19
Townsville	(Other)	1	Technicians and trades workers	71
Townsville	Other three methods	3	Clerical and administrative workers	5
Townsville	Other three methods	3	Community and personal service workers	12
Townsville	Other three methods	3	Machinery operators and drivers	3
Townsville	Other three methods	3	Managers	12
Townsville	Other three methods	3	Professionals	25
Townsville	Other three methods	3	Sales workers	3
Townsville	Other three methods	3	Technicians and trades workers	9
Townsville	Other two methods	2		5
Townsville	Other two methods	2	Clerical and administrative workers	58
Townsville	Other two methods	2	Community and personal service workers	118
Townsville	Other two methods	2	Labourers	80
Townsville	Other two methods	2	Machinery operators and drivers	73
Townsville	Other two methods	2	Managers	78
Townsville	Other two methods	2	Professionals	180
Townsville	Other two methods	2	Sales workers	49
Townsville	Other two methods	2	Technicians and trades workers	115
Townsville	Taxi	1		3
Townsville	Taxi	1	Clerical and administrative workers	13
Townsville	Taxi	1	Community and personal service workers	23
Townsville	Taxi	1	Labourers	23
Townsville	Taxi	1	Machinery operators and drivers	25
Townsville	Taxi	1	Managers	19
Townsville	Taxi	1	Professionals	29
Townsville	Taxi	1	Sales workers	13
Townsville	Taxi	1	Technicians and trades workers	9
Townsville	Train	1		4
Townsville	Train	1	Community and personal service workers	5
Townsville	Train	1	Labourers	10
Townsville	Train	1	Machinery operators and drivers	4
Townsville	Train	1	Professionals	8
Townsville	Train	1	Technicians and trades workers	6
Townsville	Train and bus	2	Clerical and administrative workers	9
Townsville	Train and bus	2	Labourers	3
Townsville	Train and bus	2	Professionals	3
Townsville	Train and bus	2	Sales workers	3
Townsville	Train and bus	2	Technicians and trades workers	3
Townsville	Train and car as driver	2	Labourers	3
Townsville	Train and car as driver	2	Professionals	4
Townsville	Train and car as driver	2	Technicians and trades workers	3
Townsville	Train and two other methods	3	Labourers	3
Townsville	Train and two other methods	3	Professionals	4
Townsville	Tram includes light rail	1		3
Townsville	Tram includes light rail	1	Professionals	3
Townsville	Truck	1		7
Townsville	Truck	1	Clerical and administrative workers	18
Townsville	Truck	1	Community and personal service workers	4
Townsville	Truck	1	Labourers	115
Townsville	Truck	1	Machinery operators and drivers	272
Townsville	Truck	1	Managers	172
Townsville	Truck	1	Professionals	7
Townsville	Truck	1	Sales workers	28
Townsville	Truck	1	Technicians and trades workers	200
Townsville	Walked only	1		37
Townsville	Walked only	1	Clerical and administrative workers	263
Townsville	Walked only	1	Community and personal service workers	725
Townsville	Walked only	1	Labourers	445
Townsville	Walked only	1	Machinery operators and drivers	125
Townsville	Walked only	1	Managers	532
Townsville	Walked only	1	Professionals	521
Townsville	Walked only	1	Sales workers	236
Townsville	Walked only	1	Technicians and trades workers	371
Townsville	Worked at home			34
Townsville	Worked at home		Clerical and administrative workers	809
Townsville	Worked at home		Community and personal service workers	317
Townsville	Worked at home		Labourers	160
Townsville	Worked at home		Machinery operators and drivers	62
Townsville	Worked at home		Managers	1036
Townsville	Worked at home		Professionals	673
Townsville	Worked at home		Sales workers	147
Townsville	Worked at home		Technicians and trades workers	321
Wide Bay	Bicycle	1		11
Wide Bay	Bicycle	1	Clerical and administrative workers	62
Wide Bay	Bicycle	1	Community and personal service workers	92
Wide Bay	Bicycle	1	Labourers	179
Wide Bay	Bicycle	1	Machinery operators and drivers	51
Wide Bay	Bicycle	1	Managers	49
Wide Bay	Bicycle	1	Professionals	109
Wide Bay	Bicycle	1	Sales workers	53
Wide Bay	Bicycle	1	Technicians and trades workers	122
Wide Bay	Bus	1		4
Wide Bay	Bus	1	Clerical and administrative workers	17
Wide Bay	Bus	1	Community and personal service workers	30
Wide Bay	Bus	1	Labourers	203
Wide Bay	Bus	1	Machinery operators and drivers	66
Wide Bay	Bus	1	Managers	22
Wide Bay	Bus	1	Professionals	38
Wide Bay	Bus	1	Sales workers	50
Wide Bay	Bus	1	Technicians and trades workers	54
Wide Bay	Bus and car as driver	2	Clerical and administrative workers	4
Wide Bay	Bus and car as driver	2	Machinery operators and drivers	24
Wide Bay	Bus and car as driver	2	Professionals	9
Wide Bay	Bus and car as driver	2	Technicians and trades workers	14
Wide Bay	Bus and car as passenger	2	Clerical and administrative workers	3
Wide Bay	Bus and car as passenger	2	Community and personal service workers	3
Wide Bay	Bus and car as passenger	2	Labourers	7
Wide Bay	Bus and car as passenger	2	Sales workers	7
Wide Bay	Bus and car as passenger	2	Technicians and trades workers	4
Wide Bay	Bus and ferry	2	Labourers	4
Wide Bay	Bus and other	2	Community and personal service workers	4
Wide Bay	Bus and other	2	Labourers	3
Wide Bay	Bus and other	2	Sales workers	4
Wide Bay	Bus and two other methods excludes train	3	Labourers	4
Wide Bay	Bus and two other methods excludes train	3	Professionals	3
Wide Bay	Car as driver	1		654
Wide Bay	Car as driver	1	Clerical and administrative workers	7869
Wide Bay	Car as driver	1	Community and personal service workers	8379
Wide Bay	Car as driver	1	Labourers	8269
Wide Bay	Car as driver	1	Machinery operators and drivers	4547
Wide Bay	Car as driver	1	Managers	6732
Wide Bay	Car as driver	1	Professionals	10696
Wide Bay	Car as driver	1	Sales workers	6379
Wide Bay	Car as driver	1	Technicians and trades workers	8747
Wide Bay	Car as passenger	1		79
Wide Bay	Car as passenger	1	Clerical and administrative workers	470
Wide Bay	Car as passenger	1	Community and personal service workers	620
Wide Bay	Car as passenger	1	Labourers	1596
Wide Bay	Car as passenger	1	Machinery operators and drivers	237
Wide Bay	Car as passenger	1	Managers	326
Wide Bay	Car as passenger	1	Professionals	537
Wide Bay	Car as passenger	1	Sales workers	1163
Wide Bay	Car as passenger	1	Technicians and trades workers	504
Wide Bay	Did not go to work			122
Wide Bay	Did not go to work		Clerical and administrative workers	1059
Wide Bay	Did not go to work		Community and personal service workers	1728
Wide Bay	Did not go to work		Labourers	1241
Wide Bay	Did not go to work		Machinery operators and drivers	529
Wide Bay	Did not go to work		Managers	602
Wide Bay	Did not go to work		Professionals	1417
Wide Bay	Did not go to work		Sales workers	1478
Wide Bay	Did not go to work		Technicians and trades workers	800
Wide Bay	Ferry	1	Clerical and administrative workers	3
Wide Bay	Ferry	1	Community and personal service workers	3
Wide Bay	Ferry	1	Labourers	7
Wide Bay	Ferry	1	Managers	3
Wide Bay	Ferry	1	Professionals	5
Wide Bay	Ferry	1	Technicians and trades workers	11
Wide Bay	Method of travel not stated			414
Wide Bay	Method of travel not stated		Clerical and administrative workers	71
Wide Bay	Method of travel not stated		Community and personal service workers	121
Wide Bay	Method of travel not stated		Labourers	144
Wide Bay	Method of travel not stated		Machinery operators and drivers	56
Wide Bay	Method of travel not stated		Managers	135
Wide Bay	Method of travel not stated		Professionals	61
Wide Bay	Method of travel not stated		Sales workers	78
Wide Bay	Method of travel not stated		Technicians and trades workers	90
Wide Bay	Motorbike scooter	1		9
Wide Bay	Motorbike scooter	1	Clerical and administrative workers	67
Wide Bay	Motorbike scooter	1	Community and personal service workers	82
Wide Bay	Motorbike scooter	1	Labourers	155
Wide Bay	Motorbike scooter	1	Machinery operators and drivers	118
Wide Bay	Motorbike scooter	1	Managers	104
Wide Bay	Motorbike scooter	1	Professionals	77
Wide Bay	Motorbike scooter	1	Sales workers	56
Wide Bay	Motorbike scooter	1	Technicians and trades workers	183
Wide Bay	(Other)	1		22
Wide Bay	(Other)	1	Clerical and administrative workers	39
Wide Bay	(Other)	1	Community and personal service workers	46
Wide Bay	(Other)	1	Labourers	86
Wide Bay	(Other)	1	Machinery operators and drivers	53
Wide Bay	(Other)	1	Managers	164
Wide Bay	(Other)	1	Professionals	34
Wide Bay	(Other)	1	Sales workers	19
Wide Bay	(Other)	1	Technicians and trades workers	68
Wide Bay	Other three methods	3	Clerical and administrative workers	3
Wide Bay	Other three methods	3	Labourers	5
Wide Bay	Other three methods	3	Machinery operators and drivers	3
Wide Bay	Other three methods	3	Managers	15
Wide Bay	Other three methods	3	Technicians and trades workers	3
Wide Bay	Other two methods	2		9
Wide Bay	Other two methods	2	Clerical and administrative workers	42
Wide Bay	Other two methods	2	Community and personal service workers	51
Wide Bay	Other two methods	2	Labourers	104
Wide Bay	Other two methods	2	Machinery operators and drivers	43
Wide Bay	Other two methods	2	Managers	61
Wide Bay	Other two methods	2	Professionals	72
Wide Bay	Other two methods	2	Sales workers	47
Wide Bay	Other two methods	2	Technicians and trades workers	86
Wide Bay	Taxi	1	Clerical and administrative workers	13
Wide Bay	Taxi	1	Community and personal service workers	11
Wide Bay	Taxi	1	Labourers	36
Wide Bay	Taxi	1	Machinery operators and drivers	17
Wide Bay	Taxi	1	Managers	14
Wide Bay	Taxi	1	Professionals	9
Wide Bay	Taxi	1	Sales workers	13
Wide Bay	Taxi	1	Technicians and trades workers	6
Wide Bay	Train	1		3
Wide Bay	Train	1	Clerical and administrative workers	3
Wide Bay	Train	1	Community and personal service workers	4
Wide Bay	Train	1	Labourers	3
Wide Bay	Train	1	Machinery operators and drivers	3
Wide Bay	Train	1	Managers	4
Wide Bay	Train	1	Professionals	3
Wide Bay	Train and car as driver	2	Clerical and administrative workers	3
Wide Bay	Train and car as driver	2	Labourers	4
Wide Bay	Train and car as driver	2	Machinery operators and drivers	4
Wide Bay	Train and car as driver	2	Technicians and trades workers	3
Wide Bay	Truck	1		16
Wide Bay	Truck	1	Clerical and administrative workers	13
Wide Bay	Truck	1	Community and personal service workers	4
Wide Bay	Truck	1	Labourers	155
Wide Bay	Truck	1	Machinery operators and drivers	375
Wide Bay	Truck	1	Managers	154
Wide Bay	Truck	1	Professionals	11
Wide Bay	Truck	1	Sales workers	27
Wide Bay	Truck	1	Technicians and trades workers	223
Wide Bay	Walked only	1		39
Wide Bay	Walked only	1	Clerical and administrative workers	268
Wide Bay	Walked only	1	Community and personal service workers	414
Wide Bay	Walked only	1	Labourers	583
Wide Bay	Walked only	1	Machinery operators and drivers	159
Wide Bay	Walked only	1	Managers	794
Wide Bay	Walked only	1	Professionals	394
Wide Bay	Walked only	1	Sales workers	342
Wide Bay	Walked only	1	Technicians and trades workers	353
Wide Bay	Worked at home			85
Wide Bay	Worked at home		Clerical and administrative workers	1108
Wide Bay	Worked at home		Community and personal service workers	442
Wide Bay	Worked at home		Labourers	294
Wide Bay	Worked at home		Machinery operators and drivers	110
Wide Bay	Worked at home		Managers	2767
Wide Bay	Worked at home		Professionals	703
Wide Bay	Worked at home		Sales workers	207
Wide Bay	Worked at home		Technicians and trades workers	473
Migratory - Offshore - Shipping (Qld)	Car as driver	1	Community and personal service workers	3
Migratory - Offshore - Shipping (Qld)	Car as driver	1	Labourers	10
Migratory - Offshore - Shipping (Qld)	Car as driver	1	Machinery operators and drivers	9
Migratory - Offshore - Shipping (Qld)	Car as driver	1	Professionals	3
Migratory - Offshore - Shipping (Qld)	Car as driver	1	Technicians and trades workers	12
Migratory - Offshore - Shipping (Qld)	Car as passenger	1	Professionals	3
Migratory - Offshore - Shipping (Qld)	Did not go to work			3
Migratory - Offshore - Shipping (Qld)	Did not go to work		Clerical and administrative workers	5
Migratory - Offshore - Shipping (Qld)	Did not go to work		Community and personal service workers	5
Migratory - Offshore - Shipping (Qld)	Did not go to work		Labourers	10
Migratory - Offshore - Shipping (Qld)	Did not go to work		Machinery operators and drivers	3
Migratory - Offshore - Shipping (Qld)	Did not go to work		Professionals	10
Migratory - Offshore - Shipping (Qld)	Did not go to work		Technicians and trades workers	8
Migratory - Offshore - Shipping (Qld)	(Other)	1		3
Migratory - Offshore - Shipping (Qld)	(Other)	1	Clerical and administrative workers	3
Migratory - Offshore - Shipping (Qld)	(Other)	1	Community and personal service workers	8
Migratory - Offshore - Shipping (Qld)	(Other)	1	Labourers	29
Migratory - Offshore - Shipping (Qld)	(Other)	1	Machinery operators and drivers	9
Migratory - Offshore - Shipping (Qld)	(Other)	1	Managers	3
Migratory - Offshore - Shipping (Qld)	(Other)	1	Professionals	26
Migratory - Offshore - Shipping (Qld)	(Other)	1	Technicians and trades workers	13
Migratory - Offshore - Shipping (Qld)	Other two methods	2	Professionals	4
Migratory - Offshore - Shipping (Qld)	Taxi	1	Machinery operators and drivers	3
Migratory - Offshore - Shipping (Qld)	Walked only	1	Professionals	3
No usual address (Qld)	Bicycle	1		16
No usual address (Qld)	Bicycle	1	Clerical and administrative workers	19
No usual address (Qld)	Bicycle	1	Community and personal service workers	39
No usual address (Qld)	Bicycle	1	Labourers	67
No usual address (Qld)	Bicycle	1	Machinery operators and drivers	28
No usual address (Qld)	Bicycle	1	Managers	6
No usual address (Qld)	Bicycle	1	Professionals	47
No usual address (Qld)	Bicycle	1	Sales workers	14
No usual address (Qld)	Bicycle	1	Technicians and trades workers	56
No usual address (Qld)	Bus	1		25
No usual address (Qld)	Bus	1	Clerical and administrative workers	45
No usual address (Qld)	Bus	1	Community and personal service workers	101
No usual address (Qld)	Bus	1	Labourers	196
No usual address (Qld)	Bus	1	Machinery operators and drivers	227
No usual address (Qld)	Bus	1	Managers	35
No usual address (Qld)	Bus	1	Professionals	127
No usual address (Qld)	Bus	1	Sales workers	67
No usual address (Qld)	Bus	1	Technicians and trades workers	174
No usual address (Qld)	Bus and car as driver	2	Clerical and administrative workers	8
No usual address (Qld)	Bus and car as driver	2	Community and personal service workers	10
No usual address (Qld)	Bus and car as driver	2	Labourers	7
No usual address (Qld)	Bus and car as driver	2	Machinery operators and drivers	23
No usual address (Qld)	Bus and car as driver	2	Managers	3
No usual address (Qld)	Bus and car as driver	2	Professionals	17
No usual address (Qld)	Bus and car as driver	2	Technicians and trades workers	16
No usual address (Qld)	Bus and car as passenger	2	Clerical and administrative workers	4
No usual address (Qld)	Bus and car as passenger	2	Community and personal service workers	6
No usual address (Qld)	Bus and car as passenger	2	Labourers	12
No usual address (Qld)	Bus and car as passenger	2	Machinery operators and drivers	3
No usual address (Qld)	Bus and car as passenger	2	Professionals	4
No usual address (Qld)	Bus and car as passenger	2	Sales workers	7
No usual address (Qld)	Bus and car as passenger	2	Technicians and trades workers	13
No usual address (Qld)	Bus and ferry	2	Labourers	10
No usual address (Qld)	Bus and ferry	2	Machinery operators and drivers	3
No usual address (Qld)	Bus and ferry	2	Technicians and trades workers	5
No usual address (Qld)	Bus and other	2	Labourers	4
No usual address (Qld)	Bus and other	2	Machinery operators and drivers	9
No usual address (Qld)	Bus and other	2	Managers	3
No usual address (Qld)	Bus and other	2	Professionals	3
No usual address (Qld)	Bus and other	2	Technicians and trades workers	3
No usual address (Qld)	Bus and tram includes light rail	2	Labourers	3
No usual address (Qld)	Bus and tram includes light rail	2	Sales workers	4
No usual address (Qld)	Bus and two other methods excludes train	3		4
No usual address (Qld)	Bus and two other methods excludes train	3	Community and personal service workers	12
No usual address (Qld)	Bus and two other methods excludes train	3	Labourers	8
No usual address (Qld)	Bus and two other methods excludes train	3	Machinery operators and drivers	5
No usual address (Qld)	Bus and two other methods excludes train	3	Managers	5
No usual address (Qld)	Bus and two other methods excludes train	3	Professionals	10
No usual address (Qld)	Bus and two other methods excludes train	3	Technicians and trades workers	18
No usual address (Qld)	Car as driver	1		1044
No usual address (Qld)	Car as driver	1	Clerical and administrative workers	2242
No usual address (Qld)	Car as driver	1	Community and personal service workers	5491
No usual address (Qld)	Car as driver	1	Labourers	14609
No usual address (Qld)	Car as driver	1	Machinery operators and drivers	4603
No usual address (Qld)	Car as driver	1	Managers	4497
No usual address (Qld)	Car as driver	1	Professionals	5400
No usual address (Qld)	Car as driver	1	Sales workers	3133
No usual address (Qld)	Car as driver	1	Technicians and trades workers	27289
No usual address (Qld)	Car as passenger	1		106
No usual address (Qld)	Car as passenger	1	Clerical and administrative workers	131
No usual address (Qld)	Car as passenger	1	Community and personal service workers	243
No usual address (Qld)	Car as passenger	1	Labourers	2138
No usual address (Qld)	Car as passenger	1	Machinery operators and drivers	404
No usual address (Qld)	Car as passenger	1	Managers	165
No usual address (Qld)	Car as passenger	1	Professionals	229
No usual address (Qld)	Car as passenger	1	Sales workers	137
No usual address (Qld)	Car as passenger	1	Technicians and trades workers	1869
No usual address (Qld)	Did not go to work			247
No usual address (Qld)	Did not go to work		Clerical and administrative workers	573
No usual address (Qld)	Did not go to work		Community and personal service workers	1459
No usual address (Qld)	Did not go to work		Labourers	2037
No usual address (Qld)	Did not go to work		Machinery operators and drivers	1022
No usual address (Qld)	Did not go to work		Managers	589
No usual address (Qld)	Did not go to work		Professionals	1673
No usual address (Qld)	Did not go to work		Sales workers	631
No usual address (Qld)	Did not go to work		Technicians and trades workers	2382
No usual address (Qld)	Ferry	1		3
No usual address (Qld)	Ferry	1	Clerical and administrative workers	5
No usual address (Qld)	Ferry	1	Community and personal service workers	7
No usual address (Qld)	Ferry	1	Labourers	13
No usual address (Qld)	Ferry	1	Machinery operators and drivers	3
No usual address (Qld)	Ferry	1	Managers	5
No usual address (Qld)	Ferry	1	Professionals	13
No usual address (Qld)	Ferry	1	Sales workers	3
No usual address (Qld)	Ferry	1	Technicians and trades workers	11
No usual address (Qld)	Method of travel not stated			334
No usual address (Qld)	Method of travel not stated		Clerical and administrative workers	48
No usual address (Qld)	Method of travel not stated		Community and personal service workers	80
No usual address (Qld)	Method of travel not stated		Labourers	158
No usual address (Qld)	Method of travel not stated		Machinery operators and drivers	80
No usual address (Qld)	Method of travel not stated		Managers	45
No usual address (Qld)	Method of travel not stated		Professionals	76
No usual address (Qld)	Method of travel not stated		Sales workers	51
No usual address (Qld)	Method of travel not stated		Technicians and trades workers	192
No usual address (Qld)	Motorbike scooter	1		15
No usual address (Qld)	Motorbike scooter	1	Clerical and administrative workers	32
No usual address (Qld)	Motorbike scooter	1	Community and personal service workers	40
No usual address (Qld)	Motorbike scooter	1	Labourers	102
No usual address (Qld)	Motorbike scooter	1	Machinery operators and drivers	66
No usual address (Qld)	Motorbike scooter	1	Managers	14
No usual address (Qld)	Motorbike scooter	1	Professionals	52
No usual address (Qld)	Motorbike scooter	1	Sales workers	11
No usual address (Qld)	Motorbike scooter	1	Technicians and trades workers	94
No usual address (Qld)	(Other)	1		87
No usual address (Qld)	(Other)	1	Clerical and administrative workers	92
No usual address (Qld)	(Other)	1	Community and personal service workers	86
No usual address (Qld)	(Other)	1	Labourers	313
No usual address (Qld)	(Other)	1	Machinery operators and drivers	226
No usual address (Qld)	(Other)	1	Managers	157
No usual address (Qld)	(Other)	1	Professionals	238
No usual address (Qld)	(Other)	1	Sales workers	38
No usual address (Qld)	(Other)	1	Technicians and trades workers	438
No usual address (Qld)	Other three methods	3		3
No usual address (Qld)	Other three methods	3	Labourers	13
No usual address (Qld)	Other three methods	3	Machinery operators and drivers	6
No usual address (Qld)	Other three methods	3	Managers	11
No usual address (Qld)	Other three methods	3	Professionals	11
No usual address (Qld)	Other three methods	3	Sales workers	3
No usual address (Qld)	Other three methods	3	Technicians and trades workers	15
No usual address (Qld)	Other two methods	2		20
No usual address (Qld)	Other two methods	2	Clerical and administrative workers	20
No usual address (Qld)	Other two methods	2	Community and personal service workers	46
No usual address (Qld)	Other two methods	2	Labourers	245
No usual address (Qld)	Other two methods	2	Machinery operators and drivers	172
No usual address (Qld)	Other two methods	2	Managers	62
No usual address (Qld)	Other two methods	2	Professionals	91
No usual address (Qld)	Other two methods	2	Sales workers	27
No usual address (Qld)	Other two methods	2	Technicians and trades workers	329
No usual address (Qld)	Taxi	1		5
No usual address (Qld)	Taxi	1	Clerical and administrative workers	3
No usual address (Qld)	Taxi	1	Community and personal service workers	6
No usual address (Qld)	Taxi	1	Labourers	3
No usual address (Qld)	Taxi	1	Machinery operators and drivers	99
No usual address (Qld)	Taxi	1	Managers	9
No usual address (Qld)	Taxi	1	Professionals	31
No usual address (Qld)	Taxi	1	Sales workers	7
No usual address (Qld)	Taxi	1	Technicians and trades workers	10
No usual address (Qld)	Train	1		17
No usual address (Qld)	Train	1	Clerical and administrative workers	50
No usual address (Qld)	Train	1	Community and personal service workers	38
No usual address (Qld)	Train	1	Labourers	89
No usual address (Qld)	Train	1	Machinery operators and drivers	17
No usual address (Qld)	Train	1	Managers	23
No usual address (Qld)	Train	1	Professionals	65
No usual address (Qld)	Train	1	Sales workers	29
No usual address (Qld)	Train	1	Technicians and trades workers	60
No usual address (Qld)	Train and bus	2	Clerical and administrative workers	14
No usual address (Qld)	Train and bus	2	Community and personal service workers	17
No usual address (Qld)	Train and bus	2	Labourers	25
No usual address (Qld)	Train and bus	2	Machinery operators and drivers	5
No usual address (Qld)	Train and bus	2	Managers	3
No usual address (Qld)	Train and bus	2	Professionals	33
No usual address (Qld)	Train and bus	2	Sales workers	5
No usual address (Qld)	Train and bus	2	Technicians and trades workers	19
No usual address (Qld)	Train and car as driver	2		3
No usual address (Qld)	Train and car as driver	2	Clerical and administrative workers	9
No usual address (Qld)	Train and car as driver	2	Community and personal service workers	9
No usual address (Qld)	Train and car as driver	2	Labourers	16
No usual address (Qld)	Train and car as driver	2	Managers	7
No usual address (Qld)	Train and car as driver	2	Professionals	24
No usual address (Qld)	Train and car as driver	2	Sales workers	8
No usual address (Qld)	Train and car as driver	2	Technicians and trades workers	24
No usual address (Qld)	Train and car as passenger	2	Community and personal service workers	3
No usual address (Qld)	Train and car as passenger	2	Labourers	16
No usual address (Qld)	Train and car as passenger	2	Professionals	10
No usual address (Qld)	Train and car as passenger	2	Sales workers	3
No usual address (Qld)	Train and car as passenger	2	Technicians and trades workers	6
No usual address (Qld)	Train and other	2	Community and personal service workers	3
No usual address (Qld)	Train and other	2	Labourers	8
No usual address (Qld)	Train and other	2	Professionals	3
No usual address (Qld)	Train and other	2	Technicians and trades workers	3
No usual address (Qld)	Train and two other methods	3		5
No usual address (Qld)	Train and two other methods	3	Clerical and administrative workers	4
No usual address (Qld)	Train and two other methods	3	Community and personal service workers	26
No usual address (Qld)	Train and two other methods	3	Labourers	21
No usual address (Qld)	Train and two other methods	3	Machinery operators and drivers	4
No usual address (Qld)	Train and two other methods	3	Managers	6
No usual address (Qld)	Train and two other methods	3	Professionals	26
No usual address (Qld)	Train and two other methods	3	Sales workers	3
No usual address (Qld)	Train and two other methods	3	Technicians and trades workers	19
No usual address (Qld)	Tram includes light rail	1	Community and personal service workers	3
No usual address (Qld)	Tram includes light rail	1	Labourers	12
No usual address (Qld)	Tram includes light rail	1	Managers	3
No usual address (Qld)	Tram includes light rail	1	Professionals	7
No usual address (Qld)	Tram includes light rail	1	Sales workers	3
No usual address (Qld)	Tram includes light rail	1	Technicians and trades workers	7
No usual address (Qld)	Truck	1		76
No usual address (Qld)	Truck	1	Clerical and administrative workers	78
No usual address (Qld)	Truck	1	Community and personal service workers	4
No usual address (Qld)	Truck	1	Labourers	957
No usual address (Qld)	Truck	1	Machinery operators and drivers	1788
No usual address (Qld)	Truck	1	Managers	381
No usual address (Qld)	Truck	1	Professionals	32
No usual address (Qld)	Truck	1	Sales workers	56
No usual address (Qld)	Truck	1	Technicians and trades workers	1445
No usual address (Qld)	Walked only	1		34
No usual address (Qld)	Walked only	1	Clerical and administrative workers	60
No usual address (Qld)	Walked only	1	Community and personal service workers	126
No usual address (Qld)	Walked only	1	Labourers	201
No usual address (Qld)	Walked only	1	Machinery operators and drivers	146
No usual address (Qld)	Walked only	1	Managers	93
No usual address (Qld)	Walked only	1	Professionals	152
No usual address (Qld)	Walked only	1	Sales workers	54
No usual address (Qld)	Walked only	1	Technicians and trades workers	143
No usual address (Qld)	Worked at home			61
No usual address (Qld)	Worked at home		Clerical and administrative workers	286
No usual address (Qld)	Worked at home		Community and personal service workers	93
No usual address (Qld)	Worked at home		Labourers	103
No usual address (Qld)	Worked at home		Machinery operators and drivers	54
No usual address (Qld)	Worked at home		Managers	361
No usual address (Qld)	Worked at home		Professionals	554
No usual address (Qld)	Worked at home		Sales workers	121
No usual address (Qld)	Worked at home		Technicians and trades workers	200
Adelaide - Central and Hills	Bicycle	1		49
Adelaide - Central and Hills	Bicycle	1	Clerical and administrative workers	525
Adelaide - Central and Hills	Bicycle	1	Community and personal service workers	392
Adelaide - Central and Hills	Bicycle	1	Labourers	138
Adelaide - Central and Hills	Bicycle	1	Machinery operators and drivers	33
Adelaide - Central and Hills	Bicycle	1	Managers	531
Adelaide - Central and Hills	Bicycle	1	Professionals	2120
Adelaide - Central and Hills	Bicycle	1	Sales workers	155
Adelaide - Central and Hills	Bicycle	1	Technicians and trades workers	334
Adelaide - Central and Hills	Bus	1		370
