SA4_NAME16	Age	EmploymentStatus	LabourForceStatus	Sex	workers
No usual address (NT)	35-39	Employee		F	10
No usual address (NT)	35-39	Employee		M	24
No usual address (NT)	35-39	Employee	Employed (part-time)	F	33
No usual address (NT)	35-39	Employee	Employed (part-time)	F	22
No usual address (NT)	35-39	Employee	Employed (part-time)	M	185
No usual address (NT)	35-39	Employee	Employed (part-time)	M	17
No usual address (NT)	35-39	Owner managers of incorporated enterprises		F	-2
No usual address (NT)	35-39	Owner managers of incorporated enterprises		M	-1
No usual address (NT)	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	4
No usual address (NT)	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	3
No usual address (NT)	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	29
No usual address (NT)	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	7
No usual address (NT)	35-39	Owner managers of unincorporated enterprises		F	1
No usual address (NT)	35-39	Owner managers of unincorporated enterprises		M	4
No usual address (NT)	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	3
No usual address (NT)	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	10
No usual address (NT)	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	44
No usual address (NT)	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	20
No usual address (NT)	40-44			F	0
No usual address (NT)	40-44			M	0
No usual address (NT)	40-44		Employed (part-time)	F	0
No usual address (NT)	40-44		Employed (part-time)	F	0
No usual address (NT)	40-44		Employed (part-time)	M	6
No usual address (NT)	40-44		Employed (part-time)	M	0
No usual address (NT)	40-44	Contributing family workers		F	4
No usual address (NT)	40-44	Contributing family workers		M	0
No usual address (NT)	40-44	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	40-44	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	40-44	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	40-44	Contributing family workers	Employed (part-time)	M	3
No usual address (NT)	40-44	Employee		F	11
No usual address (NT)	40-44	Employee		M	23
No usual address (NT)	40-44	Employee	Employed (part-time)	F	20
No usual address (NT)	40-44	Employee	Employed (part-time)	F	20
No usual address (NT)	40-44	Employee	Employed (part-time)	M	153
No usual address (NT)	40-44	Employee	Employed (part-time)	M	13
No usual address (NT)	40-44	Owner managers of incorporated enterprises		F	2
No usual address (NT)	40-44	Owner managers of incorporated enterprises		M	3
No usual address (NT)	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	3
No usual address (NT)	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	5
No usual address (NT)	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	30
No usual address (NT)	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	9
No usual address (NT)	40-44	Owner managers of unincorporated enterprises		F	-3
No usual address (NT)	40-44	Owner managers of unincorporated enterprises		M	4
No usual address (NT)	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	5
No usual address (NT)	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	20
No usual address (NT)	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	52
No usual address (NT)	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	M	18
No usual address (NT)	45-49			F	0
No usual address (NT)	45-49			M	1
No usual address (NT)	45-49		Employed (part-time)	F	0
No usual address (NT)	45-49		Employed (part-time)	F	0
No usual address (NT)	45-49		Employed (part-time)	M	3
No usual address (NT)	45-49		Employed (part-time)	M	0
No usual address (NT)	45-49	Contributing family workers		F	3
No usual address (NT)	45-49	Contributing family workers		M	1
No usual address (NT)	45-49	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	45-49	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	45-49	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	45-49	Contributing family workers	Employed (part-time)	M	3
No usual address (NT)	45-49	Employee		F	12
No usual address (NT)	45-49	Employee		M	16
No usual address (NT)	45-49	Employee	Employed (part-time)	F	23
No usual address (NT)	45-49	Employee	Employed (part-time)	F	13
No usual address (NT)	45-49	Employee	Employed (part-time)	M	151
No usual address (NT)	45-49	Employee	Employed (part-time)	M	17
No usual address (NT)	45-49	Owner managers of incorporated enterprises		F	4
No usual address (NT)	45-49	Owner managers of incorporated enterprises		M	2
No usual address (NT)	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	45-49	Owner managers of incorporated enterprises	Employed (part-time)	F	3
No usual address (NT)	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	16
No usual address (NT)	45-49	Owner managers of incorporated enterprises	Employed (part-time)	M	5
No usual address (NT)	45-49	Owner managers of unincorporated enterprises		F	1
No usual address (NT)	45-49	Owner managers of unincorporated enterprises		M	8
No usual address (NT)	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	6
No usual address (NT)	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	F	13
No usual address (NT)	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	57
No usual address (NT)	45-49	Owner managers of unincorporated enterprises	Employed (part-time)	M	26
No usual address (NT)	50-54			F	0
No usual address (NT)	50-54			M	6
No usual address (NT)	50-54		Employed (part-time)	F	0
No usual address (NT)	50-54		Employed (part-time)	F	0
No usual address (NT)	50-54		Employed (part-time)	M	0
No usual address (NT)	50-54		Employed (part-time)	M	4
No usual address (NT)	50-54	Contributing family workers		F	3
No usual address (NT)	50-54	Contributing family workers		M	5
No usual address (NT)	50-54	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	50-54	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	50-54	Contributing family workers	Employed (part-time)	M	3
No usual address (NT)	50-54	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	50-54	Employee		F	7
No usual address (NT)	50-54	Employee		M	20
No usual address (NT)	50-54	Employee	Employed (part-time)	F	33
No usual address (NT)	50-54	Employee	Employed (part-time)	F	15
No usual address (NT)	50-54	Employee	Employed (part-time)	M	115
No usual address (NT)	50-54	Employee	Employed (part-time)	M	21
No usual address (NT)	50-54	Owner managers of incorporated enterprises		F	1
No usual address (NT)	50-54	Owner managers of incorporated enterprises		M	11
No usual address (NT)	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	4
No usual address (NT)	50-54	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	31
No usual address (NT)	50-54	Owner managers of incorporated enterprises	Employed (part-time)	M	3
No usual address (NT)	50-54	Owner managers of unincorporated enterprises		F	2
No usual address (NT)	50-54	Owner managers of unincorporated enterprises		M	3
No usual address (NT)	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	8
No usual address (NT)	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	F	15
No usual address (NT)	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	40
No usual address (NT)	50-54	Owner managers of unincorporated enterprises	Employed (part-time)	M	24
No usual address (NT)	55-59			F	3
No usual address (NT)	55-59			M	3
No usual address (NT)	55-59		Employed (part-time)	F	0
No usual address (NT)	55-59		Employed (part-time)	F	0
No usual address (NT)	55-59		Employed (part-time)	M	0
No usual address (NT)	55-59		Employed (part-time)	M	3
No usual address (NT)	55-59	Contributing family workers		F	0
No usual address (NT)	55-59	Contributing family workers		M	0
No usual address (NT)	55-59	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	55-59	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	55-59	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	55-59	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	55-59	Employee		F	12
No usual address (NT)	55-59	Employee		M	18
No usual address (NT)	55-59	Employee	Employed (part-time)	F	22
No usual address (NT)	55-59	Employee	Employed (part-time)	F	13
No usual address (NT)	55-59	Employee	Employed (part-time)	M	108
No usual address (NT)	55-59	Employee	Employed (part-time)	M	18
No usual address (NT)	55-59	Owner managers of incorporated enterprises		F	1
No usual address (NT)	55-59	Owner managers of incorporated enterprises		M	7
No usual address (NT)	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	55-59	Owner managers of incorporated enterprises	Employed (part-time)	F	3
No usual address (NT)	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	24
No usual address (NT)	55-59	Owner managers of incorporated enterprises	Employed (part-time)	M	8
No usual address (NT)	55-59	Owner managers of unincorporated enterprises		F	3
No usual address (NT)	55-59	Owner managers of unincorporated enterprises		M	12
No usual address (NT)	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	4
No usual address (NT)	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	F	16
No usual address (NT)	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	33
No usual address (NT)	55-59	Owner managers of unincorporated enterprises	Employed (part-time)	M	20
No usual address (NT)	60-64			F	0
No usual address (NT)	60-64			M	0
No usual address (NT)	60-64		Employed (part-time)	F	0
No usual address (NT)	60-64		Employed (part-time)	F	0
No usual address (NT)	60-64		Employed (part-time)	M	3
No usual address (NT)	60-64		Employed (part-time)	M	0
No usual address (NT)	60-64	Contributing family workers		F	0
No usual address (NT)	60-64	Contributing family workers		M	7
No usual address (NT)	60-64	Contributing family workers	Employed (part-time)	F	3
No usual address (NT)	60-64	Contributing family workers	Employed (part-time)	F	3
No usual address (NT)	60-64	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	60-64	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	60-64	Employee		F	2
No usual address (NT)	60-64	Employee		M	16
No usual address (NT)	60-64	Employee	Employed (part-time)	F	15
No usual address (NT)	60-64	Employee	Employed (part-time)	F	23
No usual address (NT)	60-64	Employee	Employed (part-time)	M	58
No usual address (NT)	60-64	Employee	Employed (part-time)	M	5
No usual address (NT)	60-64	Owner managers of incorporated enterprises		F	-6
No usual address (NT)	60-64	Owner managers of incorporated enterprises		M	2
No usual address (NT)	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	3
No usual address (NT)	60-64	Owner managers of incorporated enterprises	Employed (part-time)	F	7
No usual address (NT)	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	16
No usual address (NT)	60-64	Owner managers of incorporated enterprises	Employed (part-time)	M	8
No usual address (NT)	60-64	Owner managers of unincorporated enterprises		F	7
No usual address (NT)	60-64	Owner managers of unincorporated enterprises		M	10
No usual address (NT)	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	4
No usual address (NT)	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	F	9
No usual address (NT)	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	10
No usual address (NT)	60-64	Owner managers of unincorporated enterprises	Employed (part-time)	M	19
No usual address (NT)	65-69			F	0
No usual address (NT)	65-69			M	0
No usual address (NT)	65-69		Employed (part-time)	F	0
No usual address (NT)	65-69		Employed (part-time)	F	0
No usual address (NT)	65-69		Employed (part-time)	M	0
No usual address (NT)	65-69		Employed (part-time)	M	0
No usual address (NT)	65-69	Contributing family workers		F	0
No usual address (NT)	65-69	Contributing family workers		M	1
No usual address (NT)	65-69	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	65-69	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	65-69	Contributing family workers	Employed (part-time)	M	3
No usual address (NT)	65-69	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	65-69	Employee		F	3
No usual address (NT)	65-69	Employee		M	9
No usual address (NT)	65-69	Employee	Employed (part-time)	F	5
No usual address (NT)	65-69	Employee	Employed (part-time)	F	3
No usual address (NT)	65-69	Employee	Employed (part-time)	M	22
No usual address (NT)	65-69	Employee	Employed (part-time)	M	7
No usual address (NT)	65-69	Owner managers of incorporated enterprises		F	0
No usual address (NT)	65-69	Owner managers of incorporated enterprises		M	2
No usual address (NT)	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	65-69	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	3
No usual address (NT)	65-69	Owner managers of incorporated enterprises	Employed (part-time)	M	4
No usual address (NT)	65-69	Owner managers of unincorporated enterprises		F	4
No usual address (NT)	65-69	Owner managers of unincorporated enterprises		M	4
No usual address (NT)	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	3
No usual address (NT)	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	10
No usual address (NT)	65-69	Owner managers of unincorporated enterprises	Employed (part-time)	M	12
No usual address (NT)	70-74			F	0
No usual address (NT)	70-74			M	0
No usual address (NT)	70-74		Employed (part-time)	F	0
No usual address (NT)	70-74		Employed (part-time)	F	0
No usual address (NT)	70-74		Employed (part-time)	M	0
No usual address (NT)	70-74		Employed (part-time)	M	0
No usual address (NT)	70-74	Contributing family workers		F	0
No usual address (NT)	70-74	Contributing family workers		M	0
No usual address (NT)	70-74	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	70-74	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	70-74	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	70-74	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	70-74	Employee		F	0
No usual address (NT)	70-74	Employee		M	7
No usual address (NT)	70-74	Employee	Employed (part-time)	F	0
No usual address (NT)	70-74	Employee	Employed (part-time)	F	3
No usual address (NT)	70-74	Employee	Employed (part-time)	M	3
No usual address (NT)	70-74	Employee	Employed (part-time)	M	0
No usual address (NT)	70-74	Owner managers of incorporated enterprises		F	4
No usual address (NT)	70-74	Owner managers of incorporated enterprises		M	-1
No usual address (NT)	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	70-74	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	0
No usual address (NT)	70-74	Owner managers of incorporated enterprises	Employed (part-time)	M	4
No usual address (NT)	70-74	Owner managers of unincorporated enterprises		F	0
No usual address (NT)	70-74	Owner managers of unincorporated enterprises		M	3
No usual address (NT)	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
No usual address (NT)	70-74	Owner managers of unincorporated enterprises	Employed (part-time)	M	6
No usual address (NT)	75+			F	0
No usual address (NT)	75+			M	0
No usual address (NT)	75+		Employed (full-time)	F	0
No usual address (NT)	75+		Employed (full-time)	M	0
No usual address (NT)	75+		Employed (part-time)	F	0
No usual address (NT)	75+		Employed (part-time)	M	0
No usual address (NT)	75+	Contributing family workers		F	0
No usual address (NT)	75+	Contributing family workers		M	0
No usual address (NT)	75+	Contributing family workers	Employed (full-time)	F	0
No usual address (NT)	75+	Contributing family workers	Employed (full-time)	M	0
No usual address (NT)	75+	Contributing family workers	Employed (part-time)	F	0
No usual address (NT)	75+	Contributing family workers	Employed (part-time)	M	0
No usual address (NT)	75+	Employee		F	0
No usual address (NT)	75+	Employee		M	6
No usual address (NT)	75+	Employee	Employed (full-time)	F	0
No usual address (NT)	75+	Employee	Employed (full-time)	M	3
No usual address (NT)	75+	Employee	Employed (part-time)	F	3
No usual address (NT)	75+	Employee	Employed (part-time)	M	0
No usual address (NT)	75+	Owner managers of incorporated enterprises		F	0
No usual address (NT)	75+	Owner managers of incorporated enterprises		M	0
No usual address (NT)	75+	Owner managers of incorporated enterprises	Employed (full-time)	F	0
No usual address (NT)	75+	Owner managers of incorporated enterprises	Employed (full-time)	M	0
No usual address (NT)	75+	Owner managers of incorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	75+	Owner managers of incorporated enterprises	Employed (part-time)	M	0
No usual address (NT)	75+	Owner managers of unincorporated enterprises		F	0
No usual address (NT)	75+	Owner managers of unincorporated enterprises		M	0
No usual address (NT)	75+	Owner managers of unincorporated enterprises	Employed (full-time)	F	0
No usual address (NT)	75+	Owner managers of unincorporated enterprises	Employed (full-time)	M	3
No usual address (NT)	75+	Owner managers of unincorporated enterprises	Employed (part-time)	F	0
No usual address (NT)	75+	Owner managers of unincorporated enterprises	Employed (part-time)	M	0
Australian Capital Territory	15-19			F	5
Australian Capital Territory	15-19			M	15
Australian Capital Territory	15-19		Employed (part-time)	F	6
Australian Capital Territory	15-19		Employed (part-time)	F	27
Australian Capital Territory	15-19		Employed (part-time)	M	3
Australian Capital Territory	15-19		Employed (part-time)	M	18
Australian Capital Territory	15-19	Contributing family workers		F	1
Australian Capital Territory	15-19	Contributing family workers		M	6
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	F	0
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	F	15
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	M	8
Australian Capital Territory	15-19	Contributing family workers	Employed (part-time)	M	16
Australian Capital Territory	15-19	Employee		F	396
Australian Capital Territory	15-19	Employee		M	349
Australian Capital Territory	15-19	Employee	Employed (part-time)	F	878
Australian Capital Territory	15-19	Employee	Employed (part-time)	F	4729
Australian Capital Territory	15-19	Employee	Employed (part-time)	M	1147
Australian Capital Territory	15-19	Employee	Employed (part-time)	M	3471
Australian Capital Territory	15-19	Owner managers of incorporated enterprises		F	7
Australian Capital Territory	15-19	Owner managers of incorporated enterprises		M	1
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	0
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	F	5
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	4
Australian Capital Territory	15-19	Owner managers of incorporated enterprises	Employed (part-time)	M	10
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises		F	8
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises		M	-3
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	5
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	F	33
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	12
Australian Capital Territory	15-19	Owner managers of unincorporated enterprises	Employed (part-time)	M	20
Australian Capital Territory	20-24			F	17
Australian Capital Territory	20-24			M	15
Australian Capital Territory	20-24		Employed (part-time)	F	14
Australian Capital Territory	20-24		Employed (part-time)	F	13
Australian Capital Territory	20-24		Employed (part-time)	M	23
Australian Capital Territory	20-24		Employed (part-time)	M	20
Australian Capital Territory	20-24	Contributing family workers		F	-2
Australian Capital Territory	20-24	Contributing family workers		M	1
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	F	3
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	F	13
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	M	5
Australian Capital Territory	20-24	Contributing family workers	Employed (part-time)	M	24
Australian Capital Territory	20-24	Employee		F	653
Australian Capital Territory	20-24	Employee		M	519
Australian Capital Territory	20-24	Employee	Employed (part-time)	F	5385
Australian Capital Territory	20-24	Employee	Employed (part-time)	F	4903
Australian Capital Territory	20-24	Employee	Employed (part-time)	M	5654
Australian Capital Territory	20-24	Employee	Employed (part-time)	M	3902
Australian Capital Territory	20-24	Owner managers of incorporated enterprises		F	5
Australian Capital Territory	20-24	Owner managers of incorporated enterprises		M	0
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	18
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	F	16
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	73
Australian Capital Territory	20-24	Owner managers of incorporated enterprises	Employed (part-time)	M	22
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises		F	9
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises		M	13
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	30
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	F	64
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	90
Australian Capital Territory	20-24	Owner managers of unincorporated enterprises	Employed (part-time)	M	69
Australian Capital Territory	25-29			F	15
Australian Capital Territory	25-29			M	21
Australian Capital Territory	25-29		Employed (part-time)	F	24
Australian Capital Territory	25-29		Employed (part-time)	F	6
Australian Capital Territory	25-29		Employed (part-time)	M	27
Australian Capital Territory	25-29		Employed (part-time)	M	8
Australian Capital Territory	25-29	Contributing family workers		F	0
Australian Capital Territory	25-29	Contributing family workers		M	3
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	F	12
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	F	21
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	M	12
Australian Capital Territory	25-29	Contributing family workers	Employed (part-time)	M	16
Australian Capital Territory	25-29	Employee		F	958
Australian Capital Territory	25-29	Employee		M	492
Australian Capital Territory	25-29	Employee	Employed (part-time)	F	9379
Australian Capital Territory	25-29	Employee	Employed (part-time)	F	2924
Australian Capital Territory	25-29	Employee	Employed (part-time)	M	9589
Australian Capital Territory	25-29	Employee	Employed (part-time)	M	1865
Australian Capital Territory	25-29	Owner managers of incorporated enterprises		F	8
Australian Capital Territory	25-29	Owner managers of incorporated enterprises		M	11
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	72
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	F	31
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	290
Australian Capital Territory	25-29	Owner managers of incorporated enterprises	Employed (part-time)	M	26
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises		F	11
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises		M	15
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	75
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	F	83
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	210
Australian Capital Territory	25-29	Owner managers of unincorporated enterprises	Employed (part-time)	M	83
Australian Capital Territory	30-34			F	18
Australian Capital Territory	30-34			M	16
Australian Capital Territory	30-34		Employed (part-time)	F	22
Australian Capital Territory	30-34		Employed (part-time)	F	10
Australian Capital Territory	30-34		Employed (part-time)	M	32
Australian Capital Territory	30-34		Employed (part-time)	M	11
Australian Capital Territory	30-34	Contributing family workers		F	2
Australian Capital Territory	30-34	Contributing family workers		M	3
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	F	18
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	F	42
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	M	23
Australian Capital Territory	30-34	Contributing family workers	Employed (part-time)	M	18
Australian Capital Territory	30-34	Employee		F	1606
Australian Capital Territory	30-34	Employee		M	557
Australian Capital Territory	30-34	Employee	Employed (part-time)	F	8065
Australian Capital Territory	30-34	Employee	Employed (part-time)	F	3938
Australian Capital Territory	30-34	Employee	Employed (part-time)	M	11089
Australian Capital Territory	30-34	Employee	Employed (part-time)	M	1514
Australian Capital Territory	30-34	Owner managers of incorporated enterprises		F	12
Australian Capital Territory	30-34	Owner managers of incorporated enterprises		M	23
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	112
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	F	99
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	577
Australian Capital Territory	30-34	Owner managers of incorporated enterprises	Employed (part-time)	M	49
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises		F	17
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises		M	8
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	127
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	F	175
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	306
Australian Capital Territory	30-34	Owner managers of unincorporated enterprises	Employed (part-time)	M	112
Australian Capital Territory	35-39			F	11
Australian Capital Territory	35-39			M	18
Australian Capital Territory	35-39		Employed (part-time)	F	19
Australian Capital Territory	35-39		Employed (part-time)	F	18
Australian Capital Territory	35-39		Employed (part-time)	M	32
Australian Capital Territory	35-39		Employed (part-time)	M	10
Australian Capital Territory	35-39	Contributing family workers		F	7
Australian Capital Territory	35-39	Contributing family workers		M	2
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	F	21
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	F	45
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	M	29
Australian Capital Territory	35-39	Contributing family workers	Employed (part-time)	M	17
Australian Capital Territory	35-39	Employee		F	1085
Australian Capital Territory	35-39	Employee		M	479
Australian Capital Territory	35-39	Employee	Employed (part-time)	F	6873
Australian Capital Territory	35-39	Employee	Employed (part-time)	F	4198
Australian Capital Territory	35-39	Employee	Employed (part-time)	M	10295
Australian Capital Territory	35-39	Employee	Employed (part-time)	M	1275
Australian Capital Territory	35-39	Owner managers of incorporated enterprises		F	18
Australian Capital Territory	35-39	Owner managers of incorporated enterprises		M	30
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	170
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	F	139
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	688
Australian Capital Territory	35-39	Owner managers of incorporated enterprises	Employed (part-time)	M	75
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises		F	13
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises		M	19
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	125
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	F	255
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	302
Australian Capital Territory	35-39	Owner managers of unincorporated enterprises	Employed (part-time)	M	110
Australian Capital Territory	40-44			F	11
Australian Capital Territory	40-44			M	14
Australian Capital Territory	40-44		Employed (part-time)	F	24
Australian Capital Territory	40-44		Employed (part-time)	F	19
Australian Capital Territory	40-44		Employed (part-time)	M	47
Australian Capital Territory	40-44		Employed (part-time)	M	14
Australian Capital Territory	40-44	Contributing family workers		F	8
Australian Capital Territory	40-44	Contributing family workers		M	5
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	F	22
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	F	40
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	M	37
Australian Capital Territory	40-44	Contributing family workers	Employed (part-time)	M	12
Australian Capital Territory	40-44	Employee		F	572
Australian Capital Territory	40-44	Employee		M	408
Australian Capital Territory	40-44	Employee	Employed (part-time)	F	7510
Australian Capital Territory	40-44	Employee	Employed (part-time)	F	3867
Australian Capital Territory	40-44	Employee	Employed (part-time)	M	9797
Australian Capital Territory	40-44	Employee	Employed (part-time)	M	1025
Australian Capital Territory	40-44	Owner managers of incorporated enterprises		F	11
Australian Capital Territory	40-44	Owner managers of incorporated enterprises		M	25
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	218
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	F	143
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	791
Australian Capital Territory	40-44	Owner managers of incorporated enterprises	Employed (part-time)	M	96
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises		F	14
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises		M	16
Australian Capital Territory	40-44	Owner managers of unincorporated enterprises	Employed (part-time)	F	165
