SA4_NAME16	Age	ModeTravelToWork	NumberModes	workers
South Australia - South East	15-24	Motorbike scooter	1	63
South Australia - South East	15-24	(Other)	1	37
South Australia - South East	15-24	Other three methods	3	5
South Australia - South East	15-24	Other two methods	2	56
South Australia - South East	15-24	Taxi	1	4
South Australia - South East	15-24	Train	1	3
South Australia - South East	15-24	Train and car as driver	2	5
South Australia - South East	15-24	Train and car as passenger	2	3
South Australia - South East	15-24	Train and two other methods	3	4
South Australia - South East	15-24	Truck	1	25
South Australia - South East	15-24	Walked only	1	445
South Australia - South East	15-24	Worked at home		142
South Australia - South East	25-34	Bicycle	1	53
South Australia - South East	25-34	Bus	1	20
South Australia - South East	25-34	Bus and car as driver	2	3
South Australia - South East	25-34	Car as driver	1	8527
South Australia - South East	25-34	Car as passenger	1	706
South Australia - South East	25-34	Did not go to work		1289
South Australia - South East	25-34	Ferry	1	6
South Australia - South East	25-34	Method of travel not stated		106
South Australia - South East	25-34	Motorbike scooter	1	36
South Australia - South East	25-34	(Other)	1	59
South Australia - South East	25-34	Other three methods	3	3
South Australia - South East	25-34	Other two methods	2	84
South Australia - South East	25-34	Taxi	1	11
South Australia - South East	25-34	Train	1	6
South Australia - South East	25-34	Tram includes light rail	1	3
South Australia - South East	25-34	Truck	1	64
South Australia - South East	25-34	Walked only	1	439
South Australia - South East	25-34	Worked at home		414
South Australia - South East	35-44	Bicycle	1	64
South Australia - South East	35-44	Bus	1	14
South Australia - South East	35-44	Bus and car as driver	2	3
South Australia - South East	35-44	Bus and other	2	3
South Australia - South East	35-44	Car as driver	1	9843
South Australia - South East	35-44	Car as passenger	1	451
South Australia - South East	35-44	Did not go to work		1205
South Australia - South East	35-44	Ferry	1	3
South Australia - South East	35-44	Method of travel not stated		127
South Australia - South East	35-44	Motorbike scooter	1	46
South Australia - South East	35-44	(Other)	1	87
South Australia - South East	35-44	Other three methods	3	8
South Australia - South East	35-44	Other two methods	2	72
South Australia - South East	35-44	Taxi	1	20
South Australia - South East	35-44	Truck	1	88
South Australia - South East	35-44	Walked only	1	472
South Australia - South East	35-44	Worked at home		832
South Australia - South East	45-54	Bicycle	1	79
South Australia - South East	45-54	Bus	1	24
South Australia - South East	45-54	Bus and car as driver	2	5
South Australia - South East	45-54	Car as driver	1	11811
South Australia - South East	45-54	Car as passenger	1	482
South Australia - South East	45-54	Did not go to work		1414
South Australia - South East	45-54	Ferry	1	3
South Australia - South East	45-54	Method of travel not stated		159
South Australia - South East	45-54	Motorbike scooter	1	76
South Australia - South East	45-54	(Other)	1	118
South Australia - South East	45-54	Other three methods	3	8
South Australia - South East	45-54	Other two methods	2	90
South Australia - South East	45-54	Taxi	1	17
South Australia - South East	45-54	Truck	1	140
South Australia - South East	45-54	Walked only	1	712
South Australia - South East	45-54	Worked at home		1308
South Australia - South East	55-64	Bicycle	1	63
South Australia - South East	55-64	Bus	1	14
South Australia - South East	55-64	Bus and car as driver	2	4
South Australia - South East	55-64	Car as driver	1	9246
South Australia - South East	55-64	Car as passenger	1	330
South Australia - South East	55-64	Did not go to work		1466
South Australia - South East	55-64	Method of travel not stated		153
South Australia - South East	55-64	Motorbike scooter	1	67
South Australia - South East	55-64	(Other)	1	126
South Australia - South East	55-64	Other three methods	3	3
South Australia - South East	55-64	Other two methods	2	90
South Australia - South East	55-64	Taxi	1	9
South Australia - South East	55-64	Train	1	3
South Australia - South East	55-64	Train and car as driver	2	3
South Australia - South East	55-64	Truck	1	121
South Australia - South East	55-64	Walked only	1	686
South Australia - South East	55-64	Worked at home		1603
South Australia - South East	65-74	Bicycle	1	18
South Australia - South East	65-74	Car as driver	1	1955
South Australia - South East	65-74	Car as passenger	1	93
South Australia - South East	65-74	Did not go to work		511
South Australia - South East	65-74	Method of travel not stated		88
South Australia - South East	65-74	Motorbike scooter	1	16
South Australia - South East	65-74	(Other)	1	82
South Australia - South East	65-74	Other three methods	3	3
South Australia - South East	65-74	Other two methods	2	24
South Australia - South East	65-74	Taxi	1	5
South Australia - South East	65-74	Train	1	3
South Australia - South East	65-74	Truck	1	72
South Australia - South East	65-74	Walked only	1	274
South Australia - South East	65-74	Worked at home		1069
South Australia - South East	75+	Car as driver	1	264
South Australia - South East	75+	Car as passenger	1	25
South Australia - South East	75+	Did not go to work		92
South Australia - South East	75+	Method of travel not stated		61
South Australia - South East	75+	Motorbike scooter	1	7
South Australia - South East	75+	(Other)	1	20
South Australia - South East	75+	Other two methods	2	3
South Australia - South East	75+	Truck	1	19
South Australia - South East	75+	Walked only	1	63
South Australia - South East	75+	Worked at home		321
Migratory - Offshore - Shipping (SA)	25-34	Car as driver	1	3
Migratory - Offshore - Shipping (SA)	35-44	Car as driver	1	3
Migratory - Offshore - Shipping (SA)	35-44	Did not go to work		3
Migratory - Offshore - Shipping (SA)	35-44	(Other)	1	5
Migratory - Offshore - Shipping (SA)	45-54	Car as driver	1	16
Migratory - Offshore - Shipping (SA)	45-54	Did not go to work		13
Migratory - Offshore - Shipping (SA)	55-64	Car as driver	1	3
Migratory - Offshore - Shipping (SA)	55-64	Did not go to work		3
No usual address (SA)	15-24	Bicycle	1	10
No usual address (SA)	15-24	Bus	1	51
No usual address (SA)	15-24	Bus and car as driver	2	7
No usual address (SA)	15-24	Bus and car as passenger	2	3
No usual address (SA)	15-24	Bus and two other methods excludes train	3	3
No usual address (SA)	15-24	Car as driver	1	2726
No usual address (SA)	15-24	Car as passenger	1	497
No usual address (SA)	15-24	Did not go to work		546
No usual address (SA)	15-24	Method of travel not stated		66
No usual address (SA)	15-24	Motorbike scooter	1	19
No usual address (SA)	15-24	(Other)	1	41
No usual address (SA)	15-24	Other three methods	3	3
No usual address (SA)	15-24	Other two methods	2	64
No usual address (SA)	15-24	Taxi	1	9
No usual address (SA)	15-24	Train	1	22
No usual address (SA)	15-24	Train and bus	2	9
No usual address (SA)	15-24	Train and car as driver	2	3
No usual address (SA)	15-24	Train and car as passenger	2	6
No usual address (SA)	15-24	Train and two other methods	3	8
No usual address (SA)	15-24	Tram includes light rail	1	3
No usual address (SA)	15-24	Truck	1	41
No usual address (SA)	15-24	Walked only	1	42
No usual address (SA)	15-24	Worked at home		31
No usual address (SA)	25-34	Bicycle	1	23
No usual address (SA)	25-34	Bus	1	95
No usual address (SA)	25-34	Bus and car as driver	2	5
No usual address (SA)	25-34	Bus and car as passenger	2	3
No usual address (SA)	25-34	Bus and tram includes light rail	2	3
No usual address (SA)	25-34	Bus and two other methods excludes train	3	4
No usual address (SA)	25-34	Car as driver	1	5061
No usual address (SA)	25-34	Car as passenger	1	420
No usual address (SA)	25-34	Did not go to work		753
No usual address (SA)	25-34	Method of travel not stated		52
No usual address (SA)	25-34	Motorbike scooter	1	12
No usual address (SA)	25-34	(Other)	1	113
No usual address (SA)	25-34	Other three methods	3	3
No usual address (SA)	25-34	Other two methods	2	90
No usual address (SA)	25-34	Taxi	1	36
No usual address (SA)	25-34	Train	1	27
No usual address (SA)	25-34	Train and bus	2	7
No usual address (SA)	25-34	Train and car as driver	2	10
No usual address (SA)	25-34	Train and two other methods	3	9
No usual address (SA)	25-34	Tram includes light rail	1	6
No usual address (SA)	25-34	Truck	1	125
No usual address (SA)	25-34	Walked only	1	48
No usual address (SA)	25-34	Worked at home		91
No usual address (SA)	35-44	Bicycle	1	22
No usual address (SA)	35-44	Bus	1	58
No usual address (SA)	35-44	Bus and car as driver	2	4
No usual address (SA)	35-44	Bus and two other methods excludes train	3	3
No usual address (SA)	35-44	Car as driver	1	5063
No usual address (SA)	35-44	Car as passenger	1	253
No usual address (SA)	35-44	Did not go to work		706
No usual address (SA)	35-44	Method of travel not stated		63
No usual address (SA)	35-44	Motorbike scooter	1	17
No usual address (SA)	35-44	(Other)	1	147
No usual address (SA)	35-44	Other three methods	3	8
No usual address (SA)	35-44	Other two methods	2	61
No usual address (SA)	35-44	Taxi	1	28
No usual address (SA)	35-44	Train	1	16
No usual address (SA)	35-44	Train and bus	2	7
No usual address (SA)	35-44	Train and car as driver	2	5
No usual address (SA)	35-44	Tram includes light rail	1	4
No usual address (SA)	35-44	Truck	1	217
No usual address (SA)	35-44	Walked only	1	51
No usual address (SA)	35-44	Worked at home		102
No usual address (SA)	45-54	Bicycle	1	20
No usual address (SA)	45-54	Bus	1	47
No usual address (SA)	45-54	Bus and car as driver	2	9
No usual address (SA)	45-54	Bus and two other methods excludes train	3	3
No usual address (SA)	45-54	Car as driver	1	6067
No usual address (SA)	45-54	Car as passenger	1	260
No usual address (SA)	45-54	Did not go to work		828
No usual address (SA)	45-54	Ferry	1	3
No usual address (SA)	45-54	Method of travel not stated		70
No usual address (SA)	45-54	Motorbike scooter	1	16
No usual address (SA)	45-54	(Other)	1	214
No usual address (SA)	45-54	Other two methods	2	81
No usual address (SA)	45-54	Taxi	1	12
No usual address (SA)	45-54	Train	1	9
No usual address (SA)	45-54	Train and bus	2	12
No usual address (SA)	45-54	Train and car as driver	2	12
No usual address (SA)	45-54	Train and two other methods	3	3
No usual address (SA)	45-54	Truck	1	358
No usual address (SA)	45-54	Walked only	1	60
No usual address (SA)	45-54	Worked at home		113
No usual address (SA)	55-64	Bicycle	1	13
No usual address (SA)	55-64	Bus	1	34
No usual address (SA)	55-64	Bus and car as driver	2	4
No usual address (SA)	55-64	Bus and two other methods excludes train	3	3
No usual address (SA)	55-64	Car as driver	1	4475
No usual address (SA)	55-64	Car as passenger	1	182
No usual address (SA)	55-64	Did not go to work		844
No usual address (SA)	55-64	Method of travel not stated		60
No usual address (SA)	55-64	Motorbike scooter	1	7
No usual address (SA)	55-64	(Other)	1	187
No usual address (SA)	55-64	Other three methods	3	5
No usual address (SA)	55-64	Other two methods	2	50
No usual address (SA)	55-64	Taxi	1	8
No usual address (SA)	55-64	Train	1	9
No usual address (SA)	55-64	Train and bus	2	4
No usual address (SA)	55-64	Train and car as driver	2	3
No usual address (SA)	55-64	Train and two other methods	3	3
No usual address (SA)	55-64	Truck	1	266
No usual address (SA)	55-64	Walked only	1	56
No usual address (SA)	55-64	Worked at home		95
No usual address (SA)	65-74	Bus	1	12
No usual address (SA)	65-74	Car as driver	1	949
No usual address (SA)	65-74	Car as passenger	1	45
No usual address (SA)	65-74	Did not go to work		287
No usual address (SA)	65-74	Method of travel not stated		21
No usual address (SA)	65-74	(Other)	1	46
No usual address (SA)	65-74	Other two methods	2	16
No usual address (SA)	65-74	Taxi	1	11
No usual address (SA)	65-74	Truck	1	82
No usual address (SA)	65-74	Walked only	1	14
No usual address (SA)	65-74	Worked at home		39
No usual address (SA)	75+	Bus	1	3
No usual address (SA)	75+	Car as driver	1	80
No usual address (SA)	75+	Car as passenger	1	3
No usual address (SA)	75+	Did not go to work		36
No usual address (SA)	75+	Method of travel not stated		18
No usual address (SA)	75+	(Other)	1	14
No usual address (SA)	75+	Taxi	1	4
No usual address (SA)	75+	Truck	1	8
No usual address (SA)	75+	Worked at home		8
Bunbury	15-24	Bicycle	1	170
Bunbury	15-24	Bus	1	98
Bunbury	15-24	Bus and car as driver	2	4
Bunbury	15-24	Bus and car as passenger	2	25
Bunbury	15-24	Bus and other	2	3
Bunbury	15-24	Bus and two other methods excludes train	3	3
Bunbury	15-24	Car as driver	1	5236
Bunbury	15-24	Car as passenger	1	1848
Bunbury	15-24	Did not go to work		1477
Bunbury	15-24	Ferry	1	3
Bunbury	15-24	Method of travel not stated		163
Bunbury	15-24	Motorbike scooter	1	67
Bunbury	15-24	(Other)	1	30
Bunbury	15-24	Other three methods	3	7
Bunbury	15-24	Other two methods	2	65
Bunbury	15-24	Taxi	1	13
Bunbury	15-24	Train	1	4
Bunbury	15-24	Train and car as driver	2	4
Bunbury	15-24	Train and car as passenger	2	3
Bunbury	15-24	Truck	1	24
Bunbury	15-24	Walked only	1	332
Bunbury	15-24	Worked at home		79
Bunbury	25-34	Bicycle	1	99
Bunbury	25-34	Bus	1	74
Bunbury	25-34	Bus and car as driver	2	30
Bunbury	25-34	Bus and car as passenger	2	3
Bunbury	25-34	Bus and other	2	3
Bunbury	25-34	Bus and two other methods excludes train	3	3
Bunbury	25-34	Car as driver	1	8967
Bunbury	25-34	Car as passenger	1	677
Bunbury	25-34	Did not go to work		1363
Bunbury	25-34	Ferry	1	3
Bunbury	25-34	Method of travel not stated		119
Bunbury	25-34	Motorbike scooter	1	33
Bunbury	25-34	(Other)	1	39
Bunbury	25-34	Other three methods	3	3
Bunbury	25-34	Other two methods	2	102
Bunbury	25-34	Taxi	1	6
Bunbury	25-34	Train	1	4
Bunbury	25-34	Train and car as driver	2	6
Bunbury	25-34	Truck	1	72
Bunbury	25-34	Walked only	1	351
Bunbury	25-34	Worked at home		461
Bunbury	35-44	Bicycle	1	112
Bunbury	35-44	Bus	1	78
Bunbury	35-44	Bus and car as driver	2	20
Bunbury	35-44	Bus and car as passenger	2	5
Bunbury	35-44	Bus and other	2	6
Bunbury	35-44	Car as driver	1	11197
Bunbury	35-44	Car as passenger	1	501
Bunbury	35-44	Did not go to work		1496
Bunbury	35-44	Ferry	1	4
Bunbury	35-44	Method of travel not stated		144
Bunbury	35-44	Motorbike scooter	1	62
Bunbury	35-44	(Other)	1	74
Bunbury	35-44	Other two methods	2	81
Bunbury	35-44	Taxi	1	7
Bunbury	35-44	Train and car as driver	2	3
Bunbury	35-44	Truck	1	67
Bunbury	35-44	Walked only	1	342
Bunbury	35-44	Worked at home		874
Bunbury	45-54	Bicycle	1	156
Bunbury	45-54	Bus	1	72
Bunbury	45-54	Bus and car as driver	2	14
Bunbury	45-54	Bus and car as passenger	2	3
Bunbury	45-54	Bus and other	2	3
Bunbury	45-54	Car as driver	1	12463
Bunbury	45-54	Car as passenger	1	513
Bunbury	45-54	Did not go to work		1550
Bunbury	45-54	Method of travel not stated		168
Bunbury	45-54	Motorbike scooter	1	69
Bunbury	45-54	(Other)	1	89
Bunbury	45-54	Other three methods	3	5
Bunbury	45-54	Other two methods	2	87
Bunbury	45-54	Taxi	1	6
Bunbury	45-54	Train	1	3
Bunbury	45-54	Truck	1	106
Bunbury	45-54	Walked only	1	403
Bunbury	45-54	Worked at home		1028
Bunbury	55-64	Bicycle	1	114
Bunbury	55-64	Bus	1	44
Bunbury	55-64	Bus and car as driver	2	6
Bunbury	55-64	Bus and other	2	3
Bunbury	55-64	Bus and two other methods excludes train	3	3
Bunbury	55-64	Car as driver	1	8784
Bunbury	55-64	Car as passenger	1	325
Bunbury	55-64	Did not go to work		1584
Bunbury	55-64	Method of travel not stated		129
Bunbury	55-64	Motorbike scooter	1	42
Bunbury	55-64	(Other)	1	77
Bunbury	55-64	Other three methods	3	3
Bunbury	55-64	Other two methods	2	58
Bunbury	55-64	Taxi	1	7
Bunbury	55-64	Train	1	3
Bunbury	55-64	Train and bus	2	5
Bunbury	55-64	Train and car as driver	2	4
Bunbury	55-64	Train and car as passenger	2	3
Bunbury	55-64	Tram includes light rail	1	3
Bunbury	55-64	Truck	1	75
Bunbury	55-64	Walked only	1	429
Bunbury	55-64	Worked at home		1006
Bunbury	65-74	Bicycle	1	8
Bunbury	65-74	Bus	1	3
Bunbury	65-74	Car as driver	1	1710
Bunbury	65-74	Car as passenger	1	81
Bunbury	65-74	Did not go to work		465
Bunbury	65-74	Method of travel not stated		77
Bunbury	65-74	Motorbike scooter	1	16
Bunbury	65-74	(Other)	1	57
Bunbury	65-74	Other two methods	2	16
Bunbury	65-74	Taxi	1	3
Bunbury	65-74	Truck	1	35
Bunbury	65-74	Walked only	1	175
Bunbury	65-74	Worked at home		642
Bunbury	75+	Car as driver	1	177
Bunbury	75+	Car as passenger	1	14
Bunbury	75+	Did not go to work		63
Bunbury	75+	Method of travel not stated		33
Bunbury	75+	Motorbike scooter	1	8
Bunbury	75+	(Other)	1	12
Bunbury	75+	Other two methods	2	3
Bunbury	75+	Truck	1	13
Bunbury	75+	Walked only	1	33
Bunbury	75+	Worked at home		183
Mandurah	15-24	Bicycle	1	31
Mandurah	15-24	Bus	1	93
Mandurah	15-24	Bus and car as driver	2	3
Mandurah	15-24	Bus and car as passenger	2	20
Mandurah	15-24	Bus and two other methods excludes train	3	3
Mandurah	15-24	Car as driver	1	2695
Mandurah	15-24	Car as passenger	1	723
Mandurah	15-24	Did not go to work		697
Mandurah	15-24	Method of travel not stated		54
Mandurah	15-24	Motorbike scooter	1	54
Mandurah	15-24	(Other)	1	15
Mandurah	15-24	Other two methods	2	28
Mandurah	15-24	Taxi	1	4
Mandurah	15-24	Train	1	22
Mandurah	15-24	Train and bus	2	24
Mandurah	15-24	Train and car as passenger	2	3
Mandurah	15-24	Train and other	2	3
Mandurah	15-24	Train and two other methods	3	24
Mandurah	15-24	Truck	1	6
Mandurah	15-24	Walked only	1	105
Mandurah	15-24	Worked at home		48
Mandurah	25-34	Bicycle	1	20
Mandurah	25-34	Bus	1	36
Mandurah	25-34	Bus and car as driver	2	3
Mandurah	25-34	Bus and car as passenger	2	5
Mandurah	25-34	Car as driver	1	3409
Mandurah	25-34	Car as passenger	1	217
Mandurah	25-34	Did not go to work		554
Mandurah	25-34	Ferry	1	4
Mandurah	25-34	Method of travel not stated		48
Mandurah	25-34	Motorbike scooter	1	16
Mandurah	25-34	(Other)	1	20
Mandurah	25-34	Other two methods	2	44
Mandurah	25-34	Taxi	1	8
Mandurah	25-34	Train	1	15
Mandurah	25-34	Train and bus	2	13
Mandurah	25-34	Train and car as driver	2	5
Mandurah	25-34	Train and car as passenger	2	8
Mandurah	25-34	Train and other	2	3
Mandurah	25-34	Train and two other methods	3	9
Mandurah	25-34	Truck	1	34
Mandurah	25-34	Walked only	1	61
Mandurah	25-34	Worked at home		173
Mandurah	35-44	Bicycle	1	15
Mandurah	35-44	Bus	1	27
Mandurah	35-44	Bus and car as passenger	2	4
Mandurah	35-44	Car as driver	1	4052
Mandurah	35-44	Car as passenger	1	149
Mandurah	35-44	Did not go to work		518
Mandurah	35-44	Method of travel not stated		44
Mandurah	35-44	Motorbike scooter	1	14
Mandurah	35-44	(Other)	1	26
Mandurah	35-44	Other three methods	3	3
Mandurah	35-44	Other two methods	2	38
Mandurah	35-44	Taxi	1	7
Mandurah	35-44	Train	1	13
Mandurah	35-44	Train and bus	2	9
Mandurah	35-44	Train and car as driver	2	8
Mandurah	35-44	Train and other	2	3
Mandurah	35-44	Train and two other methods	3	4
Mandurah	35-44	Truck	1	35
Mandurah	35-44	Walked only	1	69
Mandurah	35-44	Worked at home		309
Mandurah	45-54	Bicycle	1	20
Mandurah	45-54	Bus	1	23
Mandurah	45-54	Car as driver	1	4694
Mandurah	45-54	Car as passenger	1	158
Mandurah	45-54	Did not go to work		595
Mandurah	45-54	Method of travel not stated		49
Mandurah	45-54	Motorbike scooter	1	27
Mandurah	45-54	(Other)	1	37
Mandurah	45-54	Other two methods	2	25
Mandurah	45-54	Taxi	1	3
Mandurah	45-54	Train	1	10
Mandurah	45-54	Train and bus	2	5
Mandurah	45-54	Train and car as driver	2	4
Mandurah	45-54	Train and other	2	3
Mandurah	45-54	Train and two other methods	3	6
Mandurah	45-54	Tram includes light rail	1	3
Mandurah	45-54	Truck	1	46
Mandurah	45-54	Walked only	1	91
Mandurah	45-54	Worked at home		362
Mandurah	55-64	Bicycle	1	21
Mandurah	55-64	Bus	1	8
Mandurah	55-64	Bus and other	2	3
Mandurah	55-64	Car as driver	1	3108
Mandurah	55-64	Car as passenger	1	99
Mandurah	55-64	Did not go to work		506
Mandurah	55-64	Method of travel not stated		26
Mandurah	55-64	Motorbike scooter	1	15
Mandurah	55-64	(Other)	1	33
Mandurah	55-64	Other two methods	2	28
Mandurah	55-64	Taxi	1	3
Mandurah	55-64	Train	1	11
Mandurah	55-64	Train and bus	2	4
Mandurah	55-64	Train and car as driver	2	3
Mandurah	55-64	Train and two other methods	3	4
Mandurah	55-64	Truck	1	40
Mandurah	55-64	Walked only	1	78
Mandurah	55-64	Worked at home		336
Mandurah	65-74	Bicycle	1	3
Mandurah	65-74	Bus	1	3
Mandurah	65-74	Car as driver	1	579
Mandurah	65-74	Car as passenger	1	27
Mandurah	65-74	Did not go to work		157
Mandurah	65-74	Method of travel not stated		26
Mandurah	65-74	Motorbike scooter	1	5
Mandurah	65-74	(Other)	1	7
Mandurah	65-74	Other two methods	2	3
Mandurah	65-74	Train and car as driver	2	4
Mandurah	65-74	Train and other	2	3
Mandurah	65-74	Truck	1	12
Mandurah	65-74	Walked only	1	28
Mandurah	65-74	Worked at home		172
Mandurah	75+	Bicycle	1	3
Mandurah	75+	Car as driver	1	65
Mandurah	75+	Car as passenger	1	3
Mandurah	75+	Did not go to work		15
Mandurah	75+	Method of travel not stated		12
Mandurah	75+	Motorbike scooter	1	3
Mandurah	75+	(Other)	1	6
Mandurah	75+	Walked only	1	5
Mandurah	75+	Worked at home		44
Perth - Inner	15-24	Bicycle	1	361
Perth - Inner	15-24	Bus	1	2227
Perth - Inner	15-24	Bus and car as driver	2	94
Perth - Inner	15-24	Bus and car as passenger	2	102
Perth - Inner	15-24	Bus and other	2	18
Perth - Inner	15-24	Bus and two other methods excludes train	3	25
Perth - Inner	15-24	Car as driver	1	10238
Perth - Inner	15-24	Car as passenger	1	1706
Perth - Inner	15-24	Did not go to work		3699
Perth - Inner	15-24	Ferry	1	9
Perth - Inner	15-24	Method of travel not stated		308
Perth - Inner	15-24	Motorbike scooter	1	97
Perth - Inner	15-24	(Other)	1	115
Perth - Inner	15-24	Other three methods	3	3
Perth - Inner	15-24	Other two methods	2	136
Perth - Inner	15-24	Taxi	1	35
Perth - Inner	15-24	Train	1	2620
Perth - Inner	15-24	Train and bus	2	1303
Perth - Inner	15-24	Train and car as driver	2	777
Perth - Inner	15-24	Train and car as passenger	2	204
Perth - Inner	15-24	Train and other	2	31
Perth - Inner	15-24	Train and two other methods	3	456
Perth - Inner	15-24	Tram includes light rail	1	10
Perth - Inner	15-24	Truck	1	7
Perth - Inner	15-24	Walked only	1	1180
Perth - Inner	15-24	Worked at home		162
Perth - Inner	25-34	Bicycle	1	1258
Perth - Inner	25-34	Bus	1	6327
Perth - Inner	25-34	Bus and car as driver	2	299
Perth - Inner	25-34	Bus and car as passenger	2	146
Perth - Inner	25-34	Bus and ferry	2	4
Perth - Inner	25-34	Bus and other	2	97
Perth - Inner	25-34	Bus and tram includes light rail	2	3
Perth - Inner	25-34	Bus and two other methods excludes train	3	49
Perth - Inner	25-34	Car as driver	1	27044
Perth - Inner	25-34	Car as passenger	1	2977
Perth - Inner	25-34	Did not go to work		5838
Perth - Inner	25-34	Ferry	1	17
Perth - Inner	25-34	Method of travel not stated		502
Perth - Inner	25-34	Motorbike scooter	1	390
Perth - Inner	25-34	(Other)	1	488
Perth - Inner	25-34	Other three methods	3	17
Perth - Inner	25-34	Other two methods	2	314
Perth - Inner	25-34	Taxi	1	137
Perth - Inner	25-34	Train	1	6767
Perth - Inner	25-34	Train and bus	2	2547
Perth - Inner	25-34	Train and car as driver	2	2432
Perth - Inner	25-34	Train and car as passenger	2	417
Perth - Inner	25-34	Train and other	2	144
Perth - Inner	25-34	Train and two other methods	3	862
Perth - Inner	25-34	Tram includes light rail	1	11
Perth - Inner	25-34	Truck	1	58
Perth - Inner	25-34	Walked only	1	2593
Perth - Inner	25-34	Worked at home		749
Perth - Inner	35-44	Bicycle	1	1507
Perth - Inner	35-44	Bus	1	4057
Perth - Inner	35-44	Bus and car as driver	2	260
Perth - Inner	35-44	Bus and car as passenger	2	85
Perth - Inner	35-44	Bus and ferry	2	7
Perth - Inner	35-44	Bus and other	2	49
Perth - Inner	35-44	Bus and two other methods excludes train	3	36
Perth - Inner	35-44	Car as driver	1	25945
Perth - Inner	35-44	Car as passenger	1	1644
Perth - Inner	35-44	Did not go to work		4678
Perth - Inner	35-44	Ferry	1	16
Perth - Inner	35-44	Method of travel not stated		406
Perth - Inner	35-44	Motorbike scooter	1	409
Perth - Inner	35-44	(Other)	1	466
Perth - Inner	35-44	Other three methods	3	14
Perth - Inner	35-44	Other two methods	2	250
Perth - Inner	35-44	Taxi	1	110
Perth - Inner	35-44	Train	1	5236
Perth - Inner	35-44	Train and bus	2	2303
Perth - Inner	35-44	Train and car as driver	2	2368
Perth - Inner	35-44	Train and car as passenger	2	267
Perth - Inner	35-44	Train and other	2	148
Perth - Inner	35-44	Train and two other methods	3	719
Perth - Inner	35-44	Tram includes light rail	1	10
Perth - Inner	35-44	Truck	1	55
Perth - Inner	35-44	Walked only	1	1310
Perth - Inner	35-44	Worked at home		1390
Perth - Inner	45-54	Bicycle	1	1346
Perth - Inner	45-54	Bus	1	2757
Perth - Inner	45-54	Bus and car as driver	2	211
Perth - Inner	45-54	Bus and car as passenger	2	61
Perth - Inner	45-54	Bus and ferry	2	3
Perth - Inner	45-54	Bus and other	2	35
Perth - Inner	45-54	Bus and two other methods excludes train	3	19
Perth - Inner	45-54	Car as driver	1	24646
Perth - Inner	45-54	Car as passenger	1	1520
Perth - Inner	45-54	Did not go to work		3288
Perth - Inner	45-54	Ferry	1	11
Perth - Inner	45-54	Method of travel not stated		350
Perth - Inner	45-54	Motorbike scooter	1	421
Perth - Inner	45-54	(Other)	1	383
Perth - Inner	45-54	Other three methods	3	18
Perth - Inner	45-54	Other two methods	2	260
Perth - Inner	45-54	Taxi	1	97
Perth - Inner	45-54	Train	1	3932
Perth - Inner	45-54	Train and bus	2	1786
Perth - Inner	45-54	Train and car as driver	2	1859
Perth - Inner	45-54	Train and car as passenger	2	225
Perth - Inner	45-54	Train and other	2	132
Perth - Inner	45-54	Train and two other methods	3	583
Perth - Inner	45-54	Tram includes light rail	1	12
Perth - Inner	45-54	Truck	1	72
Perth - Inner	45-54	Walked only	1	1027
Perth - Inner	45-54	Worked at home		1533
Perth - Inner	55-64	Bicycle	1	563
Perth - Inner	55-64	Bus	1	1779
Perth - Inner	55-64	Bus and car as driver	2	124
Perth - Inner	55-64	Bus and car as passenger	2	33
Perth - Inner	55-64	Bus and ferry	2	4
Perth - Inner	55-64	Bus and other	2	14
Perth - Inner	55-64	Bus and two other methods excludes train	3	7
Perth - Inner	55-64	Car as driver	1	16282
Perth - Inner	55-64	Car as passenger	1	1101
Perth - Inner	55-64	Did not go to work		2794
Perth - Inner	55-64	Ferry	1	8
Perth - Inner	55-64	Method of travel not stated		248
Perth - Inner	55-64	Motorbike scooter	1	185
Perth - Inner	55-64	(Other)	1	199
Perth - Inner	55-64	Other three methods	3	10
Perth - Inner	55-64	Other two methods	2	149
Perth - Inner	55-64	Taxi	1	52
Perth - Inner	55-64	Train	1	2230
Perth - Inner	55-64	Train and bus	2	1145
Perth - Inner	55-64	Train and car as driver	2	925
Perth - Inner	55-64	Train and car as passenger	2	145
Perth - Inner	55-64	Train and other	2	57
Perth - Inner	55-64	Train and two other methods	3	340
Perth - Inner	55-64	Tram includes light rail	1	5
Perth - Inner	55-64	Truck	1	55
Perth - Inner	55-64	Walked only	1	722
Perth - Inner	55-64	Worked at home		1146
Perth - Inner	65-74	Bicycle	1	74
Perth - Inner	65-74	Bus	1	367
Perth - Inner	65-74	Bus and car as driver	2	23
Perth - Inner	65-74	Bus and car as passenger	2	6
Perth - Inner	65-74	Bus and other	2	5
Perth - Inner	65-74	Car as driver	1	3880
Perth - Inner	65-74	Car as passenger	1	262
Perth - Inner	65-74	Did not go to work		945
Perth - Inner	65-74	Ferry	1	3
Perth - Inner	65-74	Method of travel not stated		107
Perth - Inner	65-74	Motorbike scooter	1	18
Perth - Inner	65-74	(Other)	1	54
Perth - Inner	65-74	Other two methods	2	23
Perth - Inner	65-74	Taxi	1	13
Perth - Inner	65-74	Train	1	354
Perth - Inner	65-74	Train and bus	2	236
Perth - Inner	65-74	Train and car as driver	2	117
Perth - Inner	65-74	Train and car as passenger	2	25
Perth - Inner	65-74	Train and other	2	7
