SA4_NAME16	Age	EmploymentStatus	workers
South Australia - Outback	25-29	Contributing family workers	35
South Australia - Outback	25-29	Employee	3465
South Australia - Outback	25-29	Owner managers of incorporated enterprises	62
South Australia - Outback	25-29	Owner managers of unincorporated enterprises	153
South Australia - Outback	25-29	Status in employment not stated	38
South Australia - Outback	30-34	Contributing family workers	75
South Australia - Outback	30-34	Employee	3422
South Australia - Outback	30-34	Owner managers of incorporated enterprises	111
South Australia - Outback	30-34	Owner managers of unincorporated enterprises	220
South Australia - Outback	30-34	Status in employment not stated	32
South Australia - Outback	35-39	Contributing family workers	72
South Australia - Outback	35-39	Employee	2988
South Australia - Outback	35-39	Owner managers of incorporated enterprises	146
South Australia - Outback	35-39	Owner managers of unincorporated enterprises	255
South Australia - Outback	35-39	Status in employment not stated	31
South Australia - Outback	40-44	Contributing family workers	98
South Australia - Outback	40-44	Employee	3276
South Australia - Outback	40-44	Owner managers of incorporated enterprises	213
South Australia - Outback	40-44	Owner managers of unincorporated enterprises	283
South Australia - Outback	40-44	Status in employment not stated	56
South Australia - Outback	45-49	Contributing family workers	104
South Australia - Outback	45-49	Employee	3601
South Australia - Outback	45-49	Owner managers of incorporated enterprises	264
South Australia - Outback	45-49	Owner managers of unincorporated enterprises	377
South Australia - Outback	45-49	Status in employment not stated	64
South Australia - Outback	50-54	Contributing family workers	116
South Australia - Outback	50-54	Employee	3451
South Australia - Outback	50-54	Owner managers of incorporated enterprises	251
South Australia - Outback	50-54	Owner managers of unincorporated enterprises	402
South Australia - Outback	50-54	Status in employment not stated	41
South Australia - Outback	55-59	Contributing family workers	149
South Australia - Outback	55-59	Employee	3046
South Australia - Outback	55-59	Owner managers of incorporated enterprises	255
South Australia - Outback	55-59	Owner managers of unincorporated enterprises	406
South Australia - Outback	55-59	Status in employment not stated	55
South Australia - Outback	60-64	Contributing family workers	144
South Australia - Outback	60-64	Employee	1818
South Australia - Outback	60-64	Owner managers of incorporated enterprises	172
South Australia - Outback	60-64	Owner managers of unincorporated enterprises	353
South Australia - Outback	60-64	Status in employment not stated	47
South Australia - Outback	65-69	Contributing family workers	103
South Australia - Outback	65-69	Employee	600
South Australia - Outback	65-69	Owner managers of incorporated enterprises	96
South Australia - Outback	65-69	Owner managers of unincorporated enterprises	184
South Australia - Outback	65-69	Status in employment not stated	20
South Australia - Outback	70-74	Contributing family workers	61
South Australia - Outback	70-74	Employee	158
South Australia - Outback	70-74	Owner managers of incorporated enterprises	56
South Australia - Outback	70-74	Owner managers of unincorporated enterprises	114
South Australia - Outback	70-74	Status in employment not stated	17
South Australia - Outback	75+	Contributing family workers	52
South Australia - Outback	75+	Employee	74
South Australia - Outback	75+	Owner managers of incorporated enterprises	35
South Australia - Outback	75+	Owner managers of unincorporated enterprises	52
South Australia - Outback	75+	Status in employment not stated	25
South Australia - South East	15-19	Contributing family workers	71
South Australia - South East	15-19	Employee	4088
South Australia - South East	15-19	Owner managers of incorporated enterprises	14
South Australia - South East	15-19	Owner managers of unincorporated enterprises	24
South Australia - South East	15-19	Status in employment not stated	77
South Australia - South East	20-24	Contributing family workers	41
South Australia - South East	20-24	Employee	5328
South Australia - South East	20-24	Owner managers of incorporated enterprises	46
South Australia - South East	20-24	Owner managers of unincorporated enterprises	132
South Australia - South East	20-24	Status in employment not stated	73
South Australia - South East	25-29	Contributing family workers	55
South Australia - South East	25-29	Employee	5274
South Australia - South East	25-29	Owner managers of incorporated enterprises	117
South Australia - South East	25-29	Owner managers of unincorporated enterprises	311
South Australia - South East	25-29	Status in employment not stated	58
South Australia - South East	30-34	Contributing family workers	123
South Australia - South East	30-34	Employee	5080
South Australia - South East	30-34	Owner managers of incorporated enterprises	267
South Australia - South East	30-34	Owner managers of unincorporated enterprises	471
South Australia - South East	30-34	Status in employment not stated	81
South Australia - South East	35-39	Contributing family workers	163
South Australia - South East	35-39	Employee	4856
South Australia - South East	35-39	Owner managers of incorporated enterprises	422
South Australia - South East	35-39	Owner managers of unincorporated enterprises	622
South Australia - South East	35-39	Status in employment not stated	83
South Australia - South East	40-44	Contributing family workers	261
South Australia - South East	40-44	Employee	5549
South Australia - South East	40-44	Owner managers of incorporated enterprises	508
South Australia - South East	40-44	Owner managers of unincorporated enterprises	784
South Australia - South East	40-44	Status in employment not stated	88
South Australia - South East	45-49	Contributing family workers	284
South Australia - South East	45-49	Employee	6171
South Australia - South East	45-49	Owner managers of incorporated enterprises	637
South Australia - South East	45-49	Owner managers of unincorporated enterprises	998
South Australia - South East	45-49	Status in employment not stated	127
South Australia - South East	50-54	Contributing family workers	357
South Australia - South East	50-54	Employee	5954
South Australia - South East	50-54	Owner managers of incorporated enterprises	638
South Australia - South East	50-54	Owner managers of unincorporated enterprises	1159
South Australia - South East	50-54	Status in employment not stated	127
South Australia - South East	55-59	Contributing family workers	371
South Australia - South East	55-59	Employee	5599
South Australia - South East	55-59	Owner managers of incorporated enterprises	642
South Australia - South East	55-59	Owner managers of unincorporated enterprises	1200
South Australia - South East	55-59	Status in employment not stated	110
South Australia - South East	60-64	Contributing family workers	434
South Australia - South East	60-64	Employee	3901
South Australia - South East	60-64	Owner managers of incorporated enterprises	522
South Australia - South East	60-64	Owner managers of unincorporated enterprises	1107
South Australia - South East	60-64	Status in employment not stated	98
South Australia - South East	65-69	Contributing family workers	409
South Australia - South East	65-69	Employee	1390
South Australia - South East	65-69	Owner managers of incorporated enterprises	336
South Australia - South East	65-69	Owner managers of unincorporated enterprises	797
South Australia - South East	65-69	Status in employment not stated	62
South Australia - South East	70-74	Contributing family workers	292
South Australia - South East	70-74	Employee	373
South Australia - South East	70-74	Owner managers of incorporated enterprises	129
South Australia - South East	70-74	Owner managers of unincorporated enterprises	395
South Australia - South East	70-74	Status in employment not stated	44
South Australia - South East	75+	Contributing family workers	280
South Australia - South East	75+	Employee	177
South Australia - South East	75+	Owner managers of incorporated enterprises	100
South Australia - South East	75+	Owner managers of unincorporated enterprises	261
South Australia - South East	75+	Status in employment not stated	66
Migratory - Offshore - Shipping (SA)	20-24	Employee	3
Migratory - Offshore - Shipping (SA)	25-29	Employee	3
Migratory - Offshore - Shipping (SA)	30-34	Employee	4
Migratory - Offshore - Shipping (SA)	35-39	Employee	9
Migratory - Offshore - Shipping (SA)	40-44	Employee	4
Migratory - Offshore - Shipping (SA)	45-49	Employee	7
Migratory - Offshore - Shipping (SA)	50-54	Employee	14
Migratory - Offshore - Shipping (SA)	55-59	Employee	8
No usual address (SA)	15-19	Contributing family workers	25
No usual address (SA)	15-19	Employee	962
No usual address (SA)	15-19	Owner managers of incorporated enterprises	7
No usual address (SA)	15-19	Owner managers of unincorporated enterprises	82
No usual address (SA)	15-19	Status in employment not stated	13
No usual address (SA)	20-24	Contributing family workers	29
No usual address (SA)	20-24	Employee	2562
No usual address (SA)	20-24	Owner managers of incorporated enterprises	45
No usual address (SA)	20-24	Owner managers of unincorporated enterprises	468
No usual address (SA)	20-24	Status in employment not stated	43
No usual address (SA)	25-29	Contributing family workers	23
No usual address (SA)	25-29	Employee	2354
No usual address (SA)	25-29	Owner managers of incorporated enterprises	194
No usual address (SA)	25-29	Owner managers of unincorporated enterprises	929
No usual address (SA)	25-29	Status in employment not stated	49
No usual address (SA)	30-34	Contributing family workers	41
No usual address (SA)	30-34	Employee	1998
No usual address (SA)	30-34	Owner managers of incorporated enterprises	317
No usual address (SA)	30-34	Owner managers of unincorporated enterprises	1039
No usual address (SA)	30-34	Status in employment not stated	43
No usual address (SA)	35-39	Contributing family workers	36
No usual address (SA)	35-39	Employee	1657
No usual address (SA)	35-39	Owner managers of incorporated enterprises	321
No usual address (SA)	35-39	Owner managers of unincorporated enterprises	1102
No usual address (SA)	35-39	Status in employment not stated	44
No usual address (SA)	40-44	Contributing family workers	25
No usual address (SA)	40-44	Employee	1818
No usual address (SA)	40-44	Owner managers of incorporated enterprises	375
No usual address (SA)	40-44	Owner managers of unincorporated enterprises	1414
No usual address (SA)	40-44	Status in employment not stated	54
No usual address (SA)	45-49	Contributing family workers	47
No usual address (SA)	45-49	Employee	1930
No usual address (SA)	45-49	Owner managers of incorporated enterprises	447
No usual address (SA)	45-49	Owner managers of unincorporated enterprises	1572
No usual address (SA)	45-49	Status in employment not stated	78
No usual address (SA)	50-54	Contributing family workers	59
No usual address (SA)	50-54	Employee	1942
No usual address (SA)	50-54	Owner managers of incorporated enterprises	442
No usual address (SA)	50-54	Owner managers of unincorporated enterprises	1634
No usual address (SA)	50-54	Status in employment not stated	62
No usual address (SA)	55-59	Contributing family workers	53
No usual address (SA)	55-59	Employee	1719
No usual address (SA)	55-59	Owner managers of incorporated enterprises	327
No usual address (SA)	55-59	Owner managers of unincorporated enterprises	1561
No usual address (SA)	55-59	Status in employment not stated	55
No usual address (SA)	60-64	Contributing family workers	57
No usual address (SA)	60-64	Employee	1165
No usual address (SA)	60-64	Owner managers of incorporated enterprises	209
No usual address (SA)	60-64	Owner managers of unincorporated enterprises	1097
No usual address (SA)	60-64	Status in employment not stated	68
No usual address (SA)	65-69	Contributing family workers	47
No usual address (SA)	65-69	Employee	487
No usual address (SA)	65-69	Owner managers of incorporated enterprises	107
No usual address (SA)	65-69	Owner managers of unincorporated enterprises	502
No usual address (SA)	65-69	Status in employment not stated	29
No usual address (SA)	70-74	Contributing family workers	24
No usual address (SA)	70-74	Employee	162
No usual address (SA)	70-74	Owner managers of incorporated enterprises	34
No usual address (SA)	70-74	Owner managers of unincorporated enterprises	154
No usual address (SA)	70-74	Status in employment not stated	8
No usual address (SA)	75+	Contributing family workers	30
No usual address (SA)	75+	Employee	61
No usual address (SA)	75+	Owner managers of incorporated enterprises	11
No usual address (SA)	75+	Owner managers of unincorporated enterprises	51
No usual address (SA)	75+	Status in employment not stated	25
Bunbury	15-19	Contributing family workers	45
Bunbury	15-19	Employee	4438
Bunbury	15-19	Owner managers of incorporated enterprises	12
Bunbury	15-19	Owner managers of unincorporated enterprises	13
Bunbury	15-19	Status in employment not stated	47
Bunbury	20-24	Contributing family workers	36
Bunbury	20-24	Employee	4868
Bunbury	20-24	Owner managers of incorporated enterprises	30
Bunbury	20-24	Owner managers of unincorporated enterprises	100
Bunbury	20-24	Status in employment not stated	57
Bunbury	25-29	Contributing family workers	56
Bunbury	25-29	Employee	5310
Bunbury	25-29	Owner managers of incorporated enterprises	116
Bunbury	25-29	Owner managers of unincorporated enterprises	298
Bunbury	25-29	Status in employment not stated	41
Bunbury	30-34	Contributing family workers	109
Bunbury	30-34	Employee	5607
Bunbury	30-34	Owner managers of incorporated enterprises	267
Bunbury	30-34	Owner managers of unincorporated enterprises	550
Bunbury	30-34	Status in employment not stated	63
Bunbury	35-39	Contributing family workers	147
Bunbury	35-39	Employee	5683
Bunbury	35-39	Owner managers of incorporated enterprises	429
Bunbury	35-39	Owner managers of unincorporated enterprises	690
Bunbury	35-39	Status in employment not stated	71
Bunbury	40-44	Contributing family workers	195
Bunbury	40-44	Employee	6463
Bunbury	40-44	Owner managers of incorporated enterprises	525
Bunbury	40-44	Owner managers of unincorporated enterprises	792
Bunbury	40-44	Status in employment not stated	82
Bunbury	45-49	Contributing family workers	194
Bunbury	45-49	Employee	6765
Bunbury	45-49	Owner managers of incorporated enterprises	657
Bunbury	45-49	Owner managers of unincorporated enterprises	907
Bunbury	45-49	Status in employment not stated	86
Bunbury	50-54	Contributing family workers	215
Bunbury	50-54	Employee	6313
Bunbury	50-54	Owner managers of incorporated enterprises	606
Bunbury	50-54	Owner managers of unincorporated enterprises	918
Bunbury	50-54	Status in employment not stated	82
Bunbury	55-59	Contributing family workers	243
Bunbury	55-59	Employee	5669
Bunbury	55-59	Owner managers of incorporated enterprises	584
Bunbury	55-59	Owner managers of unincorporated enterprises	913
Bunbury	55-59	Status in employment not stated	102
Bunbury	60-64	Contributing family workers	255
Bunbury	60-64	Employee	3673
Bunbury	60-64	Owner managers of incorporated enterprises	380
Bunbury	60-64	Owner managers of unincorporated enterprises	815
Bunbury	60-64	Status in employment not stated	76
Bunbury	65-69	Contributing family workers	250
Bunbury	65-69	Employee	1307
Bunbury	65-69	Owner managers of incorporated enterprises	246
Bunbury	65-69	Owner managers of unincorporated enterprises	501
Bunbury	65-69	Status in employment not stated	63
Bunbury	70-74	Contributing family workers	198
Bunbury	70-74	Employee	351
Bunbury	70-74	Owner managers of incorporated enterprises	118
Bunbury	70-74	Owner managers of unincorporated enterprises	221
Bunbury	70-74	Status in employment not stated	31
Bunbury	75+	Contributing family workers	146
Bunbury	75+	Employee	153
Bunbury	75+	Owner managers of incorporated enterprises	64
Bunbury	75+	Owner managers of unincorporated enterprises	145
Bunbury	75+	Status in employment not stated	34
Mandurah	15-19	Contributing family workers	12
Mandurah	15-19	Employee	2130
Mandurah	15-19	Owner managers of incorporated enterprises	3
Mandurah	15-19	Owner managers of unincorporated enterprises	15
Mandurah	15-19	Status in employment not stated	26
Mandurah	20-24	Contributing family workers	9
Mandurah	20-24	Employee	2353
Mandurah	20-24	Owner managers of incorporated enterprises	10
Mandurah	20-24	Owner managers of unincorporated enterprises	79
Mandurah	20-24	Status in employment not stated	18
Mandurah	25-29	Contributing family workers	23
Mandurah	25-29	Employee	2048
Mandurah	25-29	Owner managers of incorporated enterprises	61
Mandurah	25-29	Owner managers of unincorporated enterprises	129
Mandurah	25-29	Status in employment not stated	14
Mandurah	30-34	Contributing family workers	35
Mandurah	30-34	Employee	2030
Mandurah	30-34	Owner managers of incorporated enterprises	124
Mandurah	30-34	Owner managers of unincorporated enterprises	199
Mandurah	30-34	Status in employment not stated	13
Mandurah	35-39	Contributing family workers	38
Mandurah	35-39	Employee	1987
Mandurah	35-39	Owner managers of incorporated enterprises	141
Mandurah	35-39	Owner managers of unincorporated enterprises	221
Mandurah	35-39	Status in employment not stated	22
Mandurah	40-44	Contributing family workers	56
Mandurah	40-44	Employee	2373
Mandurah	40-44	Owner managers of incorporated enterprises	207
Mandurah	40-44	Owner managers of unincorporated enterprises	287
Mandurah	40-44	Status in employment not stated	18
Mandurah	45-49	Contributing family workers	46
Mandurah	45-49	Employee	2481
Mandurah	45-49	Owner managers of incorporated enterprises	237
Mandurah	45-49	Owner managers of unincorporated enterprises	299
Mandurah	45-49	Status in employment not stated	26
Mandurah	50-54	Contributing family workers	65
Mandurah	50-54	Employee	2391
Mandurah	50-54	Owner managers of incorporated enterprises	242
Mandurah	50-54	Owner managers of unincorporated enterprises	332
Mandurah	50-54	Status in employment not stated	33
Mandurah	55-59	Contributing family workers	48
Mandurah	55-59	Employee	1975
Mandurah	55-59	Owner managers of incorporated enterprises	224
Mandurah	55-59	Owner managers of unincorporated enterprises	269
Mandurah	55-59	Status in employment not stated	17
Mandurah	60-64	Contributing family workers	57
Mandurah	60-64	Employee	1276
Mandurah	60-64	Owner managers of incorporated enterprises	165
Mandurah	60-64	Owner managers of unincorporated enterprises	265
Mandurah	60-64	Status in employment not stated	23
Mandurah	65-69	Contributing family workers	47
Mandurah	65-69	Employee	470
Mandurah	65-69	Owner managers of incorporated enterprises	103
Mandurah	65-69	Owner managers of unincorporated enterprises	144
Mandurah	65-69	Status in employment not stated	18
Mandurah	70-74	Contributing family workers	24
Mandurah	70-74	Employee	126
Mandurah	70-74	Owner managers of incorporated enterprises	41
Mandurah	70-74	Owner managers of unincorporated enterprises	59
Mandurah	70-74	Status in employment not stated	7
Mandurah	75+	Contributing family workers	23
Mandurah	75+	Employee	70
Mandurah	75+	Owner managers of incorporated enterprises	21
Mandurah	75+	Owner managers of unincorporated enterprises	42
Mandurah	75+	Status in employment not stated	5
Perth - Inner	15-19	Contributing family workers	40
Perth - Inner	15-19	Employee	5905
Perth - Inner	15-19	Owner managers of incorporated enterprises	17
Perth - Inner	15-19	Owner managers of unincorporated enterprises	64
Perth - Inner	15-19	Status in employment not stated	54
Perth - Inner	20-24	Contributing family workers	39
Perth - Inner	20-24	Employee	19320
Perth - Inner	20-24	Owner managers of incorporated enterprises	103
Perth - Inner	20-24	Owner managers of unincorporated enterprises	280
Perth - Inner	20-24	Status in employment not stated	128
Perth - Inner	25-29	Contributing family workers	58
Perth - Inner	25-29	Employee	28644
Perth - Inner	25-29	Owner managers of incorporated enterprises	381
Perth - Inner	25-29	Owner managers of unincorporated enterprises	589
Perth - Inner	25-29	Status in employment not stated	139
Perth - Inner	30-34	Contributing family workers	123
Perth - Inner	30-34	Employee	30848
Perth - Inner	30-34	Owner managers of incorporated enterprises	836
Perth - Inner	30-34	Owner managers of unincorporated enterprises	747
Perth - Inner	30-34	Status in employment not stated	122
Perth - Inner	35-39	Contributing family workers	141
Perth - Inner	35-39	Employee	25674
Perth - Inner	35-39	Owner managers of incorporated enterprises	1291
Perth - Inner	35-39	Owner managers of unincorporated enterprises	936
Perth - Inner	35-39	Status in employment not stated	135
Perth - Inner	40-44	Contributing family workers	168
Perth - Inner	40-44	Employee	22713
Perth - Inner	40-44	Owner managers of incorporated enterprises	1551
Perth - Inner	40-44	Owner managers of unincorporated enterprises	1028
Perth - Inner	40-44	Status in employment not stated	108
Perth - Inner	45-49	Contributing family workers	175
Perth - Inner	45-49	Employee	21668
Perth - Inner	45-49	Owner managers of incorporated enterprises	1749
Perth - Inner	45-49	Owner managers of unincorporated enterprises	1234
Perth - Inner	45-49	Status in employment not stated	123
Perth - Inner	50-54	Contributing family workers	168
Perth - Inner	50-54	Employee	18601
Perth - Inner	50-54	Owner managers of incorporated enterprises	1585
Perth - Inner	50-54	Owner managers of unincorporated enterprises	1154
Perth - Inner	50-54	Status in employment not stated	118
Perth - Inner	55-59	Contributing family workers	135
Perth - Inner	55-59	Employee	15431
Perth - Inner	55-59	Owner managers of incorporated enterprises	1292
Perth - Inner	55-59	Owner managers of unincorporated enterprises	1064
Perth - Inner	55-59	Status in employment not stated	117
Perth - Inner	60-64	Contributing family workers	137
Perth - Inner	60-64	Employee	10115
Perth - Inner	60-64	Owner managers of incorporated enterprises	1091
Perth - Inner	60-64	Owner managers of unincorporated enterprises	857
Perth - Inner	60-64	Status in employment not stated	88
Perth - Inner	65-69	Contributing family workers	161
Perth - Inner	65-69	Employee	4187
Perth - Inner	65-69	Owner managers of incorporated enterprises	643
Perth - Inner	65-69	Owner managers of unincorporated enterprises	561
Perth - Inner	65-69	Status in employment not stated	67
Perth - Inner	70-74	Contributing family workers	69
Perth - Inner	70-74	Employee	1146
Perth - Inner	70-74	Owner managers of incorporated enterprises	287
Perth - Inner	70-74	Owner managers of unincorporated enterprises	258
Perth - Inner	70-74	Status in employment not stated	33
Perth - Inner	75+	Contributing family workers	76
Perth - Inner	75+	Employee	454
Perth - Inner	75+	Owner managers of incorporated enterprises	163
Perth - Inner	75+	Owner managers of unincorporated enterprises	156
Perth - Inner	75+	Status in employment not stated	41
Perth - North East	15-19	Contributing family workers	32
Perth - North East	15-19	Employee	5467
Perth - North East	15-19	Owner managers of incorporated enterprises	5
Perth - North East	15-19	Owner managers of unincorporated enterprises	37
Perth - North East	15-19	Status in employment not stated	47
Perth - North East	20-24	Contributing family workers	61
Perth - North East	20-24	Employee	8467
Perth - North East	20-24	Owner managers of incorporated enterprises	53
Perth - North East	20-24	Owner managers of unincorporated enterprises	179
Perth - North East	20-24	Status in employment not stated	64
Perth - North East	25-29	Contributing family workers	61
Perth - North East	25-29	Employee	8719
Perth - North East	25-29	Owner managers of incorporated enterprises	245
Perth - North East	25-29	Owner managers of unincorporated enterprises	507
Perth - North East	25-29	Status in employment not stated	75
Perth - North East	30-34	Contributing family workers	134
Perth - North East	30-34	Employee	8315
Perth - North East	30-34	Owner managers of incorporated enterprises	553
Perth - North East	30-34	Owner managers of unincorporated enterprises	721
Perth - North East	30-34	Status in employment not stated	72
Perth - North East	35-39	Contributing family workers	120
Perth - North East	35-39	Employee	7204
Perth - North East	35-39	Owner managers of incorporated enterprises	671
Perth - North East	35-39	Owner managers of unincorporated enterprises	710
Perth - North East	35-39	Status in employment not stated	77
Perth - North East	40-44	Contributing family workers	167
Perth - North East	40-44	Employee	7635
Perth - North East	40-44	Owner managers of incorporated enterprises	769
Perth - North East	40-44	Owner managers of unincorporated enterprises	842
Perth - North East	40-44	Status in employment not stated	69
Perth - North East	45-49	Contributing family workers	151
Perth - North East	45-49	Employee	7840
Perth - North East	45-49	Owner managers of incorporated enterprises	994
Perth - North East	45-49	Owner managers of unincorporated enterprises	922
Perth - North East	45-49	Status in employment not stated	99
Perth - North East	50-54	Contributing family workers	158
Perth - North East	50-54	Employee	7317
Perth - North East	50-54	Owner managers of incorporated enterprises	977
Perth - North East	50-54	Owner managers of unincorporated enterprises	949
Perth - North East	50-54	Status in employment not stated	78
Perth - North East	55-59	Contributing family workers	161
Perth - North East	55-59	Employee	5999
Perth - North East	55-59	Owner managers of incorporated enterprises	810
Perth - North East	55-59	Owner managers of unincorporated enterprises	878
Perth - North East	55-59	Status in employment not stated	53
Perth - North East	60-64	Contributing family workers	152
Perth - North East	60-64	Employee	4064
Perth - North East	60-64	Owner managers of incorporated enterprises	579
Perth - North East	60-64	Owner managers of unincorporated enterprises	712
Perth - North East	60-64	Status in employment not stated	49
Perth - North East	65-69	Contributing family workers	116
Perth - North East	65-69	Employee	1628
Perth - North East	65-69	Owner managers of incorporated enterprises	341
Perth - North East	65-69	Owner managers of unincorporated enterprises	392
Perth - North East	65-69	Status in employment not stated	35
Perth - North East	70-74	Contributing family workers	84
Perth - North East	70-74	Employee	468
Perth - North East	70-74	Owner managers of incorporated enterprises	149
Perth - North East	70-74	Owner managers of unincorporated enterprises	164
Perth - North East	70-74	Status in employment not stated	20
Perth - North East	75+	Contributing family workers	52
Perth - North East	75+	Employee	162
Perth - North East	75+	Owner managers of incorporated enterprises	48
Perth - North East	75+	Owner managers of unincorporated enterprises	90
Perth - North East	75+	Status in employment not stated	22
Perth - North West	15-19	Contributing family workers	66
Perth - North West	15-19	Employee	11136
Perth - North West	15-19	Owner managers of incorporated enterprises	32
Perth - North West	15-19	Owner managers of unincorporated enterprises	88
Perth - North West	15-19	Status in employment not stated	97
Perth - North West	20-24	Contributing family workers	52
Perth - North West	20-24	Employee	16087
Perth - North West	20-24	Owner managers of incorporated enterprises	136
Perth - North West	20-24	Owner managers of unincorporated enterprises	454
Perth - North West	20-24	Status in employment not stated	115
Perth - North West	25-29	Contributing family workers	103
Perth - North West	25-29	Employee	15815
Perth - North West	25-29	Owner managers of incorporated enterprises	496
Perth - North West	25-29	Owner managers of unincorporated enterprises	1012
Perth - North West	25-29	Status in employment not stated	107
Perth - North West	30-34	Contributing family workers	211
Perth - North West	30-34	Employee	14914
Perth - North West	30-34	Owner managers of incorporated enterprises	1039
Perth - North West	30-34	Owner managers of unincorporated enterprises	1530
Perth - North West	30-34	Status in employment not stated	108
Perth - North West	35-39	Contributing family workers	228
Perth - North West	35-39	Employee	12801
Perth - North West	35-39	Owner managers of incorporated enterprises	1366
Perth - North West	35-39	Owner managers of unincorporated enterprises	1548
Perth - North West	35-39	Status in employment not stated	104
Perth - North West	40-44	Contributing family workers	259
Perth - North West	40-44	Employee	13399
Perth - North West	40-44	Owner managers of incorporated enterprises	1681
Perth - North West	40-44	Owner managers of unincorporated enterprises	1792
Perth - North West	40-44	Status in employment not stated	120
Perth - North West	45-49	Contributing family workers	255
Perth - North West	45-49	Employee	13686
Perth - North West	45-49	Owner managers of incorporated enterprises	1833
Perth - North West	45-49	Owner managers of unincorporated enterprises	1965
Perth - North West	45-49	Status in employment not stated	139
Perth - North West	50-54	Contributing family workers	272
Perth - North West	50-54	Employee	12292
Perth - North West	50-54	Owner managers of incorporated enterprises	1705
Perth - North West	50-54	Owner managers of unincorporated enterprises	1846
Perth - North West	50-54	Status in employment not stated	130
Perth - North West	55-59	Contributing family workers	257
Perth - North West	55-59	Employee	10066
Perth - North West	55-59	Owner managers of incorporated enterprises	1509
Perth - North West	55-59	Owner managers of unincorporated enterprises	1647
Perth - North West	55-59	Status in employment not stated	119
Perth - North West	60-64	Contributing family workers	214
Perth - North West	60-64	Employee	6815
Perth - North West	60-64	Owner managers of incorporated enterprises	1035
Perth - North West	60-64	Owner managers of unincorporated enterprises	1325
Perth - North West	60-64	Status in employment not stated	103
Perth - North West	65-69	Contributing family workers	172
Perth - North West	65-69	Employee	2709
Perth - North West	65-69	Owner managers of incorporated enterprises	676
Perth - North West	65-69	Owner managers of unincorporated enterprises	778
Perth - North West	65-69	Status in employment not stated	64
Perth - North West	70-74	Contributing family workers	102
Perth - North West	70-74	Employee	796
Perth - North West	70-74	Owner managers of incorporated enterprises	239
Perth - North West	70-74	Owner managers of unincorporated enterprises	290
Perth - North West	70-74	Status in employment not stated	41
Perth - North West	75+	Contributing family workers	70
Perth - North West	75+	Employee	291
Perth - North West	75+	Owner managers of incorporated enterprises	128
Perth - North West	75+	Owner managers of unincorporated enterprises	144
Perth - North West	75+	Status in employment not stated	31
Perth - South East	15-19	Contributing family workers	61
Perth - South East	15-19	Employee	9675
Perth - South East	15-19	Owner managers of incorporated enterprises	16
Perth - South East	15-19	Owner managers of unincorporated enterprises	46
Perth - South East	15-19	Status in employment not stated	85
Perth - South East	20-24	Contributing family workers	78
Perth - South East	20-24	Employee	18372
Perth - South East	20-24	Owner managers of incorporated enterprises	124
Perth - South East	20-24	Owner managers of unincorporated enterprises	366
Perth - South East	20-24	Status in employment not stated	138
Perth - South East	25-29	Contributing family workers	103
Perth - South East	25-29	Employee	20982
Perth - South East	25-29	Owner managers of incorporated enterprises	585
Perth - South East	25-29	Owner managers of unincorporated enterprises	971
Perth - South East	25-29	Status in employment not stated	139
Perth - South East	30-34	Contributing family workers	211
Perth - South East	30-34	Employee	21265
Perth - South East	30-34	Owner managers of incorporated enterprises	1150
Perth - South East	30-34	Owner managers of unincorporated enterprises	1286
Perth - South East	30-34	Status in employment not stated	163
Perth - South East	35-39	Contributing family workers	213
Perth - South East	35-39	Employee	18115
Perth - South East	35-39	Owner managers of incorporated enterprises	1308
Perth - South East	35-39	Owner managers of unincorporated enterprises	1376
Perth - South East	35-39	Status in employment not stated	146
Perth - South East	40-44	Contributing family workers	242
Perth - South East	40-44	Employee	17968
Perth - South East	40-44	Owner managers of incorporated enterprises	1495
Perth - South East	40-44	Owner managers of unincorporated enterprises	1371
Perth - South East	40-44	Status in employment not stated	127
Perth - South East	45-49	Contributing family workers	245
Perth - South East	45-49	Employee	17526
Perth - South East	45-49	Owner managers of incorporated enterprises	1686
Perth - South East	45-49	Owner managers of unincorporated enterprises	1560
Perth - South East	45-49	Status in employment not stated	128
Perth - South East	50-54	Contributing family workers	264
Perth - South East	50-54	Employee	15970
Perth - South East	50-54	Owner managers of incorporated enterprises	1643
Perth - South East	50-54	Owner managers of unincorporated enterprises	1577
Perth - South East	50-54	Status in employment not stated	148
Perth - South East	55-59	Contributing family workers	218
Perth - South East	55-59	Employee	13724
Perth - South East	55-59	Owner managers of incorporated enterprises	1401
Perth - South East	55-59	Owner managers of unincorporated enterprises	1411
Perth - South East	55-59	Status in employment not stated	141
Perth - South East	60-64	Contributing family workers	243
Perth - South East	60-64	Employee	9438
Perth - South East	60-64	Owner managers of incorporated enterprises	1066
Perth - South East	60-64	Owner managers of unincorporated enterprises	1224
Perth - South East	60-64	Status in employment not stated	105
Perth - South East	65-69	Contributing family workers	185
Perth - South East	65-69	Employee	3804
Perth - South East	65-69	Owner managers of incorporated enterprises	650
Perth - South East	65-69	Owner managers of unincorporated enterprises	731
Perth - South East	65-69	Status in employment not stated	68
Perth - South East	70-74	Contributing family workers	127
Perth - South East	70-74	Employee	987
Perth - South East	70-74	Owner managers of incorporated enterprises	235
Perth - South East	70-74	Owner managers of unincorporated enterprises	323
Perth - South East	70-74	Status in employment not stated	39
Perth - South East	75+	Contributing family workers	96
Perth - South East	75+	Employee	323
Perth - South East	75+	Owner managers of incorporated enterprises	122
